osmid,ref,highway,oneway,reversed,length,lanes,name,geometry,bridge
771658105,SIN 344,secondary,False,True,70.973,,,"LINESTRING (-107.2174034 24.4218677, -107.2171243 24.4212822)",
1072034779,,secondary,False,False,65.467,2,,"LINESTRING (-107.2174034 24.4218677, -107.217628 24.4224198)",
960115810,,secondary,False,False,156.165,,Calle Desiderio Ochoa,"LINESTRING (-107.2174034 24.4218677, -107.2181303 24.4215207, -107.2187586 24.4211974)",
445350972,,residential,False,False,222.352,,Callejón Rubí,"LINESTRING (-107.217628 24.4224198, -107.2156277 24.4232453)",
445350972,,residential,False,True,10.508,,Callejón Rubí,"LINESTRING (-107.217628 24.4224198, -107.2177241 24.4223841)",
1072034779,,secondary,False,True,65.467,2,,"LINESTRING (-107.217628 24.4224198, -107.2174034 24.4218677)",
771649868,,secondary,False,False,142.609,2,Calle Nogalitos,"LINESTRING (-107.217628 24.4224198, -107.2176013 24.4225614, -107.2172091 24.4236428)",
445351020,,residential,False,True,48.522,,Callejón Deportivo,"LINESTRING (-107.2163909 24.4257521, -107.2160276 24.4254675)",
771649868,,secondary,False,True,82.972,2,Calle Nogalitos,"LINESTRING (-107.2163909 24.4257521, -107.2166812 24.4250543)",
771649868,,secondary,False,False,54.937,2,Calle Nogalitos,"LINESTRING (-107.2163909 24.4257521, -107.2163097 24.4259438, -107.2162521 24.4260537, -107.2161609 24.4261984)",
445350962,,residential,False,False,66.959,,Avenida Guadalupe Victoria,"LINESTRING (-107.219462 24.4192168, -107.219802 24.4197333)",
445351000,,residential,False,False,61.745,,,"LINESTRING (-107.219462 24.4192168, -107.2189008 24.4194341)",
445350972,,residential,False,False,90.175,,Callejón Rubí,"LINESTRING (-107.2206996 24.4212194, -107.219876 24.4215281)",
445350972,,residential,False,True,5.539,,Callejón Rubí,"LINESTRING (-107.2206996 24.4212194, -107.2207497 24.4211994)",
740745425,,residential,False,True,106.227,,Avenida Guadalupe Victoria,"LINESTRING (-107.2206996 24.4212194, -107.2204782 24.420865, -107.2203405 24.4206444, -107.2201809 24.420389)",
510324563,,residential,False,True,62.619,,Avenida Guadalupe Victoria,"LINESTRING (-107.2213768 24.4227145, -107.2211937 24.4221766)",
445351002,,residential,False,False,77.569,,Calle Cinco Poniente,"LINESTRING (-107.2213768 24.4227145, -107.2209714 24.4229448, -107.2207299 24.4230882)",
510324563,,residential,False,False,134.85500000000002,,Avenida Guadalupe Victoria,"LINESTRING (-107.2213768 24.4227145, -107.2215709 24.4233295, -107.2217492 24.4238789)",
510324555,,residential,False,False,54.074,,Calle Mariano Altamirano,"LINESTRING (-107.2217492 24.4238789, -107.2213119 24.4241581)",
510324563,,residential,False,False,57.506,,Avenida Guadalupe Victoria,"LINESTRING (-107.2217492 24.4238789, -107.2220111 24.4243378)",
510324555,,residential,False,True,116.383,,Calle Mariano Altamirano,"LINESTRING (-107.2217492 24.4238789, -107.221929 24.4237776, -107.2221355 24.4236836, -107.222354 24.4235902, -107.2227842 24.4234275)",
510324563,,residential,False,True,134.85500000000002,,Avenida Guadalupe Victoria,"LINESTRING (-107.2217492 24.4238789, -107.2215709 24.4233295, -107.2213768 24.4227145)",
510323661,,secondary,False,True,48.958,,Avenida Guadalupe Victoria,"LINESTRING (-107.2239951 24.4280456, -107.2237653 24.4276582)",
445350963,,residential,False,False,124.359,,Calle Jalisco,"LINESTRING (-107.2211129 24.4198591, -107.2215764 24.4208948)",
960115810,,secondary,False,True,111.248,,Calle Desiderio Ochoa,"LINESTRING (-107.2211129 24.4198591, -107.2201809 24.420389)",
445350963,,residential,False,True,53.677,,Calle Jalisco,"LINESTRING (-107.2211129 24.4198591, -107.2209862 24.4196038, -107.2208883 24.4194219)",
445350963,,residential,False,True,165.89600000000002,,Calle Jalisco,"LINESTRING (-107.2236955 24.4254746, -107.2233827 24.4247472, -107.2230854 24.42409)",
445351021,,residential,False,False,97.414,,,"LINESTRING (-107.2236955 24.4254746, -107.223262 24.4257143, -107.2228673 24.4259204)",
445351021,,residential,False,True,80.093,,,"LINESTRING (-107.2236955 24.4254746, -107.2239594 24.4253955, -107.2241378 24.4253528, -107.2244548 24.4252733)",
510323661,,secondary,False,False,32.771,,Avenida Guadalupe Victoria,"LINESTRING (-107.2236201 24.4273948, -107.2237653 24.4276582)",
510324563,,residential,False,True,24.682,,Avenida Guadalupe Victoria,"LINESTRING (-107.2236201 24.4273948, -107.2235274 24.4271895)",
445350965,,secondary,False,False,174.184,,Calle Alejandro Barrantes,"LINESTRING (-107.2236201 24.4273948, -107.2234492 24.427394, -107.223335 24.4273861, -107.2231926 24.4273677, -107.2230261 24.4273338, -107.2228879 24.4273297, -107.2227524 24.4273419, -107.2223957 24.4274103, -107.2219263 24.4275086)",
445350965,,secondary,False,False,74.46200000000002,,Calle Alejandro Barrantes,"LINESTRING (-107.2206067 24.4277901, -107.2204504 24.4278511, -107.2202674 24.4279232, -107.2201373 24.4279775, -107.2199348 24.4280624)",
445350965,,secondary,False,True,69.398,,Calle Alejandro Barrantes,"LINESTRING (-107.2206067 24.4277901, -107.2208293 24.4277357, -107.2212718 24.4276393)",
445351006,,residential,False,False,184.364,,Calle Laurel,"LINESTRING (-107.2206067 24.4277901, -107.2203463 24.4274228, -107.2201012 24.427077, -107.2196251 24.4263936)",
445350981,,residential,False,True,27.123,,Calle Islas Ángel,"LINESTRING (-107.2232104 24.420538, -107.2230851 24.4203224)",
445350968,,residential,False,False,88.589,,Calle Rubí,"LINESTRING (-107.2232104 24.420538, -107.2229068 24.4206113, -107.2227947 24.4206278, -107.2226746 24.4206418, -107.2223488 24.4206575)",
445350981,,residential,False,False,132.31799999999998,,Calle Islas Ángel,"LINESTRING (-107.2232104 24.420538, -107.2233184 24.4206296, -107.2235786 24.4208568, -107.2241619 24.4213537)",
445350968,,residential,False,True,7.563,,Calle Rubí,"LINESTRING (-107.2223299 24.4205917, -107.2223488 24.4206575)",
445350972,,residential,False,False,83.403,,Callejón Rubí,"LINESTRING (-107.2223299 24.4205917, -107.2215764 24.4208948)",
445350972,,residential,False,True,82.116,,Callejón Rubí,"LINESTRING (-107.2223299 24.4205917, -107.2230851 24.4203224)",
445350972,,residential,False,False,82.116,,Callejón Rubí,"LINESTRING (-107.2230851 24.4203224, -107.2223299 24.4205917)",
445350972,,residential,False,True,122.016,,Callejón Rubí,"LINESTRING (-107.2230851 24.4203224, -107.224199 24.4199036)",
445350981,,residential,False,False,27.123,,Calle Islas Ángel,"LINESTRING (-107.2230851 24.4203224, -107.2232104 24.420538)",
445350963,,residential,False,False,114.654,,Calle Jalisco,"LINESTRING (-107.2215764 24.4208948, -107.2220401 24.4218355)",
445350963,,residential,False,True,124.359,,Calle Jalisco,"LINESTRING (-107.2215764 24.4208948, -107.2211129 24.4198591)",
445350972,,residential,False,False,90.294,,Callejón Rubí,"LINESTRING (-107.2215764 24.4208948, -107.2207497 24.4211994)",
445350972,,residential,False,True,83.403,,Callejón Rubí,"LINESTRING (-107.2215764 24.4208948, -107.2223299 24.4205917)",
445350983,,residential,False,False,112.202,,,"LINESTRING (-107.2230854 24.42409, -107.2220111 24.4243378)",
445350983,,residential,False,True,59.671,,,"LINESTRING (-107.2230854 24.42409, -107.2236707 24.424027)",
445350963,,residential,False,False,165.89600000000002,,Calle Jalisco,"LINESTRING (-107.2230854 24.42409, -107.2233827 24.4247472, -107.2236955 24.4254746)",
445350963,,residential,False,True,79.72999999999999,,Calle Jalisco,"LINESTRING (-107.2230854 24.42409, -107.2229415 24.4237776, -107.2227842 24.4234275)",
445350983,,residential,False,True,112.202,,,"LINESTRING (-107.2220111 24.4243378, -107.2230854 24.42409)",
510324563,,residential,False,False,60.633,,Avenida Guadalupe Victoria,"LINESTRING (-107.2220111 24.4243378, -107.2222716 24.4248288)",
510324563,,residential,False,True,57.506,,Avenida Guadalupe Victoria,"LINESTRING (-107.2220111 24.4243378, -107.2217492 24.4238789)",
510324556,,residential,False,False,6.59,,Calle 12 de Octubre,"LINESTRING (-107.2232989 24.423158, -107.2232689 24.4231054)",
510324556,,residential,False,True,103.702,,Calle 12 de Octubre,"LINESTRING (-107.2232989 24.423158, -107.2236707 24.424027)",
445350963,,residential,False,False,14.512,,Calle Jalisco,"LINESTRING (-107.2227256 24.4233084, -107.2227842 24.4234275)",
