osmid,oneway,ref,name,highway,maxspeed,reversed,length,geometry,tunnel,lanes
394761837,True,MEX 221,Calle 10,secondary,40,False,242.155,"LINESTRING (-91.0445722 18.1888711, -91.0447191 18.1887023, -91.0447813 18.1886583, -91.0449229 18.1885583, -91.0450825 18.1884653, -91.0452609 18.1883736, -91.0454406 18.1883009, -91.045576 18.1882602, -91.0458 18.1882041, -91.0466229 18.1880068)",,
937057312,True,,Calle 23,secondary,,False,12.582,"LINESTRING (-91.0445722 18.1888711, -91.0445521 18.1888329, -91.0444915 18.1887923)",,
440989493,False,,Calle 27,residential,,False,7.814,"LINESTRING (-91.0405184 18.1851328, -91.0405503 18.1851962)",,
642306774,True,,Calle 1 de Julio,secondary,,False,118.827,"LINESTRING (-91.0405184 18.1851328, -91.039439 18.1854334)",,
642306772,True,,Calle 1 de Julio,tertiary,,False,29.127,"LINESTRING (-91.0427946 18.1846678, -91.0429954 18.1844883)",,
589346004,True,,,secondary,,False,22.025,"LINESTRING (-91.0427946 18.1846678, -91.0428167 18.1846385, -91.0428241 18.1846079, -91.0428201 18.1845824, -91.04281 18.184564, -91.0427932 18.1845487, -91.0427387 18.1845146)",,
440989493,False,,Calle 27,residential,,True,7.814,"LINESTRING (-91.0405503 18.1851962, -91.0405184 18.1851328)",,
173271448,True,,Calle 1 de Julio,secondary,,False,235.67399999999998,"LINESTRING (-91.0405503 18.1851962, -91.0425432 18.1846508, -91.0426932 18.1846947)",,
"[1232544856, 1232544851, 440989493]",False,,Calle 27,residential,,False,40.257999999999996,"LINESTRING (-91.0405503 18.1851962, -91.0406477 18.1853958, -91.040694 18.1854909, -91.0407105 18.1855247)",yes,
937057314,True,,Calle 23,secondary,,False,23.476,"LINESTRING (-91.0444915 18.1887923, -91.0443261 18.1886513)",,
954256281,True,MEX 221,Calle 25,primary,40,False,16.607,"LINESTRING (-91.0444915 18.1887923, -91.0443917 18.1889077)",,2
440989473,False,,Calle 19,residential,,False,96.975,"LINESTRING (-91.0465899 18.1879378, -91.0462651 18.1871221)",,
937133598,False,,,residential,,True,8.427,"LINESTRING (-91.0465899 18.1879378, -91.0466229 18.1880068)",,
394761846,True,MEX 221,Calle 10,secondary,40,False,245.49400000000003,"LINESTRING (-91.0465899 18.1879378, -91.0457826 18.1881238, -91.0454144 18.1882372, -91.0452056 18.1883129, -91.0450557 18.1883876, -91.0447526 18.1885519, -91.0445917 18.1886844, -91.0444915 18.1887923)",,2
440989473,False,,Calle 19,residential,,True,116.159,"LINESTRING (-91.0456056 18.1851622, -91.0459415 18.1861569)",,
440989482,False,,Calle 16,residential,,False,150.899,"LINESTRING (-91.0456056 18.1851622, -91.0442521 18.1855959)",,
440989482,False,,Calle 16,residential,,True,84.888,"LINESTRING (-91.0456056 18.1851622, -91.0460032 18.1850352, -91.0462275 18.1849619, -91.0463671 18.1849185)",,
394761846,True,MEX 221,Calle 10,secondary,40,False,21.611,"LINESTRING (-91.0472176 18.1877838, -91.0470191 18.1878308)",,2
440989474,False,,Calle 17,residential,,False,104.114,"LINESTRING (-91.0472176 18.1877838, -91.0469432 18.1868845)",,
440989474,False,,Calle 17,residential,,False,14.215,"LINESTRING (-91.0462408 18.1844974, -91.0462295 18.1844206, -91.0462221 18.1843708)",,
440989474,False,,Calle 17,residential,,True,48.688,"LINESTRING (-91.0462408 18.1844974, -91.0463089 18.1847245, -91.0463671 18.1849185)",,
589344058,False,,Calle 18,residential,,False,241.75,"LINESTRING (-91.0462408 18.1844974, -91.046088 18.184534, -91.0458609 18.1845883, -91.0457791 18.1846079, -91.0457232 18.1846213, -91.0447392 18.1848264, -91.0440228 18.1850282)",,
440989475,False,,Calle 12,residential,,False,51.564,"LINESTRING (-91.0467152 18.1869427, -91.0462651 18.1871221)",,
440989475,False,,Calle 12,residential,,True,24.94,"LINESTRING (-91.0467152 18.1869427, -91.0469432 18.1868845)",,
440989479,False,,Calle 17-A,residential,,False,109.93,"LINESTRING (-91.0467152 18.1869427, -91.0464061 18.1859987)",,
440989479,False,,Calle 17-A,residential,,True,103.84,"LINESTRING (-91.0467152 18.1869427, -91.0470191 18.1878308)",,
440989473,False,,Calle 19,residential,,False,112.638,"LINESTRING (-91.0462651 18.1871221, -91.0459415 18.1861569)",,
440989473,False,,Calle 19,residential,,True,96.975,"LINESTRING (-91.0462651 18.1871221, -91.0465899 18.1879378)",,
440989475,False,,Calle 12,residential,,False,134.657,"LINESTRING (-91.0462651 18.1871221, -91.0450509 18.1874907)",,
440989475,False,,Calle 12,residential,,True,51.564,"LINESTRING (-91.0462651 18.1871221, -91.0467152 18.1869427)",,
440989475,False,,Calle 12,residential,,False,119.713,"LINESTRING (-91.0429758 18.1880912, -91.0418907 18.1884016)",,
440989475,False,,Calle 12,residential,,True,112.246,"LINESTRING (-91.0429758 18.1880912, -91.0439842 18.1877731)",,
440989492,False,,Calle 25,residential,,False,110.196,"LINESTRING (-91.0429758 18.1880912, -91.0425749 18.1871763)",,
440989492,False,,Calle 25,residential,,True,221.478,"LINESTRING (-91.0429758 18.1880912, -91.0437806 18.1899304)",,
440989475,False,,Calle 12,residential,,True,116.23,"LINESTRING (-91.0397142 18.1891136, -91.0407593 18.1887868)",,
440989475,False,,Calle 12,residential,,False,95.494,"LINESTRING (-91.0478027 18.1866185, -91.0469432 18.1868845)",,
440989476,False,,Calle 15,residential,,False,110.951,"LINESTRING (-91.0478027 18.1866185, -91.0475756 18.1856443)",,
440989476,False,,Calle 15,residential,,False,116.141,"LINESTRING (-91.0475756 18.1856443, -91.0473352 18.1846251)",,
440989476,False,,Calle 15,residential,,True,110.951,"LINESTRING (-91.0475756 18.1856443, -91.0478027 18.1866185)",,
440989478,False,,Calle 14,residential,,False,100.948,"LINESTRING (-91.0475756 18.1856443, -91.046663 18.1859135)",,
440989476,False,,Calle 15,residential,,False,58.299,"LINESTRING (-91.0473352 18.1846251, -91.0471817 18.1841215)",,
440989476,False,,Calle 15,residential,,True,116.141,"LINESTRING (-91.0473352 18.1846251, -91.0475756 18.1856443)",,
440989482,False,,Calle 16,residential,,False,64.667,"LINESTRING (-91.0473352 18.1846251, -91.046752 18.1848018)",,
440989476,False,,Calle 15,residential,,True,38.429,"LINESTRING (-91.0471219 18.1837806, -91.0471817 18.1841215)",,
589347870,False,,Calle 18-A,residential,,False,107.303,"LINESTRING (-91.0471219 18.1837806, -91.0461487 18.1840569)",,
440989474,False,,Calle 17,residential,,False,114.97,"LINESTRING (-91.046663 18.1859135, -91.0463671 18.1849185)",,
440989474,False,,Calle 17,residential,,True,111.954,"LINESTRING (-91.046663 18.1859135, -91.0469432 18.1868845)",,
440989478,False,,Calle 14,residential,,True,100.948,"LINESTRING (-91.046663 18.1859135, -91.0475756 18.1856443)",,
440989479,False,,Calle 17-A,residential,,True,109.93,"LINESTRING (-91.0464061 18.1859987, -91.0467152 18.1869427)",,
