osmid,oneway,name,highway,reversed,length,lanes,ref,maxspeed,geometry,access,width
851592223,True,Sexta Avenida,secondary,False,35.107,,,,"LINESTRING (-97.8739498 22.3315912, -97.8738524 22.3312886)",,
852491964,True,Avenida de la Industria,primary,False,43.102,3,MEX 80,90,"LINESTRING (-97.8739498 22.3315912, -97.8740672 22.3312191)",,
852491964,True,Avenida de la Industria,primary,False,468.71299999999997,3,MEX 80,90,"LINESTRING (-97.87339 22.3357509, -97.87337 22.3356385, -97.8733204 22.3353669, -97.8733227 22.3350418, -97.8735078 22.3338228, -97.8737612 22.3323592, -97.8738555 22.3319754, -97.8739498 22.3315912)",,
852491964,True,Avenida de la Industria,primary,False,10.713,3,MEX 80,90,"LINESTRING (-97.8746239 22.3295367, -97.8746472 22.3294428)",,
227584256,False,Calle Licenciado Emilio Portes Gil,residential,True,96.222,,,,"LINESTRING (-97.8666442 22.3289315, -97.8669788 22.3297396)",,
819580988,False,Calle Madrid,residential,False,47.824,,,,"LINESTRING (-97.8666442 22.3289315, -97.8662095 22.3290841)",,
819580988,False,Calle Madrid,residential,True,48.024,,,,"LINESTRING (-97.8666442 22.3289315, -97.8670807 22.3287782)",,
227584256,False,Calle Licenciado Emilio Portes Gil,residential,False,96.757,,,,"LINESTRING (-97.8676556 22.3313741, -97.867324 22.3305598)",,
227584256,False,Calle Licenciado Emilio Portes Gil,residential,True,98.22,,,,"LINESTRING (-97.8676556 22.3313741, -97.8679971 22.332199)",,
1236095844,False,Calle 2 de Mayo,residential,False,47.981,,,,"LINESTRING (-97.8676556 22.3313741, -97.8680902 22.3312173)",,
1236095844,False,Calle 2 de Mayo,residential,True,47.78,,,,"LINESTRING (-97.8676556 22.3313741, -97.8672228 22.3315302)",,
227584238,False,Calle Alfredo V. Bonfil,residential,True,98.547,,,,"LINESTRING (-97.8671184 22.332519, -97.8667748 22.3316917)",,
227584281,False,Calle José María Morelos y Pavón,residential,False,49.375,,,,"LINESTRING (-97.8671184 22.332519, -97.8675651 22.3323564)",,
227584281,False,Calle José María Morelos y Pavón,residential,True,6.766,,,,"LINESTRING (-97.8671184 22.332519, -97.8670572 22.3325413)",,
227584261,False,Calle Miguel Hidalgo y Costilla,residential,False,47.416,,,,"LINESTRING (-97.8692283 22.3327743, -97.8687982 22.3329278)",,
335668460,False,Avenida Monterrey,residential,False,105.949,,,,"LINESTRING (-97.8692283 22.3327743, -97.8688571 22.3318855)",,
335668460,False,Avenida Monterrey,residential,True,98.155,,,,"LINESTRING (-97.8692283 22.3327743, -97.8695683 22.3335991)",,
227584256,False,Calle Licenciado Emilio Portes Gil,residential,False,105.272,,,,"LINESTRING (-97.8683632 22.3330831, -97.8679971 22.332199)",,
227584256,False,Calle Licenciado Emilio Portes Gil,residential,True,98.688,,,,"LINESTRING (-97.8683632 22.3330831, -97.8687064 22.3339119)",,
227584261,False,Calle Miguel Hidalgo y Costilla,residential,False,47.739,,,,"LINESTRING (-97.8683632 22.3330831, -97.8679302 22.3332377)",,
227584261,False,Calle Miguel Hidalgo y Costilla,residential,True,47.959,,,,"LINESTRING (-97.8683632 22.3330831, -97.8687982 22.3329278)",,
227584248,False,Calle 24 de Febrero,residential,False,99.842,,,,"LINESTRING (-97.8665006 22.333748, -97.8668492 22.334586)",,
227584261,False,Calle Miguel Hidalgo y Costilla,residential,True,58.302,,,,"LINESTRING (-97.8665006 22.333748, -97.8670276 22.3335549)",,
227584248,False,Calle 24 de Febrero,residential,True,104.41499999999999,,,,"LINESTRING (-97.8665006 22.333748, -97.8662673 22.3331451, -97.8662364 22.3329764, -97.8661859 22.3328577)",,
