osmid,oneway,name,highway,reversed,length,maxspeed,lanes,geometry,junction
194572178,True,Doctor Manuel Herrero y Espinosa,residential,False,87.319,,,"LINESTRING (-58.0248235 -33.246065, -58.024641 -33.2468353)",
194572178,True,Doctor Manuel Herrero y Espinosa,residential,False,97.599,,,"LINESTRING (-58.025005 -33.2452005, -58.0248235 -33.246065)",
194572182,True,Ricardo Detomasi,residential,False,94.175,,,"LINESTRING (-58.025005 -33.2452005, -58.0260053 -33.2453325)",
147209020,True,Tomás Gomensoro,residential,False,102.883,,,"LINESTRING (-58.0260053 -33.2453325, -58.0262689 -33.2444339)",
194572182,True,Ricardo Detomasi,residential,False,89.555,,,"LINESTRING (-58.0260053 -33.2453325, -58.0269548 -33.2454669)",
147209020,True,Tomás Gomensoro,residential,False,98.031,,,"LINESTRING (-58.0249013 -33.2496283, -58.0251139 -33.2487648)",
147209020,True,Tomás Gomensoro,residential,False,102.022,,,"LINESTRING (-58.0251139 -33.2487648, -58.0253511 -33.247869)",
148126902,True,Wilson Ferreira Aldunate,residential,False,98.034,30,,"LINESTRING (-58.0251139 -33.2487648, -58.0261475 -33.2489383)",
148115548,True,Eusebio Giménez,residential,False,89.41,,,"LINESTRING (-58.024641 -33.2468353, -58.0255854 -33.2469861)",
147209020,True,Tomás Gomensoro,residential,False,100.563,,,"LINESTRING (-58.0253511 -33.247869, -58.0255854 -33.2469861)",
147209020,True,Tomás Gomensoro,residential,False,89.323,,,"LINESTRING (-58.0255854 -33.2469861, -58.0257831 -33.2462)",
148115548,True,Eusebio Giménez,residential,False,92.6,,,"LINESTRING (-58.0255854 -33.2469861, -58.0265614 -33.2471512)",
147209020,True,Tomás Gomensoro,residential,False,102.297,,,"LINESTRING (-58.0246607 -33.250526, -58.0249013 -33.2496283)",
175357163,True,Florencio Sánchez,tertiary,False,101.73,30,,"LINESTRING (-58.0246607 -33.250526, -58.0257328 -33.2507081)",
147209020,True,Tomás Gomensoro,residential,False,98.65,,,"LINESTRING (-58.0257831 -33.2462, -58.0260053 -33.2453325)",
154588560,True,Paysandú,residential,False,90.492,,,"LINESTRING (-58.0257831 -33.2462, -58.0248235 -33.246065)",
148952402,True,Wilson Ferreira Aldunate,residential,False,98.32,5,1,"LINESTRING (-58.0293688 -33.249481, -58.0304071 -33.2496479)",
148952406,True,General José Artigas,residential,False,106.407,5,1,"LINESTRING (-58.0293688 -33.249481, -58.0295875 -33.2485417)",
147215422,True,Ituzaingó,residential,False,99.863,,,"LINESTRING (-58.0282433 -33.2492899, -58.0280225 -33.2501688)",
148126902,True,Wilson Ferreira Aldunate,residential,False,106.797,30,,"LINESTRING (-58.0282433 -33.2492899, -58.0293688 -33.249481)",
148115548,True,Eusebio Giménez,residential,False,105.498,,,"LINESTRING (-58.0265614 -33.2471512, -58.027677 -33.2473235)",
175365135,True,José Pedro Varela,residential,False,99.153,,,"LINESTRING (-58.0265614 -33.2471512, -58.0263609 -33.248027)",
194572171,True,Doctor Manuel Ferreira,residential,False,99.788,,,"LINESTRING (-58.0265626 -33.2517675, -58.0255047 -33.2516169)",
251662733,True,General Manuel Oribe,residential,False,100.572,,,"LINESTRING (-58.0265626 -33.2517675, -58.0267812 -33.2508817)",
148952406,True,General José Artigas,residential,False,99.501,5,1,"LINESTRING (-58.0291647 -33.2503594, -58.0293688 -33.249481)",
194572177,True,José Enrique Rodó,tertiary,False,108.309,,,"LINESTRING (-58.0291647 -33.2503594, -58.0287072 -33.2502821, -58.0285478 -33.2502557, -58.0280225 -33.2501688)",
251640924,True,Presbítero Manuel Antonio De Castro y Careaga,residential,False,103.913,,,"LINESTRING (-58.0274591 -33.2481996, -58.0263609 -33.248027)",
251662733,True,General Manuel Oribe,residential,False,99.503,,,"LINESTRING (-58.0274591 -33.2481996, -58.027677 -33.2473235)",
194572182,True,Ricardo Detomasi,residential,False,98.628,,,"LINESTRING (-58.0280518 -33.2456286, -58.0290984 -33.2457721)",
251662733,True,General Manuel Oribe,residential,False,104.312,,,"LINESTRING (-58.0280518 -33.2456286, -58.0282306 -33.2447025)",
147215422,True,Ituzaingó,residential,False,100.845,,,"LINESTRING (-58.0280225 -33.2501688, -58.027814 -33.2510588)",
194572177,True,José Enrique Rodó,tertiary,False,96.688,,,"LINESTRING (-58.0280225 -33.2501688, -58.0270058 -33.2499867)",
175365135,True,José Pedro Varela,residential,False,102.347,,,"LINESTRING (-58.0259417 -33.2498044, -58.0257328 -33.2507081)",
194572177,True,José Enrique Rodó,tertiary,False,98.71,,,"LINESTRING (-58.0259417 -33.2498044, -58.0249013 -33.2496283)",
148115548,True,Eusebio Giménez,residential,False,95.343,,,"LINESTRING (-58.027677 -33.2473235, -58.0286816 -33.2474948)",
251662733,True,General Manuel Oribe,residential,False,95.164,,,"LINESTRING (-58.027677 -33.2473235, -58.0278819 -33.246485)",
175365135,True,José Pedro Varela,residential,False,98.137,,,"LINESTRING (-58.0269548 -33.2454669, -58.0267489 -33.2463325)",
194572182,True,Ricardo Detomasi,residential,False,103.589,,,"LINESTRING (-58.0269548 -33.2454669, -58.0280518 -33.2456286)",
194572177,True,José Enrique Rodó,tertiary,False,101.007,,,"LINESTRING (-58.0270058 -33.2499867, -58.0259417 -33.2498044)",
251662733,True,General Manuel Oribe,residential,False,98.589,,,"LINESTRING (-58.0270058 -33.2499867, -58.0272237 -33.249119)",
154588560,True,Paysandú,residential,False,91.015,,,"LINESTRING (-58.0267489 -33.2463325, -58.0257831 -33.2462)",
175365135,True,José Pedro Varela,residential,False,92.69,,,"LINESTRING (-58.0267489 -33.2463325, -58.0265614 -33.2471512)",
147215422,True,Ituzaingó,residential,False,96.332,,,"LINESTRING (-58.0288907 -33.2466463, -58.0286816 -33.2474948)",
154588560,True,Paysandú,residential,False,95.512,,,"LINESTRING (-58.0288907 -33.2466463, -58.0278819 -33.246485)",
147215422,True,Ituzaingó,residential,False,99.291,,,"LINESTRING (-58.0286816 -33.2474948, -58.0284611 -33.2483685)",
148115548,True,Eusebio Giménez,residential,False,103.589,,,"LINESTRING (-58.0286816 -33.2474948, -58.0297735 -33.2476792)",
148952400,True,General José Artigas,residential,False,106.168,,,"LINESTRING (-58.0301717 -33.2459235, -58.0303886 -33.2449861)",
194572182,True,Ricardo Detomasi,residential,False,94.48,,,"LINESTRING (-58.0301717 -33.2459235, -58.0311738 -33.2460634)",
251640924,True,Presbítero Manuel Antonio De Castro y Careaga,residential,False,106.503,,,"LINESTRING (-58.0295875 -33.2485417, -58.0284611 -33.2483685)",
148952400,True,General José Artigas,residential,False,18.815,,,"LINESTRING (-58.0295875 -33.2485417, -58.0296054 -33.2484816, -58.0296382 -33.2483779)",
147215422,True,Ituzaingó,residential,False,104.438,,,"LINESTRING (-58.0284611 -33.2483685, -58.0282433 -33.2492899)",
251640924,True,Presbítero Manuel Antonio De Castro y Careaga,residential,False,95.053,,,"LINESTRING (-58.0284611 -33.2483685, -58.0274591 -33.2481996)",
175365135,True,José Pedro Varela,residential,False,103.257,,,"LINESTRING (-58.0263609 -33.248027, -58.0261475 -33.2489383)",
251640924,True,Presbítero Manuel Antonio De Castro y Careaga,residential,False,95.534,,,"LINESTRING (-58.0263609 -33.248027, -58.0253511 -33.247869)",
154614865,True,Doctor Serafín Rivas Rodríguez,residential,False,98.273,,,"LINESTRING (-58.026336 -33.2526641, -58.0273677 -33.2528557)",
251662733,True,General Manuel Oribe,residential,False,101.9,,,"LINESTRING (-58.026336 -33.2526641, -58.0265626 -33.2517675)",
147215422,True,Ituzaingó,residential,False,99.107,,,"LINESTRING (-58.0290984 -33.2457721, -58.0288907 -33.2466463)",
194572182,True,Ricardo Detomasi,residential,False,101.222,,,"LINESTRING (-58.0290984 -33.2457721, -58.0301717 -33.2459235)",
154588560,True,Paysandú,residential,False,106.719,,,"LINESTRING (-58.0278819 -33.246485, -58.0267489 -33.2463325)",
251662733,True,General Manuel Oribe,residential,False,96.529,,,"LINESTRING (-58.0278819 -33.246485, -58.0280518 -33.2456286)",
175357163,True,Florencio Sánchez,tertiary,False,99.631,30,,"LINESTRING (-58.0289515 -33.2512402, -58.0300029 -33.2514126)",
251662732,True,General José Artigas,residential,False,99.927,,,"LINESTRING (-58.0289515 -33.2512402, -58.0291647 -33.2503594)",
