osmid,highway,oneway,reversed,length,lanes,ref,maxspeed,geometry,name
152886834,residential,False,False,157.47,,,,"LINESTRING (25.6505128 48.3999593, 25.6494048 48.3987492)",
160932153,primary,False,False,53.821,2,Н-10,50,"LINESTRING (25.6505128 48.3999593, 25.6505225 48.399946, 25.6505336 48.3999308, 25.6505543 48.3999111, 25.6505694 48.3998984, 25.6505885 48.3998816, 25.6506135 48.399863, 25.6506399 48.3998456, 25.6506659 48.3998306, 25.6506939 48.3998159, 25.6507316 48.3997978, 25.6507706 48.3997823, 25.6508153 48.3997675, 25.65086 48.3997554, 25.6510054 48.3997219, 25.6511021 48.3997048)",
160932153,primary,False,True,69.47699999999999,2,Н-10,50,"LINESTRING (25.6505128 48.3999593, 25.6505037 48.3999765, 25.6504961 48.3999936, 25.6504899 48.4000102, 25.6504872 48.4000233, 25.6504845 48.4000364, 25.6504831 48.4000517, 25.6504821 48.4000692, 25.6504838 48.4000866, 25.6504885 48.4001209, 25.6505268 48.4002531, 25.6505582 48.4003372, 25.6505694 48.400372, 25.650578 48.400405, 25.6505843 48.4004478, 25.6505844 48.4004926, 25.6505792 48.4005374, 25.6505731 48.4005746)",
160932153,primary,False,False,197.115,2,Н-10,50,"LINESTRING (25.6483478 48.4026837, 25.6496314 48.4015678, 25.6499726 48.401277)",
551711908,tertiary,False,True,213.60000000000002,,О26118,,"LINESTRING (25.6483478 48.4026837, 25.6485639 48.4030153, 25.6492433 48.4045083)",
160932153,primary,False,True,32.766,2,Н-10,50,"LINESTRING (25.6529123 48.3987713, 25.6526379 48.3990029)",
160932153,primary,False,False,41.205,2,Н-10,50,"LINESTRING (25.6529123 48.3987713, 25.6531163 48.3985964, 25.653254 48.3984783)",
160932153,primary,False,False,144.25900000000001,2,Н-10,50,"LINESTRING (25.6511021 48.3997048, 25.6512961 48.399668, 25.6517224 48.3996042, 25.6518526 48.3995701, 25.6519828 48.3995261, 25.6521011 48.3994563, 25.6522795 48.3993352, 25.652539 48.3990864, 25.6526379 48.3990029)",
160932153,primary,False,True,53.821,2,Н-10,50,"LINESTRING (25.6511021 48.3997048, 25.6510054 48.3997219, 25.65086 48.3997554, 25.6508153 48.3997675, 25.6507706 48.3997823, 25.6507316 48.3997978, 25.6506939 48.3998159, 25.6506659 48.3998306, 25.6506399 48.3998456, 25.6506135 48.399863, 25.6505885 48.3998816, 25.6505694 48.3998984, 25.6505543 48.3999111, 25.6505336 48.3999308, 25.6505225 48.399946, 25.6505128 48.3999593)",
152886834,residential,False,True,157.47,,,,"LINESTRING (25.6494048 48.3987492, 25.6505128 48.3999593)",
160932153,primary,False,True,39.484,2,Н-10,50,"LINESTRING (25.6502992 48.4009958, 25.6499726 48.401277)",
152954494,residential,False,True,258.245,,,,"LINESTRING (25.6502992 48.4009958, 25.6506429 48.4011326, 25.6509584 48.4012101, 25.6515231 48.401318, 25.6517916 48.4014066, 25.6524809 48.401682, 25.6529389 48.4018415, 25.6534627 48.4019569)",вулиця Миру
160932153,primary,False,False,51.494,2,Н-10,50,"LINESTRING (25.6502992 48.4009958, 25.6503762 48.4009218, 25.6504131 48.4008763, 25.6504647 48.4008076, 25.6504975 48.4007558, 25.6505182 48.40072, 25.6505363 48.4006833, 25.650553 48.4006448, 25.6505643 48.4006117, 25.6505731 48.4005746)",
160932153,primary,False,False,39.484,2,Н-10,50,"LINESTRING (25.6499726 48.401277, 25.6502992 48.4009958)",
152954492,residential,False,True,338.728,,,,"LINESTRING (25.6499726 48.401277, 25.6517618 48.4028818, 25.6517796 48.4029755, 25.6517302 48.4030231, 25.6506189 48.403534)",
160932153,primary,False,True,197.115,2,Н-10,50,"LINESTRING (25.6499726 48.401277, 25.6496314 48.4015678, 25.6483478 48.4026837)",
