osmid,name,highway,maxspeed,oneway,reversed,length,bridge,lanes,geometry,ref,width
1083414981,Камʼянецька вулиця,primary,50,True,False,21.425,,3,"LINESTRING (26.9735312 49.4155724, 26.9734156 49.415395)",Н-03,
"[38839212, 37352254, 37352255]",Камʼянецька вулиця,primary,50,False,True,68.261,yes,4,"LINESTRING (26.9735312 49.4155724, 26.9735423 49.4155863, 26.9738886 49.4161191, 26.9739 49.4161374)",Н-03,20
37421105,Камʼянецька вулиця,primary,50,False,False,53.354,,,"LINESTRING (26.9741874 49.4165793, 26.9739 49.4161374)",Н-03,
"[37352251, 37427190, 37427191]",Камʼянецька вулиця,primary,50,False,True,82.02099999999999,yes,3,"LINESTRING (26.9741874 49.4165793, 26.9741952 49.4165933, 26.9744208 49.4169974, 26.9745741 49.4172727)",Н-03,
37421105,Камʼянецька вулиця,primary,50,False,True,53.354,,,"LINESTRING (26.9739 49.4161374, 26.9741874 49.4165793)",Н-03,
37352273,,primary_link,50,True,False,142.981,,1,"LINESTRING (26.9739 49.4161374, 26.9740058 49.4162152, 26.9740916 49.4162443, 26.9741115 49.4162462, 26.9741908 49.4162539, 26.9743144 49.416237, 26.9746226 49.4161621, 26.9749485 49.4160613, 26.9750639 49.4160142, 26.9751773 49.4159505, 26.9752317 49.4159025, 26.9752448 49.4158518, 26.9752436 49.4158122, 26.9752311 49.41577, 26.9752141 49.4157553, 26.9751775 49.4157237, 26.9750608 49.4156852)",,
"[38839212, 37352254, 37352255]",Камʼянецька вулиця,primary,50,False,False,68.261,yes,4,"LINESTRING (26.9739 49.4161374, 26.9738886 49.4161191, 26.9735423 49.4155863, 26.9735312 49.4155724)",Н-03,20
38839214,вулиця Святослава Хороброго,primary,50,True,False,112.745,,2,"LINESTRING (26.9761273 49.4154604, 26.9764303 49.4155667, 26.9768572 49.4157291, 26.9770889 49.4158141, 26.9775108 49.4159228)",,
1052796866,вулиця Святослава Хороброго,primary,,True,False,85.039,,2,"LINESTRING (26.9750608 49.4156852, 26.9747585 49.4156753, 26.9744855 49.4156867, 26.9739041 49.4157813)",,
140990989,вулиця Проскурівського підпілля,residential,50,False,False,87.703,,,"LINESTRING (26.9808239 49.4238442, 26.9809232 49.4238345, 26.9815797 49.42377, 26.9816762 49.4237659, 26.9817588 49.4237762, 26.9818067 49.4237894, 26.9818473 49.4238045, 26.9818873 49.4238283, 26.9819626 49.4238843)",,
"[1220208800, 600764306, 1081352467, 1220208799]",Камʼянецька вулиця,primary,50,False,False,196.84900000000002,,3,"LINESTRING (26.9765574 49.4208858, 26.9765326 49.4208347, 26.9761923 49.4202067, 26.9760254 49.4198985, 26.9759788 49.4198125, 26.9757532 49.4193961, 26.9756554 49.4192156)",Н-03,
"[289245720, 1220208801]",Володимирська вулиця,residential,50,False,True,22.555999999999997,,,"LINESTRING (26.9765574 49.4208858, 26.9764111 49.4209004, 26.9762495 49.4209179)",,4
"[600764312, 1220208803, 1220208804, 1220208805]",Камʼянецька вулиця,primary,50,False,True,214.374,,3,"LINESTRING (26.9765574 49.4208858, 26.9765974 49.4209682, 26.9767767 49.4213371, 26.9769356 49.4216643, 26.9770225 49.4218432, 26.9774207 49.4226627, 26.9774505 49.4227241)",Н-03,
39450860,вулиця Героїв Майдану,tertiary,50,False,True,178.51,,3,"LINESTRING (26.9804059 49.4223835, 26.9805311 49.4223688, 26.9810692 49.4223059, 26.9815276 49.4222533, 26.9816392 49.4222405, 26.9822333 49.4221724, 26.9826835 49.4221177, 26.9828253 49.4220786)",,
1079368995,Соборна вулиця,unclassified,,True,False,165.21300000000002,,2,"LINESTRING (26.9804059 49.4223835, 26.9804242 49.4224473, 26.9805611 49.4229259, 26.9805825 49.4230005, 26.9806387 49.4231971, 26.9808068 49.4237844, 26.9808239 49.4238442)",,
1081309623,вулиця Героїв Майдану,tertiary,50,False,False,217.097,,,"LINESTRING (26.9804059 49.4223835, 26.9802845 49.4223974, 26.9788421 49.4225599, 26.9782751 49.4226239, 26.9775981 49.4227057, 26.9774505 49.4227241)",,
"[600764312, 1220208803, 1220208804, 1220208805]",Камʼянецька вулиця,primary,50,False,False,214.37400000000002,,3,"LINESTRING (26.9774505 49.4227241, 26.9774207 49.4226627, 26.9770225 49.4218432, 26.9769356 49.4216643, 26.9767767 49.4213371, 26.9765974 49.4209682, 26.9765574 49.4208858)",Н-03,
1081309623,вулиця Героїв Майдану,tertiary,50,False,True,217.097,,,"LINESTRING (26.9774505 49.4227241, 26.9775981 49.4227057, 26.9782751 49.4226239, 26.9788421 49.4225599, 26.9802845 49.4223974, 26.9804059 49.4223835)",,
36793315,вулиця Грушевського,tertiary,,False,True,4.91,,,"LINESTRING (26.981853 49.4185829, 26.9818405 49.4185395)",,
38837969,вулиця Грушевського,tertiary,,True,False,94.642,,,"LINESTRING (26.981853 49.4185829, 26.981864 49.4186226, 26.9818752 49.4186627, 26.9820862 49.4194204)",,
36793315,вулиця Грушевського,tertiary,,False,False,18.933,,,"LINESTRING (26.9817935 49.418372, 26.9818405 49.4185395)",,
36793315,вулиця Грушевського,tertiary,,False,True,122.638,,,"LINESTRING (26.9817935 49.418372, 26.9817834 49.4183192, 26.9817774 49.4182865, 26.9816958 49.4178423, 26.9816569 49.4175156, 26.9816567 49.4174444, 26.9816621 49.4173591, 26.9816772 49.4172745)",,
37427187,провулок Скоблі,residential,,False,False,155.673,,,"LINESTRING (26.9802285 49.4185431, 26.9802158 49.418488, 26.9799089 49.4172329, 26.9799104 49.4171595)",,
597972034,вулиця Героїв Маріуполя,tertiary,,True,False,114.794,,,"LINESTRING (26.9802285 49.4185431, 26.9816376 49.4183891, 26.9817002 49.4183822, 26.9817935 49.418372)",,
37427182,вулиця Героїв Маріуполя,tertiary,,True,False,117.901,,,"LINESTRING (26.9780806 49.4189505, 26.9780179 49.4189574, 26.9775779 49.4190054, 26.9764732 49.4191262)",,
37427188,Воєнкоматський провулок,residential,,False,False,18.928,,,"LINESTRING (26.9780806 49.4189505, 26.9780615 49.4188663, 26.9780424 49.4187821)",,
37427188,Воєнкоматський провулок,residential,,False,False,106.23600000000002,,,"LINESTRING (26.9780424 49.4187821, 26.9780273 49.4187172, 26.9778818 49.4180762, 26.9778598 49.4179795, 26.9778274 49.417837)",,
37427188,Воєнкоматський провулок,residential,,False,True,18.928,,,"LINESTRING (26.9780424 49.4187821, 26.9780615 49.4188663, 26.9780806 49.4189505)",,
597972034,вулиця Героїв Маріуполя,tertiary,,True,False,98.05399999999999,,,"LINESTRING (26.9780424 49.4187821, 26.9780909 49.4187767, 26.9792619 49.4186487, 26.9793792 49.4186359)",,
37427188,Воєнкоматський провулок,residential,,False,False,92.75200000000001,,,"LINESTRING (26.9778274 49.417837, 26.9778111 49.417765, 26.977653 49.4170688, 26.9776401 49.4170118)",,
37427188,Воєнкоматський провулок,residential,,False,True,106.23600000000002,,,"LINESTRING (26.9778274 49.417837, 26.9778598 49.4179795, 26.9778818 49.4180762, 26.9780273 49.4187172, 26.9780424 49.4187821)",,
37427189,вулиця Чекірди,residential,,True,False,203.27300000000002,,,"LINESTRING (26.9778274 49.417837, 26.9776814 49.4178528, 26.9771642 49.4179086, 26.9755486 49.4180827, 26.9752084 49.4181194, 26.9750551 49.4181359)",,
600736346,Камʼянецька вулиця,primary,50,False,False,102.095,,3,"LINESTRING (26.9750551 49.4181359, 26.9746361 49.4173839, 26.9745741 49.4172727)",Н-03,
"[1220208798, 597972029, 1065877422]",Камʼянецька вулиця,primary,50,False,True,108.443,,3,"LINESTRING (26.9750551 49.4181359, 26.9751163 49.4182458, 26.9753068 49.4185878, 26.975535 49.4189974, 26.9755659 49.4190528)",Н-03,
38837971,Європейська вулиця,tertiary,,True,False,265.12500000000006,,,"LINESTRING (26.985453 49.4181352, 26.9853227 49.4181514, 26.9835516 49.4183717, 26.9832383 49.4184106, 26.9824786 49.4185051, 26.9820334 49.4185605, 26.9819657 49.4185689, 26.981853 49.4185829)",,
799557657,вулиця Свободи,tertiary,50,False,True,55.976,,,"LINESTRING (26.985453 49.4181352, 26.9853105 49.4180165, 26.9850361 49.4177974, 26.9850118 49.4177762, 26.9850256 49.4177334)",,
140990989,вулиця Проскурівського підпілля,residential,50,False,True,87.703,,,"LINESTRING (26.9819626 49.4238843, 26.9818873 49.4238283, 26.9818473 49.4238045, 26.9818067 49.4237894, 26.9817588 49.4237762, 26.9816762 49.4237659, 26.9815797 49.42377, 26.9809232 49.4238345, 26.9808239 49.4238442)",,
"[289245720, 1220208801]",Володимирська вулиця,residential,50,False,False,22.555999999999997,,,"LINESTRING (26.9762495 49.4209179, 26.9764111 49.4209004, 26.9765574 49.4208858)",,4
131492258,вулиця Святослава Хороброго,primary,,False,True,128.506,,4,"LINESTRING (26.9775108 49.4159228, 26.9786658 49.4160289, 26.9787463 49.416038, 26.9792662 49.4160989)",,
131492259,вулиця Святослава Хороброго,primary,,True,False,99.2,,,"LINESTRING (26.9775108 49.4159228, 26.9764515 49.4158262, 26.9761528 49.4157988)",,
42109462,вулиця Святослава Хороброго,primary,50,True,False,77.357,,2,"LINESTRING (26.9750739 49.4154795, 26.975182 49.415455, 26.9755192 49.4154265, 26.9757498 49.4154185, 26.9759182 49.4154283, 26.9761273 49.4154604)",,
1071834440,Соборна вулиця,residential,,True,False,211.309,,,"LINESTRING (26.9798841 49.4205137, 26.9799123 49.4206148, 26.9800595 49.4211421, 26.9800949 49.4212691, 26.9802504 49.4218264, 26.9803854 49.4223099, 26.9804059 49.4223835)",,
1081352466,Володимирська вулиця,residential,50,True,False,244.159,,,"LINESTRING (26.9798841 49.4205137, 26.977077 49.4208277, 26.9766866 49.4208713, 26.9765574 49.4208858)",,
37352266,,primary_link,50,True,False,149.142,,1,"LINESTRING (26.972686 49.4160887, 26.9726143 49.4161825, 26.9725856 49.4162384, 26.9725848 49.4162804, 26.9725958 49.4163233, 26.9726157 49.416369, 26.9726468 49.4164125, 26.9726969 49.4164491, 26.9727427 49.4164665, 26.9727843 49.4164828, 26.9728961 49.4164957, 26.9729867 49.4164996, 26.9731477 49.4164871, 26.9733529 49.4164527, 26.9735164 49.4164212, 26.9736572 49.416373, 26.9737862 49.4162998, 26.9738127 49.4162727, 26.9738493 49.4162314, 26.9739 49.4161374)",,
"[1097027940, 37352271]",вулиця Святослава Хороброго,primary,,False,True,94.518,,4,"LINESTRING (26.972686 49.4160887, 26.9728811 49.4160362, 26.9739041 49.4157813)",,
38837969,вулиця Грушевського,tertiary,,True,False,87.375,,,"LINESTRING (26.9820862 49.4194204, 26.9821091 49.4195028, 26.9822815 49.4201218, 26.9823015 49.4201936)",,
449848134,провулок Грушевського,residential,,False,False,136.112,,,"LINESTRING (26.9820862 49.4194204, 26.9822122 49.4194061, 26.9825707 49.4193703, 26.9839455 49.4192322)",,
449848134,провулок Грушевського,residential,,False,True,136.112,,,"LINESTRING (26.9839455 49.4192322, 26.9825707 49.4193703, 26.9822122 49.4194061, 26.9820862 49.4194204)",,
37427182,вулиця Героїв Маріуполя,tertiary,,True,False,59.985,,,"LINESTRING (26.9764732 49.4191262, 26.9757935 49.4192005, 26.9756554 49.4192156)",,
588644940,,residential,,False,False,18.93,,,"LINESTRING (26.9764732 49.4191262, 26.9764516 49.4190423, 26.9764299 49.4189583)",,
588644940,,residential,,False,True,18.93,,,"LINESTRING (26.9764299 49.4189583, 26.9764516 49.4190423, 26.9764732 49.4191262)",,
597972034,вулиця Героїв Маріуполя,tertiary,,True,False,118.274,,,"LINESTRING (26.9764299 49.4189583, 26.9779745 49.4187895, 26.9780424 49.4187821)",,
37427182,вулиця Героїв Маріуполя,tertiary,,True,False,98.435,,,"LINESTRING (26.9794226 49.4188038, 26.9793052 49.4188166, 26.9788588 49.4188654, 26.9781343 49.4189446, 26.9780806 49.4189505)",,
588644941,,residential,,False,False,18.931,,,"LINESTRING (26.9794226 49.4188038, 26.9794009 49.4187199, 26.9793792 49.4186359)",,
588644941,,residential,,False,True,18.931,,,"LINESTRING (26.9793792 49.4186359, 26.9794009 49.4187199, 26.9794226 49.4188038)",,
597972034,вулиця Героїв Маріуполя,tertiary,,True,False,62.295,,,"LINESTRING (26.9793792 49.4186359, 26.9794978 49.418623, 26.9802285 49.4185431)",,
1074125704,вулиця Героїв Майдану,tertiary,50,False,False,183.461,,,"LINESTRING (26.9848017 49.4210445, 26.9847226 49.4210859, 26.9844783 49.4212137, 26.9829543 49.4220111, 26.9828253 49.4220786)",,
"[1074125706, 1074125707]",Володимирська вулиця,residential,50,True,False,234.223,,,"LINESTRING (26.9848017 49.4210445, 26.9847413 49.4209904, 26.9838599 49.4201832, 26.9836919 49.4201127, 26.9835642 49.4200859, 26.983431 49.4200761, 26.9832975 49.4200841, 26.9829987 49.4201062, 26.9827017 49.4201372, 26.9824298 49.4201737, 26.9823015 49.4201936)",,
131492258,вулиця Святослава Хороброго,primary,,False,False,128.506,,4,"LINESTRING (26.9792662 49.4160989, 26.9787463 49.416038, 26.9786658 49.4160289, 26.9775108 49.4159228)",,
"[36792618, 1064021435]",вулиця Святослава Хороброго,primary,,False,True,198.673,,4,"LINESTRING (26.9792662 49.4160989, 26.9797372 49.4161541, 26.9819494 49.4164789)",,
"[37352251, 37427190, 37427191]",Камʼянецька вулиця,primary,50,False,False,82.021,yes,3,"LINESTRING (26.9745741 49.4172727, 26.9744208 49.4169974, 26.9741952 49.4165933, 26.9741874 49.4165793)",Н-03,
600736346,Камʼянецька вулиця,primary,50,False,True,102.095,,3,"LINESTRING (26.9745741 49.4172727, 26.9746361 49.4173839, 26.9750551 49.4181359)",Н-03,
1075653267,вулиця Скоблі,tertiary,50,True,False,223.933,,2,"LINESTRING (26.9745741 49.4172727, 26.9747706 49.4172497, 26.9753323 49.4171841, 26.9755732 49.4171579, 26.9757048 49.4171436, 26.9760869 49.4171054, 26.9766551 49.4170616, 26.9772041 49.4170223, 26.9774303 49.4170118, 26.9776401 49.4170118)",,
1070513804,Камʼянецька вулиця,primary,50,False,False,10.194,,3,"LINESTRING (26.9756139 49.419139, 26.9755659 49.4190528)",Н-03,
1220208797,Камʼянецька вулиця,primary,50,False,True,9.031,,3,"LINESTRING (26.9756139 49.419139, 26.9756554 49.4192156)",Н-03,
36793315,вулиця Грушевського,tertiary,,False,False,4.91,,,"LINESTRING (26.9818405 49.4185395, 26.981853 49.4185829)",,
36793315,вулиця Грушевського,tertiary,,False,True,18.933,,,"LINESTRING (26.9818405 49.4185395, 26.9817935 49.418372)",,
37427182,вулиця Героїв Маріуполя,tertiary,,True,False,177.35299999999998,,,"LINESTRING (26.9818405 49.4185395, 26.9817435 49.4185501, 26.9808602 49.4186467, 26.9803078 49.418707, 26.9798737 49.4187545, 26.9795412 49.4187908, 26.9794226 49.4188038)",,
1220208797,Камʼянецька вулиця,primary,50,False,False,9.031,,3,"LINESTRING (26.9756554 49.4192156, 26.9756139 49.419139)",Н-03,
"[1220208800, 600764306, 1081352467, 1220208799]",Камʼянецька вулиця,primary,50,False,True,196.849,,3,"LINESTRING (26.9756554 49.4192156, 26.9757532 49.4193961, 26.9759788 49.4198125, 26.9760254 49.4198985, 26.9761923 49.4202067, 26.9765326 49.4208347, 26.9765574 49.4208858)",Н-03,
1070513804,Камʼянецька вулиця,primary,50,False,True,10.194,,3,"LINESTRING (26.9755659 49.4190528, 26.9756139 49.419139)",Н-03,
597972034,вулиця Героїв Маріуполя,tertiary,,True,False,63.375,,,"LINESTRING (26.9755659 49.4190528, 26.9757094 49.4190371, 26.9764299 49.4189583)",,
"[1065877422, 597972029, 1220208798]",Камʼянецька вулиця,primary,50,False,False,108.443,,3,"LINESTRING (26.9755659 49.4190528, 26.975535 49.4189974, 26.9753068 49.4185878, 26.9751163 49.4182458, 26.9750551 49.4181359)",Н-03,
37352252,вулиця Скоблі,primary,,False,True,247.533,,2,"LINESTRING (26.9850256 49.4177334, 26.9849577 49.4177227, 26.9819944 49.4173178, 26.9816772 49.4172745)",,
799557657,вулиця Свободи,tertiary,50,False,False,55.976,,,"LINESTRING (26.9850256 49.4177334, 26.9850118 49.4177762, 26.9850361 49.4177974, 26.9853105 49.4180165, 26.985453 49.4181352)",,
37352261,,primary_link,50,False,True,75.794,,2,"LINESTRING (26.9734156 49.415395, 26.9730611 49.4155286, 26.9728426 49.415611, 26.9726441 49.4156756, 26.9725004 49.4157264)",,
37352270,вулиця Святослава Хороброго,primary,,True,False,80.009,,2,"LINESTRING (26.9761528 49.4157988, 26.9758237 49.4157686, 26.975349 49.4157141, 26.9751841 49.4156987, 26.9750608 49.4156852)",,
37352272,,primary_link,50,True,False,177.50400000000002,,1,"LINESTRING (26.9761528 49.4157988, 26.9761446 49.4158319, 26.9761121 49.4158532, 26.9753138 49.4160577, 26.9745389 49.4162794, 26.9743956 49.4163252, 26.9742505 49.4163788, 26.9742335 49.4163929, 26.9742138 49.4164102, 26.9741898 49.4164501, 26.9741874 49.4165793)",,
