osmid,ref,highway,maxspeed,junction,oneway,reversed,length,geometry,lanes,name,tunnel
297121736,,primary_link,,,True,False,58.266999999999996,"LINESTRING (25.546171 48.4550692, 25.5461633 48.4551915, 25.5461831 48.4552742, 25.5462512 48.4553269, 25.5463362 48.455357, 25.5464298 48.4553677, 25.5466115 48.4553517)",,,
1031655366,Р-20,primary,,,False,False,114.63300000000001,"LINESTRING (25.546171 48.4550692, 25.5465065 48.4545778, 25.5468045 48.4541278)",,вулиця Воєводи Коснятина,
149759922,,residential,50,,False,True,271.22499999999997,"LINESTRING (25.5569765 48.4492499, 25.5565853 48.4494662, 25.5557803 48.4498797, 25.5556862 48.4499234, 25.555327 48.4500901, 25.5552995 48.4501029, 25.5542675 48.4505206, 25.5539652 48.450643)",,вулиця Антіна Лотоцького,
153863694,,residential,,,False,False,122.062,"LINESTRING (25.5569765 48.4492499, 25.5573496 48.449533, 25.557607 48.4497492, 25.5579679 48.4501258)",,вулиця Романа Шухевича,
153863694,,residential,,,False,True,143.894,"LINESTRING (25.5569765 48.4492499, 25.5564781 48.4489009, 25.555965 48.4485608, 25.5556336 48.4483117)",,вулиця Романа Шухевича,
151356146,,tertiary,50,,False,True,111.729,"LINESTRING (25.5499001 48.4500422, 25.5511192 48.4506387)",1,вулиця Василя Стефаника,
151363663,,tertiary,,,False,False,171.608,"LINESTRING (25.5499001 48.4500422, 25.5520666 48.4494793)",2,вулиця Воєводи Коснятина,
173594511,,residential,50,,False,False,15.901,"LINESTRING (25.5499001 48.4500422, 25.5496845 48.4500415)",1,вулиця Василя Стефаника,
151363663,,tertiary,,,False,True,72.258,"LINESTRING (25.5499001 48.4500422, 25.5493956 48.4502207, 25.5490577 48.4503723)",2,вулиця Воєводи Коснятина,
151356146,,tertiary,50,,False,False,111.729,"LINESTRING (25.5511192 48.4506387, 25.5499001 48.4500422)",1,вулиця Василя Стефаника,
151356146,,tertiary,50,,False,True,134.073,"LINESTRING (25.5511192 48.4506387, 25.5517745 48.4509176, 25.5526207 48.4513178)",1,вулиця Василя Стефаника,
352253257,,residential,20,,False,False,83.14500000000001,"LINESTRING (25.5511192 48.4506387, 25.5514207 48.4504647, 25.5518842 48.4508368)",,,
149759922,,residential,50,,False,True,10.346,"LINESTRING (25.5534538 48.4508319, 25.553342 48.4508881)",,вулиця Антіна Лотоцького,
149759922,,residential,50,,False,False,43.205,"LINESTRING (25.5534538 48.4508319, 25.5537161 48.4507438, 25.5539652 48.450643)",,вулиця Антіна Лотоцького,
352239370,,residential,20,,False,False,96.487,"LINESTRING (25.5534538 48.4508319, 25.5529775 48.4504015, 25.552955 48.4503812, 25.5525633 48.4505478)",,,
341459079,Н-10,primary,50,,False,False,5.066,"LINESTRING (25.5539267 48.4522841, 25.5539803 48.4522556)",2,вулиця Тараса Шевченка,
151356146,,tertiary,50,,False,False,68.832,"LINESTRING (25.5539267 48.4522841, 25.5536066 48.452013, 25.5533393 48.4518032)",1,вулиця Василя Стефаника,
341459079,Н-10,primary,50,,False,True,56.492999999999995,"LINESTRING (25.5539267 48.4522841, 25.5537912 48.4523532, 25.5533168 48.4525915)",2,вулиця Тараса Шевченка,
151363663,,tertiary,,,False,True,24.36,"LINESTRING (25.5556336 48.4483117, 25.5553459 48.4484193)",2,вулиця Воєводи Коснятина,
153863694,,residential,,,False,False,143.894,"LINESTRING (25.5556336 48.4483117, 25.555965 48.4485608, 25.5564781 48.4489009, 25.5569765 48.4492499)",,вулиця Романа Шухевича,
151363663,,tertiary,,,False,False,24.36,"LINESTRING (25.5553459 48.4484193, 25.5556336 48.4483117)",2,вулиця Воєводи Коснятина,
151363663,,tertiary,,,False,True,63.567,"LINESTRING (25.5553459 48.4484193, 25.5545928 48.4486973)",2,вулиця Воєводи Коснятина,
153863694,,residential,,,False,True,122.06200000000001,"LINESTRING (25.5579679 48.4501258, 25.557607 48.4497492, 25.5573496 48.449533, 25.5569765 48.4492499)",,вулиця Романа Шухевича,
341459079,Н-10,primary,50,,False,True,151.102,"LINESTRING (25.5579679 48.4501258, 25.5573854 48.4504208, 25.5564388 48.4509117, 25.5563484 48.4509581)",2,вулиця Тараса Шевченка,
341459079,Н-10,primary,50,,False,True,9.396,"LINESTRING (25.5563484 48.4509581, 25.5562474 48.4510096)",2,вулиця Тараса Шевченка,
149783124,,residential,,,False,False,159.55200000000002,"LINESTRING (25.5563484 48.4509581, 25.5566147 48.4511847, 25.556954 48.4514423, 25.5571409 48.4516152, 25.5573818 48.4518957, 25.5575447 48.4521431)",,вулиця Семена Горука,
341459079,Н-10,primary,50,,False,False,151.102,"LINESTRING (25.5563484 48.4509581, 25.5564388 48.4509117, 25.5573854 48.4504208, 25.5579679 48.4501258)",2,вулиця Тараса Шевченка,
151363663,,tertiary,,,False,False,100.70599999999999,"LINESTRING (25.5482634 48.4510918, 25.5485156 48.4507489, 25.5487024 48.4505764, 25.5490577 48.4503723)",2,вулиця Воєводи Коснятина,
151363663,,tertiary,,,False,True,86.65100000000001,"LINESTRING (25.5482634 48.4510918, 25.5481344 48.4513178, 25.5479684 48.4516723, 25.5479233 48.451836)",2,вулиця Воєводи Коснятина,
152057379,,living_street,,,False,True,364.48900000000003,"LINESTRING (25.5482634 48.4510918, 25.5507017 48.4522755, 25.5507685 48.4523245, 25.5517357 48.4533478)",,вулиця Воєводи Коснятина,
149781722,,residential,,,False,False,212.09400000000002,"LINESTRING (25.5479233 48.451836, 25.5493225 48.4527481, 25.5495779 48.4528417, 25.5498181 48.4528199, 25.550179 48.4527415)",,,
151363663,,tertiary,,,False,False,86.651,"LINESTRING (25.5479233 48.451836, 25.5479684 48.4516723, 25.5481344 48.4513178, 25.5482634 48.4510918)",2,вулиця Воєводи Коснятина,
151363663,,tertiary,,,False,True,214.729,"LINESTRING (25.5479233 48.451836, 25.5472194 48.4535284, 25.5471264 48.4536927)",2,вулиця Воєводи Коснятина,
341459079,Н-10,primary,50,,False,False,29.713,"LINESTRING (25.5544298 48.4520057, 25.554748 48.4518418)",2,вулиця Тараса Шевченка,
149781716,,residential,,,False,True,128.77,"LINESTRING (25.5544298 48.4520057, 25.5545863 48.4521325, 25.5547293 48.4522291, 25.5550871 48.4524216, 25.5554668 48.4526271, 25.5557287 48.4527751)",,,
341459079,Н-10,primary,50,,False,True,43.262,"LINESTRING (25.5544298 48.4520057, 25.5540498 48.4522201, 25.5539803 48.4522556)",2,вулиця Тараса Шевченка,
149781716,,residential,,,False,False,151.247,"LINESTRING (25.5575447 48.4521431, 25.5563217 48.4525709, 25.5557287 48.4527751)",,,
149783124,,residential,,,False,True,159.552,"LINESTRING (25.5575447 48.4521431, 25.5573818 48.4518957, 25.5571409 48.4516152, 25.556954 48.4514423, 25.5566147 48.4511847, 25.5563484 48.4509581)",,вулиця Семена Горука,
149781722,,residential,,,False,True,212.094,"LINESTRING (25.550179 48.4527415, 25.5498181 48.4528199, 25.5495779 48.4528417, 25.5493225 48.4527481, 25.5479233 48.451836)",,,
149781716,,residential,,,False,False,128.77,"LINESTRING (25.5557287 48.4527751, 25.5554668 48.4526271, 25.5550871 48.4524216, 25.5547293 48.4522291, 25.5545863 48.4521325, 25.5544298 48.4520057)",,,
149781716,,residential,,,False,True,151.247,"LINESTRING (25.5557287 48.4527751, 25.5563217 48.4525709, 25.5575447 48.4521431)",,,
170246895,,residential,,,False,False,88.96,"LINESTRING (25.5557287 48.4527751, 25.5561694 48.4532579, 25.5563585 48.4534574)",,вулиця Черемшини,
151363662,,residential,,,False,False,232.30599999999998,"LINESTRING (25.5547689 48.455801, 25.5544304 48.4557332, 25.5539914 48.4556747, 25.5536759 48.4556563, 25.5536128 48.4556295, 25.5535422 48.4555843, 25.553522 48.4555307, 25.5535397 48.4554303, 25.553633 48.4553634, 25.5537945 48.4552864, 25.5541509 48.4551629, 25.5542361 48.4550822, 25.5544229 48.4547844, 25.5544396 48.454619)",,Польова вулиця,
153863704,,residential,,,False,False,101.34299999999999,"LINESTRING (25.5547689 48.455801, 25.554786 48.4559258, 25.5547746 48.4561408, 25.5547264 48.4562552, 25.5546093 48.4564957, 25.5544887 48.4566784)",,вулиця Івана Вишенського,
1144335123,Р-20,primary,50,,False,False,26.522,"LINESTRING (25.545474 48.456382, 25.5455912 48.4561565)",2,,
149781723,,residential,,,False,True,61.834,"LINESTRING (25.5510223 48.4565178, 25.5514892 48.4566883, 25.5517656 48.4567746)",,вулиця Івана Вишенського,
153863704,,residential,,,False,False,252.265,"LINESTRING (25.5544887 48.4566784, 25.5537984 48.4565126, 25.5533801 48.4564244, 25.5522058 48.45617, 25.5517656 48.4567746)",,вулиця Івана Вишенського,
153863704,,residential,,,False,True,101.34299999999999,"LINESTRING (25.5544887 48.4566784, 25.5546093 48.4564957, 25.5547264 48.4562552, 25.5547746 48.4561408, 25.554786 48.4559258, 25.5547689 48.455801)",,вулиця Івана Вишенського,
149781723,,residential,,,False,False,61.834,"LINESTRING (25.5517656 48.4567746, 25.5514892 48.4566883, 25.5510223 48.4565178)",,вулиця Івана Вишенського,
153863704,,residential,,,False,True,252.265,"LINESTRING (25.5517656 48.4567746, 25.5522058 48.45617, 25.5533801 48.4564244, 25.5537984 48.4565126, 25.5544887 48.4566784)",,вулиця Івана Вишенського,
341459079,Н-10,primary,50,,False,True,5.066,"LINESTRING (25.5539803 48.4522556, 25.5539267 48.4522841)",2,вулиця Тараса Шевченка,
151363662,,residential,,,False,True,267.45500000000004,"LINESTRING (25.5539803 48.4522556, 25.5544935 48.4527248, 25.5549003 48.4530797, 25.5551486 48.4532868, 25.5551723 48.4534003, 25.5550547 48.4535262, 25.5546999 48.4538452, 25.5545995 48.4539559, 25.5544225 48.4541859, 25.5544286 48.4542545)",,Польова вулиця,
341459079,Н-10,primary,50,,False,False,43.262,"LINESTRING (25.5539803 48.4522556, 25.5540498 48.4522201, 25.5544298 48.4520057)",2,вулиця Тараса Шевченка,
151363663,,tertiary,,,False,False,53.891,"LINESTRING (25.5468045 48.4541278, 25.5471264 48.4536927)",2,вулиця Воєводи Коснятина,
297121734,Р-20,primary,,,False,False,47.063,"LINESTRING (25.5468045 48.4541278, 25.5467198 48.4537083)",,Микулинська вулиця,
1031655366,Р-20,primary,,,False,True,114.63300000000001,"LINESTRING (25.5468045 48.4541278, 25.5465065 48.4545778, 25.546171 48.4550692)",,вулиця Воєводи Коснятина,
152057379,,living_street,,,False,False,364.48900000000003,"LINESTRING (25.5517357 48.4533478, 25.5507685 48.4523245, 25.5507017 48.4522755, 25.5482634 48.4510918)",,вулиця Воєводи Коснятина,
341459079,Н-10,primary,50,,False,False,143.837,"LINESTRING (25.5517357 48.4533478, 25.5521494 48.4531716, 25.5533168 48.4525915)",2,вулиця Тараса Шевченка,
341459079,Н-10,primary,50,,False,True,61.172000000000004,"LINESTRING (25.5517357 48.4533478, 25.5516055 48.4533961, 25.5510141 48.4536191)",2,вулиця Тараса Шевченка,
42485054,Н-10;Р-20,primary,50,roundabout,True,False,26.909,"LINESTRING (25.5461796 48.4556353, 25.5461706 48.4556833, 25.5461439 48.4557284, 25.5461012 48.4557676, 25.5460452 48.4557987, 25.5459794 48.4558196)",,,
42485054,Н-10;Р-20,primary,50,roundabout,True,False,23.144000000000002,"LINESTRING (25.5459269 48.4554431, 25.5460025 48.455457, 25.5460698 48.4554838, 25.5461239 48.4555214, 25.546161 48.4555673)",,,
297121730,Н-10,primary,50,,True,False,13.588999999999999,"LINESTRING (25.5459269 48.4554431, 25.5460782 48.4554284, 25.5461092 48.4554253)",,вулиця Тараса Шевченка,
42485054,Н-10;Р-20,primary,50,roundabout,True,False,7.722,"LINESTRING (25.5458227 48.455446, 25.5458746 48.4554414, 25.5459269 48.4554431)",,,
297121733,Р-20,primary,,,True,False,49.532000000000004,"LINESTRING (25.5458227 48.455446, 25.5459351 48.4553635, 25.5460497 48.4552471, 25.546171 48.4550692)",,вулиця Воєводи Коснятина,
681909914,Н-10,primary,50,,False,True,1.146,"LINESTRING (25.5452376 48.4558578, 25.5452237 48.4558624)",2,вулиця Володимира Винниченка,
297121728,Н-10,primary,50,,True,False,36.161,"LINESTRING (25.5452376 48.4558578, 25.5454035 48.4557386, 25.5455942 48.4556358)",,вулиця Володимира Винниченка,
42485054,Н-10;Р-20,primary,50,roundabout,True,False,1.239,"LINESTRING (25.5457066 48.4557883, 25.5456934 48.4557814)",,,
1144335123,Р-20,primary,50,,False,True,6.456,"LINESTRING (25.5456322 48.4561052, 25.5455912 48.4561565)",2,,
297121732,Р-20,primary,50,,True,False,35.693,"LINESTRING (25.5456322 48.4561052, 25.5456643 48.4559887, 25.5456786 48.4558875, 25.5457066 48.4557883)",,,
151363663,,tertiary,,,False,False,72.258,"LINESTRING (25.5490577 48.4503723, 25.5493956 48.4502207, 25.5499001 48.4500422)",2,вулиця Воєводи Коснятина,
151363663,,tertiary,,,False,True,100.70599999999999,"LINESTRING (25.5490577 48.4503723, 25.5487024 48.4505764, 25.5485156 48.4507489, 25.5482634 48.4510918)",2,вулиця Воєводи Коснятина,
986057948,,residential,,,False,True,42.753,"LINESTRING (25.5490577 48.4503723, 25.5487222 48.450299, 25.5485022 48.4502634)",,,
170150260,,residential,,,False,True,100.32299999999998,"LINESTRING (25.5557546 48.4544956, 25.5557247 48.4545121, 25.5554999 48.4545668, 25.5553201 48.4546148, 25.5551703 48.4546397, 25.5549281 48.4546512, 25.5547183 48.4546347, 25.5544396 48.454619)",,,
151363662,,residential,,,False,False,40.596000000000004,"LINESTRING (25.5544396 48.454619, 25.5544496 48.4544923, 25.5544286 48.4542545)",,Польова вулиця,
151363662,,residential,,,False,True,232.306,"LINESTRING (25.5544396 48.454619, 25.5544229 48.4547844, 25.5542361 48.4550822, 25.5541509 48.4551629, 25.5537945 48.4552864, 25.553633 48.4553634, 25.5535397 48.4554303, 25.553522 48.4555307, 25.5535422 48.4555843, 25.5536128 48.4556295, 25.5536759 48.4556563, 25.5539914 48.4556747, 25.5544304 48.4557332, 25.5547689 48.455801)",,Польова вулиця,
170150260,,residential,,,False,False,100.32299999999998,"LINESTRING (25.5544396 48.454619, 25.5547183 48.4546347, 25.5549281 48.4546512, 25.5551703 48.4546397, 25.5553201 48.4546148, 25.5554999 48.4545668, 25.5557247 48.4545121, 25.5557546 48.4544956)",,,
170154415,,residential,,,False,True,307.2010000000001,"LINESTRING (25.5511831 48.4484632, 25.5515599 48.4482706, 25.552476 48.4480362, 25.5528617 48.4479139, 25.5529386 48.447874, 25.5529855 48.4478518, 25.5530365 48.447842, 25.5530786 48.447846, 25.5531237 48.447858, 25.5531706 48.4478767, 25.5532348 48.4479037, 25.5535115 48.4480511, 25.5537662 48.4481538, 25.5540584 48.4482714, 25.5542606 48.4483674, 25.554358 48.4484171, 25.5544229 48.4484867, 25.5545128 48.4485944, 25.5545928 48.4486973)",,,
170154418,,residential,,,False,False,132.55700000000002,"LINESTRING (25.5511831 48.4484632, 25.5513047 48.4486249, 25.551393 48.4487209, 25.5514848 48.4488076, 25.5516278 48.4489071, 25.551702 48.4489856, 25.5517938 48.4490781, 25.5518433 48.4491437, 25.5519139 48.4492339, 25.5519969 48.4493206, 25.5521685 48.4494528)",,,
170154418,,residential,,,False,True,272.288,"LINESTRING (25.5511831 48.4484632, 25.551001 48.4485283, 25.5508315 48.4485796, 25.5506726 48.4486342, 25.5504253 48.4486788, 25.5501322 48.4487326, 25.5498144 48.4488099, 25.5495256 48.448915, 25.5493984 48.4489782, 25.5493101 48.4490555, 25.5492677 48.4491305, 25.5492501 48.4492359, 25.5492572 48.4493694, 25.549296 48.4494795, 25.549356 48.4495685, 25.5494443 48.449674, 25.5495256 48.4497747, 25.5496032 48.4498965, 25.5496845 48.4500415)",,,
151363663,,tertiary,,,False,False,63.567,"LINESTRING (25.5545928 48.4486973, 25.5553459 48.4484193)",2,вулиця Воєводи Коснятина,
151363663,,tertiary,,,False,True,197.83200000000002,"LINESTRING (25.5545928 48.4486973, 25.5540614 48.448902, 25.5540292 48.4489143, 25.5540046 48.4489217, 25.5526695 48.4493226, 25.5521685 48.4494528)",2,вулиця Воєводи Коснятина,
170154415,,residential,,,False,False,307.201,"LINESTRING (25.5545928 48.4486973, 25.5545128 48.4485944, 25.5544229 48.4484867, 25.554358 48.4484171, 25.5542606 48.4483674, 25.5540584 48.4482714, 25.5537662 48.4481538, 25.5535115 48.4480511, 25.5532348 48.4479037, 25.5531706 48.4478767, 25.5531237 48.447858, 25.5530786 48.447846, 25.5530365 48.447842, 25.5529855 48.4478518, 25.5529386 48.447874, 25.5528617 48.4479139, 25.552476 48.4480362, 25.5515599 48.4482706, 25.5511831 48.4484632)",,,
151363663,,tertiary,,,False,True,8.073,"LINESTRING (25.5521685 48.4494528, 25.5520666 48.4494793)",2,вулиця Воєводи Коснятина,
151363663,,tertiary,,,False,False,197.83200000000002,"LINESTRING (25.5521685 48.4494528, 25.5526695 48.4493226, 25.5540046 48.4489217, 25.5540292 48.4489143, 25.5540614 48.448902, 25.5545928 48.4486973)",2,вулиця Воєводи Коснятина,
170154418,,residential,,,False,True,132.557,"LINESTRING (25.5521685 48.4494528, 25.5519969 48.4493206, 25.5519139 48.4492339, 25.5518433 48.4491437, 25.5517938 48.4490781, 25.551702 48.4489856, 25.5516278 48.4489071, 25.5514848 48.4488076, 25.551393 48.4487209, 25.5513047 48.4486249, 25.5511831 48.4484632)",,,
151363663,,tertiary,,,False,False,8.073,"LINESTRING (25.5520666 48.4494793, 25.5521685 48.4494528)",2,вулиця Воєводи Коснятина,
151363663,,tertiary,,,False,True,171.608,"LINESTRING (25.5520666 48.4494793, 25.5499001 48.4500422)",2,вулиця Воєводи Коснятина,
170154419,,residential,20,,False,False,52.821,"LINESTRING (25.5520666 48.4494793, 25.5520622 48.4495913, 25.5521271 48.4497387, 25.5521821 48.4498282, 25.5522613 48.449928)",,,
170154419,,residential,20,,False,True,52.913,"LINESTRING (25.5524421 48.4504325, 25.5520334 48.4500414)",,,
173594511,,residential,50,,False,True,15.901,"LINESTRING (25.5496845 48.4500415, 25.5499001 48.4500422)",1,вулиця Василя Стефаника,
170154418,,residential,,,False,False,272.288,"LINESTRING (25.5496845 48.4500415, 25.5496032 48.4498965, 25.5495256 48.4497747, 25.5494443 48.449674, 25.549356 48.4495685, 25.549296 48.4494795, 25.5492572 48.4493694, 25.5492501 48.4492359, 25.5492677 48.4491305, 25.5493101 48.4490555, 25.5493984 48.4489782, 25.5495256 48.448915, 25.5498144 48.4488099, 25.5501322 48.4487326, 25.5504253 48.4486788, 25.5506726 48.4486342, 25.5508315 48.4485796, 25.551001 48.4485283, 25.5511831 48.4484632)",,,
170246895,,residential,,,False,True,174.66199999999998,"LINESTRING (25.5578355 48.4546812, 25.5576897 48.454581, 25.5571758 48.454207, 25.5565013 48.4536082, 25.5563585 48.4534574)",,вулиця Черемшини,
297121734,Р-20,primary,,,False,True,204.406,"LINESTRING (25.5454955 48.4511125, 25.5459279 48.4518779, 25.5462146 48.4524653, 25.5463852 48.4528526)",,Микулинська вулиця,
297121734,Р-20,primary,,,False,True,98.297,"LINESTRING (25.5463852 48.4528526, 25.5467198 48.4537083)",,Микулинська вулиця,
297121734,Р-20,primary,,,False,False,204.406,"LINESTRING (25.5463852 48.4528526, 25.5462146 48.4524653, 25.5459279 48.4518779, 25.5454955 48.4511125)",,Микулинська вулиця,
297121734,Р-20,primary,,,False,False,98.297,"LINESTRING (25.5467198 48.4537083, 25.5463852 48.4528526)",,Микулинська вулиця,
297121734,Р-20,primary,,,False,True,47.063,"LINESTRING (25.5467198 48.4537083, 25.5468045 48.4541278)",,Микулинська вулиця,
173594532,,primary_link,,,False,False,34.197,"LINESTRING (25.5467198 48.4537083, 25.5468276 48.4537562, 25.5468986 48.4537713, 25.5469556 48.4537623, 25.5470099 48.4537443, 25.5471264 48.4536927)",,,
151363663,,tertiary,,,False,True,53.891,"LINESTRING (25.5471264 48.4536927, 25.5468045 48.4541278)",2,вулиця Воєводи Коснятина,
151363663,,tertiary,,,False,False,214.729,"LINESTRING (25.5471264 48.4536927, 25.5472194 48.4535284, 25.5479233 48.451836)",2,вулиця Воєводи Коснятина,
173594532,,primary_link,,,False,True,34.196999999999996,"LINESTRING (25.5471264 48.4536927, 25.5470099 48.4537443, 25.5469556 48.4537623, 25.5468986 48.4537713, 25.5468276 48.4537562, 25.5467198 48.4537083)",,,
341459079,Н-10,primary,50,,False,False,377.532,"LINESTRING (25.5466115 48.4553517, 25.5510141 48.4536191)",2,вулиця Тараса Шевченка,
122573420,Н-10,primary,50,,True,False,45.626999999999995,"LINESTRING (25.5466115 48.4553517, 25.5464213 48.4554378, 25.5463136 48.455498, 25.5462455 48.4555544, 25.5461796 48.4556353)",,вулиця Тараса Шевченка,
297121730,Н-10,primary,50,,True,False,38.067,"LINESTRING (25.5461092 48.4554253, 25.5462285 48.4554134, 25.5463956 48.4553978, 25.5466115 48.4553517)",,вулиця Тараса Шевченка,
297121735,Р-20,primary,,,True,False,16.349,"LINESTRING (25.5461092 48.4554253, 25.5461236 48.4554999, 25.546161 48.4555673)",,вулиця Воєводи Коснятина,
42485054,Н-10;Р-20,primary,50,roundabout,True,False,7.716,"LINESTRING (25.546161 48.4555673, 25.5461749 48.4556007, 25.5461796 48.4556353)",,,
681909914,Н-10,primary,50,,False,False,1.146,"LINESTRING (25.5452237 48.4558624, 25.5452376 48.4558578)",2,вулиця Володимира Винниченка,
170154419,,residential,20,,False,False,21.012,"LINESTRING (25.5522613 48.449928, 25.5520334 48.4500414)",,,
170154419,,residential,20,,False,True,52.821,"LINESTRING (25.5522613 48.449928, 25.5521821 48.4498282, 25.5521271 48.4497387, 25.5520622 48.4495913, 25.5520666 48.4494793)",,,
352237155,,residential,20,,False,False,98.531,"LINESTRING (25.5522613 48.449928, 25.5523957 48.4499812, 25.5525774 48.4500459, 25.5527127 48.4500423, 25.5528056 48.4500092, 25.5530607 48.4499182, 25.5534517 48.4497805)",,,
170154419,,residential,20,,False,False,52.913,"LINESTRING (25.5520334 48.4500414, 25.5524421 48.4504325)",,,
170154419,,residential,20,,False,True,21.012,"LINESTRING (25.5520334 48.4500414, 25.5522613 48.449928)",,,
352237762,,residential,20,,False,False,40.463,"LINESTRING (25.5520334 48.4500414, 25.5515794 48.4502457)",,,
352237155,,residential,20,,False,False,38.412,"LINESTRING (25.5534517 48.4497805, 25.5537631 48.4500574)",,,
352237155,,residential,20,,False,True,98.531,"LINESTRING (25.5534517 48.4497805, 25.5530607 48.4499182, 25.5528056 48.4500092, 25.5527127 48.4500423, 25.5525774 48.4500459, 25.5523957 48.4499812, 25.5522613 48.449928)",,,
986058103,,residential,,,False,False,43.408,"LINESTRING (25.5534517 48.4497805, 25.5536413 48.4497011, 25.5539487 48.4495714)",,,
352237155,,residential,20,,False,True,38.412,"LINESTRING (25.5537631 48.4500574, 25.5534517 48.4497805)",,,
352237762,,residential,20,,False,True,40.463,"LINESTRING (25.5515794 48.4502457, 25.5520334 48.4500414)",,,
151356146,,tertiary,50,,False,False,134.073,"LINESTRING (25.5526207 48.4513178, 25.5517745 48.4509176, 25.5511192 48.4506387)",1,вулиця Василя Стефаника,
151356146,,tertiary,50,,False,True,75.68299999999999,"LINESTRING (25.5526207 48.4513178, 25.5532333 48.4517201, 25.5533393 48.4518032)",1,вулиця Василя Стефаника,
"[352238281, 149759922, 352238621]",,residential,50,,False,"[False, True]",35.613,"LINESTRING (25.5526207 48.4513178, 25.5526833 48.4512759, 25.5527874 48.4512097, 25.5528985 48.4511501, 25.5529677 48.4510961)",,вулиця Антіна Лотоцького,building_passage
352239370,,residential,20,,False,True,96.487,"LINESTRING (25.5525633 48.4505478, 25.552955 48.4503812, 25.5529775 48.4504015, 25.5534538 48.4508319)",,,
149759922,,residential,50,,False,False,7.84,"LINESTRING (25.5532573 48.4509307, 25.553342 48.4508881)",,вулиця Антіна Лотоцького,
149759922,,residential,50,,False,True,28.21,"LINESTRING (25.5532573 48.4509307, 25.5530854 48.4510221, 25.5529677 48.4510961)",,вулиця Антіна Лотоцького,
352240501,,residential,20,,False,False,107.17699999999999,"LINESTRING (25.5532573 48.4509307, 25.5534544 48.4511478, 25.5531617 48.4512718, 25.5536089 48.4516493)",,,
352240501,,residential,20,,False,False,26.233,"LINESTRING (25.5536089 48.4516493, 25.5533393 48.4518032)",,,
352240501,,residential,20,,False,True,107.177,"LINESTRING (25.5536089 48.4516493, 25.5531617 48.4512718, 25.5534544 48.4511478, 25.5532573 48.4509307)",,,
