osmid,ref,name,highway,oneway,reversed,length,geometry,bridge,maxspeed,junction,access
488887095,,,unclassified,False,False,62.206999999999994,"LINESTRING (31.0346764 49.9666844, 31.0352011 49.9666232, 31.035535 49.9665965)",,,,
158314052,,вулиця Чапаєва,residential,False,False,226.952,"LINESTRING (31.0359183 49.9673292, 31.0359296 49.9674478, 31.0360352 49.9679951, 31.0360917 49.9681599, 31.0365385 49.9689022, 31.0367177 49.9691035, 31.0368897 49.9692378)",,,,
158314052,,вулиця Чапаєва,residential,False,True,259.538,"LINESTRING (31.0359183 49.9673292, 31.0358759 49.9668819, 31.0358853 49.966586, 31.0359081 49.9658674, 31.0360691 49.9655154, 31.0364412 49.9650715)",,,,
"[254115160, 254115159]",,,living_street,False,True,161.935,"LINESTRING (31.0359183 49.9673292, 31.0349835 49.9674936, 31.0346764 49.9666844)",,,,
210972413,,вулиця Івана Франка,residential,False,False,102.081,"LINESTRING (31.0445828 49.9699438, 31.0441055 49.9701492, 31.0433965 49.9704543)",,30,,
"[210972412, 210972413]",,вулиця Івана Франка,residential,False,True,319.11899999999997,"LINESTRING (31.0445828 49.9699438, 31.0447341 49.9698793, 31.0448662 49.9698979, 31.0450177 49.9700702, 31.0451618 49.9699482, 31.0452764 49.9698382, 31.0454266 49.9696898, 31.0454572 49.9696648, 31.0456627 49.9694966, 31.0457189 49.969397, 31.0457699 49.9693068, 31.0459577 49.9691343, 31.0461615 49.9689687, 31.0463493 49.9688376, 31.0465156 49.968772, 31.0467033 49.9687065, 31.0468804 49.9686754, 31.0471325 49.9686443, 31.0477642 49.9685775)",,"['30', '20']",,
365475580,,вулиця Силкіних,residential,False,False,193.064,"LINESTRING (31.0445828 49.9699438, 31.0441201 49.969487, 31.0438411 49.9692869, 31.0436909 49.9691489, 31.0435515 49.9689143, 31.0433905 49.9687452, 31.0430699 49.9685213)",,20,,
365477727,,вулиця Силкіних,residential,False,False,17.322,"LINESTRING (31.0430699 49.9685213, 31.0429893 49.9683744)",,30,,
286237718,,вулиця 8 Березня,residential,False,False,87.661,"LINESTRING (31.0430699 49.9685213, 31.0429963 49.9686133, 31.0428356 49.9687237, 31.042621 49.9688479, 31.0421509 49.9690201)",,,,
286237718,,вулиця 8 Березня,residential,False,True,322.239,"LINESTRING (31.0430699 49.9685213, 31.0430985 49.9684856, 31.0432591 49.9683373, 31.0434415 49.9682303, 31.0436132 49.968144, 31.0438546 49.9680198, 31.0439729 49.9679439, 31.0440477 49.9678093, 31.0441338 49.9676127, 31.0442679 49.967485, 31.044509 49.9673194, 31.0452496 49.966995, 31.0455623 49.9668823, 31.0456517 49.9668501, 31.0463758 49.9667811)",,,,
365475580,,вулиця Силкіних,residential,False,True,193.064,"LINESTRING (31.0430699 49.9685213, 31.0433905 49.9687452, 31.0435515 49.9689143, 31.0436909 49.9691489, 31.0438411 49.9692869, 31.0441201 49.969487, 31.0445828 49.9699438)",,20,,
365477727,,вулиця Силкіних,residential,False,True,17.322,"LINESTRING (31.0429893 49.9683744, 31.0430699 49.9685213)",,30,,
365477727,,вулиця Силкіних,residential,False,False,108.71700000000001,"LINESTRING (31.0429893 49.9683744, 31.0426031 49.9681725, 31.0424261 49.9680725, 31.0421713 49.967931, 31.0419728 49.9678258, 31.0418923 49.9677792, 31.0418129 49.9677603)",,30,,
473294892,,,residential,False,False,50.624,"LINESTRING (31.0429893 49.9683744, 31.0428719 49.9684124, 31.0427458 49.9684624, 31.0425876 49.9685107, 31.0423515 49.9685694)",,,,
158278390,,вулиця Тараса Шевченка,secondary,False,False,52.807,"LINESTRING (31.0418129 49.9677603, 31.0417946 49.9677931, 31.0413882 49.9681471)",,,,
158278390,,вулиця Тараса Шевченка,secondary,False,True,146.341,"LINESTRING (31.0418129 49.9677603, 31.0420486 49.9673387, 31.0421265 49.9671592, 31.0424113 49.9665026)",,,,
365477727,,вулиця Силкіних,residential,False,True,108.717,"LINESTRING (31.0418129 49.9677603, 31.0418923 49.9677792, 31.0419728 49.9678258, 31.0421713 49.967931, 31.0424261 49.9680725, 31.0426031 49.9681725, 31.0429893 49.9683744)",,30,,
852289057,,Соборна вулиця,tertiary,False,True,107.62599999999999,"LINESTRING (31.0479309 49.9719108, 31.0477725 49.9718572, 31.0469249 49.971436, 31.0466891 49.9713739)",,,,
473294892,,,residential,False,True,50.623999999999995,"LINESTRING (31.0423515 49.9685694, 31.0425876 49.9685107, 31.0427458 49.9684624, 31.0428719 49.9684124, 31.0429893 49.9683744)",,,,
488887095,,,unclassified,False,True,62.206999999999994,"LINESTRING (31.035535 49.9665965, 31.0352011 49.9666232, 31.0346764 49.9666844)",,,,
852289054,Р-19,Соборна вулиця,primary,True,False,40.191,"LINESTRING (31.0437914 49.9711059, 31.043681 49.9707515)",,,,
1165853914,Р-19,,primary,True,False,27.993,"LINESTRING (31.0437914 49.9711059, 31.0437965 49.9710727, 31.0438204 49.9710369, 31.0438575 49.9710102, 31.0439055 49.9709918, 31.0439599 49.9709837, 31.0440155 49.9709865, 31.0440672 49.971)",,,roundabout,
852289056,,Соборна вулиця,tertiary,True,False,42.166,"LINESTRING (31.0441105 49.9710233, 31.04457 49.9712609)",,,,
419684975,Р-19,,primary,True,False,16.63,"LINESTRING (31.0441105 49.9710233, 31.0441407 49.9710539, 31.0441549 49.9710891, 31.0441517 49.9711253, 31.0441279 49.971163)",,,roundabout,
1165853914,Р-19,,primary,True,False,7.412,"LINESTRING (31.0438247 49.9711683, 31.0438011 49.9711387, 31.0437914 49.9711059)",,,roundabout,
210970792,,Соборна вулиця,tertiary,True,False,24.387,"LINESTRING (31.0444412 49.9712464, 31.0442643 49.9712118, 31.0441279 49.971163)",,,,
852289055,,,primary_link,True,False,28.561,"LINESTRING (31.0444412 49.9712464, 31.0442137 49.9712775, 31.0440918 49.9713507)",,,,
1165853915,Р-19,вулиця Київський Шлях,primary,True,False,13.592,"LINESTRING (31.0440918 49.9713507, 31.0440683 49.971472)",,,,
1165853916,,Соборна вулиця,tertiary,True,False,9.352,"LINESTRING (31.04457 49.9712609, 31.0444412 49.9712464)",,,,
852289057,,Соборна вулиця,tertiary,False,False,152.12099999999998,"LINESTRING (31.04457 49.9712609, 31.0448022 49.971284, 31.0451635 49.971302, 31.0458879 49.9713382, 31.046516 49.9713662, 31.0466891 49.9713739)",,,,
419684975,Р-19,,primary,True,False,4.516,"LINESTRING (31.0441279 49.971163, 31.0440855 49.9711931)",,,roundabout,
1055403163,,,residential,False,False,128.781,"LINESTRING (31.0382732 49.9713645, 31.0382566 49.9712388, 31.0382688 49.9708597, 31.0382377 49.9706968, 31.038184 49.9704458, 31.0381554 49.9703632, 31.0381565 49.9703244, 31.0381922 49.9702619, 31.0382443 49.9702314)",,,,
158314045,,Оболонська вулиця,secondary,False,True,123.07600000000001,"LINESTRING (31.0382443 49.9702314, 31.0381395 49.9700937, 31.0376784 49.9695456, 31.0374888 49.9692386)",,,,
1055403163,,,residential,False,True,128.781,"LINESTRING (31.0382443 49.9702314, 31.0381922 49.9702619, 31.0381565 49.9703244, 31.0381554 49.9703632, 31.038184 49.9704458, 31.0382377 49.9706968, 31.0382688 49.9708597, 31.0382566 49.9712388, 31.0382732 49.9713645)",,,,
158314052,,вулиця Чапаєва,residential,False,False,74.35,"LINESTRING (31.0368897 49.9692378, 31.0371385 49.9694425, 31.0372737 49.9695538, 31.0375299 49.9697646)",,,,
158314052,,вулиця Чапаєва,residential,False,True,226.952,"LINESTRING (31.0368897 49.9692378, 31.0367177 49.9691035, 31.0365385 49.9689022, 31.0360917 49.9681599, 31.0360352 49.9679951, 31.0359296 49.9674478, 31.0359183 49.9673292)",,,,
1055403189,,вулиця Чапаєва,residential,False,False,43.18599999999999,"LINESTRING (31.0368897 49.9692378, 31.03716 49.9692492, 31.0373918 49.9692564, 31.0374888 49.9692386)",,,,
158314052,,вулиця Чапаєва,residential,False,True,74.35,"LINESTRING (31.0375299 49.9697646, 31.0372737 49.9695538, 31.0371385 49.9694425, 31.0368897 49.9692378)",,,,
