osmid,ref,name,highway,oneway,reversed,length,geometry,bridge,maxspeed,junction,access
158482081,Р-19,Соборна вулиця,primary,False,True,195.648,"LINESTRING (31.0402604 49.9665441, 31.0413882 49.9681471)",,,,
59807144,Н-02,Поштова вулиця,primary,False,False,78.12,"LINESTRING (31.0402604 49.9665441, 31.0404739 49.9664908, 31.0405289 49.9664771, 31.0408285 49.9664414, 31.041328 49.9664387)",,,,
"[270965891, 270965893, 158482078]",Н-02,Соборна вулиця,primary,False,True,261.751,"LINESTRING (31.0402604 49.9665441, 31.0397682 49.9657335, 31.0397337 49.9656979, 31.0395775 49.9655365, 31.039419 49.9654274, 31.0392527 49.9653422, 31.0391281 49.9653047, 31.0389437 49.965298, 31.0387653 49.9653087, 31.0385173 49.9653646, 31.038318 49.9654195, 31.0381782 49.9654845, 31.0378427 49.965543)",yes,,,
59807144,Н-02,Поштова вулиця,primary,False,True,77.82799999999999,"LINESTRING (31.0424113 49.9665026, 31.0413832 49.9664384, 31.041328 49.9664387)",,,,
158278390,,вулиця Тараса Шевченка,secondary,False,False,146.341,"LINESTRING (31.0424113 49.9665026, 31.0421265 49.9671592, 31.0420486 49.9673387, 31.0418129 49.9677603)",,,,
158482089,Н-02,вулиця Тараса Шевченка,primary,False,False,228.03500000000003,"LINESTRING (31.0424113 49.9665026, 31.0424927 49.9663657, 31.0432025 49.9651731, 31.0434938 49.9647143, 31.0435927 49.9645991)",,,,
65452858,Р-19,Соборна вулиця,primary,True,False,39.069,"LINESTRING (31.043681 49.9707515, 31.0440672 49.971)",,,,
158482081,Р-19,Соборна вулиця,primary,False,False,38.809,"LINESTRING (31.043681 49.9707515, 31.0433965 49.9704543)",,,,
210972405,,,residential,False,True,350.557,"LINESTRING (31.0466891 49.9713739, 31.0467355 49.9713046, 31.0468321 49.9712286, 31.0469606 49.9711665, 31.0472308 49.9710527, 31.0475419 49.9709307, 31.047624 49.9708875, 31.0476603 49.9708479, 31.0476575 49.9708103, 31.0476267 49.9707396, 31.0474819 49.9705619, 31.0474497 49.9704782, 31.0474437 49.9703018, 31.0474424 49.9701555, 31.0474685 49.9700374, 31.047569 49.9697459, 31.047677 49.969475, 31.0477105 49.9693094, 31.0476944 49.969074, 31.0477642 49.9685775)",,,,
852289057,,Соборна вулиця,tertiary,False,False,107.62599999999999,"LINESTRING (31.0466891 49.9713739, 31.0469249 49.971436, 31.0477725 49.9718572, 31.0479309 49.9719108)",,,,
852289057,,Соборна вулиця,tertiary,False,True,152.121,"LINESTRING (31.0466891 49.9713739, 31.046516 49.9713662, 31.0458879 49.9713382, 31.0451635 49.971302, 31.0448022 49.971284, 31.04457 49.9712609)",,,,
158482078,Н-02,Соборна вулиця,primary,False,False,27.764,"LINESTRING (31.036342 49.9648301, 31.0364412 49.9650715)",,,,
158482081,Р-19,Соборна вулиця,primary,False,False,195.648,"LINESTRING (31.0413882 49.9681471, 31.0402604 49.9665441)",,,,
158482081,Р-19,Соборна вулиця,primary,False,True,111.35,"LINESTRING (31.0413882 49.9681471, 31.0421509 49.9690201)",,,,
158278390,,вулиця Тараса Шевченка,secondary,False,True,52.807,"LINESTRING (31.0413882 49.9681471, 31.0417946 49.9677931, 31.0418129 49.9677603)",,,,
158482078,Н-02,Соборна вулиця,primary,False,True,27.764,"LINESTRING (31.0364412 49.9650715, 31.036342 49.9648301)",,,,
158314052,,вулиця Чапаєва,residential,False,False,259.538,"LINESTRING (31.0364412 49.9650715, 31.0360691 49.9655154, 31.0359081 49.9658674, 31.0358853 49.966586, 31.0358759 49.9668819, 31.0359183 49.9673292)",,,,
158482078,Н-02,Соборна вулиця,primary,False,False,118.902,"LINESTRING (31.0364412 49.9650715, 31.0366817 49.9652684, 31.0368803 49.9653751, 31.0371335 49.9654698, 31.0374452 49.9655238, 31.0378427 49.965543)",,,,
158314045,,Оболонська вулиця,secondary,False,False,432.74600000000004,"LINESTRING (31.0378427 49.965543, 31.0380754 49.9657501, 31.0381719 49.9661296, 31.0382256 49.9664747, 31.0380432 49.9668474, 31.0375389 49.967503, 31.0372814 49.9680136, 31.0372385 49.9685588, 31.0373673 49.9690005, 31.0374888 49.9692386)",,,,
"[270965891, 270965893, 158482078]",Н-02,Соборна вулиця,primary,False,False,261.751,"LINESTRING (31.0378427 49.965543, 31.0381782 49.9654845, 31.038318 49.9654195, 31.0385173 49.9653646, 31.0387653 49.9653087, 31.0389437 49.965298, 31.0391281 49.9653047, 31.0392527 49.9653422, 31.039419 49.9654274, 31.0395775 49.9655365, 31.0397337 49.9656979, 31.0397682 49.9657335, 31.0402604 49.9665441)",yes,,,
158482078,Н-02,Соборна вулиця,primary,False,True,118.90199999999999,"LINESTRING (31.0378427 49.965543, 31.0374452 49.9655238, 31.0371335 49.9654698, 31.0368803 49.9653751, 31.0366817 49.9652684, 31.0364412 49.9650715)",,,,
158314045,,Оболонська вулиця,secondary,False,False,123.07600000000001,"LINESTRING (31.0374888 49.9692386, 31.0376784 49.9695456, 31.0381395 49.9700937, 31.0382443 49.9702314)",,,,
158314045,,Оболонська вулиця,secondary,False,True,432.746,"LINESTRING (31.0374888 49.9692386, 31.0373673 49.9690005, 31.0372385 49.9685588, 31.0372814 49.9680136, 31.0375389 49.967503, 31.0380432 49.9668474, 31.0382256 49.9664747, 31.0381719 49.9661296, 31.0380754 49.9657501, 31.0378427 49.965543)",,,,
1055403189,,вулиця Чапаєва,residential,False,True,43.18599999999999,"LINESTRING (31.0374888 49.9692386, 31.0373918 49.9692564, 31.03716 49.9692492, 31.0368897 49.9692378)",,,,
158483218,,Ярмаркова вулиця,residential,False,True,410.81999999999994,"LINESTRING (31.0400749 49.968602, 31.0403611 49.9690401, 31.040823 49.9697473, 31.0410466 49.9700114, 31.041184 49.9701774, 31.0412667 49.9703574, 31.0415846 49.9707882, 31.0417797 49.9708968, 31.0419517 49.9708747, 31.0426089 49.9706921, 31.0427171 49.9706645, 31.0433965 49.9704543)",,,,
158482081,Р-19,Соборна вулиця,primary,False,True,38.809,"LINESTRING (31.0433965 49.9704543, 31.043681 49.9707515)",,,,
158482081,Р-19,Соборна вулиця,primary,False,False,182.671,"LINESTRING (31.0433965 49.9704543, 31.0430894 49.9701007, 31.04243 49.9693415, 31.0421509 49.9690201)",,,,
158483218,,Ярмаркова вулиця,residential,False,False,410.82000000000005,"LINESTRING (31.0433965 49.9704543, 31.0427171 49.9706645, 31.0426089 49.9706921, 31.0419517 49.9708747, 31.0417797 49.9708968, 31.0415846 49.9707882, 31.0412667 49.9703574, 31.041184 49.9701774, 31.0410466 49.9700114, 31.040823 49.9697473, 31.0403611 49.9690401, 31.0400749 49.968602)",,,,
210972413,,вулиця Івана Франка,residential,False,True,102.081,"LINESTRING (31.0433965 49.9704543, 31.0441055 49.9701492, 31.0445828 49.9699438)",,30,,
210970797,Р-19,вулиця Київський Шлях,primary,True,False,37.999,"LINESTRING (31.0440683 49.971472, 31.0438247 49.9711683)",,,,
852289058,Р-19,вулиця Київський Шлях,primary,True,False,17.53,"LINESTRING (31.0440855 49.9711931, 31.0440918 49.9713507)",,,,
419684975,Р-19,,primary,True,False,20.982999999999997,"LINESTRING (31.0440855 49.9711931, 31.0440297 49.9712121, 31.0439671 49.9712178, 31.0439053 49.9712093, 31.0438604 49.9711926, 31.0438247 49.9711683)",,,roundabout,
158482081,Р-19,Соборна вулиця,primary,False,False,111.35,"LINESTRING (31.0421509 49.9690201, 31.0413882 49.9681471)",,,,
158482081,Р-19,Соборна вулиця,primary,False,True,182.67100000000002,"LINESTRING (31.0421509 49.9690201, 31.04243 49.9693415, 31.0430894 49.9701007, 31.0433965 49.9704543)",,,,
286237718,,вулиця 8 Березня,residential,False,True,87.661,"LINESTRING (31.0421509 49.9690201, 31.042621 49.9688479, 31.0428356 49.9687237, 31.0429963 49.9686133, 31.0430699 49.9685213)",,,,
1165853914,Р-19,,primary,True,False,4.038,"LINESTRING (31.0440672 49.971, 31.0441105 49.9710233)",,,roundabout,
158482089,Н-02,вулиця Тараса Шевченка,primary,False,True,228.03500000000003,"LINESTRING (31.0435927 49.9645991, 31.0434938 49.9647143, 31.0432025 49.9651731, 31.0424927 49.9663657, 31.0424113 49.9665026)",,,,
210970796,,,residential,False,False,836.4070000000002,"LINESTRING (31.0435927 49.9645991, 31.043345 49.9644726, 31.0431196 49.9643035, 31.0429212 49.9640827, 31.0428675 49.9639895, 31.0429053 49.9639067, 31.0431092 49.9636065, 31.0433235 49.9632441, 31.0434579 49.9629784, 31.0435383 49.9626851, 31.0435649 49.9625678, 31.0427015 49.9623849, 31.0421541 49.9622641, 31.0420792 49.9622606, 31.0420095 49.9622848, 31.0419558 49.9623434, 31.0418432 49.9627403, 31.0417466 49.9631199, 31.041575 49.9639584, 31.0415481 49.9643863, 31.0414838 49.9651593, 31.0414194 49.9655941, 31.041328 49.9664387)",,,,yes
286237718,,вулиця 8 Березня,residential,False,False,322.239,"LINESTRING (31.0463758 49.9667811, 31.0456517 49.9668501, 31.0455623 49.9668823, 31.0452496 49.966995, 31.044509 49.9673194, 31.0442679 49.967485, 31.0441338 49.9676127, 31.0440477 49.9678093, 31.0439729 49.9679439, 31.0438546 49.9680198, 31.0436132 49.968144, 31.0434415 49.9682303, 31.0432591 49.9683373, 31.0430985 49.9684856, 31.0430699 49.9685213)",,,,
59807144,Н-02,Поштова вулиця,primary,False,False,77.82799999999999,"LINESTRING (31.041328 49.9664387, 31.0413832 49.9664384, 31.0424113 49.9665026)",,,,
59807144,Н-02,Поштова вулиця,primary,False,True,78.12,"LINESTRING (31.041328 49.9664387, 31.0408285 49.9664414, 31.0405289 49.9664771, 31.0404739 49.9664908, 31.0402604 49.9665441)",,,,
210970796,,,residential,False,True,836.407,"LINESTRING (31.041328 49.9664387, 31.0414194 49.9655941, 31.0414838 49.9651593, 31.0415481 49.9643863, 31.041575 49.9639584, 31.0417466 49.9631199, 31.0418432 49.9627403, 31.0419558 49.9623434, 31.0420095 49.9622848, 31.0420792 49.9622606, 31.0421541 49.9622641, 31.0427015 49.9623849, 31.0435649 49.9625678, 31.0435383 49.9626851, 31.0434579 49.9629784, 31.0433235 49.9632441, 31.0431092 49.9636065, 31.0429053 49.9639067, 31.0428675 49.9639895, 31.0429212 49.9640827, 31.0431196 49.9643035, 31.043345 49.9644726, 31.0435927 49.9645991)",,,,yes
210972405,,,residential,False,False,350.557,"LINESTRING (31.0477642 49.9685775, 31.0476944 49.969074, 31.0477105 49.9693094, 31.047677 49.969475, 31.047569 49.9697459, 31.0474685 49.9700374, 31.0474424 49.9701555, 31.0474437 49.9703018, 31.0474497 49.9704782, 31.0474819 49.9705619, 31.0476267 49.9707396, 31.0476575 49.9708103, 31.0476603 49.9708479, 31.047624 49.9708875, 31.0475419 49.9709307, 31.0472308 49.9710527, 31.0469606 49.9711665, 31.0468321 49.9712286, 31.0467355 49.9713046, 31.0466891 49.9713739)",,,,
"[210972412, 210972413]",,вулиця Івана Франка,residential,False,False,319.119,"LINESTRING (31.0477642 49.9685775, 31.0471325 49.9686443, 31.0468804 49.9686754, 31.0467033 49.9687065, 31.0465156 49.968772, 31.0463493 49.9688376, 31.0461615 49.9689687, 31.0459577 49.9691343, 31.0457699 49.9693068, 31.0457189 49.969397, 31.0456627 49.9694966, 31.0454572 49.9696648, 31.0454266 49.9696898, 31.0452764 49.9698382, 31.0451618 49.9699482, 31.0450177 49.9700702, 31.0448662 49.9698979, 31.0447341 49.9698793, 31.0445828 49.9699438)",,"['30', '20']",,
"[254115160, 254115159]",,,living_street,False,False,161.935,"LINESTRING (31.0346764 49.9666844, 31.0349835 49.9674936, 31.0359183 49.9673292)",,,,
