osmid,name,highway,maxspeed,oneway,reversed,length,lanes,geometry
202703185,вулиця Кобзаря,residential,50,False,True,300.789,,"LINESTRING (36.399022 48.3478852, 36.398612 48.3505765)"
202703186,Шкільна вулиця,residential,50,False,False,92.495,,"LINESTRING (36.399022 48.3478852, 36.4002671 48.3479699)"
202703186,Шкільна вулиця,residential,50,False,True,93.305,,"LINESTRING (36.399022 48.3478852, 36.397766 48.3477997)"
202703186,Шкільна вулиця,residential,50,False,True,448.572,,"LINESTRING (36.4063058 48.3483787, 36.4002671 48.3479699)"
442714562,вулиця Захисників України,residential,,False,True,299.722,,"LINESTRING (36.4063058 48.3483787, 36.4058863 48.3510597)"
202703185,вулиця Кобзаря,residential,50,False,False,300.789,,"LINESTRING (36.398612 48.3505765, 36.399022 48.3478852)"
202703184,вулиця Шахтарської Слави,residential,50,False,False,334.683,4,"LINESTRING (36.398612 48.3505765, 36.3995075 48.350636, 36.4007807 48.3507206, 36.4016415 48.3507777, 36.401918 48.3507961, 36.40202 48.3508024, 36.4026221 48.3508434, 36.4030656 48.3508723, 36.4031186 48.3508758)"
202703185,вулиця Кобзаря,residential,50,False,True,359.866,,"LINESTRING (36.398612 48.3505765, 36.3985093 48.351219, 36.3981421 48.3535153, 36.3980905 48.3537942)"
442714562,вулиця Захисників України,residential,,False,False,299.722,,"LINESTRING (36.4058863 48.3510597, 36.4063058 48.3483787)"
442714562,вулиця Захисників України,residential,,False,True,297.524,,"LINESTRING (36.4058863 48.3510597, 36.4054454 48.3537193)"
202703184,вулиця Шахтарської Слави,residential,50,False,True,205.543,4,"LINESTRING (36.4058863 48.3510597, 36.4040492 48.3509376, 36.4031186 48.3508758)"
202703186,Шкільна вулиця,residential,50,False,False,448.572,,"LINESTRING (36.4002671 48.3479699, 36.4063058 48.3483787)"
202703186,Шкільна вулиця,residential,50,False,True,92.495,,"LINESTRING (36.4002671 48.3479699, 36.399022 48.3478852)"
202703839,вулиця Василя Стуса,residential,50,False,False,133.683,,"LINESTRING (36.4002671 48.3479699, 36.4004496 48.3467738)"
240543154,вулиця Григорія Сковороди,residential,,False,True,46.145,,"LINESTRING (36.3979312 48.3466209, 36.3978733 48.3470341)"
240543155,Затишна вулиця,residential,,False,True,94.093,,"LINESTRING (36.3979312 48.3466209, 36.3991991 48.346698)"
240543155,Затишна вулиця,residential,,False,False,94.093,,"LINESTRING (36.3991991 48.346698, 36.3979312 48.3466209)"
240543155,Затишна вулиця,residential,,False,True,92.799,,"LINESTRING (36.3991991 48.346698, 36.4004496 48.3467738)"
202703839,вулиця Василя Стуса,residential,50,False,True,133.683,,"LINESTRING (36.4004496 48.3467738, 36.4002671 48.3479699)"
240543155,Затишна вулиця,residential,,False,False,92.799,,"LINESTRING (36.4004496 48.3467738, 36.3991991 48.346698)"
240543154,вулиця Григорія Сковороди,residential,,False,False,46.145,,"LINESTRING (36.3978733 48.3470341, 36.3979312 48.3466209)"
240543154,вулиця Григорія Сковороди,residential,,False,True,85.499,,"LINESTRING (36.3978733 48.3470341, 36.397766 48.3477997)"
202703186,Шкільна вулиця,residential,50,False,False,93.305,,"LINESTRING (36.397766 48.3477997, 36.399022 48.3478852)"
240543154,вулиця Григорія Сковороди,residential,,False,False,85.499,,"LINESTRING (36.397766 48.3477997, 36.3978733 48.3470341)"
270843170,вулиця Миру,residential,,False,False,120.856,,"LINESTRING (36.4054454 48.3537193, 36.4070707 48.3538409)"
442714562,вулиця Захисників України,residential,,False,False,297.524,,"LINESTRING (36.4054454 48.3537193, 36.4058863 48.3510597)"
430769803,Травнева вулиця,residential,,False,False,148.007,,"LINESTRING (36.4083079 48.3532808, 36.4085561 48.35196)"
430771375,вулиця Гірників,residential,,False,True,77.13,,"LINESTRING (36.4083079 48.3532808, 36.4072705 48.3532041)"
430769803,Травнева вулиця,residential,,False,True,148.007,,"LINESTRING (36.4085561 48.35196, 36.4083079 48.3532808)"
"[430768368, 596473389]",вулиця Дружби,"['residential', 'unclassified']",,False,False,224.56,,"LINESTRING (36.4085561 48.35196, 36.4075241 48.3518852, 36.4072705 48.3532041)"
430771375,вулиця Гірників,residential,,False,False,77.13,,"LINESTRING (36.4072705 48.3532041, 36.4083079 48.3532808)"
596473389,,unclassified,,False,False,72.02,,"LINESTRING (36.4072705 48.3532041, 36.4071462 48.3538465)"
"[430768368, 596473389]",вулиця Дружби,"['unclassified', 'residential']",,False,True,224.56,,"LINESTRING (36.4072705 48.3532041, 36.4075241 48.3518852, 36.4085561 48.35196)"
270843170,вулиця Миру,residential,,False,True,78.255,,"LINESTRING (36.4081986 48.3539252, 36.4071462 48.3538465)"
202703185,вулиця Кобзаря,residential,50,False,False,359.866,,"LINESTRING (36.3980905 48.3537942, 36.3981421 48.3535153, 36.3985093 48.351219, 36.398612 48.3505765)"
270843170,вулиця Миру,residential,,False,False,5.614,,"LINESTRING (36.4070707 48.3538409, 36.4071462 48.3538465)"
270843170,вулиця Миру,residential,,False,True,120.856,,"LINESTRING (36.4070707 48.3538409, 36.4054454 48.3537193)"
270843170,вулиця Миру,residential,,False,False,78.255,,"LINESTRING (36.4071462 48.3538465, 36.4081986 48.3539252)"
270843170,вулиця Миру,residential,,False,True,5.614,,"LINESTRING (36.4071462 48.3538465, 36.4070707 48.3538409)"
596473389,,unclassified,,False,True,72.02,,"LINESTRING (36.4071462 48.3538465, 36.4072705 48.3532041)"
877510081,,living_street,,False,True,148.276,,"LINESTRING (36.4028876 48.3522004, 36.4029466 48.3518833, 36.4030406 48.3513494, 36.4031186 48.3508758)"
202703184,вулиця Шахтарської Слави,residential,50,False,False,205.543,4,"LINESTRING (36.4031186 48.3508758, 36.4040492 48.3509376, 36.4058863 48.3510597)"
