osmid,ref,highway,oneway,reversed,length,name,maxspeed,geometry
203155843,С040235,tertiary,False,True,139.442,,,"LINESTRING (36.2287486 48.1233059, 36.22814 48.1244923)"
438426418,,residential,False,False,351.20300000000003,Садова вулиця,50,"LINESTRING (36.2287486 48.1233059, 36.2299234 48.1235777, 36.2313315 48.1239017, 36.2325144 48.1241793, 36.2332144 48.1243494)"
203155816,,residential,False,True,84.684,Поштова вулиця,50,"LINESTRING (36.22814 48.1244923, 36.2291699 48.12482)"
203155843,С040235,tertiary,False,False,139.442,,,"LINESTRING (36.22814 48.1244923, 36.2287486 48.1233059)"
203155843,С040235,tertiary,False,True,199.453,,,"LINESTRING (36.22814 48.1244923, 36.228038 48.1246768, 36.2277618 48.1251817, 36.2273112 48.1260213, 36.2272253 48.1261789)"
203155816,,residential,False,False,84.684,Поштова вулиця,50,"LINESTRING (36.2291699 48.12482, 36.22814 48.1244923)"
249912750,,residential,False,True,31.167,Зоряний провулок,50,"LINESTRING (36.2291699 48.12482, 36.2290331 48.125085)"
203155816,,residential,False,True,100.441,Поштова вулиця,50,"LINESTRING (36.2291699 48.12482, 36.2302361 48.1251371, 36.2304064 48.125187)"
203155816,,residential,False,False,29.955,Поштова вулиця,50,"LINESTRING (36.2321012 48.1257092, 36.2317368 48.1255934)"
203155816,,residential,False,True,151.816,Поштова вулиця,50,"LINESTRING (36.2321012 48.1257092, 36.2323484 48.1257922, 36.2327051 48.1259157, 36.2328338 48.1259873, 36.2330513 48.1261503, 36.2333139 48.12634, 36.233727 48.1265101)"
249913038,,residential,False,False,172.35500000000002,вулиця Шевченка,50,"LINESTRING (36.2321012 48.1257092, 36.2325519 48.1251282, 36.2327665 48.1248918, 36.2332144 48.1243494)"
203155843,С040235,tertiary,False,False,6.69,,,"LINESTRING (36.2271905 48.1262344, 36.2272253 48.1261789)"
249912670,,residential,False,False,75.424,вулиця 9 Січня,50,"LINESTRING (36.2271905 48.1262344, 36.22814 48.1264761)"
203155816,,residential,False,False,151.816,Поштова вулиця,50,"LINESTRING (36.233727 48.1265101, 36.2333139 48.12634, 36.2330513 48.1261503, 36.2328338 48.1259873, 36.2327051 48.1259157, 36.2323484 48.1257922, 36.2321012 48.1257092)"
125067396,Т-04-06,secondary,False,True,40.025,,,"LINESTRING (36.2297436 48.1288758, 36.2292399 48.1287472)"
249912669,,residential,False,False,93.509,Крамнична вулиця,50,"LINESTRING (36.2297436 48.1288758, 36.2301943 48.1280905)"
"[438321194, 125067396]",Т-04-06,secondary,False,False,323.987,,,"LINESTRING (36.2297436 48.1288758, 36.2306586 48.1291132, 36.2307632 48.1291633, 36.2308141 48.1292314, 36.2308329 48.1293084, 36.2302079 48.1302965, 36.2298861 48.13083, 36.2297773 48.1310169, 36.229709 48.1311809)"
"[438321194, 125067396]",Т-04-06,secondary,False,True,323.987,,,"LINESTRING (36.229709 48.1311809, 36.2297773 48.1310169, 36.2298861 48.13083, 36.2302079 48.1302965, 36.2308329 48.1293084, 36.2308141 48.1292314, 36.2307632 48.1291633, 36.2306586 48.1291132, 36.2297436 48.1288758)"
438321224,,residential,False,True,191.844,Культурний провулок,50,"LINESTRING (36.229709 48.1311809, 36.2295481 48.1311451, 36.2291458 48.1310538, 36.228274 48.1308354, 36.2272919 48.1305705)"
249912669,,residential,False,False,95.498,Крамнична вулиця,50,"LINESTRING (36.2306999 48.1272237, 36.2312272 48.1264403)"
249912669,,residential,False,True,103.431,Крамнична вулиця,50,"LINESTRING (36.2306999 48.1272237, 36.2301943 48.1280905)"
249912670,,residential,False,True,105.318,вулиця 9 Січня,50,"LINESTRING (36.2306999 48.1272237, 36.2293907 48.1268584)"
249912670,,residential,False,False,91.732,вулиця 9 Січня,50,"LINESTRING (36.2306999 48.1272237, 36.2310877 48.127348, 36.2318286 48.1275594)"
203155816,,residential,False,False,108.595,Поштова вулиця,50,"LINESTRING (36.2317368 48.1255934, 36.2304064 48.125187)"
203155816,,residential,False,True,29.955,Поштова вулиця,50,"LINESTRING (36.2317368 48.1255934, 36.2321012 48.1257092)"
249912669,,residential,False,True,101.483,Крамнична вулиця,50,"LINESTRING (36.2317368 48.1255934, 36.2312272 48.1264403)"
249912670,,residential,False,False,102.099,вулиця 9 Січня,50,"LINESTRING (36.22814 48.1264761, 36.2293907 48.1268584)"
249912670,,residential,False,True,75.424,вулиця 9 Січня,50,"LINESTRING (36.22814 48.1264761, 36.2271905 48.1262344)"
249912750,,residential,False,False,86.43299999999999,Зоряний провулок,50,"LINESTRING (36.22814 48.1264761, 36.2283339 48.1261689, 36.2283814 48.1260912, 36.2285798 48.1257564)"
249912750,,residential,False,True,109.283,Зоряний провулок,50,"LINESTRING (36.22814 48.1264761, 36.2278637 48.1269863, 36.2276035 48.1273909)"
249912670,,residential,False,False,105.318,вулиця 9 Січня,50,"LINESTRING (36.2293907 48.1268584, 36.2306999 48.1272237)"
249912670,,residential,False,True,102.099,вулиця 9 Січня,50,"LINESTRING (36.2293907 48.1268584, 36.22814 48.1264761)"
249912671,,residential,False,True,103.089,вулиця Дружби,50,"LINESTRING (36.2293907 48.1268584, 36.2288598 48.1277151)"
125067396,Т-04-06,secondary,False,False,4.133,,,"LINESTRING (36.2283599 48.1285224, 36.2284119 48.1285357)"
249912671,,residential,False,False,97.133,вулиця Дружби,50,"LINESTRING (36.2283599 48.1285224, 36.2288598 48.1277151)"
125067396,Т-04-06,secondary,False,True,107.76,,,"LINESTRING (36.2283599 48.1285224, 36.2271636 48.1282413, 36.2269915 48.1281985)"
249912750,,residential,False,True,58.022,Зоряний провулок,50,"LINESTRING (36.2276035 48.1273909, 36.2273299 48.1278797)"
249912750,,residential,False,False,109.283,Зоряний провулок,50,"LINESTRING (36.2276035 48.1273909, 36.2278637 48.1269863, 36.22814 48.1264761)"
438321195,,residential,False,False,99.98400000000001,Лікарняна вулиця,50,"LINESTRING (36.2276035 48.1273909, 36.2282955 48.127561, 36.2288598 48.1277151)"
249912750,,residential,False,False,81.917,Зоряний провулок,50,"LINESTRING (36.2285798 48.1257564, 36.2287113 48.1255827, 36.2290331 48.125085)"
249912750,,residential,False,True,86.43299999999999,Зоряний провулок,50,"LINESTRING (36.2285798 48.1257564, 36.2283814 48.1260912, 36.2283339 48.1261689, 36.22814 48.1264761)"
249912751,,residential,False,False,104.968,вулиця 1 Травня,50,"LINESTRING (36.2285798 48.1257564, 36.2289715 48.125862, 36.2295508 48.1260178, 36.2298995 48.1260947)"
249912669,,residential,False,False,101.483,Крамнична вулиця,50,"LINESTRING (36.2312272 48.1264403, 36.2317368 48.1255934)"
249912669,,residential,False,True,95.498,Крамнична вулиця,50,"LINESTRING (36.2312272 48.1264403, 36.2306999 48.1272237)"
249912753,,residential,False,False,91.259,вулиця 1 Травня,50,"LINESTRING (36.2312272 48.1264403, 36.2323607 48.1267583)"
249912751,,residential,False,True,105.78399999999999,вулиця 1 Травня,50,"LINESTRING (36.2312272 48.1264403, 36.2306478 48.1262971, 36.2298995 48.1260947)"
249912751,,residential,False,False,105.78399999999999,вулиця 1 Травня,50,"LINESTRING (36.2298995 48.1260947, 36.2306478 48.1262971, 36.2312272 48.1264403)"
249912751,,residential,False,True,104.968,вулиця 1 Травня,50,"LINESTRING (36.2298995 48.1260947, 36.2295508 48.1260178, 36.2289715 48.125862, 36.2285798 48.1257564)"
249912752,,residential,False,False,52.025000000000006,,,"LINESTRING (36.2298995 48.1260947, 36.2300819 48.1257635, 36.2301458 48.1256567)"
