osmid,ref,highway,junction,oneway,reversed,length,geometry,name
138187755,О-080288,tertiary,roundabout,True,False,52.894999999999996,"LINESTRING (35.0025672 47.3898485, 35.0026102 47.3897966, 35.0026754 47.3897568, 35.002756 47.3897331, 35.0028435 47.3897281, 35.0029288 47.3897422, 35.003003 47.389774, 35.0030583 47.3898202, 35.003089 47.3898759)",
138187758,О-080288,tertiary,,True,False,34.474000000000004,"LINESTRING (35.0025672 47.3898485, 35.002578 47.3896418, 35.0026127 47.3895413)",Центральна вулиця
138254334,О-080288,tertiary,,True,False,25.247,"LINESTRING (35.0030487 47.3902189, 35.0027706 47.390092)",
138187755,О-080288,tertiary,roundabout,True,False,11.166,"LINESTRING (35.0025561 47.3899477, 35.0025516 47.3898976, 35.0025672 47.3898485)",
138226856,,residential,,False,True,226.39099999999996,"LINESTRING (35.0025561 47.3899477, 35.0023954 47.3899083, 35.0022966 47.3899169, 35.0012982 47.3897256, 35.00016 47.3895074, 34.9998551 47.3894489, 34.9997996 47.3894382, 34.9996633 47.3894122)",Ентузіастів вулиця
138187755,О-080288,tertiary,roundabout,True,False,16.945,"LINESTRING (35.0026825 47.3900691, 35.0026241 47.3900371, 35.0025809 47.3899956, 35.0025561 47.3899477)",
138187755,О-080288,tertiary,roundabout,True,False,9.425,"LINESTRING (35.003089 47.3898759, 35.0030843 47.3899606)",
138187755,О-080288,tertiary,roundabout,True,False,30.345,"LINESTRING (35.0030843 47.3899606, 35.0030398 47.3900218, 35.0029654 47.3900678, 35.0028714 47.3900924, 35.0027706 47.390092)",
138254335,О-080288,tertiary,,True,False,28.85,"LINESTRING (35.0030843 47.3899606, 35.0030766 47.3900344, 35.0030487 47.3902189)",
138187755,О-080288,tertiary,roundabout,True,False,7.104,"LINESTRING (35.0027706 47.390092, 35.0026825 47.3900691)",
138187758,О-080288,tertiary,,True,False,32.107,"LINESTRING (35.0031453 47.388, 35.0031947 47.3877132)",Центральна вулиця
421607860,,residential,,False,False,157.085,"LINESTRING (35.0031453 47.388, 35.0030077 47.3879827, 35.0023303 47.3878973, 35.0022196 47.3882986, 35.0027589 47.3883815, 35.002858 47.3883967)",
421606342,,residential,,False,False,169.387,"LINESTRING (34.9967188 47.3884279, 34.9973441 47.3885465, 34.9977432 47.3886222, 34.9988854 47.3888389)",
421607851,,residential,,False,False,35.23,"LINESTRING (34.9988854 47.3888389, 34.9990157 47.3885346)",
421606342,,residential,,False,False,45.385,"LINESTRING (34.9988854 47.3888389, 34.9987894 47.3890693, 34.9987216 47.3892317)",
421606342,,residential,,False,True,169.387,"LINESTRING (34.9988854 47.3888389, 34.9977432 47.3886222, 34.9973441 47.3885465, 34.9967188 47.3884279)",
138226856,,residential,,False,False,73.678,"LINESTRING (34.9987216 47.3892317, 34.9996633 47.3894122)",Ентузіастів вулиця
421606342,,residential,,False,True,45.385,"LINESTRING (34.9987216 47.3892317, 34.9987894 47.3890693, 34.9988854 47.3888389)",
421607863,,residential,,False,False,94.18199999999999,"LINESTRING (34.9975306 47.3880937, 34.9976413 47.3878793, 34.9977709 47.3876283, 34.9982934 47.3876154)",
421607851,,residential,,False,True,35.23,"LINESTRING (34.9990157 47.3885346, 34.9988854 47.3888389)",
421607855,,residential,,False,True,25.595,"LINESTRING (34.9990157 47.3885346, 34.9989303 47.3883118)",
421607851,,residential,,False,False,102.575,"LINESTRING (34.9990157 47.3885346, 34.9999797 47.3887243, 34.9998729 47.3889561)",
138226856,,residential,,False,True,73.678,"LINESTRING (34.9996633 47.3894122, 34.9987216 47.3892317)",Ентузіастів вулиця
138226856,,residential,,False,False,226.39100000000002,"LINESTRING (34.9996633 47.3894122, 34.9997996 47.3894382, 34.9998551 47.3894489, 35.00016 47.3895074, 35.0012982 47.3897256, 35.0022966 47.3899169, 35.0023954 47.3899083, 35.0025561 47.3899477)",Ентузіастів вулиця
421607851,,residential,,False,True,53.114000000000004,"LINESTRING (34.9996633 47.3894122, 34.9997378 47.38925, 34.9998729 47.3889561)",
421607851,,residential,,False,False,53.114000000000004,"LINESTRING (34.9998729 47.3889561, 34.9997378 47.38925, 34.9996633 47.3894122)",
421607851,,residential,,False,True,102.575,"LINESTRING (34.9998729 47.3889561, 34.9999797 47.3887243, 34.9990157 47.3885346)",
421607852,,residential,,False,False,99.194,"LINESTRING (34.9998729 47.3889561, 35.0000397 47.3889917, 35.0011295 47.3892245)",
138187758,О-080288,tertiary,,True,False,176.012,"LINESTRING (35.0026127 47.3895413, 35.0028869 47.3887477, 35.0030007 47.3884184, 35.0031065 47.3881122, 35.0031453 47.388)",Центральна вулиця
421607852,,residential,,False,True,38.899,"LINESTRING (35.0026127 47.3895413, 35.0024562 47.3895079, 35.0021199 47.3894361)",
421607855,,residential,,False,False,262.413,"LINESTRING (34.9966308 47.3868262, 34.996798 47.3868198, 34.9974517 47.3867948, 34.9975429 47.3869007, 34.9981421 47.3867596, 34.9985655 47.3867243, 34.9986762 47.3867992, 34.9985831 47.3869977, 34.9982934 47.3876154)",
421607855,,residential,,False,False,25.595,"LINESTRING (34.9989303 47.3883118, 34.9990157 47.3885346)",
421607855,,residential,,False,True,21.405,"LINESTRING (34.9989303 47.3883118, 34.9986622 47.3882477)",
421607856,,residential,,False,False,198.996,"LINESTRING (34.9989303 47.3883118, 35.0005432 47.3886087, 35.0010146 47.3886955, 35.0013989 47.388497)",
421607857,,residential,,False,True,83.398,"LINESTRING (35.0013989 47.388497, 35.0011295 47.3892245)",
421607856,,residential,,False,False,77.895,"LINESTRING (35.0013989 47.388497, 35.0017967 47.3885635, 35.0019513 47.3885893, 35.0024035 47.3886648)",
421607856,,residential,,False,True,198.99599999999998,"LINESTRING (35.0013989 47.388497, 35.0010146 47.3886955, 35.0005432 47.3886087, 34.9989303 47.3883118)",
421607859,,residential,,False,True,226.892,"LINESTRING (35.0013989 47.388497, 35.0014603 47.3882634, 35.0016529 47.3875313, 35.0030555 47.3876957, 35.0031947 47.3877132)",
421607861,,residential,,False,False,234.696,"LINESTRING (35.0013989 47.388497, 35.0009906 47.3884166, 35.0006454 47.3883487, 34.9996087 47.3881447, 34.9988 47.3879855, 34.9986622 47.3882477)",
421607852,,residential,,False,False,78.182,"LINESTRING (35.0011295 47.3892245, 35.0021199 47.3894361)",
421607857,,residential,,False,False,83.398,"LINESTRING (35.0011295 47.3892245, 35.0013989 47.388497)",
421607852,,residential,,False,True,99.194,"LINESTRING (35.0011295 47.3892245, 35.0000397 47.3889917, 34.9998729 47.3889561)",
421607856,,residential,,False,False,26.145,"LINESTRING (35.0024035 47.3886648, 35.0027407 47.3887211)",
421607856,,residential,,False,True,77.895,"LINESTRING (35.0024035 47.3886648, 35.0019513 47.3885893, 35.0017967 47.3885635, 35.0013989 47.388497)",
421607858,,residential,,False,False,88.383,"LINESTRING (35.0024035 47.3886648, 35.0022209 47.3891615, 35.0021199 47.3894361)",
421607852,,residential,,False,True,78.182,"LINESTRING (35.0021199 47.3894361, 35.0011295 47.3892245)",
421607852,,residential,,False,False,38.899,"LINESTRING (35.0021199 47.3894361, 35.0024562 47.3895079, 35.0026127 47.3895413)",
421607858,,residential,,False,True,88.383,"LINESTRING (35.0021199 47.3894361, 35.0022209 47.3891615, 35.0024035 47.3886648)",
138187758,О-080288,tertiary,,True,False,101.251,"LINESTRING (35.0031947 47.3877132, 35.0032755 47.3872462, 35.003351 47.3868088)",Центральна вулиця
421607859,,residential,,False,False,226.89200000000002,"LINESTRING (35.0031947 47.3877132, 35.0030555 47.3876957, 35.0016529 47.3875313, 35.0014603 47.3882634, 35.0013989 47.388497)",
421607855,,residential,,False,False,21.405,"LINESTRING (34.9986622 47.3882477, 34.9989303 47.3883118)",
421607855,,residential,,False,True,104.834,"LINESTRING (34.9986622 47.3882477, 34.998064 47.3881046, 34.9981207 47.3879836, 34.9982099 47.3877934, 34.9982934 47.3876154)",
421607861,,residential,,False,True,234.696,"LINESTRING (34.9986622 47.3882477, 34.9988 47.3879855, 34.9996087 47.3881447, 35.0006454 47.3883487, 35.0009906 47.3884166, 35.0013989 47.388497)",
421607855,,residential,,False,False,104.834,"LINESTRING (34.9982934 47.3876154, 34.9982099 47.3877934, 34.9981207 47.3879836, 34.998064 47.3881046, 34.9986622 47.3882477)",
