osmid,lanes,ref,highway,maxspeed,oneway,reversed,length,geometry,name
77624068,2,Р-47,primary,90,False,True,95.408,"LINESTRING (33.3511138 46.787393, 33.350692 46.7878921, 33.3504765 46.7881317)",
77624068,2,Р-47,primary,90,False,False,95.408,"LINESTRING (33.3504765 46.7881317, 33.350692 46.7878921, 33.3511138 46.787393)",
131611491,,,residential,,False,True,209.281,"LINESTRING (33.3504765 46.7881317, 33.3506409 46.7881498, 33.3507981 46.7881582, 33.3509451 46.7881578, 33.3532177 46.7880543)",
213717816,,,residential,,False,True,86.29199999999999,"LINESTRING (33.3504765 46.7881317, 33.350309 46.7880652, 33.3499773 46.7879335, 33.349536 46.7877582, 33.349494 46.7877451)",Першотравнева вулиця
213717816,,,residential,,False,False,69.036,"LINESTRING (33.3477008 46.787375, 33.3485813 46.7875233)",Першотравнева вулиця
213717850,,,residential,,False,False,116.518,"LINESTRING (33.3477008 46.787375, 33.3470597 46.7883265)",Видригана вулиця
213717816,,,residential,,False,True,230.406,"LINESTRING (33.3477008 46.787375, 33.3473678 46.7872796, 33.3467826 46.7871521, 33.3465523 46.7870984, 33.346233 46.7870598, 33.3459997 46.7870205, 33.3455455 46.7869439, 33.3453161 46.7868769, 33.3447945 46.7868294)",Першотравнева вулиця
213717816,,,residential,,False,True,69.036,"LINESTRING (33.3485813 46.7875233, 33.3477008 46.787375)",Першотравнева вулиця
213717816,,,residential,,False,False,74.309,"LINESTRING (33.3485813 46.7875233, 33.3488089 46.7875422, 33.3490285 46.7876, 33.3494514 46.7877318, 33.349494 46.7877451)",Першотравнева вулиця
784822308,,,residential,,False,True,120.013,"LINESTRING (33.3485813 46.7875233, 33.3484921 46.7877507, 33.3481461 46.7885606)",Північний провулок
213717836,,,residential,,False,True,90.639,"LINESTRING (33.3442154 46.7890439, 33.3449717 46.7893347, 33.3452455 46.7894522)",8-го Березня вулиця
213717850,,,residential,,False,True,116.518,"LINESTRING (33.3470597 46.7883265, 33.3477008 46.787375)",Видригана вулиця
264415995,,,residential,,False,False,229.76999999999998,"LINESTRING (33.3470597 46.7883265, 33.346487 46.7881437, 33.3464007 46.7881255, 33.3463234 46.7881281, 33.3462758 46.7881551, 33.3462395 46.7881955, 33.3452455 46.7894522)",Садова вулиця
131611491,,,residential,,False,False,209.281,"LINESTRING (33.3532177 46.7880543, 33.3509451 46.7881578, 33.3507981 46.7881582, 33.3506409 46.7881498, 33.3504765 46.7881317)",
264418789,,,unclassified,,False,True,93.47900000000001,"LINESTRING (33.3532177 46.7880543, 33.3530739 46.7883711, 33.3527795 46.7888384)",
264418789,,,unclassified,,False,True,94.624,"LINESTRING (33.3527795 46.7888384, 33.3522092 46.7895945)",
264418789,,,unclassified,,False,False,93.47900000000001,"LINESTRING (33.3527795 46.7888384, 33.3530739 46.7883711, 33.3532177 46.7880543)",
264415982,2,,unclassified,,False,True,53.826,"LINESTRING (33.3522092 46.7895945, 33.3527367 46.7899168)",Каховська вулиця
264418789,,,unclassified,,False,False,94.624,"LINESTRING (33.3522092 46.7895945, 33.3527795 46.7888384)",
264415982,2,,unclassified,,False,False,53.826,"LINESTRING (33.3527367 46.7899168, 33.3522092 46.7895945)",Каховська вулиця
787398897,,,unclassified,,False,False,72.024,"LINESTRING (33.3439586 46.7880902, 33.3442596 46.7878223, 33.344387 46.7877048, 33.3444674 46.787579, 33.3444766 46.7875537)",
784822308,,,residential,,False,False,120.013,"LINESTRING (33.3481461 46.7885606, 33.3484921 46.7877507, 33.3485813 46.7875233)",Північний провулок
213717836,,,residential,,False,False,90.639,"LINESTRING (33.3452455 46.7894522, 33.3449717 46.7893347, 33.3442154 46.7890439)",8-го Березня вулиця
264415995,,,residential,,False,True,229.76999999999998,"LINESTRING (33.3452455 46.7894522, 33.3462395 46.7881955, 33.3462758 46.7881551, 33.3463234 46.7881281, 33.3464007 46.7881255, 33.346487 46.7881437, 33.3470597 46.7883265)",Садова вулиця
787398897,,,unclassified,,False,False,84.479,"LINESTRING (33.3444766 46.7875537, 33.3444983 46.7874936, 33.3446968 46.7871143, 33.3447209 46.7870023, 33.344733 46.786938, 33.3447491 46.7868967, 33.3447945 46.7868294)",
787398897,,,unclassified,,False,True,72.024,"LINESTRING (33.3444766 46.7875537, 33.3444674 46.787579, 33.344387 46.7877048, 33.3442596 46.7878223, 33.3439586 46.7880902)",
213717816,,,residential,,False,False,230.406,"LINESTRING (33.3447945 46.7868294, 33.3453161 46.7868769, 33.3455455 46.7869439, 33.3459997 46.7870205, 33.346233 46.7870598, 33.3465523 46.7870984, 33.3467826 46.7871521, 33.3473678 46.7872796, 33.3477008 46.787375)",Першотравнева вулиця
787398897,,,unclassified,,False,True,84.479,"LINESTRING (33.3447945 46.7868294, 33.3447491 46.7868967, 33.344733 46.786938, 33.3447209 46.7870023, 33.3446968 46.7871143, 33.3444983 46.7874936, 33.3444766 46.7875537)",
935247564,,,residential,,False,False,120.539,"LINESTRING (33.3486879 46.7886781, 33.349494 46.7877451)",Гагаріна вулиця
935247564,,,residential,,False,True,120.539,"LINESTRING (33.349494 46.7877451, 33.3486879 46.7886781)",Гагаріна вулиця
213717816,,,residential,,False,False,86.292,"LINESTRING (33.349494 46.7877451, 33.349536 46.7877582, 33.3499773 46.7879335, 33.350309 46.7880652, 33.3504765 46.7881317)",Першотравнева вулиця
213717816,,,residential,,False,True,74.309,"LINESTRING (33.349494 46.7877451, 33.3494514 46.7877318, 33.3490285 46.7876, 33.3488089 46.7875422, 33.3485813 46.7875233)",Першотравнева вулиця
