osmid,name,highway,oneway,reversed,length,ref,bridge,geometry,maxspeed,width
143071273,улица Маркса,residential,False,False,64.608,,,"LINESTRING (34.043381 44.4210365, 34.042923 44.4205563)",,
234859291,Севастопольское шоссе,tertiary,False,False,4.269,35К-022,,"LINESTRING (34.043381 44.4210365, 34.0434345 44.4210402)",,
"[266294242, 234859291, 266294239]",Севастопольское шоссе,tertiary,False,False,224.09199999999998,35К-022,yes,"LINESTRING (34.0470895 44.4229885, 34.0471242 44.4230151, 34.047162 44.4230463, 34.0472215 44.4230675, 34.0473432 44.4231008, 34.047756 44.4232127, 34.047954 44.4232838, 34.0481239 44.4233298, 34.0483177 44.4233625, 34.0484927 44.4233835, 34.0487613 44.4234154, 34.0489065 44.4234276, 34.0489794 44.4234299, 34.0490479 44.4234248, 34.0492558 44.4233794, 34.0495286 44.4232906, 34.0497395 44.4232531)",,
234859291,Севастопольское шоссе,tertiary,False,True,397.46099999999996,35К-022,,"LINESTRING (34.0470895 44.4229885, 34.0470771 44.4229578, 34.0470789 44.4229177, 34.0470882 44.4228627, 34.0470933 44.4228359, 34.0471231 44.4226804, 34.047136 44.4226048, 34.0471469 44.4225219, 34.0471485 44.4224494, 34.0471152 44.4223507, 34.0470361 44.4221941, 34.0469884 44.4221256, 34.0469144 44.422081, 34.0468536 44.4220634, 34.0467675 44.4220522, 34.0466653 44.422039, 34.0465955 44.4220328, 34.0465366 44.422009, 34.0464806 44.4219751, 34.0463891 44.4218913, 34.046232 44.4217453, 34.046172 44.4216818, 34.0460707 44.4216147, 34.0459344 44.42155, 34.0458026 44.4215109, 34.0456583 44.4214747, 34.0455506 44.4214656, 34.0454489 44.4214696, 34.0453144 44.4214864, 34.0452043 44.4215159, 34.045121 44.4215482, 34.0450185 44.4215879, 34.0449197 44.4216252, 34.044818 44.4216496, 34.0447293 44.421664, 34.0446565 44.4216648, 34.0445714 44.4216549, 34.0445079 44.4216281, 34.0444433 44.4215809, 34.044414 44.4215595, 34.0442135 44.4214185, 34.0440684 44.4213331, 34.0438597 44.4212192)",,
266294204,,residential,False,True,82.98499999999999,,,"LINESTRING (34.0470895 44.4229885, 34.0470627 44.4230318, 34.0470415 44.4230891, 34.047046 44.4232156, 34.0470527 44.423246, 34.0470819 44.4233373, 34.0470908 44.4234413, 34.0470864 44.4234718, 34.0470707 44.4235326, 34.0470729 44.4235646, 34.0470819 44.423595, 34.0471312 44.4236863, 34.0471402 44.4237167)",,
37906525,улица Розы Люксембург,tertiary,True,False,434.63899999999995,,,"LINESTRING (34.0483598 44.4207595, 34.0485274 44.42078, 34.048652 44.4208059, 34.0487452 44.4208422, 34.0488863 44.4209093, 34.0489212 44.4209234, 34.0489744 44.420945, 34.0492265 44.4210471, 34.0492949 44.4210748, 34.0493986 44.4211203, 34.0494497 44.4211337, 34.0495248 44.4211533, 34.0496617 44.4211719, 34.0498839 44.4212097, 34.0500127 44.4212343, 34.0500995 44.4212579, 34.0501506 44.4212811, 34.0502517 44.4213275, 34.0503284 44.4213825, 34.0504759 44.4215485, 34.0505117 44.4215788, 34.0505865 44.4216146, 34.0506512 44.4216286, 34.0506991 44.4216342, 34.0507752 44.4216287, 34.0508745 44.4216124, 34.0509916 44.4215856, 34.0510819 44.4215619, 34.0512052 44.421521, 34.0512957 44.4214752, 34.0515394 44.421329, 34.0516059 44.4212891, 34.0517742 44.4212026, 34.0518778 44.4211633, 34.0520051 44.4211429, 34.0521271 44.4211388, 34.0523371 44.4211417, 34.0523794 44.4211467, 34.0525581 44.421168, 34.0527863 44.4211985, 34.053101 44.4212405, 34.053177 44.42124, 34.053238 44.4212321)",,
143073165,Нагорная улица,residential,False,False,119.03099999999999,,,"LINESTRING (34.0483598 44.4207595, 34.0483075 44.4207607, 34.048267 44.4207182, 34.0482551 44.4207057, 34.0481654 44.4205844, 34.0480927 44.4205085, 34.0480103 44.4204696, 34.0479144 44.4204553, 34.0478146 44.4204405, 34.047705 44.420447, 34.0475576 44.4204557, 34.0473741 44.4204568, 34.0471799 44.420458, 34.0470836 44.4204442)",,
"[441437641, 266294228, 266294221]",Братьев Говыриных улица,secondary,False,True,389.9889999999999,,yes,"LINESTRING (34.0483598 44.4207595, 34.0484177 44.4208371, 34.0484571 44.4208899, 34.048533 44.4209618, 34.0485763 44.4210058, 34.0486372 44.421048, 34.0487289 44.4210933, 34.0488372 44.4211468, 34.0488982 44.4211866, 34.0489314 44.4212234, 34.0489447 44.4212603, 34.048956 44.4213265, 34.0489385 44.421442, 34.0489261 44.4215059, 34.0489082 44.4215977, 34.0489021 44.4216627, 34.0489164 44.4217213, 34.0489356 44.4217655, 34.0489723 44.4217894, 34.049029 44.4218027, 34.049091 44.4218013, 34.0492365 44.421799, 34.0493395 44.4218149, 34.0494178 44.4218415, 34.0494972 44.4218837, 34.0495387 44.4219093, 34.0496716 44.4219597, 34.0496892 44.4220229, 34.0497526 44.422084, 34.0498361 44.4221868, 34.0498509 44.4222051, 34.0498811 44.4222496, 34.049964 44.4223778, 34.0499971 44.4224191, 34.0500516 44.4224407, 34.0501287 44.4224466, 34.0501817 44.4224412, 34.050278 44.4224126, 34.0504276 44.4223355, 34.0505547 44.4222744, 34.0506613 44.4222488, 34.0507833 44.4222462, 34.0509469 44.4222492, 34.0511073 44.4222665, 34.0512646 44.4222916, 34.0514477 44.422331, 34.0516151 44.4223647)",60,
295947588,Братьев Говыриных улица,secondary,False,False,195.78700000000003,,,"LINESTRING (34.0483598 44.4207595, 34.048329 44.4207182, 34.0481807 44.4204674, 34.0481005 44.4203402, 34.047964 44.4201624, 34.0477665 44.4199254, 34.0476509 44.4197612, 34.0475916 44.4196484, 34.0475221 44.4194883, 34.0474065 44.4191464)",60,
209484308,,residential,False,False,121.444,,,"LINESTRING (34.0474065 44.4191464, 34.0476538 44.4192305, 34.0480011 44.4196196, 34.0482079 44.4198513, 34.0482694 44.4199174, 34.0483322 44.4199848)",,
"[35469256, 295947588]","['Братьев Говыриных улица', 'улица Ленина']",secondary,False,False,193.54800000000006,,,"LINESTRING (34.0474065 44.4191464, 34.0473769 44.4190531, 34.0473436 44.4189481, 34.0473173 44.4189018, 34.0472817 44.418845, 34.0472126 44.4187575, 34.0471409 44.4186772, 34.0470602 44.4186148, 34.0469339 44.418554, 34.046686 44.4185115, 34.0464475 44.4185064, 34.0462891 44.4184844, 34.0461366 44.4184443, 34.0460133 44.4184011, 34.0459102 44.4183499, 34.0458867 44.4183333, 34.0458131 44.4182814, 34.0457023 44.4181847, 34.0456654 44.4181525)",60,
295947588,Братьев Говыриных улица,secondary,False,True,195.787,,,"LINESTRING (34.0474065 44.4191464, 34.0475221 44.4194883, 34.0475916 44.4196484, 34.0476509 44.4197612, 34.0477665 44.4199254, 34.047964 44.4201624, 34.0481005 44.4203402, 34.0481807 44.4204674, 34.048329 44.4207182, 34.0483598 44.4207595)",60,
363136359,Санаторный тупик,residential,False,True,155.749,,,"LINESTRING (34.0474065 44.4191464, 34.0472984 44.4191308, 34.0472175 44.4191287, 34.0470486 44.4191191, 34.0466027 44.4190688, 34.046468 44.4190371, 34.0463894 44.4190052, 34.046188 44.4189536, 34.0458916 44.4188806, 34.0455687 44.4188069, 34.0455215 44.4187945)",,
71494418,,tertiary,False,True,19.513,,,"LINESTRING (34.0533186 44.4210719, 34.0533055 44.4211206, 34.0532937 44.4211634, 34.0532864 44.4211886, 34.0532743 44.4212076, 34.053238 44.4212321)",,
