osmid,name,highway,oneway,reversed,length,geometry,lanes,ref,maxspeed,bridge,junction
186430080,Інженерна вулиця,residential,False,False,227.24399999999997,"LINESTRING (30.6955382 48.8931436, 30.6959426 48.8932284, 30.6961265 48.8932547, 30.6962559 48.8932626, 30.69638 48.8932633, 30.6965005 48.893258, 30.6966602 48.8932437, 30.6967923 48.8932201, 30.6969636 48.8931706, 30.6971658 48.893102, 30.6976433 48.8929003, 30.6979826 48.8927509, 30.6983374 48.8925886)",,,,,
198064769,,secondary,False,True,98.147,"LINESTRING (30.6955382 48.8931436, 30.6957671 48.8926636, 30.6958323 48.8925811, 30.6960843 48.8923472)",2,Т-24-11,50,,
106938465,,secondary,True,False,91.173,"LINESTRING (30.6976105 48.8893632, 30.6969256 48.888678)",2,Т-24-11,50,,
"[198064763, 185507933]",,secondary,False,False,157.769,"LINESTRING (30.6976105 48.8893632, 30.6981954 48.88986, 30.6989409 48.8904803)",2,Т-24-11,50,yes,
106938423,,secondary,True,False,89.651,"LINESTRING (30.6972431 48.888594, 30.6973071 48.888728, 30.6976105 48.8893632)",2,Т-24-11,50,,
185155979,,secondary,True,False,27.229,"LINESTRING (30.6972431 48.888594, 30.6972003 48.8886341, 30.697142 48.8886645, 30.6970729 48.8886828, 30.6969987 48.8886874, 30.6969256 48.888678)",,Т-24-11,,,roundabout
185323495,,secondary,True,False,68.164,"LINESTRING (30.7019985 48.8863335, 30.7028799 48.8861338)",,,,,
859332954,Соборна вулиця,secondary,True,False,17.892,"LINESTRING (30.7019985 48.8863335, 30.702108 48.8864774)",2,,,,
106938430,вулиця Захисників України,secondary,True,False,342.64,"LINESTRING (30.702108 48.8864774, 30.7020419 48.8865073, 30.700967 48.8869258, 30.6997557 48.8874288, 30.6989484 48.8877974, 30.6981891 48.8881633)",2,,50,,
"[198064763, 185507933]",,secondary,False,True,157.769,"LINESTRING (30.6989409 48.8904803, 30.6981954 48.88986, 30.6976105 48.8893632)",2,Т-24-11,50,yes,
198064769,,secondary,False,False,81.49,"LINESTRING (30.6989409 48.8904803, 30.6988697 48.8905394, 30.6987367 48.8906388, 30.6981909 48.8910221)",2,Т-24-11,50,,
185507935,Соборна вулиця,secondary,True,False,71.354,"LINESTRING (30.6961165 48.8887997, 30.6964063 48.8886353, 30.6965336 48.888563, 30.6968554 48.8883805)",2,Т-24-11,,,
"[737543672, 175078003, 737543671]",Соборна вулиця,secondary,False,True,214.723,"LINESTRING (30.6961165 48.8887997, 30.6954577 48.8891173, 30.6949398 48.889367, 30.6947375 48.8894527, 30.6940493 48.8897409, 30.6936711 48.8898628)",2,Т-24-11,,yes,
185507934,вулиця Захисників України,secondary,False,False,19.043,"LINESTRING (30.7040602 48.8857106, 30.704278 48.8856167)",2,,50,,
185507934,вулиця Захисників України,secondary,False,True,98.297,"LINESTRING (30.7040602 48.8857106, 30.7028799 48.8861338)",2,,50,,
185155979,,secondary,True,False,5.464,"LINESTRING (30.6969256 48.888678, 30.6968594 48.8886552)",,Т-24-11,,,roundabout
185155776,,secondary,True,False,58.573,"LINESTRING (30.6968594 48.8886552, 30.6966579 48.88864, 30.6965836 48.8886489, 30.6965129 48.8886591, 30.6964586 48.8886784, 30.6961165 48.8887997)",2,Т-24-11,50,,
185155979,,secondary,True,False,35.356,"LINESTRING (30.6968594 48.8886552, 30.6968022 48.8886179, 30.6967652 48.8885708, 30.6967519 48.8885186, 30.6967637 48.8884661, 30.6967993 48.8884186, 30.6968554 48.8883805)",,Т-24-11,,,roundabout
185155979,,secondary,True,False,50.717,"LINESTRING (30.6968554 48.8883805, 30.6969324 48.8883543, 30.6970182 48.8883463, 30.6971033 48.8883572, 30.6971782 48.888386, 30.6972344 48.8884294, 30.6972658 48.8884826, 30.6972688 48.8885396, 30.6972431 48.888594)",,Т-24-11,,,roundabout
366223316,Соборна вулиця,secondary,True,False,98.816,"LINESTRING (30.6968554 48.8883805, 30.6970292 48.8882516, 30.6970983 48.8881975, 30.6971743 48.8881466, 30.6972679 48.8880958, 30.6978754 48.8878041)",2,,,,
185507934,вулиця Захисників України,secondary,False,True,19.043,"LINESTRING (30.704278 48.8856167, 30.7040602 48.8857106)",2,,50,,
197543046,,residential,False,True,52.666000000000004,"LINESTRING (30.704278 48.8856167, 30.7043817 48.8856558, 30.7044567 48.885684, 30.7048433 48.8859071)",,,,,
197543037,вулиця Вільних Козаків,residential,False,False,592.3960000000001,"LINESTRING (30.7048433 48.8859071, 30.7045662 48.8859932, 30.7039922 48.8861713, 30.7037881 48.8862519, 30.7030558 48.8865376, 30.7025552 48.8867405, 30.7025019 48.8868484, 30.7023936 48.8869244, 30.7022309 48.8870015, 30.7003541 48.8877638, 30.6992866 48.8881977, 30.6986831 48.8884833, 30.6986165 48.8885029, 30.6985393 48.8884676, 30.6982704 48.8882339, 30.6981891 48.8881633)",,,,,
197543046,,residential,False,False,52.666000000000004,"LINESTRING (30.7048433 48.8859071, 30.7044567 48.885684, 30.7043817 48.8856558, 30.704278 48.8856167)",,,,,
159389268,вулиця Захисників України,secondary,True,False,68.155,"LINESTRING (30.7028799 48.8861338, 30.702108 48.8864774)",2,,,,
185507934,вулиця Захисників України,secondary,False,False,98.297,"LINESTRING (30.7028799 48.8861338, 30.7040602 48.8857106)",2,,50,,
106938430,вулиця Захисників України,secondary,True,False,69.619,"LINESTRING (30.6981891 48.8881633, 30.6974313 48.8885424)",2,,50,,
197543037,вулиця Вільних Козаків,residential,False,True,592.3960000000001,"LINESTRING (30.6981891 48.8881633, 30.6982704 48.8882339, 30.6985393 48.8884676, 30.6986165 48.8885029, 30.6986831 48.8884833, 30.6992866 48.8881977, 30.7003541 48.8877638, 30.7022309 48.8870015, 30.7023936 48.8869244, 30.7025019 48.8868484, 30.7025552 48.8867405, 30.7030558 48.8865376, 30.7037881 48.8862519, 30.7039922 48.8861713, 30.7045662 48.8859932, 30.7048433 48.8859071)",,,,,
198064769,,secondary,False,False,98.14699999999999,"LINESTRING (30.6960843 48.8923472, 30.6958323 48.8925811, 30.6957671 48.8926636, 30.6955382 48.8931436)",2,Т-24-11,50,,
