osmid,ref,name,highway,oneway,reversed,length,geometry,maxspeed,bridge,lanes
41999853,О-070603,Травнева вулиця,secondary,False,False,45.348,"LINESTRING (23.4915845 48.0507295, 23.4920313 48.0510072)",,,
41999853,О-070603,Травнева вулиця,secondary,False,True,42.194,"LINESTRING (23.4915845 48.0507295, 23.4911695 48.0504706)",,,
41999853,О-070603,Травнева вулиця,secondary,False,False,217.664,"LINESTRING (23.4860868 48.047302, 23.4862145 48.0473933, 23.4874849 48.0481748, 23.4882317 48.0486341)",,,
229079534,,Травнева вулиця,residential,False,True,363.48,"LINESTRING (23.4860868 48.047302, 23.4859985 48.0472389, 23.485587 48.0469052, 23.485308 48.0466216, 23.4852058 48.0465177, 23.4848616 48.0461679, 23.484113 48.0454071, 23.4838067 48.0451071, 23.4833345 48.0446044)",,,
"[856167216, 788568745, 788568744, 856167215]",Н-09,Головна вулиця,primary,False,False,197.65000000000003,"LINESTRING (23.4860868 48.047302, 23.4861182 48.0472654, 23.486167 48.047214, 23.4861972 48.0471697, 23.4862701 48.0470645, 23.4865002 48.0467321, 23.4866838 48.046467, 23.4867231 48.0464103, 23.4871869 48.0457402, 23.4872186 48.0456943)",90,yes,
"[856167216, 166540012]",Н-09,Головна вулиця,primary,False,True,452.06,"LINESTRING (23.4860868 48.047302, 23.4860103 48.047379, 23.4857243 48.0475953, 23.4850975 48.0480445, 23.483609 48.0490316, 23.4818393 48.0502081)","['90', '50']",,2
229079459,,,residential,False,True,179.927,"LINESTRING (23.4833345 48.0446044, 23.4831437 48.0447507, 23.4829695 48.0449187, 23.4826706 48.0452735, 23.4822346 48.0458271, 23.4821183 48.0459969)",,,
229079534,,Травнева вулиця,residential,False,False,363.48,"LINESTRING (23.4833345 48.0446044, 23.4838067 48.0451071, 23.484113 48.0454071, 23.4848616 48.0461679, 23.4852058 48.0465177, 23.485308 48.0466216, 23.485587 48.0469052, 23.4859985 48.0472389, 23.4860868 48.047302)",,,
153804964,,Народна вулиця,residential,False,False,220.863,"LINESTRING (23.4818393 48.0502081, 23.4823185 48.0504917, 23.483448 48.0510068, 23.4838557 48.0511968, 23.4840907 48.0512945, 23.4842606 48.0513518)",,,
"[856167216, 166540012]",Н-09,Головна вулиця,primary,False,False,452.06000000000006,"LINESTRING (23.4818393 48.0502081, 23.483609 48.0490316, 23.4850975 48.0480445, 23.4857243 48.0475953, 23.4860103 48.047379, 23.4860868 48.047302)","['90', '50']",,2
166540012,Н-09,Головна вулиця,primary,False,True,93.69,"LINESTRING (23.4818393 48.0502081, 23.4816843 48.0503119, 23.4809488 48.0508044)",50,,2
41999853,О-070603,Травнева вулиця,secondary,False,True,153.29,"LINESTRING (23.4897316 48.0495802, 23.4882317 48.0486341)",,,
41999853,О-070603,Травнева вулиця,secondary,False,False,145.69400000000002,"LINESTRING (23.4897316 48.0495802, 23.4902136 48.0498749, 23.4911695 48.0504706)",,,
153809167,,вулиця Івана Франка,residential,False,False,417.303,"LINESTRING (23.4897316 48.0495802, 23.4878013 48.0509171, 23.4858229 48.0522741)",,,
41999853,О-070603,Травнева вулиця,secondary,False,False,153.29,"LINESTRING (23.4882317 48.0486341, 23.4897316 48.0495802)",,,
