osmid,name,highway,maxspeed,oneway,reversed,length,geometry,ref,width,bridge
99408980,Строительная улица,tertiary,60,False,True,48.812,"LINESTRING (33.8576418 44.7516294, 33.8575123 44.7514028, 33.8574562 44.7512125)",,,
99752304,улица Котовского,residential,,False,True,438.757,"LINESTRING (33.8576418 44.7516294, 33.8574723 44.7516347, 33.8563831 44.7514698, 33.8563363 44.7514599, 33.856058 44.7513463, 33.8550437 44.7508706, 33.8550174 44.7508414, 33.8529143 44.7497097)",,,
73861925,улица Свидерского,residential,,False,False,112.896,"LINESTRING (33.8509153 44.749713, 33.8511424 44.749641, 33.8519112 44.7502776)",,,
448706018,улица Фрунзе,secondary,60,False,False,164.039,"LINESTRING (33.8509153 44.749713, 33.8509674 44.7498512, 33.8509788 44.7500457, 33.8509427 44.7504433, 33.850753 44.75117)",С-010238,8,
448706018,улица Фрунзе,secondary,60,False,True,84.245,"LINESTRING (33.8509153 44.749713, 33.8506896 44.7493885, 33.8504195 44.7490424)",С-010238,8,
99494931,улица Фрунзе,secondary,60,False,True,53.253,"LINESTRING (33.8519015 44.7545644, 33.8516456 44.7542265, 33.8516038 44.754136)",С-010238,8,
233279134,улица Фрунзе,secondary,60,False,False,40.346000000000004,"LINESTRING (33.8519015 44.7545644, 33.8520306 44.7546599, 33.8521926 44.7547426, 33.8522928 44.7547957)",С-010238,8,
"[90760132, 689689765]",Симферопольская улица,secondary,60,False,False,229.681,"LINESTRING (33.8528428 44.7549457, 33.8539634 44.7552485, 33.8555614 44.7556803)",С-010238,8,
227856164,улица Ракитского,residential,60,True,False,299.01599999999996,"LINESTRING (33.8528428 44.7549457, 33.8553192 44.7547924, 33.8566074 44.754663)",,,
233279131,улица Ракитского,residential,,True,False,45.998999999999995,"LINESTRING (33.8528428 44.7549457, 33.8523708 44.7549632, 33.852261 44.7549666)",,,
36647863,,tertiary,60,False,False,141.55999999999997,"LINESTRING (33.8566074 44.754663, 33.8561296 44.7549773, 33.8557139 44.755494, 33.8555918 44.7556431, 33.8555614 44.7556803)",,,
36647863,,tertiary,60,False,True,141.56,"LINESTRING (33.8555614 44.7556803, 33.8555918 44.7556431, 33.8557139 44.755494, 33.8561296 44.7549773, 33.8566074 44.754663)",,,
99750845,,residential,,False,True,205.515,"LINESTRING (33.8555614 44.7556803, 33.8549528 44.7562591, 33.8535338 44.7567614)",,,
"[90760132, 689689765]",Симферопольская улица,secondary,60,False,True,229.681,"LINESTRING (33.8555614 44.7556803, 33.8539634 44.7552485, 33.8528428 44.7549457)",С-010238,8,
233279131,улица Ракитского,residential,,True,False,29.775,"LINESTRING (33.852261 44.7549666, 33.8518901 44.7550149)",,,
90760136,улица Македонского,residential,,False,True,225.7,"LINESTRING (33.852261 44.7549666, 33.852286 44.7550172, 33.8525386 44.7556449, 33.8527129 44.7558904, 33.8527954 44.7559795, 33.8534363 44.7566721, 33.8535338 44.7567614)",,,
"[448705286, 448705527]",,residential,,True,False,17.435000000000002,"LINESTRING (33.852261 44.7549666, 33.8522177 44.754971, 33.8521747 44.7549654, 33.8521366 44.7549502, 33.8521068 44.7549264, 33.8520897 44.754897)",,,
94786541,,residential,,False,False,79.569,"LINESTRING (33.8571632 44.7502964, 33.8580197 44.7499195)",,,
99408980,Строительная улица,tertiary,60,False,False,105.48,"LINESTRING (33.8571632 44.7502964, 33.857228 44.750365, 33.8572749 44.7504545, 33.8573809 44.7510278, 33.8574562 44.7512125)",,,
99408980,Строительная улица,tertiary,60,False,True,256.526,"LINESTRING (33.8571632 44.7502964, 33.8570041 44.7500207, 33.8568866 44.7498169, 33.8557541 44.7482191)",,,
94786541,,residential,,False,False,77.892,"LINESTRING (33.8580197 44.7499195, 33.8588644 44.7495578)",,,
94786541,,residential,,False,True,79.569,"LINESTRING (33.8580197 44.7499195, 33.8571632 44.7502964)",,,
94786546,,residential,,False,False,244.352,"LINESTRING (33.8580197 44.7499195, 33.8573581 44.7489258, 33.8570809 44.7484255, 33.8567701 44.7479101)",,,
94786546,,residential,,False,True,244.352,"LINESTRING (33.8567701 44.7479101, 33.8570809 44.7484255, 33.8573581 44.7489258, 33.8580197 44.7499195)",,,
94786550,Тенистый переулок,residential,,False,True,79.43,"LINESTRING (33.8567701 44.7479101, 33.8562086 44.7480918, 33.8560981 44.7481062, 33.8560052 44.7481002, 33.8558368 44.7480491)",,,
94786550,Тенистый переулок,residential,,False,False,12.272,"LINESTRING (33.8557104 44.7481133, 33.8558368 44.7480491)",,,
99408980,Строительная улица,tertiary,60,False,False,12.26,"LINESTRING (33.8557104 44.7481133, 33.8557541 44.7482191)",,,
94786550,Тенистый переулок,residential,,False,True,12.272,"LINESTRING (33.8558368 44.7480491, 33.8557104 44.7481133)",,,
94786550,Тенистый переулок,residential,,False,False,79.43,"LINESTRING (33.8558368 44.7480491, 33.8560052 44.7481002, 33.8560981 44.7481062, 33.8562086 44.7480918, 33.8567701 44.7479101)",,,
129696415,улица Свидерского,residential,,False,False,142.258,"LINESTRING (33.8519112 44.7502776, 33.8533691 44.7510291)",,,
73861925,улица Свидерского,residential,,False,True,112.896,"LINESTRING (33.8519112 44.7502776, 33.8511424 44.749641, 33.8509153 44.749713)",,,
99752295,,residential,,False,False,101.328,"LINESTRING (33.8519112 44.7502776, 33.8520826 44.7501747, 33.8528345 44.7497489, 33.8529143 44.7497097)",,,
99752295,,residential,,False,False,96.698,"LINESTRING (33.8546823 44.7486396, 33.8557541 44.7482191)",,,
