osmid,oneway,ref,highway,reversed,length,junction,geometry,name
174643499,True,Т-20-11,tertiary,False,60.336,,"LINESTRING (26.1938757 49.0717626, 26.1946893 49.0716609)",
174643483,True,Т-20-11,secondary,False,28.814,roundabout,"LINESTRING (26.1938757 49.0717626, 26.1939357 49.0717804, 26.1939847 49.0718093, 26.1940182 49.0718465, 26.1940331 49.0718886, 26.1940279 49.0719317, 26.1940032 49.0719717)",
174643510,False,,residential,True,14.031,,"LINESTRING (26.1986 49.070023, 26.1984196 49.0700672)",вулиця Шевченка
174643510,False,,residential,False,318.89599999999996,,"LINESTRING (26.1986 49.070023, 26.1987448 49.0700098, 26.1990747 49.0699843, 26.1993737 49.0699888, 26.199618 49.0700176, 26.1999026 49.0700628, 26.2006189 49.070221, 26.2010943 49.070326, 26.2011975 49.0703488, 26.202283 49.0706073, 26.202524 49.0706803, 26.2027182 49.0708051)",вулиця Шевченка
174671858,False,,residential,True,130.274,,"LINESTRING (26.1986 49.070023, 26.1986465 49.0699562, 26.1986893 49.0698887, 26.1988963 49.0696215, 26.1989821 49.0695275, 26.1990358 49.0694308, 26.19928 49.0689434)",вулиця Лесі Українки
181478835,False,,residential,False,30.7,,"LINESTRING (26.204809 49.0707123, 26.2046698 49.0704517)",Суходільська вулиця
181480166,False,Т-20-11,tertiary,False,153.96699999999998,,"LINESTRING (26.204809 49.0707123, 26.2041573 49.0706726, 26.2037339 49.0706833, 26.2033622 49.0707075, 26.2029894 49.0707532, 26.2027182 49.0708051)",проспект Незалежності
174643510,False,,residential,True,318.89599999999996,,"LINESTRING (26.2027182 49.0708051, 26.202524 49.0706803, 26.202283 49.0706073, 26.2011975 49.0703488, 26.2010943 49.070326, 26.2006189 49.070221, 26.1999026 49.0700628, 26.199618 49.0700176, 26.1993737 49.0699888, 26.1990747 49.0699843, 26.1987448 49.0700098, 26.1986 49.070023)",вулиця Шевченка
181480166,False,Т-20-11,tertiary,False,594.219,,"LINESTRING (26.2027182 49.0708051, 26.2020759 49.0709705, 26.2018159 49.0710229, 26.2015718 49.0710633, 26.1999819 49.071222, 26.1976845 49.071422, 26.1974754 49.0714402, 26.1970022 49.0714814, 26.19518 49.0716264, 26.1946893 49.0716609)",проспект Незалежності
181480166,False,Т-20-11,tertiary,True,153.96699999999998,,"LINESTRING (26.2027182 49.0708051, 26.2029894 49.0707532, 26.2033622 49.0707075, 26.2037339 49.0706833, 26.2041573 49.0706726, 26.204809 49.0707123)",проспект Незалежності
174643500,True,,tertiary,False,60.764,,"LINESTRING (26.1946893 49.0716609, 26.1940032 49.0719717)",
174643510,False,,residential,False,324.77500000000003,,"LINESTRING (26.1946893 49.0716609, 26.1954778 49.0712812, 26.1967268 49.0707495, 26.1976987 49.0703349, 26.1979736 49.0702128, 26.1984196 49.0700672)",вулиця Шевченка
181480166,False,Т-20-11,tertiary,True,594.219,,"LINESTRING (26.1946893 49.0716609, 26.19518 49.0716264, 26.1970022 49.0714814, 26.1974754 49.0714402, 26.1976845 49.071422, 26.1999819 49.071222, 26.2015718 49.0710633, 26.2018159 49.0710229, 26.2020759 49.0709705, 26.2027182 49.0708051)",проспект Незалежності
174643483,True,Т-20-11,secondary,False,15.389,roundabout,"LINESTRING (26.1936766 49.0717911, 26.193739 49.0717668, 26.1938102 49.0717573, 26.1938757 49.0717626)",
174643475,True,,secondary,False,18.934,,"LINESTRING (26.1936009 49.0719075, 26.1934698 49.0718587, 26.1933756 49.0718226)",
174643483,True,Т-20-11,secondary,False,14.525000000000002,roundabout,"LINESTRING (26.1936009 49.0719075, 26.1936072 49.0718642, 26.1936332 49.0718241, 26.1936766 49.0717911)",
174643479,True,Т-20-11,secondary,False,22.21,,"LINESTRING (26.1933756 49.0718226, 26.1935664 49.0718003, 26.1936766 49.0717911)",
174643483,True,Т-20-11,secondary,False,7.375,roundabout,"LINESTRING (26.1940032 49.0719717, 26.1939724 49.071998, 26.1939332 49.072019)",
174643507,True,,secondary,False,23.227,,"LINESTRING (26.1936097 49.0721951, 26.1936353 49.0720798, 26.1936479 49.0719878)",
