osmid,ref,name,highway,oneway,reversed,length,geometry,tunnel
228977956,Т-21-17,Центральна вулиця,secondary,False,False,237.341,"LINESTRING (36.1548083 50.2090185, 36.1546259 50.2088322, 36.1537515 50.2070012)",
228977956,Т-21-17,Центральна вулиця,secondary,False,True,376.255,"LINESTRING (36.1548083 50.2090185, 36.154988 50.209318, 36.1550541 50.2094579, 36.1563733 50.2122498)",
1004931834,,Харківська вулиця,secondary,False,True,134.324,"LINESTRING (36.1548083 50.2090185, 36.1555654 50.2088716, 36.156611 50.2086605)",
1004931828,,Різдвяна вулиця,residential,False,False,78.209,"LINESTRING (36.1604637 50.2079121, 36.1607677 50.208588)",
1004931829,,Різдвяна вулиця,residential,False,True,200.781,"LINESTRING (36.1604637 50.2079121, 36.159673 50.2061788)",
1004931834,,Харківська вулиця,secondary,False,False,205.995,"LINESTRING (36.1604637 50.2079121, 36.1576903 50.2084426)",
1004931834,,Харківська вулиця,secondary,False,True,152.489,"LINESTRING (36.1604637 50.2079121, 36.1625209 50.2075285)",
1004931828,,Різдвяна вулиця,residential,False,True,145.058,"LINESTRING (36.1625079 50.2123839, 36.1619138 50.211136)",
1004931835,,Ватутіна вулиця,residential,False,False,416.169,"LINESTRING (36.1625079 50.2123839, 36.1624523 50.2124267, 36.1622824 50.2124843, 36.1609085 50.2127554, 36.1569392 50.2134891)",
1004931837,,Різдвяна вулиця,residential,False,True,51.846000000000004,"LINESTRING (36.1625079 50.2123839, 36.1627734 50.212405, 36.1630644 50.2124425, 36.1631791 50.2125177)",
228977956,Т-21-17,Центральна вулиця,secondary,False,False,143.569,"LINESTRING (36.1569392 50.2134891, 36.1567658 50.2130972, 36.1563733 50.2122498)",
1004931835,,Ватутіна вулиця,residential,False,True,416.16900000000004,"LINESTRING (36.1569392 50.2134891, 36.1609085 50.2127554, 36.1622824 50.2124843, 36.1624523 50.2124267, 36.1625079 50.2123839)",
56036449,,Горького вулиця,residential,False,False,178.585,"LINESTRING (36.1576903 50.2084426, 36.1584244 50.2099784)",
56036449,,Горького вулиця,residential,False,True,137.95,"LINESTRING (36.1576903 50.2084426, 36.1571797 50.2072458)",
1004931834,,Харківська вулиця,secondary,False,False,80.539,"LINESTRING (36.1576903 50.2084426, 36.156611 50.2086605)",
1004931834,,Харківська вулиця,secondary,False,True,205.995,"LINESTRING (36.1576903 50.2084426, 36.1604637 50.2079121)",
56036449,,Горького вулиця,residential,False,True,197.613,"LINESTRING (36.1592359 50.211678, 36.1584244 50.2099784)",
56036463,,Чкалова вулиця,residential,False,False,213.393,"LINESTRING (36.1592359 50.211678, 36.1563733 50.2122498)",
56036463,,Чкалова вулиця,residential,False,True,199.863,"LINESTRING (36.1592359 50.211678, 36.1619138 50.211136)",
56036463,,Чкалова вулиця,residential,False,False,199.863,"LINESTRING (36.1619138 50.211136, 36.1592359 50.211678)",
1004931828,,Різдвяна вулиця,residential,False,False,145.058,"LINESTRING (36.1619138 50.211136, 36.1625079 50.2123839)",
1004931828,,Різдвяна вулиця,residential,False,True,79.227,"LINESTRING (36.1619138 50.211136, 36.1616058 50.2104513)",
56036463,,Чкалова вулиця,residential,False,True,213.393,"LINESTRING (36.1563733 50.2122498, 36.1592359 50.211678)",
228977956,Т-21-17,Центральна вулиця,secondary,False,False,376.255,"LINESTRING (36.1563733 50.2122498, 36.1550541 50.2094579, 36.154988 50.209318, 36.1548083 50.2090185)",
228977956,Т-21-17,Центральна вулиця,secondary,False,True,143.569,"LINESTRING (36.1563733 50.2122498, 36.1567658 50.2130972, 36.1569392 50.2134891)",
"[90165632, 90165635, 90165644]",,,residential,False,"[False, True]",182.00600000000003,"LINESTRING (36.1530876 50.2051148, 36.1529857 50.2050367, 36.1529092 50.2048788, 36.1528463 50.2047912, 36.1527533 50.2046595, 36.1527134 50.2046194, 36.1526646 50.2045835, 36.152608 50.2045526, 36.1525449 50.2045275, 36.1524766 50.2045087, 36.1524047 50.2044966, 36.1523308 50.2044915, 36.1522566 50.2044934, 36.1520483 50.2045328, 36.151544 50.2048402, 36.1513952 50.2049731)",yes
228977956,Т-21-17,Центральна вулиця,secondary,False,True,215.56400000000002,"LINESTRING (36.1530876 50.2051148, 36.1530834 50.205232, 36.1531999 50.2056337, 36.1533804 50.2061523, 36.1537434 50.2069843, 36.1537515 50.2070012)",
90165638,,Калинова вулиця,residential,False,False,37.908,"LINESTRING (36.1513952 50.2049731, 36.1515831 50.2052921)",
"[90165632, 90165635, 90165644]",,,residential,False,"[False, True]",182.006,"LINESTRING (36.1513952 50.2049731, 36.151544 50.2048402, 36.1520483 50.2045328, 36.1522566 50.2044934, 36.1523308 50.2044915, 36.1524047 50.2044966, 36.1524766 50.2045087, 36.1525449 50.2045275, 36.152608 50.2045526, 36.1526646 50.2045835, 36.1527134 50.2046194, 36.1527533 50.2046595, 36.1528463 50.2047912, 36.1529092 50.2048788, 36.1529857 50.2050367, 36.1530876 50.2051148)",yes
90165638,,Калинова вулиця,residential,False,False,162.485,"LINESTRING (36.1531842 50.2081216, 36.1539191 50.2095051)",
90165638,,Калинова вулиця,residential,False,True,196.68,"LINESTRING (36.1531842 50.2081216, 36.1522749 50.2064513)",
904869658,,Вікторії вулиця,residential,False,True,192.932,"LINESTRING (36.1531842 50.2081216, 36.1505424 50.2085113)",
90165638,,Калинова вулиця,residential,False,True,162.485,"LINESTRING (36.1539191 50.2095051, 36.1531842 50.2081216)",
90165638,,Калинова вулиця,residential,False,False,306.18600000000004,"LINESTRING (36.1539191 50.2095051, 36.1539723 50.2096199, 36.1540317 50.2097479, 36.1542411 50.2101994, 36.1546165 50.2110088, 36.1551234 50.2121486)",
143381878,,Герцена вулиця,residential,False,False,141.731,"LINESTRING (36.1636606 50.2054027, 36.1617553 50.2057736)",
