osmid,ref,name,highway,maxspeed,oneway,reversed,length,geometry,junction,lanes,bridge
271107087,О240813-1,Соборна вулиця,tertiary,50,False,False,27.03,"LINESTRING (30.9716462 48.9446669, 30.9715786 48.9449059)",,,
271107087,О240813-1,Соборна вулиця,tertiary,50,False,True,72.995,"LINESTRING (30.9716462 48.9446669, 30.9717924 48.9440175)",,,
1007339855,,вулиця Шевченка,residential,,False,True,141.70499999999998,"LINESTRING (30.9716462 48.9446669, 30.9713211 48.944749, 30.9711446 48.9448215, 30.9709571 48.9449519, 30.9703615 48.9455677)",,,
526857403,,,residential,,False,False,22.924,"LINESTRING (30.9784839 48.9410773, 30.9785412 48.94128)",,,
106938410,,Базарна вулиця,residential,,False,True,66.597,"LINESTRING (30.9784839 48.9410773, 30.9783073 48.9412033, 30.9777885 48.9414617)",,,
106938457,,вулиця Вільного Козацтва,residential,,False,False,235.99599999999998,"LINESTRING (30.9666467 48.9468908, 30.9670222 48.9465661, 30.9687039 48.9452546)",,,
388149307,,Загірна вулиця,residential,,False,True,236.28300000000002,"LINESTRING (30.9666467 48.9468908, 30.9661853 48.9467083, 30.9660692 48.9466097, 30.9658037 48.9463375, 30.9657762 48.9461775, 30.9660018 48.9457493, 30.9660736 48.9454548, 30.965986 48.9452284, 30.9658229 48.9450871)",,,
271107088,,Соборна вулиця,tertiary,50,True,False,26.273,"LINESTRING (30.9720939 48.9431509, 30.972037 48.9433842)",,,
106938453,Т-24-11,,secondary,50,True,False,29.452999999999996,"LINESTRING (30.9720939 48.9431509, 30.9720401 48.9432003, 30.9720057 48.9432184, 30.9719663 48.9432313, 30.9719236 48.9432385, 30.9718795 48.9432395, 30.9718361 48.9432343, 30.9717955 48.9432232, 30.9717534 48.9432104)",roundabout,,
388141543,Т-24-11,,secondary,50,True,False,71.275,"LINESTRING (30.9708963 48.9432104, 30.971807 48.94298)",,,
1007339844,Т-24-11,вулиця Вільного Козацтва,secondary,,False,True,56.742000000000004,"LINESTRING (30.9708963 48.9432104, 30.9706267 48.9432779, 30.9704423 48.943324, 30.9701565 48.9433603)",,2,
271107087,О240813-1,Соборна вулиця,tertiary,50,False,False,72.995,"LINESTRING (30.9717924 48.9440175, 30.9716462 48.9446669)",,,
