osmid,lanes,name,highway,oneway,reversed,length,geometry,maxspeed,access
208072236,2,вулиця Михайла Драгоманова,residential,False,False,82.54499999999999,"LINESTRING (33.9916004 50.3689022, 33.9914512 50.3688361, 33.9911519 50.3687211, 33.9906216 50.3685009)",,
"[283358857, 208072236]",2,"['Соборна площа', 'вулиця Михайла Драгоманова']",residential,False,True,115.649,"LINESTRING (33.9916004 50.3689022, 33.9916449 50.3689499, 33.9916676 50.3690256, 33.9916675 50.3691197, 33.9916499 50.369933)",,
240370542,,вулиця Лесі Українки,residential,False,False,100.156,"LINESTRING (33.9916004 50.3689022, 33.991737 50.3688296, 33.9919223 50.368797, 33.9922812 50.3687926, 33.9925642 50.3687907, 33.9929642 50.3687842)",,
208072261,1,Гетьманська вулиця,residential,False,False,11.748,"LINESTRING (33.9914954 50.3713741, 33.9913672 50.371441)",50,
240370537,,Соборна площа,residential,False,True,295.567,"LINESTRING (33.9914954 50.3713741, 33.9916155 50.3714177, 33.9918525 50.3714451, 33.9923356 50.371436, 33.9926151 50.3714306, 33.9937454 50.3714086, 33.9943077 50.3713933, 33.9950246 50.3713661, 33.9956379 50.3713512)",,
283358857,,Соборна площа,residential,False,False,163.35700000000003,"LINESTRING (33.9914954 50.3713741, 33.9916042 50.3712762, 33.9916598 50.3711698, 33.9916505 50.3710525, 33.9916489 50.3701192, 33.9916499 50.369933)",,
208072261,1,Гетьманська вулиця,residential,False,True,11.748,"LINESTRING (33.9913672 50.371441, 33.9914954 50.3713741)",50,
260428729,,Гетьманська вулиця,residential,True,False,206.21,"LINESTRING (33.9913672 50.371441, 33.9913183 50.3714656, 33.9902129 50.3720211, 33.9896918 50.3722797, 33.9894071 50.3724209, 33.9890779 50.3725843)",,
"[544949716, 240370541, 805354063]",1,"['Ярова вулиця', 'Садова вулиця']",residential,False,"[False, True]",138.254,"LINESTRING (33.9958881 50.3660774, 33.9956045 50.3659248, 33.994788 50.3655108, 33.9946479 50.3655644, 33.9943707 50.3657224)",50,permissive
240370541,1,Ярова вулиця,residential,False,True,53.523,"LINESTRING (33.9958881 50.3660774, 33.9962125 50.3661676, 33.996393 50.3661891, 33.99661 50.3661934)",50,permissive
545220956,,Ярова вулиця,living_street,False,False,158.562,"LINESTRING (33.9958881 50.3660774, 33.9956807 50.3667882, 33.9955513 50.3668314, 33.9953171 50.3667489, 33.9951446 50.3666192, 33.9949104 50.366686, 33.9948365 50.3667803)",,
240370541,1,Ярова вулиця,residential,False,False,131.659,"LINESTRING (33.9984297 50.366144, 33.9982664 50.3661053, 33.9980688 50.3660709, 33.9979076 50.3660602, 33.997551 50.3660838, 33.997016 50.3661483, 33.99661 50.3661934)",50,permissive
240370547,1,вулиця Григорія Грабʼянки,residential,False,False,245.45399999999998,"LINESTRING (33.9984297 50.366144, 33.9983567 50.3663524, 33.9983137 50.3666016, 33.9983073 50.3667305, 33.9983416 50.3669024, 33.9984039 50.3670334, 33.9985221 50.3671667, 33.9986768 50.3673127, 33.998883 50.3674889, 33.99896 50.3676556, 33.9990726 50.3678352, 33.9991745 50.3680653, 33.9992938 50.3681928)",50,
240370541,1,Ярова вулиця,residential,False,False,53.522999999999996,"LINESTRING (33.99661 50.3661934, 33.996393 50.3661891, 33.9962125 50.3661676, 33.9958881 50.3660774)",50,permissive
240370541,1,Ярова вулиця,residential,False,True,131.659,"LINESTRING (33.99661 50.3661934, 33.997016 50.3661483, 33.997551 50.3660838, 33.9979076 50.3660602, 33.9980688 50.3660709, 33.9982664 50.3661053, 33.9984297 50.366144)",50,permissive
"[240370546, 1257229148]",,Свято-Преображенська вулиця,residential,False,False,196.94099999999997,"LINESTRING (33.99661 50.3661934, 33.9966443 50.3662707, 33.9967174 50.3663696, 33.9968033 50.3664791, 33.9969945 50.3667928, 33.9971213 50.3669518, 33.9972395 50.3670463, 33.9973024 50.3672702, 33.9973133 50.3673659, 33.9973258 50.3674757, 33.997153 50.3676991, 33.9969516 50.3677561)",,
283358842,,вулиця Лесі Українки,living_street,False,True,28.374,"LINESTRING (33.9989058 50.3685745, 33.9988172 50.3686088, 33.9987029 50.368653, 33.9985458 50.3686801)",,
