osmid,lanes,ref,name,highway,width,oneway,reversed,length,geometry,maxspeed
127213445,2,Т-18-02,вулиця Незалежності,secondary,7,False,True,35.492,"LINESTRING (25.0052445 50.7672466, 25.0056908 50.7673956)",
127213445,2,Т-18-02,вулиця Незалежності,secondary,7,False,False,86.087,"LINESTRING (25.0052445 50.7672466, 25.0049429 50.7671532, 25.0041434 50.7669084)",
147184445,,,,residential,,False,False,190.953,"LINESTRING (25.0052445 50.7672466, 25.0052606 50.7671964, 25.0053945 50.7667508, 25.0057324 50.7655573)",
125162011,2,Т-18-02,Боратинська вулиця,secondary,7,False,False,52.663,"LINESTRING (25.0105454 50.7699072, 25.0107618 50.7703606)",
147301693,,Н-22,,primary,,False,True,208.654,"LINESTRING (25.0105454 50.7699072, 25.0076037 50.770152)",50
129748126,,Н-22;Т-18-02,,primary,,False,False,54.575,"LINESTRING (25.0105454 50.7699072, 25.0109677 50.7698644, 25.0113129 50.7698348)",50
147184476,,,вулиця Маяковського,residential,,False,True,93.586,"LINESTRING (25.0057324 50.7655573, 25.0044549 50.7653218)",
147184445,,,,residential,,False,True,190.953,"LINESTRING (25.0057324 50.7655573, 25.0053945 50.7667508, 25.0052606 50.7671964, 25.0052445 50.7672466)",
127213445,2,Т-18-02,вулиця Незалежності,secondary,7,False,True,86.087,"LINESTRING (25.0041434 50.7669084, 25.0049429 50.7671532, 25.0052445 50.7672466)",
147184504,,,Народна вулиця,residential,,False,False,148.35100000000003,"LINESTRING (25.0041434 50.7669084, 25.0040888 50.7669911, 25.0039402 50.7675265, 25.0039329 50.7681005, 25.0039512 50.7682269)",
129748127,,Н-22,Луцька вулиця,primary,,False,False,306.12699999999995,"LINESTRING (25.0128003 50.7697154, 25.0132469 50.7696775, 25.0141119 50.7696043, 25.0154466 50.7694884, 25.0162645 50.7694174, 25.0165442 50.7693932, 25.0171135 50.7693437)",50
129748127,,Н-22,Луцька вулиця,primary,,False,True,105.442,"LINESTRING (25.0128003 50.7697154, 25.0124342 50.7697464, 25.0123012 50.7697578, 25.0121843 50.7697664, 25.0115458 50.7698149, 25.0113129 50.7698348)",50
554513704,,,,unclassified,,False,False,142.54399999999998,"LINESTRING (25.0128003 50.7697154, 25.012777 50.7695474, 25.0127161 50.7691097, 25.0127395 50.7686653, 25.0127157 50.7686305, 25.0126196 50.7685764, 25.0124534 50.7685441)",
125162011,2,Т-18-02,Боратинська вулиця,secondary,7,False,True,52.663,"LINESTRING (25.0107618 50.7703606, 25.0105454 50.7699072)",
147184449,,,вулиця Наливайка,residential,,False,False,499.297,"LINESTRING (25.0107618 50.7703606, 25.0098269 50.7705895, 25.0091778 50.7708539, 25.0083128 50.7710792, 25.0071082 50.771322, 25.0068151 50.7711674, 25.0066872 50.7711598, 25.0041066 50.7714296)",
147184504,,,Народна вулиця,residential,,False,True,149.555,"LINESTRING (25.0045123 50.7704093, 25.0042032 50.7690786)",
147301693,,Н-22,,primary,,False,False,219.272,"LINESTRING (25.0045123 50.7704093, 25.0076037 50.770152)",50
554513679,,,,residential,,False,False,24.221,"LINESTRING (25.0070734 50.7671246, 25.0074175 50.7671154)",
554513679,,,,residential,,False,True,23.06,"LINESTRING (25.0070734 50.7671246, 25.0067458 50.7671333)",
554513678,,,,residential,,False,False,72.875,"LINESTRING (25.0070734 50.7671246, 25.0067858 50.7676664, 25.0067625 50.767694, 25.0067234 50.7677404)",
127213445,2,Т-18-02,вулиця Незалежності,secondary,7,False,False,35.492,"LINESTRING (25.0056908 50.7673956, 25.0052445 50.7672466)",
127213445,2,Т-18-02,вулиця Незалежності,secondary,7,False,True,82.12,"LINESTRING (25.0056908 50.7673956, 25.0067234 50.7677404)",
554513665,1,,вулиця Миру,residential,,False,False,242.296,"LINESTRING (25.0056908 50.7673956, 25.005636 50.767487, 25.0053904 50.7680228, 25.0054278 50.7681055, 25.0056799 50.7681849, 25.0057481 50.7682726, 25.0057187 50.7684803, 25.0058295 50.7686821, 25.005946 50.7694178)",
554513665,1,,вулиця Миру,residential,,False,True,242.29600000000002,"LINESTRING (25.005946 50.7694178, 25.0058295 50.7686821, 25.0057187 50.7684803, 25.0057481 50.7682726, 25.0056799 50.7681849, 25.0054278 50.7681055, 25.0053904 50.7680228, 25.005636 50.767487, 25.0056908 50.7673956)",
554513671,,,,residential,,False,False,78.305,"LINESTRING (25.0068344 50.7685619, 25.0068601 50.7684592, 25.0071517 50.7679576, 25.0072066 50.7679017)",
127213445,2,Т-18-02,вулиця Незалежності,secondary,7,False,False,38.425,"LINESTRING (25.0072066 50.7679017, 25.0067234 50.7677404)",
127213445,2,Т-18-02,вулиця Незалежності,secondary,7,False,True,365.189,"LINESTRING (25.0072066 50.7679017, 25.0073698 50.7679562, 25.007662 50.7680538, 25.0081641 50.7682213, 25.0085623 50.7683723, 25.0089376 50.7685399, 25.0097122 50.7689196, 25.0110691 50.7695866, 25.0112213 50.7696595, 25.0112778 50.7697152, 25.0113129 50.7698348)",
554513671,,,,residential,,False,True,78.30499999999999,"LINESTRING (25.0072066 50.7679017, 25.0071517 50.7679576, 25.0068601 50.7684592, 25.0068344 50.7685619)",
554513679,,,,residential,,False,False,23.06,"LINESTRING (25.0067458 50.7671333, 25.0070734 50.7671246)",
127213445,2,Т-18-02,вулиця Незалежності,secondary,7,False,False,82.12,"LINESTRING (25.0067234 50.7677404, 25.0056908 50.7673956)",
127213445,2,Т-18-02,вулиця Незалежності,secondary,7,False,True,38.425,"LINESTRING (25.0067234 50.7677404, 25.0072066 50.7679017)",
554513678,,,,residential,,False,True,72.875,"LINESTRING (25.0067234 50.7677404, 25.0067625 50.767694, 25.0067858 50.7676664, 25.0070734 50.7671246)",
554513679,,,,residential,,False,True,24.221,"LINESTRING (25.0074175 50.7671154, 25.0070734 50.7671246)",
554513686,,,,residential,,False,False,52.636,"LINESTRING (25.0164357 50.7668757, 25.0169843 50.7671977)",
554513686,,,,residential,,False,True,52.636,"LINESTRING (25.0169843 50.7671977, 25.0164357 50.7668757)",
554513690,,,,residential,,False,False,12.722,"LINESTRING (25.0169843 50.7671977, 25.0171634 50.7671816)",
554513687,,,,residential,,False,False,129.803,"LINESTRING (25.0169843 50.7671977, 25.0170312 50.7680075, 25.0170545 50.7683642)",
554513687,,,,residential,,False,False,108.995,"LINESTRING (25.0170545 50.7683642, 25.0171025 50.7691615, 25.0171135 50.7693437)",
554513687,,,,residential,,False,True,129.803,"LINESTRING (25.0170545 50.7683642, 25.0170312 50.7680075, 25.0169843 50.7671977)",
129748127,,Н-22,Луцька вулиця,primary,,False,True,306.127,"LINESTRING (25.0171135 50.7693437, 25.0165442 50.7693932, 25.0162645 50.7694174, 25.0154466 50.7694884, 25.0141119 50.7696043, 25.0132469 50.7696775, 25.0128003 50.7697154)",50
554513687,,,,residential,,False,True,108.995,"LINESTRING (25.0171135 50.7693437, 25.0171025 50.7691615, 25.0170545 50.7683642)",
968238025,,,,residential,,False,True,33.726,"LINESTRING (25.0175299 50.766986, 25.0171634 50.7671816)",
147184504,,,Народна вулиця,residential,,False,False,96.349,"LINESTRING (25.0039512 50.7682269, 25.0042032 50.7690786)",
147184504,,,Народна вулиця,residential,,False,True,148.35100000000003,"LINESTRING (25.0039512 50.7682269, 25.0039329 50.7681005, 25.0039402 50.7675265, 25.0040888 50.7669911, 25.0041434 50.7669084)",
554513702,,,,unclassified,,False,False,88.985,"LINESTRING (25.0051388 50.7687787, 25.0051762 50.7689471, 25.0050968 50.7689677, 25.0042032 50.7690786)",
147184504,,,Народна вулиця,residential,,False,False,149.555,"LINESTRING (25.0042032 50.7690786, 25.0045123 50.7704093)",
147184504,,,Народна вулиця,residential,,False,True,96.349,"LINESTRING (25.0042032 50.7690786, 25.0039512 50.7682269)",
554513702,,,,unclassified,,False,True,88.98499999999999,"LINESTRING (25.0042032 50.7690786, 25.0050968 50.7689677, 25.0051762 50.7689471, 25.0051388 50.7687787)",
554513704,,,,unclassified,,False,True,142.544,"LINESTRING (25.0124534 50.7685441, 25.0126196 50.7685764, 25.0127157 50.7686305, 25.0127395 50.7686653, 25.0127161 50.7691097, 25.012777 50.7695474, 25.0128003 50.7697154)",
147184476,,,вулиця Маяковського,residential,,False,False,93.586,"LINESTRING (25.0044549 50.7653218, 25.0057324 50.7655573)",
554513715,,,,residential,,False,False,59.677,"LINESTRING (25.0044549 50.7653218, 25.0042082 50.7658353)",
554513715,,,,residential,,False,True,59.677,"LINESTRING (25.0042082 50.7658353, 25.0044549 50.7653218)",
554528972,,,,residential,,False,False,29.271,"LINESTRING (25.0041066 50.7714296, 25.0041665 50.7716901)",
147184449,,,вулиця Наливайка,residential,,False,True,499.297,"LINESTRING (25.0041066 50.7714296, 25.0066872 50.7711598, 25.0068151 50.7711674, 25.0071082 50.771322, 25.0083128 50.7710792, 25.0091778 50.7708539, 25.0098269 50.7705895, 25.0107618 50.7703606)",
554528972,,,,residential,,False,True,29.271,"LINESTRING (25.0041665 50.7716901, 25.0041066 50.7714296)",
554513690,,,,residential,,False,True,12.722,"LINESTRING (25.0171634 50.7671816, 25.0169843 50.7671977)",
968238025,,,,residential,,False,False,33.726,"LINESTRING (25.0171634 50.7671816, 25.0175299 50.766986)",
147301693,,Н-22,,primary,,False,False,208.654,"LINESTRING (25.0076037 50.770152, 25.0105454 50.7699072)",50
147301693,,Н-22,,primary,,False,True,219.272,"LINESTRING (25.0076037 50.770152, 25.0045123 50.7704093)",50
1134790951,,,Луцька вулиця,residential,,False,False,97.645,"LINESTRING (25.0076037 50.770152, 25.0074618 50.7695459, 25.0074081 50.7694933, 25.0073116 50.7694577, 25.0072204 50.7694458, 25.0071077 50.7694628)",
1134790951,,,Луцька вулиця,residential,,False,True,97.645,"LINESTRING (25.0071077 50.7694628, 25.0072204 50.7694458, 25.0073116 50.7694577, 25.0074081 50.7694933, 25.0074618 50.7695459, 25.0076037 50.770152)",
127213445,2,Т-18-02,вулиця Незалежності,secondary,7,False,False,365.18899999999996,"LINESTRING (25.0113129 50.7698348, 25.0112778 50.7697152, 25.0112213 50.7696595, 25.0110691 50.7695866, 25.0097122 50.7689196, 25.0089376 50.7685399, 25.0085623 50.7683723, 25.0081641 50.7682213, 25.007662 50.7680538, 25.0073698 50.7679562, 25.0072066 50.7679017)",
129748126,,Н-22;Т-18-02,,primary,,False,True,54.575,"LINESTRING (25.0113129 50.7698348, 25.0109677 50.7698644, 25.0105454 50.7699072)",50
129748127,,Н-22,Луцька вулиця,primary,,False,False,105.44200000000001,"LINESTRING (25.0113129 50.7698348, 25.0115458 50.7698149, 25.0121843 50.7697664, 25.0123012 50.7697578, 25.0124342 50.7697464, 25.0128003 50.7697154)",50
