osmid,oneway,name,highway,reversed,length,lanes,ref,geometry,maxspeed
36537352,True,Михайла Гончаренка вулиця,tertiary,False,12.661,,,"LINESTRING (35.1234141 47.8476359, 35.1232978 47.847553)",
176305113,True,Соборний проспект,primary,False,137.112,3,Н-08,"LINESTRING (35.1234141 47.8476359, 35.1219863 47.848412)",
31960621,False,Леоніда Жаботинського вулиця,residential,False,32.726,,,"LINESTRING (35.1142279 47.8494674, 35.1143082 47.8494225, 35.1144146 47.8493606, 35.1145655 47.8492796)",
36771914,True,Шевченка бульвар,tertiary,False,146.197,2,,"LINESTRING (35.1142279 47.8494674, 35.1135798 47.8489268, 35.1129901 47.8484483)",
"[36577578, 31960621]",False,"['Паркова вулиця', 'Леоніда Жаботинського вулиця']",residential,False,245.028,,,"LINESTRING (35.1145655 47.8492796, 35.1150488 47.8490109, 35.1152505 47.8488006, 35.1151363 47.8472702)",
31960621,False,Леоніда Жаботинського вулиця,residential,True,32.726,,,"LINESTRING (35.1145655 47.8492796, 35.1144146 47.8493606, 35.1143082 47.8494225, 35.1142279 47.8494674)",
164433941,True,Шевченка бульвар,tertiary,False,256.90000000000003,,,"LINESTRING (35.1145655 47.8492796, 35.1156681 47.8501842, 35.1158111 47.8503006, 35.1158642 47.850344, 35.1166249 47.850966, 35.1167478 47.8510665)",
164433941,True,Шевченка бульвар,tertiary,False,145.793,,,"LINESTRING (35.1133275 47.8482657, 35.1141308 47.8489456, 35.1145655 47.8492796)",
488524370,False,Патріотична вулиця,residential,False,107.45,,,"LINESTRING (35.1133275 47.8482657, 35.1139649 47.8479215, 35.1143116 47.8477284, 35.1144426 47.8476544)",
"[36577573, 804240757]",False,Патріотична вулиця,residential,True,32.35,,,"LINESTRING (35.1133275 47.8482657, 35.1131731 47.8483488, 35.1130711 47.8484017, 35.1129901 47.8484483)",
213514939,True,Шевченка бульвар,tertiary,False,16.31,,,"LINESTRING (35.1167478 47.8510665, 35.1168806 47.851183)",
213514944,True,Соборний проспект,primary,False,287.807,3,Н-08,"LINESTRING (35.1167478 47.8510665, 35.117116 47.8508764, 35.1176684 47.8505854, 35.117886 47.8504707, 35.1197648 47.8494541)",
"[804240757, 36577573]",False,Патріотична вулиця,residential,False,32.35,,,"LINESTRING (35.1129901 47.8484483, 35.1130711 47.8484017, 35.1131731 47.8483488, 35.1133275 47.8482657)",
80636005,True,Незалежної України вулиця,tertiary,False,278.257,,,"LINESTRING (35.115129 47.8550888, 35.1159308 47.8546348, 35.1164512 47.8543505, 35.1169787 47.8540594, 35.118003 47.8534942)",
36577585,False,Південноукраїнська вулиця,tertiary,True,10.782,,,"LINESTRING (35.1198534 47.8495307, 35.1197648 47.8494541)",
36577585,False,Південноукраїнська вулиця,tertiary,False,255.03300000000002,,,"LINESTRING (35.1198534 47.8495307, 35.1199842 47.849649, 35.1209315 47.8504124, 35.1211542 47.8505919, 35.1220144 47.8513073)",
176305113,True,Соборний проспект,primary,False,288.04699999999997,3,Н-08,"LINESTRING (35.1198534 47.8495307, 35.1180231 47.850561, 35.1178117 47.8506795, 35.1168806 47.851183)",
36577585,False,Південноукраїнська вулиця,tertiary,False,10.782,,,"LINESTRING (35.1197648 47.8494541, 35.1198534 47.8495307)",
213514944,True,Соборний проспект,primary,False,201.494,3,Н-08,"LINESTRING (35.1197648 47.8494541, 35.1218666 47.8483165)",
36577585,False,Південноукраїнська вулиця,tertiary,True,278.509,,,"LINESTRING (35.1197648 47.8494541, 35.1196296 47.8493311, 35.1191084 47.8488567, 35.1190167 47.8487764, 35.1183005 47.8481496, 35.1181608 47.8480273, 35.118154 47.84731)",
175028223,True,Рекордна вулиця,tertiary,False,157.848,,,"LINESTRING (35.1172403 47.8550159, 35.1155384 47.8550956, 35.115129 47.8550888)",
521359557,False,Алюмінієва вулиця,tertiary,False,179.003,,,"LINESTRING (35.1172403 47.8550159, 35.1172724 47.8548989, 35.1177048 47.8539321, 35.1178213 47.853761, 35.118003 47.8534942)",
488524370,False,Патріотична вулиця,residential,True,67.118,,,"LINESTRING (35.1151363 47.8472702, 35.1144426 47.8476544)",
"[36577578, 31960621]",False,"['Паркова вулиця', 'Леоніда Жаботинського вулиця']",residential,True,245.028,,,"LINESTRING (35.1151363 47.8472702, 35.1152505 47.8488006, 35.1150488 47.8490109, 35.1145655 47.8492796)",
36577585,False,Південноукраїнська вулиця,tertiary,True,255.033,,,"LINESTRING (35.1220144 47.8513073, 35.1211542 47.8505919, 35.1209315 47.8504124, 35.1199842 47.849649, 35.1198534 47.8495307)",
80636004,False,Незалежної України вулиця,tertiary,False,201.726,,,"LINESTRING (35.1220144 47.8513073, 35.1223399 47.8511391, 35.1229619 47.8507981, 35.1241154 47.8501658)",50
80636004,False,Незалежної України вулиця,tertiary,True,385.707,,,"LINESTRING (35.1220144 47.8513073, 35.1209127 47.8519119, 35.1204131 47.8521727, 35.1202575 47.8522657, 35.1198005 47.8525125, 35.1196672 47.8525845, 35.1192682 47.8527999, 35.1183805 47.8532735, 35.1183228 47.8533043, 35.118003 47.8534942)",50
176305113,True,Соборний проспект,primary,False,34.005,3,Н-08,"LINESTRING (35.1168806 47.851183, 35.1165265 47.8513755)",
36771914,True,Шевченка бульвар,tertiary,False,257.89,2,,"LINESTRING (35.1164029 47.8512697, 35.1162737 47.8511654, 35.1160494 47.8509843, 35.1152882 47.8503583, 35.1142279 47.8494674)",
160348224,True,Соборний проспект,primary,False,34.249,3,Н-08,"LINESTRING (35.1164029 47.8512697, 35.1165899 47.8511573, 35.1167478 47.8510665)",
80636004,False,Незалежної України вулиця,tertiary,False,385.707,,,"LINESTRING (35.118003 47.8534942, 35.1183228 47.8533043, 35.1183805 47.8532735, 35.1192682 47.8527999, 35.1196672 47.8525845, 35.1198005 47.8525125, 35.1202575 47.8522657, 35.1204131 47.8521727, 35.1209127 47.8519119, 35.1220144 47.8513073)",50
521359557,False,Алюмінієва вулиця,tertiary,True,179.00300000000001,,,"LINESTRING (35.118003 47.8534942, 35.1178213 47.853761, 35.1177048 47.8539321, 35.1172724 47.8548989, 35.1172403 47.8550159)",
36900730,True,Зелінського вулиця,tertiary,False,252.36700000000002,,,"LINESTRING (35.1159102 47.8517113, 35.1160331 47.8518141, 35.1165009 47.8522145, 35.1170812 47.8527089, 35.1174788 47.8530449, 35.118003 47.8534942)",
80636004,False,Незалежної України вулиця,tertiary,True,201.726,,,"LINESTRING (35.1241154 47.8501658, 35.1229619 47.8507981, 35.1223399 47.8511391, 35.1220144 47.8513073)",50
176305113,True,Соборний проспект,primary,False,202.005,3,Н-08,"LINESTRING (35.1219863 47.848412, 35.1198534 47.8495307)",
36902035,True,Миру вулиця,tertiary,False,251.539,,,"LINESTRING (35.1219863 47.848412, 35.1220735 47.8484838, 35.1229896 47.8492384, 35.1241154 47.8501658)",
36933311,False,Леоніда Жаботинського вулиця,tertiary,True,146.445,,,"LINESTRING (35.1197008 47.8464995, 35.1186489 47.8470507, 35.118154 47.84731)",
176305115,True,Миру вулиця,tertiary,False,258.732,,,"LINESTRING (35.1197008 47.8464995, 35.120311 47.8470117, 35.1211665 47.8477297, 35.12173 47.848202, 35.1218666 47.8483165)",
36902035,True,Миру вулиця,tertiary,False,13.876,,,"LINESTRING (35.1218666 47.8483165, 35.1219863 47.848412)",
176305112,True,Соборний проспект,primary,False,136.433,3,Н-08,"LINESTRING (35.1218666 47.8483165, 35.1232978 47.847553)",
36577585,False,Південноукраїнська вулиця,tertiary,False,278.509,,,"LINESTRING (35.118154 47.84731, 35.1181608 47.8480273, 35.1183005 47.8481496, 35.1190167 47.8487764, 35.1191084 47.8488567, 35.1196296 47.8493311, 35.1197648 47.8494541)",
36933311,False,Леоніда Жаботинського вулиця,tertiary,False,146.445,,,"LINESTRING (35.118154 47.84731, 35.1186489 47.8470507, 35.1197008 47.8464995)",
488524370,False,Патріотична вулиця,residential,False,67.118,,,"LINESTRING (35.1144426 47.8476544, 35.1151363 47.8472702)",
488524370,False,Патріотична вулиця,residential,True,107.45,,,"LINESTRING (35.1144426 47.8476544, 35.1143116 47.8477284, 35.1139649 47.8479215, 35.1133275 47.8482657)",
36771914,True,Шевченка бульвар,tertiary,False,14.949,2,,"LINESTRING (35.1165265 47.8513755, 35.1164029 47.8512697)",
213514945,True,Соборний проспект,primary,False,59.237,3,Н-08,"LINESTRING (35.1165265 47.8513755, 35.1159102 47.8517113)",
