osmid,name,highway,oneway,reversed,length,geometry,lanes,service,junction
154574731,,residential,True,False,23.814,"LINESTRING (38.2005866 47.925594, 38.2005251 47.9256057, 38.2004612 47.9256053, 38.2004 47.9255929, 38.2003466 47.9255694, 38.2003051 47.9255368)",,,roundabout
111424411,Першотравнева вулиця,residential,False,False,56.108,"LINESTRING (38.1984806 47.9285409, 38.1982307 47.9290169)",,,
154574726,Кимова провулок,residential,False,False,114.616,"LINESTRING (38.1984806 47.9285409, 38.1999436 47.9288595)",1,,
111424411,Першотравнева вулиця,residential,False,True,42.986000000000004,"LINESTRING (38.1984806 47.9285409, 38.1985479 47.9284285, 38.1986716 47.9282917, 38.1987269 47.9281929)",,,
111522016,Лермонтова вулиця,residential,False,False,45.593,"LINESTRING (38.2028981 47.9253195, 38.2034967 47.9254045)",,,
111522016,Лермонтова вулиця,residential,False,True,76.264,"LINESTRING (38.2028981 47.9253195, 38.2018915 47.9251953)",,,
154574719,Трикотажний провулок,residential,False,False,175.173,"LINESTRING (38.2028981 47.9253195, 38.2021066 47.9268029)",,,
154574719,Трикотажний провулок,residential,False,True,32.21,"LINESTRING (38.2028981 47.9253195, 38.2030321 47.9250441)",,,
154574734,Першотравнева вулиця,residential,False,False,27.899,"LINESTRING (38.2006569 47.925352, 38.2007227 47.925105)",,,
154574731,,residential,True,False,32.014,"LINESTRING (38.2006569 47.925352, 38.2006931 47.9253853, 38.2007144 47.9254238, 38.2007194 47.9254648, 38.2007077 47.9255052, 38.2006801 47.9255419, 38.2006387 47.9255723, 38.2005866 47.925594)",,,roundabout
111424411,Першотравнева вулиця,residential,False,False,129.829,"LINESTRING (38.2003051 47.9255368, 38.2001601 47.9255415, 38.2000256 47.9256854, 38.1995668 47.9265318)",,,
154574731,,residential,True,False,48.961,"LINESTRING (38.2003051 47.9255368, 38.2002767 47.9254918, 38.2002713 47.925443, 38.2002896 47.9253956, 38.2003296 47.9253546, 38.2003871 47.9253245, 38.2004559 47.9253082, 38.200529 47.9253076, 38.2005984 47.9253228, 38.2006569 47.925352)",,,roundabout
238295194,Комова вулиця,residential,False,False,90.056,"LINESTRING (38.2014973 47.9259609, 38.2018915 47.9251953)",,,
238295194,Комова вулиця,residential,False,True,73.751,"LINESTRING (38.2014973 47.9259609, 38.2011461 47.926581)",,,
154574723,,residential,False,True,85.09,"LINESTRING (38.2014973 47.9259609, 38.2006411 47.9257399, 38.2005866 47.925594)",,,
111522033,Котовського провулок,residential,False,False,75.375,"LINESTRING (38.2030321 47.9250441, 38.2022021 47.9246566)",,,
111522033,Котовського провулок,residential,False,True,49.133,"LINESTRING (38.2030321 47.9250441, 38.2035633 47.9253059)",,,
154574719,Трикотажний провулок,residential,False,False,32.21,"LINESTRING (38.2030321 47.9250441, 38.2028981 47.9253195)",,,
111522038,Горького провулок,residential,False,True,53.693,"LINESTRING (38.2011756 47.9279982, 38.2018615 47.9281463)",,,
111522042,Чапаєва провулок,residential,False,False,108.684,"LINESTRING (38.2008161 47.9271984, 38.2021924 47.9275222)",,,
238295194,Комова вулиця,residential,False,False,72.922,"LINESTRING (38.2008161 47.9271984, 38.2011461 47.926581)",,,
238295194,Комова вулиця,residential,False,True,152.043,"LINESTRING (38.2008161 47.9271984, 38.2001502 47.9284909)",,,
111522016,Лермонтова вулиця,residential,False,False,104.068,"LINESTRING (38.1993857 47.92484, 38.2005135 47.925084, 38.2007227 47.925105)",,,
846933230,,residential,False,False,109.755,"LINESTRING (38.1997553 47.9240689, 38.201158 47.9243701)",,,
154574734,Першотравнева вулиця,residential,False,True,87.919,"LINESTRING (38.201158 47.9243701, 38.2007227 47.925105)",,,
846933230,,residential,False,True,109.755,"LINESTRING (38.201158 47.9243701, 38.1997553 47.9240689)",,,
154574734,Першотравнева вулиця,residential,False,False,24.012,"LINESTRING (38.201158 47.9243701, 38.2011673 47.9243543, 38.2012699 47.9241676)",,,
111424411,Першотравнева вулиця,residential,False,False,42.986000000000004,"LINESTRING (38.1987269 47.9281929, 38.1986716 47.9282917, 38.1985479 47.9284285, 38.1984806 47.9285409)",,,
111424411,Першотравнева вулиця,residential,False,True,195.10999999999999,"LINESTRING (38.1987269 47.9281929, 38.1991586 47.927422, 38.199489 47.9267014, 38.1995668 47.9265318)",,,
935559009,,residential,False,False,111.343,"LINESTRING (38.1987269 47.9281929, 38.1996108 47.9284112, 38.2001502 47.9284909)",,drive-through,
