osmid,name,highway,oneway,reversed,length,geometry,lanes,service,junction
27448537,Шевченка вулиця,tertiary,False,False,344.73,"LINESTRING (38.1980377 47.9261854, 38.1996034 47.9232681)",,,
27448537,Шевченка вулиця,tertiary,False,True,145.611,"LINESTRING (38.1980377 47.9261854, 38.1962164 47.9257107)",,,
40918572,,residential,False,False,120.269,"LINESTRING (38.1980377 47.9261854, 38.1984107 47.9262699, 38.1995668 47.9265318)",,,
27448537,Шевченка вулиця,tertiary,False,False,145.611,"LINESTRING (38.1962164 47.9257107, 38.1980377 47.9261854)",,,
111424412,Леніна вулиця,residential,False,True,74.193,"LINESTRING (38.202552 47.9269, 38.2021924 47.9275222)",,,
111522020,Щорса провулок,residential,False,False,7.22,"LINESTRING (38.202552 47.9269, 38.202644 47.9269204)",,,
111522020,Щорса провулок,residential,False,True,34.899,"LINESTRING (38.202552 47.9269, 38.2021066 47.9268029)",,,
40918572,,residential,False,True,120.269,"LINESTRING (38.1995668 47.9265318, 38.1984107 47.9262699, 38.1980377 47.9261854)",,,
111424411,Першотравнева вулиця,residential,False,False,195.11,"LINESTRING (38.1995668 47.9265318, 38.199489 47.9267014, 38.1991586 47.927422, 38.1987269 47.9281929)",,,
111424411,Першотравнева вулиця,residential,False,True,129.829,"LINESTRING (38.1995668 47.9265318, 38.2000256 47.9256854, 38.2001601 47.9255415, 38.2003051 47.9255368)",,,
154574726,Кимова провулок,residential,False,True,114.616,"LINESTRING (38.1999436 47.9288595, 38.1984806 47.9285409)",1,,
846634572,Комова вулиця,residential,False,False,43.782,"LINESTRING (38.1999436 47.9288595, 38.2001502 47.9284909)",,,
846634572,Комова вулиця,residential,False,True,54.416,"LINESTRING (38.1999436 47.9288595, 38.1997049 47.929322)",,,
111522016,Лермонтова вулиця,residential,False,False,87.666,"LINESTRING (38.2007227 47.925105, 38.2018915 47.9251953)",,,
154574734,Першотравнева вулиця,residential,False,False,87.919,"LINESTRING (38.2007227 47.925105, 38.201158 47.9243701)",,,
154574734,Першотравнева вулиця,residential,False,True,27.899,"LINESTRING (38.2007227 47.925105, 38.2006569 47.925352)",,,
111522016,Лермонтова вулиця,residential,False,True,104.068,"LINESTRING (38.2007227 47.925105, 38.2005135 47.925084, 38.1993857 47.92484)",,,
27448537,Шевченка вулиця,tertiary,False,False,60.86,"LINESTRING (38.1996034 47.9232681, 38.1998546 47.9227473)",,,
27448537,Шевченка вулиця,tertiary,False,True,344.73,"LINESTRING (38.1996034 47.9232681, 38.1980377 47.9261854)",,,
111522033,Котовського провулок,residential,False,True,159.644,"LINESTRING (38.1996034 47.9232681, 38.1997384 47.9233658, 38.2000487 47.9235397, 38.2012699 47.9241676)",,,
111424411,Першотравнева вулиця,residential,False,True,56.108,"LINESTRING (38.1982307 47.9290169, 38.1984806 47.9285409)",,,
111522029,Мічуріна провулок,residential,False,True,114.957,"LINESTRING (38.1982307 47.9290169, 38.1997049 47.929322)",1,,
111424412,Леніна вулиця,residential,False,False,74.193,"LINESTRING (38.2021924 47.9275222, 38.202552 47.9269)",,,
111424412,Леніна вулиця,residential,False,True,73.646,"LINESTRING (38.2021924 47.9275222, 38.2018615 47.9281463)",,,
111522042,Чапаєва провулок,residential,False,False,126.966,"LINESTRING (38.2021924 47.9275222, 38.2037944 47.9279114)",,,
111522042,Чапаєва провулок,residential,False,True,108.684,"LINESTRING (38.2021924 47.9275222, 38.2008161 47.9271984)",,,
111522020,Щорса провулок,residential,False,False,75.701,"LINESTRING (38.2011461 47.926581, 38.2021066 47.9268029)",,,
238295194,Комова вулиця,residential,False,False,73.751,"LINESTRING (38.2011461 47.926581, 38.2014973 47.9259609)",,,
238295194,Комова вулиця,residential,False,True,72.922,"LINESTRING (38.2011461 47.926581, 38.2008161 47.9271984)",,,
111522016,Лермонтова вулиця,residential,False,True,16.209,"LINESTRING (38.2037078 47.9253693, 38.2034967 47.9254045)",,,
111522033,Котовського провулок,residential,False,False,12.87,"LINESTRING (38.2037078 47.9253693, 38.2035633 47.9253059)",,,
27448537,Шевченка вулиця,tertiary,False,True,140.525,"LINESTRING (38.2004721 47.9215532, 38.1998546 47.9227473)",,,
111522001,Мартинова вулиця,residential,False,True,80.617,"LINESTRING (38.2004721 47.9215532, 38.2005943 47.9215873, 38.2006303 47.9215974, 38.2014859 47.921806)",,,
111424412,Леніна вулиця,residential,False,False,73.646,"LINESTRING (38.2018615 47.9281463, 38.2021924 47.9275222)",,,
111424412,Леніна вулиця,residential,False,True,73.762,"LINESTRING (38.2018615 47.9281463, 38.2015134 47.9287673)",,,
111522038,Горького провулок,residential,False,False,53.693,"LINESTRING (38.2018615 47.9281463, 38.2011756 47.9279982)",,,
111522038,Горького провулок,residential,False,True,125.737,"LINESTRING (38.2018615 47.9281463, 38.2034412 47.9285441)",,,
238295194,Комова вулиця,residential,False,False,152.043,"LINESTRING (38.2001502 47.9284909, 38.2008161 47.9271984)",,,
846634572,Комова вулиця,residential,False,True,43.782,"LINESTRING (38.2001502 47.9284909, 38.1999436 47.9288595)",,,
111522012,Кимова провулок,residential,False,False,106.117,"LINESTRING (38.2001502 47.9284909, 38.2004782 47.9285574, 38.2015134 47.9287673)",,,
935559009,,residential,False,True,111.343,"LINESTRING (38.2001502 47.9284909, 38.1996108 47.9284112, 38.1987269 47.9281929)",,drive-through,
27448537,Шевченка вулиця,tertiary,False,False,140.525,"LINESTRING (38.1998546 47.9227473, 38.2004721 47.9215532)",,,
27448537,Шевченка вулиця,tertiary,False,True,60.86,"LINESTRING (38.1998546 47.9227473, 38.1996034 47.9232681)",,,
111522043,Гагаріна вулиця,residential,False,False,157.706,"LINESTRING (38.1998546 47.9227473, 38.2000232 47.922787, 38.2018382 47.9232418)",,,
111522001,Мартинова вулиця,residential,False,False,85.448,"LINESTRING (38.2025551 47.9220837, 38.2014859 47.921806)",,,
111522001,Мартинова вулиця,residential,False,True,74.423,"LINESTRING (38.2025551 47.9220837, 38.2034776 47.9223402)",,,
154574734,Першотравнева вулиця,residential,False,True,139.416,"LINESTRING (38.2025551 47.9220837, 38.2018382 47.9232418)",,,
111522001,Мартинова вулиця,residential,False,False,74.423,"LINESTRING (38.2034776 47.9223402, 38.2025551 47.9220837)",,,
238295194,Комова вулиця,residential,False,True,138.476,"LINESTRING (38.2034776 47.9223402, 38.2028551 47.9235136)",,,
111522043,Гагаріна вулиця,residential,False,False,81.579,"LINESTRING (38.2018382 47.9232418, 38.2028551 47.9235136)",,,
154574734,Першотравнева вулиця,residential,False,False,139.416,"LINESTRING (38.2018382 47.9232418, 38.2025551 47.9220837)",,,
154574734,Першотравнева вулиця,residential,False,True,111.314,"LINESTRING (38.2018382 47.9232418, 38.2012699 47.9241676)",,,
111522043,Гагаріна вулиця,residential,False,True,157.706,"LINESTRING (38.2018382 47.9232418, 38.2000232 47.922787, 38.1998546 47.9227473)",,,
111522043,Гагаріна вулиця,residential,False,True,81.579,"LINESTRING (38.2028551 47.9235136, 38.2018382 47.9232418)",,,
238295194,Комова вулиця,residential,False,False,138.476,"LINESTRING (38.2028551 47.9235136, 38.2034776 47.9223402)",,,
238295194,Комова вулиця,residential,False,True,136.092,"LINESTRING (38.2028551 47.9235136, 38.2022021 47.9246566)",,,
111522033,Котовського провулок,residential,False,True,88.212,"LINESTRING (38.2012699 47.9241676, 38.2022021 47.9246566)",,,
154574734,Першотравнева вулиця,residential,False,False,111.314,"LINESTRING (38.2012699 47.9241676, 38.2018382 47.9232418)",,,
111522033,Котовського провулок,residential,False,False,159.644,"LINESTRING (38.2012699 47.9241676, 38.2000487 47.9235397, 38.1997384 47.9233658, 38.1996034 47.9232681)",,,
154574734,Першотравнева вулиця,residential,False,True,24.012,"LINESTRING (38.2012699 47.9241676, 38.2011673 47.9243543, 38.201158 47.9243701)",,,
111522033,Котовського провулок,residential,False,False,88.212,"LINESTRING (38.2022021 47.9246566, 38.2012699 47.9241676)",,,
111522033,Котовського провулок,residential,False,True,75.375,"LINESTRING (38.2022021 47.9246566, 38.2030321 47.9250441)",,,
238295194,Комова вулиця,residential,False,False,136.092,"LINESTRING (38.2022021 47.9246566, 38.2028551 47.9235136)",,,
238295194,Комова вулиця,residential,False,True,64.216,"LINESTRING (38.2022021 47.9246566, 38.2018915 47.9251953)",,,
111522016,Лермонтова вулиця,residential,False,False,76.264,"LINESTRING (38.2018915 47.9251953, 38.2028981 47.9253195)",,,
111522016,Лермонтова вулиця,residential,False,True,87.666,"LINESTRING (38.2018915 47.9251953, 38.2007227 47.925105)",,,
238295194,Комова вулиця,residential,False,False,64.216,"LINESTRING (38.2018915 47.9251953, 38.2022021 47.9246566)",,,
238295194,Комова вулиця,residential,False,True,90.056,"LINESTRING (38.2018915 47.9251953, 38.2014973 47.9259609)",,,
111522016,Лермонтова вулиця,residential,False,False,16.209,"LINESTRING (38.2034967 47.9254045, 38.2037078 47.9253693)",,,
111522016,Лермонтова вулиця,residential,False,True,45.593,"LINESTRING (38.2034967 47.9254045, 38.2028981 47.9253195)",,,
333622453,Леніна вулиця,residential,False,False,12.035,"LINESTRING (38.2034967 47.9254045, 38.2035633 47.9253059)",,,
333622453,Леніна вулиця,residential,False,True,180.137,"LINESTRING (38.2034967 47.9254045, 38.202644 47.9269204)",,,
111522020,Щорса провулок,residential,False,False,119.49,"LINESTRING (38.202644 47.9269204, 38.2041627 47.9272656)",,,
111522020,Щорса провулок,residential,False,True,7.22,"LINESTRING (38.202644 47.9269204, 38.202552 47.9269)",,,
333622453,Леніна вулиця,residential,False,False,180.137,"LINESTRING (38.202644 47.9269204, 38.2034967 47.9254045)",,,
111522003,Комуністична вулиця,residential,False,False,76.874,"LINESTRING (38.2041627 47.9272656, 38.2037944 47.9279114)",,,
111522020,Щорса провулок,residential,False,True,119.49,"LINESTRING (38.2041627 47.9272656, 38.202644 47.9269204)",,,
111522003,Комуністична вулиця,residential,False,False,75.114,"LINESTRING (38.2037944 47.9279114, 38.2034412 47.9285441)",,,
111522003,Комуністична вулиця,residential,False,True,76.874,"LINESTRING (38.2037944 47.9279114, 38.2041627 47.9272656)",,,
111522042,Чапаєва провулок,residential,False,True,126.966,"LINESTRING (38.2037944 47.9279114, 38.2021924 47.9275222)",,,
111522003,Комуністична вулиця,residential,False,False,70.893,"LINESTRING (38.2034412 47.9285441, 38.2031203 47.9291443)",,,
111522003,Комуністична вулиця,residential,False,True,75.114,"LINESTRING (38.2034412 47.9285441, 38.2037944 47.9279114)",,,
111522038,Горького провулок,residential,False,False,125.737,"LINESTRING (38.2034412 47.9285441, 38.2018615 47.9281463)",,,
111424412,Леніна вулиця,residential,False,False,73.762,"LINESTRING (38.2015134 47.9287673, 38.2018615 47.9281463)",,,
111522012,Кимова провулок,residential,False,False,126.851,"LINESTRING (38.2015134 47.9287673, 38.2031203 47.9291443)",,,
111522012,Кимова провулок,residential,False,True,106.117,"LINESTRING (38.2015134 47.9287673, 38.2004782 47.9285574, 38.2001502 47.9284909)",,,
111522003,Комуністична вулиця,residential,False,True,70.893,"LINESTRING (38.2031203 47.9291443, 38.2034412 47.9285441)",,,
111522012,Кимова провулок,residential,False,True,126.851,"LINESTRING (38.2031203 47.9291443, 38.2015134 47.9287673)",,,
111522029,Мічуріна провулок,residential,False,False,114.957,"LINESTRING (38.1997049 47.929322, 38.1982307 47.9290169)",1,,
846634572,Комова вулиця,residential,False,False,54.416,"LINESTRING (38.1997049 47.929322, 38.1999436 47.9288595)",,,
111522033,Котовського провулок,residential,False,False,49.133,"LINESTRING (38.2035633 47.9253059, 38.2030321 47.9250441)",,,
111522033,Котовського провулок,residential,False,True,12.87,"LINESTRING (38.2035633 47.9253059, 38.2037078 47.9253693)",,,
333622453,Леніна вулиця,residential,False,True,12.035,"LINESTRING (38.2035633 47.9253059, 38.2034967 47.9254045)",,,
111522001,Мартинова вулиця,residential,False,True,85.448,"LINESTRING (38.2014859 47.921806, 38.2025551 47.9220837)",,,
111522001,Мартинова вулиця,residential,False,False,80.617,"LINESTRING (38.2014859 47.921806, 38.2006303 47.9215974, 38.2005943 47.9215873, 38.2004721 47.9215532)",,,
111522020,Щорса провулок,residential,False,False,34.899,"LINESTRING (38.2021066 47.9268029, 38.202552 47.9269)",,,
111522020,Щорса провулок,residential,False,True,75.701,"LINESTRING (38.2021066 47.9268029, 38.2011461 47.926581)",,,
154574719,Трикотажний провулок,residential,False,True,175.173,"LINESTRING (38.2021066 47.9268029, 38.2028981 47.9253195)",,,
154574723,,residential,False,False,85.09,"LINESTRING (38.2005866 47.925594, 38.2006411 47.9257399, 38.2014973 47.9259609)",,,
