osmid,oneway,highway,reversed,length,lanes,ref,geometry,name,maxspeed
132154475,False,residential,False,278.34000000000003,,,"LINESTRING (37.6955788 48.5369338, 37.6946467 48.537419, 37.6940699 48.5377192, 37.6926067 48.5384808)",Незалежності вулиця,
121656938,False,residential,False,85.854,,,"LINESTRING (37.6949122 48.5363003, 37.6955788 48.5369338)",Театральна вулиця,
121656938,False,residential,True,85.383,,,"LINESTRING (37.6949122 48.5363003, 37.694212 48.5356882)",Театральна вулиця,
132154473,False,residential,False,279.354,,,"LINESTRING (37.6949122 48.5363003, 37.691872 48.5378034)",Трудова вулиця,
132154473,False,residential,True,212.986,,,"LINESTRING (37.6949122 48.5363003, 37.6972643 48.5351853)",Трудова вулиця,
132150537,False,residential,False,100.978,,,"LINESTRING (37.6964643 48.5344477, 37.6972643 48.5351853)",Поштова вулиця,
132150537,False,residential,True,73.016,,,"LINESTRING (37.6964643 48.5344477, 37.6958906 48.5339121)",Поштова вулиця,
132156757,False,residential,True,120.22,,,"LINESTRING (37.6964643 48.5344477, 37.6967309 48.5343008, 37.6978627 48.5338966)",Інтернаціональна вулиця,
132121209,False,residential,False,89.389,,,"LINESTRING (37.6896891 48.5358076, 37.6904123 48.5364533)",Злагоди вулиця,
132160620,False,living_street,True,168.672,,,"LINESTRING (37.6896891 48.5358076, 37.6915822 48.5349534)",О. Островського вулиця,
132121209,False,residential,True,92.84299999999999,,,"LINESTRING (37.6896891 48.5358076, 37.6892743 48.5354386, 37.6889505 48.535131)",Злагоди вулиця,
132150537,False,residential,False,87.943,,,"LINESTRING (37.6951916 48.5332708, 37.6958906 48.5339121)",Поштова вулиця,
879486694,False,residential,True,120.51,,,"LINESTRING (37.6951916 48.5332708, 37.6965387 48.5326553)",О. Островського вулиця,
132150537,False,residential,True,93.67999999999999,,,"LINESTRING (37.6951916 48.5332708, 37.6948448 48.5329609, 37.6945363 48.5327093, 37.6944166 48.5326029)",Поштова вулиця,
132121211,False,residential,False,88.47,,,"LINESTRING (37.6915822 48.5349534, 37.6922619 48.5356095)",Гоголя вулиця,
132160620,False,living_street,False,168.672,,,"LINESTRING (37.6915822 48.5349534, 37.6896891 48.5358076)",О. Островського вулиця,
132121211,False,residential,True,95.378,,,"LINESTRING (37.6915822 48.5349534, 37.6912333 48.5346167, 37.6908726 48.534236)",Гоголя вулиця,
132628334,False,tertiary,False,173.012,,,"LINESTRING (37.6908726 48.534236, 37.6889505 48.535131)",Олекси Тихого вулиця,50
132628334,False,tertiary,True,98.363,,,"LINESTRING (37.6908726 48.534236, 37.6919594 48.5337216)",Олекси Тихого вулиця,50
132121211,False,residential,False,95.378,,,"LINESTRING (37.6908726 48.534236, 37.6912333 48.5346167, 37.6915822 48.5349534)",Гоголя вулиця,
132628326,True,tertiary,False,174.272,,,"LINESTRING (37.6896833 48.5389296, 37.689074 48.538406, 37.6882839 48.5377255, 37.6882398 48.5376875)",Білоусова вулиця,
132628334,False,tertiary,False,219.565,,,"LINESTRING (37.6944166 48.5326029, 37.6919594 48.5337216)",Олекси Тихого вулиця,50
132628334,False,tertiary,True,122.484,,,"LINESTRING (37.6944166 48.5326029, 37.6957946 48.5319859)",Олекси Тихого вулиця,50
132150537,False,residential,False,93.68,,,"LINESTRING (37.6944166 48.5326029, 37.6945363 48.5327093, 37.6948448 48.5329609, 37.6951916 48.5332708)",Поштова вулиця,
132628334,False,tertiary,False,122.359,,,"LINESTRING (37.6889505 48.535131, 37.6875594 48.535733)",Олекси Тихого вулиця,50
132628334,False,tertiary,True,173.012,,,"LINESTRING (37.6889505 48.535131, 37.6908726 48.534236)",Олекси Тихого вулиця,50
132121209,False,residential,False,92.84299999999999,,,"LINESTRING (37.6889505 48.535131, 37.6892743 48.5354386, 37.6896891 48.5358076)",Злагоди вулиця,
132628334,False,tertiary,False,122.484,,,"LINESTRING (37.6957946 48.5319859, 37.6944166 48.5326029)",Олекси Тихого вулиця,50
132628334,False,tertiary,True,297.233,,,"LINESTRING (37.6957946 48.5319859, 37.6990849 48.5304374)",Олекси Тихого вулиця,50
879486693,False,residential,True,92.425,,,"LINESTRING (37.6957946 48.5319859, 37.6965387 48.5326553)",Московська вулиця,
121656938,False,residential,False,187.144,,,"LINESTRING (37.6919594 48.5337216, 37.6934519 48.5350839)",Театральна вулиця,
132628334,False,tertiary,False,98.363,,,"LINESTRING (37.6919594 48.5337216, 37.6908726 48.534236)",Олекси Тихого вулиця,50
132628334,False,tertiary,True,219.565,,,"LINESTRING (37.6919594 48.5337216, 37.6944166 48.5326029)",Олекси Тихого вулиця,50
132150537,False,residential,True,83.912,,,"LINESTRING (37.6979275 48.535799, 37.6972643 48.5351853)",Поштова вулиця,
132154475,False,residential,False,214.072,,,"LINESTRING (37.6979275 48.535799, 37.6955788 48.5369338)",Незалежності вулиця,
132628334,False,tertiary,False,53.144,,,"LINESTRING (37.6875594 48.535733, 37.6869726 48.5360113)",Олекси Тихого вулиця,50
132628334,False,tertiary,True,122.359,,,"LINESTRING (37.6875594 48.535733, 37.6889505 48.535131)",Олекси Тихого вулиця,50
132628406,False,tertiary_link,False,49.415000000000006,,,"LINESTRING (37.6875594 48.535733, 37.6874832 48.5358481, 37.6874439 48.5358991, 37.6874297 48.5359366, 37.6874234 48.5359783, 37.6874439 48.5360543, 37.6874506 48.5361579)",,
161636931,False,primary,True,39.289,2,Н-20,"LINESTRING (37.6869325 48.5374212, 37.6866016 48.537144)",,
161636930,True,primary,False,79.53800000000001,1,Н-20,"LINESTRING (37.6869325 48.5374212, 37.6870379 48.5374518, 37.6871282 48.5374692, 37.687201 48.5374789, 37.6872943 48.5374768, 37.6873604 48.5374628, 37.6874406 48.5374295, 37.6874981 48.5373697, 37.6875299 48.5373164, 37.6875496 48.5372618, 37.6875521 48.5371951, 37.687497 48.5370954)",,
161636941,False,tertiary,True,72.055,,,"LINESTRING (37.6869325 48.5374212, 37.6870307 48.5374775, 37.6871001 48.5375042, 37.6872572 48.5375442, 37.6877264 48.537643, 37.68783 48.5376628)",,
161636941,False,tertiary,False,72.055,,,"LINESTRING (37.68783 48.5376628, 37.6877264 48.537643, 37.6872572 48.5375442, 37.6871001 48.5375042, 37.6870307 48.5374775, 37.6869325 48.5374212)",,
132628326,True,tertiary,False,85.59,,,"LINESTRING (37.6882398 48.5376875, 37.6878343 48.5373643, 37.687497 48.5370954)",Білоусова вулиця,
132628382,True,tertiary,False,30.753999999999998,,,"LINESTRING (37.6882398 48.5376875, 37.6881522 48.5376655, 37.6880686 48.5376595, 37.6879368 48.5376695, 37.68783 48.5376628)",,
132150537,False,residential,False,73.016,,,"LINESTRING (37.6958906 48.5339121, 37.6964643 48.5344477)",Поштова вулиця,
132150537,False,residential,True,87.943,,,"LINESTRING (37.6958906 48.5339121, 37.6951916 48.5332708)",Поштова вулиця,
879486697,False,residential,False,221.856,,,"LINESTRING (37.6958906 48.5339121, 37.6934519 48.5350839)",Торецька вулиця,
879486697,False,residential,True,120.651,,,"LINESTRING (37.6958906 48.5339121, 37.6971682 48.5332327)",Торецька вулиця,
132150534,False,residential,False,89.804,,,"LINESTRING (37.6978627 48.5338966, 37.6971682 48.5332327)",Московська вулиця,
132150534,False,residential,True,90.916,,,"LINESTRING (37.6978627 48.5338966, 37.6985827 48.5345222, 37.6986086 48.5345481)",Московська вулиця,
132156757,False,residential,False,120.22,,,"LINESTRING (37.6978627 48.5338966, 37.6967309 48.5343008, 37.6964643 48.5344477)",Інтернаціональна вулиця,
132121209,False,residential,True,89.389,,,"LINESTRING (37.6904123 48.5364533, 37.6896891 48.5358076)",Злагоди вулиця,
879486697,False,residential,False,175.852,,,"LINESTRING (37.6904123 48.5364533, 37.6884536 48.5373583)",Торецька вулиця,
879486697,False,residential,True,165.375,,,"LINESTRING (37.6904123 48.5364533, 37.6922619 48.5356095)",Торецька вулиця,
132121209,False,residential,False,184.628,,,"LINESTRING (37.6904123 48.5364533, 37.6906935 48.5367132, 37.691872 48.5378034)",Злагоди вулиця,
132150534,False,residential,True,79.187,,,"LINESTRING (37.6965387 48.5326553, 37.6971682 48.5332327)",Московська вулиця,
879486693,False,residential,False,92.425,,,"LINESTRING (37.6965387 48.5326553, 37.6957946 48.5319859)",Московська вулиця,
879486694,False,residential,False,120.51,,,"LINESTRING (37.6965387 48.5326553, 37.6951916 48.5332708)",О. Островського вулиця,
132150534,False,residential,False,79.187,,,"LINESTRING (37.6971682 48.5332327, 37.6965387 48.5326553)",Московська вулиця,
132150534,False,residential,True,89.804,,,"LINESTRING (37.6971682 48.5332327, 37.6978627 48.5338966)",Московська вулиця,
879486697,False,residential,False,120.651,,,"LINESTRING (37.6971682 48.5332327, 37.6958906 48.5339121)",Торецька вулиця,
132154473,False,residential,False,121.726,,,"LINESTRING (37.6986086 48.5345481, 37.6972643 48.5351853)",Трудова вулиця,
132150534,False,residential,False,90.916,,,"LINESTRING (37.6986086 48.5345481, 37.6985827 48.5345222, 37.6978627 48.5338966)",Московська вулиця,
132150537,False,residential,False,83.912,,,"LINESTRING (37.6972643 48.5351853, 37.6979275 48.535799)",Поштова вулиця,
132150537,False,residential,True,100.978,,,"LINESTRING (37.6972643 48.5351853, 37.6964643 48.5344477)",Поштова вулиця,
132154473,False,residential,False,212.986,,,"LINESTRING (37.6972643 48.5351853, 37.6949122 48.5363003)",Трудова вулиця,
132154473,False,residential,True,121.726,,,"LINESTRING (37.6972643 48.5351853, 37.6986086 48.5345481)",Трудова вулиця,
132121209,False,residential,False,92.734,,,"LINESTRING (37.691872 48.5378034, 37.6926067 48.5384808)",Злагоди вулиця,
132154473,False,residential,False,54.032,,,"LINESTRING (37.691872 48.5378034, 37.6912854 48.5380954)",Трудова вулиця,
132154473,False,residential,True,279.354,,,"LINESTRING (37.691872 48.5378034, 37.6949122 48.5363003)",Трудова вулиця,
132121209,False,residential,True,184.628,,,"LINESTRING (37.691872 48.5378034, 37.6906935 48.5367132, 37.6904123 48.5364533)",Злагоди вулиця,
132121209,False,residential,True,92.734,,,"LINESTRING (37.6926067 48.5384808, 37.691872 48.5378034)",Злагоди вулиця,
132154475,False,residential,True,278.34,,,"LINESTRING (37.6926067 48.5384808, 37.6940699 48.5377192, 37.6946467 48.537419, 37.6955788 48.5369338)",Незалежності вулиця,
132121211,False,residential,False,87.002,,,"LINESTRING (37.6922619 48.5356095, 37.6929369 48.5362517)",Гоголя вулиця,
132121211,False,residential,True,88.47,,,"LINESTRING (37.6922619 48.5356095, 37.6915822 48.5349534)",Гоголя вулиця,
879486697,False,residential,False,165.375,,,"LINESTRING (37.6922619 48.5356095, 37.6904123 48.5364533)",Торецька вулиця,
879486697,False,residential,True,105.322,,,"LINESTRING (37.6922619 48.5356095, 37.6934519 48.5350839)",Торецька вулиця,
161636931,False,primary,False,39.289,2,Н-20,"LINESTRING (37.6866016 48.537144, 37.6869325 48.5374212)",,
161636931,False,primary,True,52.953,2,Н-20,"LINESTRING (37.6866016 48.537144, 37.6863964 48.5369721, 37.6861556 48.5367704)",,
121656938,False,residential,False,85.383,,,"LINESTRING (37.694212 48.5356882, 37.6949122 48.5363003)",Театральна вулиця,
121656938,False,residential,True,87.449,,,"LINESTRING (37.694212 48.5356882, 37.6934519 48.5350839)",Театральна вулиця,
293545693,False,residential,False,112.872,,,"LINESTRING (37.694212 48.5356882, 37.6929369 48.5362517)",Інтернаціональна вулиця,
293545693,False,residential,True,98.825,,,"LINESTRING (37.6918474 48.5367708, 37.6929369 48.5362517)",Інтернаціональна вулиця,
132154473,False,residential,True,54.032,,,"LINESTRING (37.6912854 48.5380954, 37.691872 48.5378034)",Трудова вулиця,
132628334,False,tertiary,False,297.233,,,"LINESTRING (37.6990849 48.5304374, 37.6957946 48.5319859)",Олекси Тихого вулиця,50
