osmid,oneway,name,highway,maxspeed,reversed,length,geometry,ref,junction,lanes,bridge
692216198,False,,tertiary,50,False,35.828,"LINESTRING (34.8767555 48.2044024, 34.8768245 48.2044013, 34.8768903 48.2044155, 34.8769454 48.2044432, 34.8769837 48.2044815, 34.877001 48.204526, 34.8769954 48.2045719, 34.8769674 48.204614)",,circular,,
692216198,False,,tertiary,50,True,30.706,"LINESTRING (34.8767555 48.2044024, 34.8766908 48.2044186, 34.8766377 48.204448, 34.8766022 48.2044875, 34.876588 48.2045325, 34.8765969 48.2045781, 34.8766278 48.2046193)",,circular,,
178145931,True,вулиця Гагаріна,tertiary,50,False,53.038000000000004,"LINESTRING (34.8766278 48.2046193, 34.8764439 48.2045543, 34.8762532 48.2045243, 34.8759457 48.2044908)",,,,
692216198,False,,tertiary,50,False,30.706,"LINESTRING (34.8766278 48.2046193, 34.8765969 48.2045781, 34.876588 48.2045325, 34.8766022 48.2044875, 34.8766377 48.204448, 34.8766908 48.2044186, 34.8767555 48.2044024)",,circular,,
692216198,False,,tertiary,50,True,29.400000000000002,"LINESTRING (34.8766278 48.2046193, 34.8766749 48.2046503, 34.8767342 48.2046697, 34.8767997 48.2046757, 34.8768647 48.2046677, 34.8769226 48.2046464, 34.8769674 48.204614)",,circular,,
208764102,False,Набережна вулиця,residential,,False,386.45300000000003,"LINESTRING (34.8717999 48.2065707, 34.8728339 48.2066123, 34.8737769 48.2067843, 34.8743772 48.2068891, 34.8745778 48.2069326, 34.8747996 48.2070139, 34.8750787 48.2071971, 34.8752433 48.2072672, 34.8754956 48.2073157, 34.8760193 48.2072996, 34.8766301 48.2073329, 34.8767595 48.2073409)",,,,
208764102,False,Набережна вулиця,residential,,True,386.453,"LINESTRING (34.8767595 48.2073409, 34.8766301 48.2073329, 34.8760193 48.2072996, 34.8754956 48.2073157, 34.8752433 48.2072672, 34.8750787 48.2071971, 34.8747996 48.2070139, 34.8745778 48.2069326, 34.8743772 48.2068891, 34.8737769 48.2067843, 34.8728339 48.2066123, 34.8717999 48.2065707)",,,,
"[610298168, 567907563, 610298164, 610298165]",False,вулиця Гагаріна,tertiary,50,False,268.999,"LINESTRING (34.8767595 48.2073409, 34.8767884 48.2068648, 34.8767995 48.2066474, 34.8768364 48.2051152, 34.8768248 48.2049226)",,,2,yes
610298168,False,вулиця Гагаріна,tertiary,50,True,52.465,"LINESTRING (34.8767595 48.2073409, 34.8767421 48.2077138, 34.876728 48.2078121)",,,,
610298168,False,вулиця Гагаріна,tertiary,50,False,52.465,"LINESTRING (34.876728 48.2078121, 34.8767421 48.2077138, 34.8767595 48.2073409)",,,,
208877665,False,вулиця Братів Більченко,residential,,True,21.634,"LINESTRING (34.8755568 48.2006723, 34.8758358 48.2007295)",,,,
208877747,False,,residential,,False,130.083,"LINESTRING (34.8755568 48.2006723, 34.8753101 48.2015233, 34.8751947 48.2018165)",,,,
208877665,False,вулиця Братів Більченко,residential,,False,21.634,"LINESTRING (34.8758358 48.2007295, 34.8755568 48.2006723)",,,,
208877678,False,вулиця Терентьєва,residential,,True,231.837,"LINESTRING (34.8751947 48.2018165, 34.8756373 48.2019094, 34.8763668 48.202056, 34.8768765 48.2021633, 34.8772252 48.2022276, 34.87818 48.2024386)",,,,
208877747,False,,residential,,False,134.266,"LINESTRING (34.8751947 48.2018165, 34.8751438 48.2020774, 34.8749614 48.2027925, 34.8748836 48.2030053)",,,,
208877747,False,,residential,,True,130.083,"LINESTRING (34.8751947 48.2018165, 34.8753101 48.2015233, 34.8755568 48.2006723)",,,,
208877678,False,вулиця Терентьєва,residential,,False,231.837,"LINESTRING (34.87818 48.2024386, 34.8772252 48.2022276, 34.8768765 48.2021633, 34.8763668 48.202056, 34.8756373 48.2019094, 34.8751947 48.2018165)",,,,
208877674,False,вулиця Усенко,residential,,True,322.612,"LINESTRING (34.8748836 48.2030053, 34.8749639 48.203008, 34.8752511 48.2030178, 34.8762462 48.2030106, 34.8769087 48.2030821, 34.8775309 48.2032323, 34.8791322 48.2035165)",,,,
208877747,False,,residential,,True,134.26600000000002,"LINESTRING (34.8748836 48.2030053, 34.8749614 48.2027925, 34.8751438 48.2020774, 34.8751947 48.2018165)",,,,
208877674,False,вулиця Усенко,residential,,False,322.612,"LINESTRING (34.8791322 48.2035165, 34.8775309 48.2032323, 34.8769087 48.2030821, 34.8762462 48.2030106, 34.8752511 48.2030178, 34.8749639 48.203008, 34.8748836 48.2030053)",,,,
208877745,False,,residential,50,False,161.006,"LINESTRING (34.8791322 48.2035165, 34.8788292 48.2036935, 34.8779316 48.2040766, 34.8775874 48.2042056, 34.8774576 48.2042743, 34.8773507 48.2043377)",,,,
208764105,False,Соборна вулиця,primary,50,False,60.89,"LINESTRING (34.8759457 48.2044908, 34.8761739 48.2044772, 34.876439 48.2044483, 34.8767555 48.2044024)",Р-80,,,
