osmid,name,highway,oneway,reversed,length,geometry,ref,junction,lanes,maxspeed
303155251,Європейська вулиця,tertiary,False,True,19.749,"LINESTRING (28.1130818 50.0521735, 28.1132322 50.0521057, 28.113314 50.0520775)",,,,
418337444,,tertiary,True,False,37.50999999999999,"LINESTRING (28.1130818 50.0521735, 28.1130371 50.0522701, 28.1130246 50.0523194, 28.1130286 50.0523702, 28.1130347 50.052418, 28.1130467 50.0524684, 28.1130586 50.0525044)",,,,
418337443,,primary,True,False,14.344999999999999,"LINESTRING (28.113075 50.0525843, 28.1130448 50.0526458, 28.1129807 50.0526955)",Н-03;Т-23-09,roundabout,,
418337643,вулиця Героїв Майдану,primary,True,False,19.219,"LINESTRING (28.113075 50.0525843, 28.1131349 50.0526077, 28.1132154 50.0526215, 28.1133307 50.052628)",Н-03;Т-23-09,,,
136278483,вулиця Героїв Майдану,primary,True,False,79.933,"LINESTRING (28.1128327 50.0527386, 28.1127477 50.0527646, 28.1126337 50.0527947, 28.1123252 50.0528696, 28.1120168 50.0529454, 28.1117928 50.0530044)",Н-03;Т-23-09,,,
418337443,,primary,True,False,38.998000000000005,"LINESTRING (28.1128327 50.0527386, 28.1127381 50.0527261, 28.1126579 50.0526999, 28.1125964 50.0526579, 28.1125606 50.0526049, 28.1125549 50.0525472, 28.1125799 50.0524918)",Н-03;Т-23-09,roundabout,,
418337445,,primary,True,False,80.16199999999999,"LINESTRING (28.1117928 50.0530044, 28.1118149 50.0529803, 28.1120094 50.0528576, 28.1121594 50.0527652, 28.112372 50.0526343, 28.1124734 50.0525665, 28.1125799 50.0524918)",Н-03;Т-23-09,,,
535014878,вулиця Лисенка,residential,False,True,451.41100000000006,"LINESTRING (28.1117928 50.0530044, 28.1118327 50.0530398, 28.1118732 50.0530707, 28.1119333 50.0531301, 28.112061 50.0532813, 28.1123614 50.0534707, 28.1128979 50.0537497, 28.1132734 50.0543352, 28.1136489 50.0548794, 28.1141639 50.055458, 28.1142819 50.0555958, 28.1145072 50.0557956, 28.1150873 50.0564122)",,,,
535014871,Калинова вулиця,residential,False,False,275.25800000000004,"LINESTRING (28.121224 50.0535477, 28.1209713 50.0536619, 28.1204938 50.0537858, 28.1191313 50.0540562, 28.1175446 50.0542127)",,,,
535014887,Мала Житомирська вулиця,residential,False,False,234.48,"LINESTRING (28.121224 50.0535477, 28.1217084 50.0540497, 28.1218362 50.0542917, 28.1218746 50.0546277, 28.1219287 50.0555528)",,,,
535014887,Мала Житомирська вулиця,residential,False,True,117.779,"LINESTRING (28.121224 50.0535477, 28.1210033 50.0531903, 28.120827 50.0527941, 28.1206572 50.0525551)",,,,
319629993,вулиця Князів Острозьких,residential,False,False,20.897,"LINESTRING (28.1219287 50.0555528, 28.1217785 50.0557141)",,,,
