osmid,oneway,name,highway,maxspeed,reversed,length,ref,geometry
37572820,True,проспект Незалежності,tertiary,50,False,131.711,,"LINESTRING (33.6441138 47.5706584, 33.6453259 47.5698015)"
112190896,False,,tertiary,50,True,83.394,О040110,"LINESTRING (33.6441138 47.5706584, 33.6433112 47.5711773)"
255683236,False,Петропавлівська вулиця,tertiary,50,False,19.862,,"LINESTRING (33.6441138 47.5706584, 33.644296 47.570788)"
"[37159697, 35478586]",False,"['Петропавлівська вулиця', 'Будівельна вулиця']",residential,50,True,452.28799999999995,,"LINESTRING (33.6441138 47.5706584, 33.6440559 47.5706201, 33.6440122 47.5705891, 33.6435288 47.5702516, 33.642912 47.5698203, 33.6422855 47.5693575, 33.641582 47.568876, 33.6411296 47.5685503, 33.6415448 47.568252, 33.6415939 47.5682178, 33.6416891 47.5681494, 33.6423088 47.5677171)"
255683236,False,Петропавлівська вулиця,tertiary,50,True,19.862,,"LINESTRING (33.644296 47.570788, 33.6441138 47.5706584)"
37159682,False,Садова вулиця,residential,50,True,20.958,,"LINESTRING (33.6533943 47.5647115, 33.6532009 47.5645755)"
35478527,True,проспект Незалежності,tertiary,50,False,267.389,,"LINESTRING (33.6533943 47.5647115, 33.6524474 47.5653336, 33.6511399 47.5661993, 33.6508481 47.566394)"
35478586,False,Будівельна вулиця,residential,50,False,124.958,,"LINESTRING (33.6444589 47.5662962, 33.6444251 47.5663184, 33.6437598 47.5667551, 33.6432739 47.5670858)"
"[37159681, 37159679]",False,"['Енергетична вулиця', 'Спортивна вулиця']",residential,50,False,364.432,,"LINESTRING (33.6444589 47.5662962, 33.6438854 47.5658978, 33.6463011 47.5643361, 33.6467416 47.5640444, 33.646796 47.5640132)"
37159679,False,Енергетична вулиця,residential,50,True,221.124,,"LINESTRING (33.6444589 47.5662962, 33.6449291 47.5666229, 33.6465122 47.5677228)"
35478586,False,Будівельна вулиця,residential,50,True,100.849,,"LINESTRING (33.6423088 47.5677171, 33.6432739 47.5670858)"
"[37159697, 35478586]",False,"['Петропавлівська вулиця', 'Будівельна вулиця']",residential,50,False,452.288,,"LINESTRING (33.6423088 47.5677171, 33.6416891 47.5681494, 33.6415939 47.5682178, 33.6415448 47.568252, 33.6411296 47.5685503, 33.641582 47.568876, 33.6422855 47.5693575, 33.642912 47.5698203, 33.6435288 47.5702516, 33.6440122 47.5705891, 33.6440559 47.5706201, 33.6441138 47.5706584)"
35478616,False,Будівельна вулиця,residential,50,False,222.64000000000001,,"LINESTRING (33.6423088 47.5677171, 33.6427203 47.568009, 33.643893 47.5688157, 33.6440325 47.5689117, 33.6443775 47.5691526)"
35478527,True,проспект Незалежності,tertiary,50,False,131.98,,"LINESTRING (33.6455374 47.569947, 33.644296 47.570788)"
35478616,False,Будівельна вулиця,residential,50,True,22.661,,"LINESTRING (33.6455374 47.569947, 33.6453259 47.5698015)"
35478616,False,Будівельна вулиця,residential,50,False,101.335,,"LINESTRING (33.6443775 47.5691526, 33.6452992 47.5697833, 33.6453259 47.5698015)"
35478616,False,Будівельна вулиця,residential,50,True,222.64,,"LINESTRING (33.6443775 47.5691526, 33.6440325 47.5689117, 33.643893 47.5688157, 33.6427203 47.568009, 33.6423088 47.5677171)"
