osmid,oneway,highway,maxspeed,reversed,length,geometry,name,lanes,junction,tunnel
125585930,True,primary,50,False,43.44,"LINESTRING (33.3916041 47.911042, 33.3915638 47.9107386, 33.3915248 47.9106566)",,,,
161114820,False,primary,50,True,103.51899999999999,"LINESTRING (33.3916041 47.911042, 33.3915608 47.9111951, 33.3913456 47.9119567)",вулиця Вільної Ічкерії,,,
152481086,True,primary,50,False,28.512999999999998,"LINESTRING (33.3913374 47.9103468, 33.3913707 47.9102867, 33.3914231 47.9102331, 33.3914922 47.9101887, 33.3915743 47.9101559)",площа 95-й Квартал,3,roundabout,
125585925,True,primary,50,False,37.754999999999995,"LINESTRING (33.3925476 47.9103877, 33.3923446 47.9104415, 33.392271 47.9104792, 33.392116 47.9105592)",,,,
"[739021359, 739021360, 739021361, 739021362, 739021363, 739021364, 739021365]",False,primary,50,False,282.06,"LINESTRING (33.3925476 47.9103877, 33.3927464 47.9103648, 33.3928925 47.910348, 33.3934654 47.910295, 33.3936891 47.9102745, 33.3945484 47.9101968, 33.394987 47.9101557, 33.3956487 47.9100949, 33.3958805 47.9100739, 33.3961487 47.9100493, 33.3962952 47.9100359)",Університетський проспект,6,,
152481086,True,primary,50,False,19.768,"LINESTRING (33.392116 47.9105592, 33.3920886 47.9105868, 33.3920315 47.9106282, 33.3919829 47.9106531, 33.391921 47.9106757)",площа 95-й Квартал,3,roundabout,
34760524,True,tertiary,50,False,254.06699999999998,"LINESTRING (33.3924358 47.9074725, 33.3926152 47.9074982, 33.3937552 47.9077051, 33.3939103 47.9077235, 33.394188 47.9077439, 33.3944897 47.9077351, 33.3947925 47.9077175, 33.3948972 47.9077114, 33.3957246 47.9076448, 33.395787 47.9076396)",вулиця Героїв АТО,2,,
"[739021346, 739021347, 739021348, 115287847, 739021366]",False,primary,50,False,261.575,"LINESTRING (33.3924358 47.9074725, 33.3924163 47.9075894, 33.3922219 47.9084001, 33.3921598 47.9086592, 33.3920498 47.9090655, 33.3919876 47.9093037, 33.391917 47.9095682, 33.391908 47.9096016, 33.3918932 47.909657, 33.3918569 47.9097924)",проспект Металургів,6,,
125585848,False,primary,50,False,451.51599999999996,"LINESTRING (33.3909464 47.910311, 33.3906076 47.91012, 33.3875616 47.9084024, 33.3870753 47.9081282, 33.3864177 47.9077573, 33.3863108 47.907697)",проспект Миру,6,,no
125585939,True,primary,50,False,29.985,"LINESTRING (33.3909464 47.910311, 33.3911415 47.9103526, 33.3912707 47.9103565, 33.3913374 47.9103468)",,,,
125585932,True,primary,50,False,47.376,"LINESTRING (33.391921 47.9106757, 33.3918071 47.9107705, 33.3917439 47.9108356, 33.3916041 47.911042)",,,,
152481086,True,primary,50,False,30.756999999999998,"LINESTRING (33.391921 47.9106757, 33.3918426 47.9106929, 33.3917607 47.9106997, 33.3916783 47.9106958, 33.3915987 47.9106812, 33.3915248 47.9106566)",площа 95-й Квартал,3,roundabout,
152481086,True,primary,50,False,10.214,"LINESTRING (33.3915248 47.9106566, 33.391467 47.9106276, 33.391422 47.9105963)",площа 95-й Квартал,3,roundabout,
30383281,True,primary,50,False,47.57,"LINESTRING (33.391422 47.9105963, 33.3912942 47.9105204, 33.3909464 47.910311)",,,,
152481086,True,primary,50,False,29.476999999999997,"LINESTRING (33.391422 47.9105963, 33.3913842 47.9105601, 33.3913551 47.9105205, 33.3913355 47.9104783, 33.391326 47.9104346, 33.3913266 47.9103904, 33.3913374 47.9103468)",площа 95-й Квартал,3,roundabout,
38245352,False,residential,50,True,91.698,"LINESTRING (33.3854955 47.9086133, 33.3852965 47.9094271)",Залізна вулиця,,,
38245352,False,residential,50,False,119.41399999999999,"LINESTRING (33.3854955 47.9086133, 33.3858045 47.9081468, 33.3862001 47.907792, 33.3863108 47.907697)",Залізна вулиця,,,
38245352,False,residential,50,False,165.045,"LINESTRING (33.3863108 47.907697, 33.3864289 47.9076034, 33.3869812 47.9071653, 33.3876689 47.9066245, 33.3877402 47.9065635)",Залізна вулиця,,,
38245352,False,residential,50,True,119.414,"LINESTRING (33.3863108 47.907697, 33.3862001 47.907792, 33.3858045 47.9081468, 33.3854955 47.9086133)",Залізна вулиця,,,
125585848,False,primary,50,True,451.51599999999996,"LINESTRING (33.3863108 47.907697, 33.3864177 47.9077573, 33.3870753 47.9081282, 33.3875616 47.9084024, 33.3906076 47.91012, 33.3909464 47.910311)",проспект Миру,6,,no
34760524,True,tertiary,50,False,364.315,"LINESTRING (33.3877402 47.9065635, 33.3879568 47.9066051, 33.3883944 47.9066891, 33.3895172 47.9069045, 33.3902987 47.9070549, 33.3906793 47.9071305, 33.3907721 47.9071478, 33.3908275 47.9071582, 33.3908788 47.9071687, 33.3909626 47.9071858, 33.392155 47.9074131, 33.3924358 47.9074725)",вулиця Героїв АТО,2,,
38245352,False,residential,50,True,165.045,"LINESTRING (33.3877402 47.9065635, 33.3876689 47.9066245, 33.3869812 47.9071653, 33.3864289 47.9076034, 33.3863108 47.907697)",Залізна вулиця,,,
161114820,False,primary,50,False,103.51899999999999,"LINESTRING (33.3913456 47.9119567, 33.3915608 47.9111951, 33.3916041 47.911042)",вулиця Вільної Ічкерії,,,
161114821,False,residential,50,False,74.099,"LINESTRING (33.3913456 47.9119567, 33.3911231 47.9119323, 33.3906368 47.9118762, 33.3903655 47.9118449)",вулиця Ярослава Мудрого,,,
38430819,False,residential,50,False,97.89,"LINESTRING (33.3903655 47.9118449, 33.3903127 47.9119225, 33.3900922 47.9127037)",вулиця Святослава Хороброго,,,
161114821,False,residential,50,True,74.099,"LINESTRING (33.3903655 47.9118449, 33.3906368 47.9118762, 33.3911231 47.9119323, 33.3913456 47.9119567)",вулиця Ярослава Мудрого,,,
38430819,False,residential,50,True,87.756,"LINESTRING (33.3899168 47.9134841, 33.3900922 47.9127037)",вулиця Святослава Хороброго,,,
141328218,False,residential,50,False,86.697,"LINESTRING (33.3899168 47.9134841, 33.3887645 47.9133773)",вулиця Волосевича,,,
141328218,False,residential,50,True,40.867,"LINESTRING (33.3899168 47.9134841, 33.3904599 47.9135348)",вулиця Волосевича,,,
38722390,False,residential,50,True,134.58,"LINESTRING (33.3972063 47.9125355, 33.39742 47.9137373)",вулиця Джохара Дудаєва,,,
38430816,True,tertiary,50,False,148.69299999999998,"LINESTRING (33.3972063 47.9125355, 33.3967861 47.9125314, 33.3965023 47.9125085, 33.3962526 47.9124883, 33.3952226 47.912405)",вулиця Ярослава Мудрого,,,
38722390,False,residential,50,False,138.754,"LINESTRING (33.3972063 47.9125355, 33.3970978 47.9120428, 33.3970874 47.9119933, 33.3969357 47.9113009)",вулиця Джохара Дудаєва,,,
780209244,False,primary,50,False,27.17,"LINESTRING (33.3966515 47.9100033, 33.3970128 47.9099708)",Університетський проспект,6,,
38722390,False,residential,50,True,145.83399999999997,"LINESTRING (33.3966515 47.9100033, 33.3966834 47.9101498, 33.396747 47.9104416, 33.39681 47.9107307, 33.3968839 47.9110646, 33.3969082 47.9111756, 33.3969357 47.9113009)",вулиця Джохара Дудаєва,,,
780209246,False,primary,50,True,26.803,"LINESTRING (33.3966515 47.9100033, 33.3964738 47.9100196, 33.3962952 47.9100359)",Університетський проспект,6,,
38722391,True,residential,50,False,269.136,"LINESTRING (33.3962952 47.9100359, 33.3962679 47.9099072, 33.396174 47.9094642, 33.3960751 47.9089981, 33.3960673 47.9089611, 33.3959804 47.9085562, 33.395873 47.908045, 33.3958034 47.9077167, 33.395787 47.9076396)",вулиця Джохара Дудаєва,,,
