osmid,highway,oneway,reversed,length,geometry,access,name
160743629,residential,False,False,64.579,"LINESTRING (9.6935623 1.0894309, 9.6929918 1.0895402)",,
160743649,residential,False,True,69.968,"LINESTRING (9.6935623 1.0894309, 9.6936656 1.0900516)",,
160743629,residential,False,True,243.163,"LINESTRING (9.6935623 1.0894309, 9.6945011 1.0892228, 9.695692 1.0889332)",,
160743649,residential,False,False,584.073,"LINESTRING (9.6935623 1.0894309, 9.6935125 1.0890555, 9.693396 1.0886865, 9.6932995 1.0881931, 9.6932764 1.0877468, 9.6933746 1.0875173, 9.6939201 1.0865347, 9.6942635 1.0860198, 9.6943815 1.0856765, 9.6943938 1.0854255, 9.6943171 1.0851295, 9.6943064 1.084872, 9.6943187 1.084621, 9.6943181 1.084505)",,
160743629,residential,False,False,243.163,"LINESTRING (9.695692 1.0889332, 9.6945011 1.0892228, 9.6935623 1.0894309)",,
160743635,residential,False,False,67.185,"LINESTRING (9.6936656 1.0900516, 9.6930657 1.0901245)",,
160743649,residential,False,False,69.968,"LINESTRING (9.6936656 1.0900516, 9.6935623 1.0894309)",,
160743635,residential,False,True,401.98,"LINESTRING (9.6936656 1.0900516, 9.6940068 1.090021, 9.6946972 1.0899282, 9.6948898 1.0898215, 9.6950174 1.0899014, 9.6949853 1.0901052, 9.694878 1.0902554, 9.6946312 1.0903949, 9.6942128 1.0905129, 9.6935369 1.0906738, 9.6931539 1.0907953)",,
160743670,primary,False,False,97.934,"LINESTRING (9.6939462 1.0845164, 9.694126 1.0836542)",,
160743711,residential,False,False,41.365,"LINESTRING (9.6939462 1.0845164, 9.6943181 1.084505)",,
160743670,primary,False,True,583.642,"LINESTRING (9.6939462 1.0845164, 9.6936829 1.0854819, 9.6934254 1.086458, 9.6931357 1.0869622, 9.6928567 1.0874878, 9.6928246 1.0877775, 9.6929918 1.0895402)",,
160743635,residential,False,True,67.185,"LINESTRING (9.6930657 1.0901245, 9.6936656 1.0900516)",,
160743670,primary,False,False,65.489,"LINESTRING (9.6930657 1.0901245, 9.6929918 1.0895402)",,
160743670,primary,False,True,75.24799999999999,"LINESTRING (9.6930657 1.0901245, 9.6931078 1.0905, 9.6931539 1.0907953)",,
160743649,residential,False,False,14.239,"LINESTRING (9.6962217 1.0824612, 9.696258 1.0823384)",,
160743649,residential,False,True,373.729,"LINESTRING (9.6962217 1.0824612, 9.6960154 1.0824031, 9.6957655 1.0822868, 9.6955311 1.0822825, 9.6953685 1.0823083, 9.695272 1.0824155, 9.6952199 1.0825829, 9.6951754 1.0826944, 9.6951019 1.0827545, 9.6949839 1.0828832, 9.6948874 1.0830656, 9.6947999 1.0834775, 9.6945226 1.0841168, 9.6943181 1.084505)",,
160743711,residential,False,True,443.068,"LINESTRING (9.6962217 1.0824612, 9.6960605 1.0831636, 9.6959553 1.0834087, 9.6956426 1.0846574, 9.6955047 1.0848462, 9.6952993 1.0850113, 9.6951292 1.08505, 9.6949559 1.0849684, 9.6946893 1.0845994, 9.6945177 1.0845136, 9.6943181 1.084505)",,
160743629,residential,False,True,64.579,"LINESTRING (9.6929918 1.0895402, 9.6935623 1.0894309)",,
160743670,primary,False,True,65.489,"LINESTRING (9.6929918 1.0895402, 9.6930657 1.0901245)",,
160743670,primary,False,False,583.642,"LINESTRING (9.6929918 1.0895402, 9.6928246 1.0877775, 9.6928567 1.0874878, 9.6931357 1.0869622, 9.6934254 1.086458, 9.6936829 1.0854819, 9.6939462 1.0845164)",,
"[160743640, 366960845, 160743670]","['unclassified', 'primary']",False,"[False, True]",2563.926000000001,"LINESTRING (9.6967944 1.082516, 9.6967649 1.0827331, 9.6967649 1.0834089, 9.6965916 1.0840568, 9.6965058 1.0843464, 9.6966362 1.0846639, 9.6970653 1.0855113, 9.6972584 1.0859511, 9.6974945 1.086348, 9.6977412 1.0864768, 9.6979773 1.0864553, 9.6984922 1.0864768, 9.6988248 1.0865626, 9.6990378 1.0869208, 9.6994578 1.0881501, 9.699887 1.0888152, 9.7001659 1.0890727, 9.7010135 1.0893301, 9.7013016 1.08986, 9.7015484 1.0904285, 9.7016682 1.0913292, 9.7016773 1.0915241, 9.7017076 1.0917098, 9.7017742 1.0918026, 9.7018489 1.0918914, 9.7019943 1.0920226, 9.702077 1.0921559, 9.7021295 1.0922709, 9.7021336 1.0924667, 9.7021376 1.092604, 9.702176 1.0926847, 9.7022285 1.0927493, 9.7020871 1.0927291, 9.7019155 1.0926443, 9.7013927 1.0923759, 9.7003642 1.0918472, 9.6999673 1.0916474, 9.6995048 1.0915418, 9.6990594 1.0915018, 9.6983742 1.091539, 9.6976861 1.0916446, 9.6967297 1.0916674, 9.6959873 1.0915589, 9.6954363 1.0915846, 9.6952022 1.0916817, 9.6948025 1.0917473, 9.6941658 1.0917588, 9.6936033 1.0917216, 9.6934149 1.0916474, 9.6932859 1.091564, 9.6931878 1.0909928, 9.6931539 1.0907953)",forestry,
"[199328570, 620776263]",primary,False,True,62.843,"LINESTRING (9.6967944 1.082516, 9.6964216 1.0824001, 9.696258 1.0823384)",,Carretera Bata - Cogo
160743649,residential,False,True,14.239,"LINESTRING (9.696258 1.0823384, 9.6962217 1.0824612)",,
"[199328570, 620776263]",primary,False,False,62.843,"LINESTRING (9.696258 1.0823384, 9.6964216 1.0824001, 9.6967944 1.082516)",,Carretera Bata - Cogo
620776263,primary,False,True,357.30899999999997,"LINESTRING (9.696258 1.0823384, 9.6956867 1.0821346, 9.6953572 1.082064, 9.6951109 1.08206, 9.694906 1.0821458, 9.6945197 1.0823818, 9.6943373 1.0826607, 9.694126 1.0836542)",,
160743711,residential,False,True,41.365,"LINESTRING (9.6943181 1.084505, 9.6939462 1.0845164)",,
160743649,residential,False,False,373.7289999999999,"LINESTRING (9.6943181 1.084505, 9.6945226 1.0841168, 9.6947999 1.0834775, 9.6948874 1.0830656, 9.6949839 1.0828832, 9.6951019 1.0827545, 9.6951754 1.0826944, 9.6952199 1.0825829, 9.695272 1.0824155, 9.6953685 1.0823083, 9.6955311 1.0822825, 9.6957655 1.0822868, 9.6960154 1.0824031, 9.6962217 1.0824612)",,
160743711,residential,False,False,443.068,"LINESTRING (9.6943181 1.084505, 9.6945177 1.0845136, 9.6946893 1.0845994, 9.6949559 1.0849684, 9.6951292 1.08505, 9.6952993 1.0850113, 9.6955047 1.0848462, 9.6956426 1.0846574, 9.6959553 1.0834087, 9.6960605 1.0831636, 9.6962217 1.0824612)",,
160743649,residential,False,True,584.073,"LINESTRING (9.6943181 1.084505, 9.6943187 1.084621, 9.6943064 1.084872, 9.6943171 1.0851295, 9.6943938 1.0854255, 9.6943815 1.0856765, 9.6942635 1.0860198, 9.6939201 1.0865347, 9.6933746 1.0875173, 9.6932764 1.0877468, 9.6932995 1.0881931, 9.693396 1.0886865, 9.6935125 1.0890555, 9.6935623 1.0894309)",,
160743635,residential,False,False,401.9800000000001,"LINESTRING (9.6931539 1.0907953, 9.6935369 1.0906738, 9.6942128 1.0905129, 9.6946312 1.0903949, 9.694878 1.0902554, 9.6949853 1.0901052, 9.6950174 1.0899014, 9.6948898 1.0898215, 9.6946972 1.0899282, 9.6940068 1.090021, 9.6936656 1.0900516)",,
160743670,primary,False,False,75.24799999999999,"LINESTRING (9.6931539 1.0907953, 9.6931078 1.0905, 9.6930657 1.0901245)",,
"[160743640, 366960845, 160743670]","['primary', 'unclassified']",False,"[False, True]",2563.926,"LINESTRING (9.6931539 1.0907953, 9.6931878 1.0909928, 9.6932859 1.091564, 9.6934149 1.0916474, 9.6936033 1.0917216, 9.6941658 1.0917588, 9.6948025 1.0917473, 9.6952022 1.0916817, 9.6954363 1.0915846, 9.6959873 1.0915589, 9.6967297 1.0916674, 9.6976861 1.0916446, 9.6983742 1.091539, 9.6990594 1.0915018, 9.6995048 1.0915418, 9.6999673 1.0916474, 9.7003642 1.0918472, 9.7013927 1.0923759, 9.7019155 1.0926443, 9.7020871 1.0927291, 9.7022285 1.0927493, 9.702176 1.0926847, 9.7021376 1.092604, 9.7021336 1.0924667, 9.7021295 1.0922709, 9.702077 1.0921559, 9.7019943 1.0920226, 9.7018489 1.0918914, 9.7017742 1.0918026, 9.7017076 1.0917098, 9.7016773 1.0915241, 9.7016682 1.0913292, 9.7015484 1.0904285, 9.7013016 1.08986, 9.7010135 1.0893301, 9.7001659 1.0890727, 9.699887 1.0888152, 9.6994578 1.0881501, 9.6990378 1.0869208, 9.6988248 1.0865626, 9.6984922 1.0864768, 9.6979773 1.0864553, 9.6977412 1.0864768, 9.6974945 1.086348, 9.6972584 1.0859511, 9.6970653 1.0855113, 9.6966362 1.0846639, 9.6965058 1.0843464, 9.6965916 1.0840568, 9.6967649 1.0834089, 9.6967649 1.0827331, 9.6967944 1.082516)",forestry,
285328644,unclassified,False,True,123.75799999999998,"LINESTRING (9.6933873 1.0829076, 9.6934894 1.0832132, 9.6935409 1.0833132, 9.6936107 1.0833695, 9.694126 1.0836542)",,
160743670,primary,False,True,97.934,"LINESTRING (9.694126 1.0836542, 9.6939462 1.0845164)",,
285328644,unclassified,False,False,123.758,"LINESTRING (9.694126 1.0836542, 9.6936107 1.0833695, 9.6935409 1.0833132, 9.6934894 1.0832132, 9.6933873 1.0829076)",,
620776263,primary,False,False,357.30899999999997,"LINESTRING (9.694126 1.0836542, 9.6943373 1.0826607, 9.6945197 1.0823818, 9.694906 1.0821458, 9.6951109 1.08206, 9.6953572 1.082064, 9.6956867 1.0821346, 9.696258 1.0823384)",,
