osmid,lanes,highway,oneway,reversed,length,geometry,name,ref
320118255,2,secondary,False,False,110.858,"LINESTRING (-88.9380135 14.0416076, -88.9371618 14.0421655)",,
320117842,,secondary,False,False,80.372,"LINESTRING (-88.9380135 14.0416076, -88.938143 14.0415399, -88.9384357 14.0414169, -88.9387013 14.0413341)",,
320118254,,residential,False,False,70.494,"LINESTRING (-88.9380135 14.0416076, -88.9381551 14.0419072, -88.9382932 14.0421805)",Avenida Fajardo,
320371131,,secondary,False,True,42.301,"LINESTRING (-88.9380135 14.0416076, -88.9379208 14.0414113, -88.9378585 14.0412583)",Avenida Libertad,
41496948,,residential,False,False,95.66499999999999,"LINESTRING (-88.9350558 14.0424348, -88.9351681 14.0428899, -88.9353186 14.0432541)",6 Avenida Sur,
41496899,,residential,False,True,52.754,"LINESTRING (-88.9354766 14.0440076, -88.9354401 14.0444807)",Calle a Turicentro Agua Fria,
317308933,,residential,False,False,46.414,"LINESTRING (-88.9354766 14.0440076, -88.9354388 14.0435918)",Calle a Turicentro Agua Fria,
320325635,,residential,False,True,48.354,"LINESTRING (-88.9354766 14.0440076, -88.9359239 14.0439792)",Pasaje Caja de Agua,
560213938,,residential,False,False,45.071,"LINESTRING (-88.9354766 14.0440076, -88.935059 14.0440208)",Pasaje Caja de Agua,
317308933,,residential,False,False,38.973,"LINESTRING (-88.9354388 14.0435918, -88.9353818 14.0432457)",Calle a Turicentro Agua Fria,
317308933,,residential,False,True,46.414,"LINESTRING (-88.9354388 14.0435918, -88.9354766 14.0440076)",Calle a Turicentro Agua Fria,
41496968,,residential,True,False,126.497,"LINESTRING (-88.9354388 14.0435918, -88.9364393 14.043202, -88.9365317 14.0431828)",Calle Juan Ramón Mena,
317308933,,residential,False,True,38.973,"LINESTRING (-88.9353818 14.0432457, -88.9354388 14.0435918)",Calle a Turicentro Agua Fria,
376014871,2,secondary,False,False,6.881,"LINESTRING (-88.9353818 14.0432457, -88.9353186 14.0432541)",,
320118255,2,secondary,False,True,110.02400000000002,"LINESTRING (-88.9353818 14.0432457, -88.9356789 14.0431086, -88.9359684 14.042944, -88.9362679 14.0427584)",,
41496949,,residential,False,False,84.83500000000001,"LINESTRING (-88.9362845 14.040308, -88.9358682 14.0401111, -88.9355621 14.0400102)",4ª Calle,
41496949,,residential,False,True,30.657,"LINESTRING (-88.9362845 14.040308, -88.9363788 14.0404061, -88.9365073 14.0404732)",4ª Calle,
375973436,,residential,False,False,108.049,"LINESTRING (-88.9362845 14.040308, -88.9365355 14.0394969, -88.9365504 14.0393729)",,
41496904,,residential,False,False,128.471,"LINESTRING (-88.9352079 14.0418365, -88.9358044 14.0408365)",,
320371770,,residential,False,False,160.743,"LINESTRING (-88.9352079 14.0418365, -88.9354647 14.0418889, -88.9355563 14.041909, -88.9356358 14.0419572, -88.9356945 14.0420282, -88.9362679 14.0427584)",4a Avenida,
41496904,,residential,False,True,128.471,"LINESTRING (-88.9358044 14.0408365, -88.9352079 14.0418365)",,
796575783,,tertiary,False,True,59.147,"LINESTRING (-88.9358044 14.0408365, -88.9353181 14.0405908)",2A Calle Oriente,
796575783,,tertiary,False,False,93.23,"LINESTRING (-88.9358044 14.0408365, -88.9360551 14.0409779, -88.9362456 14.041065, -88.9363861 14.0410835, -88.9366079 14.0410894)",2A Calle Oriente,
41496949,,residential,False,False,14.643,"LINESTRING (-88.9355621 14.0400102, -88.9354308 14.0399768)",4ª Calle,
41496949,,residential,False,True,84.83500000000001,"LINESTRING (-88.9355621 14.0400102, -88.9358682 14.0401111, -88.9362845 14.040308)",4ª Calle,
375973442,,residential,False,False,116.295,"LINESTRING (-88.9355621 14.0400102, -88.9357005 14.0395455, -88.9357984 14.0392089, -88.9358386 14.0390001)",,
41496949,,residential,False,True,14.643,"LINESTRING (-88.9354308 14.0399768, -88.9355621 14.0400102)",4ª Calle,
375973403,,residential,False,False,69.348,"LINESTRING (-88.9354308 14.0399768, -88.9353181 14.0405908)",,
41496906,,residential,False,False,69.378,"LINESTRING (-88.9354308 14.0399768, -88.9353703 14.0402534, -88.9353181 14.0405908)",,
375973403,,residential,False,True,69.348,"LINESTRING (-88.9353181 14.0405908, -88.9354308 14.0399768)",,
41496906,,residential,False,True,69.378,"LINESTRING (-88.9353181 14.0405908, -88.9353703 14.0402534, -88.9354308 14.0399768)",,
796575783,,tertiary,False,False,59.147,"LINESTRING (-88.9353181 14.0405908, -88.9358044 14.0408365)",2A Calle Oriente,
41496931,,residential,True,False,77.483,"LINESTRING (-88.9395205 14.0422343, -88.9388041 14.0421839)",1ra Calle,
375424765,,residential,False,False,95.355,"LINESTRING (-88.9395205 14.0422343, -88.9395299 14.0430918)",3a. Avenida Sur,
375424765,,residential,False,True,78.375,"LINESTRING (-88.9395205 14.0422343, -88.9394895 14.0415301)",3a. Avenida Sur,
41496931,,residential,True,False,55.113,"LINESTRING (-88.9388041 14.0421839, -88.9382932 14.0421805)",1ra Calle,
41496957,,residential,False,False,65.451,"LINESTRING (-88.9388041 14.0421839, -88.9387291 14.0415998)",,
41496957,,residential,False,True,50.81,"LINESTRING (-88.9388041 14.0421839, -88.938811 14.0426408)",,
41496931,,residential,True,False,105.655,"LINESTRING (-88.9382932 14.0421805, -88.9373548 14.0424527)",1ra Calle,
320118254,,residential,False,False,47.07,"LINESTRING (-88.9382932 14.0421805, -88.9383009 14.0422964, -88.9383011 14.0424359, -88.9382835 14.0426027)",Avenida Fajardo,
320118254,,residential,False,True,70.494,"LINESTRING (-88.9382932 14.0421805, -88.9381551 14.0419072, -88.9380135 14.0416076)",Avenida Fajardo,
41496943,,residential,False,False,38.122,"LINESTRING (-88.9373548 14.0424527, -88.9371618 14.0421655)",2a Avenida,
41496943,,residential,False,True,73.045,"LINESTRING (-88.9373548 14.0424527, -88.9375029 14.0430937)",2a Avenida,
41496931,,residential,True,False,117.315,"LINESTRING (-88.9373548 14.0424527, -88.9372474 14.04252, -88.936511 14.043117)",1ra Calle,
320371770,,residential,False,True,7.65,"LINESTRING (-88.9365317 14.0431828, -88.936511 14.043117)",4a Avenida,
41496968,,residential,True,False,105.654,"LINESTRING (-88.9365317 14.0431828, -88.9370392 14.0430937, -88.9375029 14.0430937)",Calle Juan Ramón Mena,
320371770,,residential,False,False,85.275,"LINESTRING (-88.9365317 14.0431828, -88.9366103 14.0434986, -88.9366796 14.0438494, -88.9366588 14.0439318)",4a Avenida,
41496943,,residential,False,False,73.045,"LINESTRING (-88.9375029 14.0430937, -88.9373548 14.0424527)",2a Avenida,
41496968,,residential,True,False,73.18,"LINESTRING (-88.9375029 14.0430937, -88.9381813 14.0430924)",Calle Juan Ramón Mena,
379490708,,residential,False,False,43.522999999999996,"LINESTRING (-88.9375029 14.0430937, -88.9375042 14.043228, -88.937514 14.0433166, -88.937535 14.0433801, -88.9376202 14.0434387)",,
41496943,,residential,False,True,38.122,"LINESTRING (-88.9371618 14.0421655, -88.9373548 14.0424527)",2a Avenida,
320118255,2,secondary,False,False,116.81,"LINESTRING (-88.9371618 14.0421655, -88.9362679 14.0427584)",,
320118255,2,secondary,False,True,110.858,"LINESTRING (-88.9371618 14.0421655, -88.9380135 14.0416076)",,
41496943,,residential,False,False,118.045,"LINESTRING (-88.9371618 14.0421655, -88.9369043 14.0418324, -88.9367989 14.0416033, -88.9367628 14.041429, -88.9367716 14.0412126)",2a Avenida,
41496943,,residential,False,True,118.04499999999999,"LINESTRING (-88.9367716 14.0412126, -88.9367628 14.041429, -88.9367989 14.0416033, -88.9369043 14.0418324, -88.9371618 14.0421655)",2a Avenida,
305168453,,residential,False,False,45.54900000000001,"LINESTRING (-88.9367716 14.0412126, -88.9367487 14.0410622, -88.9367836 14.0410336, -88.9369952 14.0409757)",,
796575783,,tertiary,False,False,119.982,"LINESTRING (-88.9367716 14.0412126, -88.9368908 14.0412644, -88.9374904 14.0413317, -88.9376495 14.0413201, -88.9378585 14.0412583)",2A Calle Oriente,
