osmid,oneway,name,highway,reversed,length,lanes,geometry,ref
36915198,True,9a Calle Poniente,residential,False,65.883,,"LINESTRING (-89.5578284 13.9904602, -89.5584173 13.9906168)",
196923420,True,Avenida Independencia Sur,secondary,False,52.48,2,"LINESTRING (-89.5578284 13.9904602, -89.5577152 13.9909192)",
36911847,True,10a Avenida Sur,residential,False,75.297,,"LINESTRING (-89.560968 13.9952269, -89.5611447 13.9945718)",
196931159,True,Calle Libertad Poniente,tertiary,False,69.451,1,"LINESTRING (-89.560968 13.9952269, -89.5603358 13.9951094)",
425430799,True,10a Calle Poniente,residential,False,72.263,,"LINESTRING (-89.5602707 13.9988264, -89.5596225 13.9986628)",
425430800,True,10 Avenida Norte,residential,False,89.487,,"LINESTRING (-89.5602707 13.9988264, -89.5604331 13.9980372)",
36915196,True,7ª Calle Oriente,residential,False,55.391,,"LINESTRING (-89.5575362 13.991727, -89.557033 13.9916283)",
196923420,True,Avenida Independencia Sur,secondary,False,74.965,2,"LINESTRING (-89.5575362 13.991727, -89.5574277 13.9923929)",
36949180,False,13 Avenida Sur,residential,False,7.506,,"LINESTRING (-89.5524562 13.9906053, -89.5524426 13.9906715)",
401275917,False,6a Avenida Norte,residential,False,94.446,,"LINESTRING (-89.5585506 13.9992337, -89.558685 13.9983944)",
401275918,False,12 Calle Poniente,residential,False,98.25,,"LINESTRING (-89.5585506 13.9992337, -89.5576628 13.9990371)",
401275918,False,12 Calle Poniente,residential,True,98.25,,"LINESTRING (-89.5576628 13.9990371, -89.5585506 13.9992337)",
406338922,False,12 Calle Poniente,residential,False,74.912,,"LINESTRING (-89.5576628 13.9990371, -89.5569821 13.9989043)",
36915367,False,12 Calle Oriente,residential,False,51.167,,"LINESTRING (-89.5561951 13.998776, -89.5557245 13.9987191)",
406338922,False,12 Calle Poniente,residential,True,86.102,,"LINESTRING (-89.5561951 13.998776, -89.5569821 13.9989043)",
383543568,True,5 Avenida Norte,residential,False,97.13,,"LINESTRING (-89.5542623 13.9984384, -89.5543651 13.9975706)",
401265755,False,12 Calle Oriente,residential,True,68.916,,"LINESTRING (-89.5542623 13.9984384, -89.5548934 13.998534)",
"[405954826, 425210155]",False,12 Calle Oriente,residential,False,78.166,,"LINESTRING (-89.5542623 13.9984384, -89.5540474 13.9983333, -89.5539551 13.9982958, -89.5535942 13.9981692)",
388609510,False,,residential,True,28.049,,"LINESTRING (-89.5535942 13.9981692, -89.5535892 13.9984214)",
405954825,False,12 Calle Oriente,residential,False,91.054,,"LINESTRING (-89.5535942 13.9981692, -89.5527705 13.997991)",
"[405954826, 425210155]",False,12 Calle Oriente,residential,True,78.166,,"LINESTRING (-89.5535942 13.9981692, -89.5539551 13.9982958, -89.5540474 13.9983333, -89.5542623 13.9984384)",
401265752,True,10a Calle Poniente,residential,False,52.391,,"LINESTRING (-89.5612219 13.9990613, -89.560754 13.9989353)",
425430801,True,10a Calle Poniente,residential,False,105.461,,"LINESTRING (-89.5596225 13.9986628, -89.558685 13.9983944)",
36949439,True,4ª Avenida Norte,residential,False,94.371,,"LINESTRING (-89.5578308 13.9982042, -89.5576628 13.9990371)",
425430801,True,10a Calle Poniente,residential,False,77.408,,"LINESTRING (-89.5578308 13.9982042, -89.557123 13.9980904)",
36915341,True,10 Calle Oriente,residential,False,52.479,,"LINESTRING (-89.5563589 13.9979097, -89.5558835 13.9978099)",
425430804,True,Avenida Independencia Norte,tertiary,False,97.936,1,"LINESTRING (-89.5563589 13.9979097, -89.5561951 13.998776)",
36948983,True,7 Avenida Norte,residential,False,81.643,,"LINESTRING (-89.5536791 13.9974396, -89.5535942 13.9981692)",
383543567,True,10 Calle Oriente,residential,False,85.935,,"LINESTRING (-89.5536791 13.9974396, -89.5528947 13.9973055)",
425292609,True,1ª Avenida Norte,residential,False,51.7,,"LINESTRING (-89.5562501 13.9948292, -89.5563329 13.9944312, -89.5563313 13.9943723)",
425210148,True,5 Avenida Norte,residential,False,62.823,,"LINESTRING (-89.5548528 13.994642, -89.5549639 13.9940874)",
"[444992128, 197880153]",True,1 Avenida Norte,residential,False,84.317,,"LINESTRING (-89.5557183 13.9977755, -89.5557231 13.9977509, -89.5557242 13.997745, -89.5558555 13.997029)",
"[444992114, 444992118, 444992119]",True,10 Calle Oriente,residential,False,19.306,,"LINESTRING (-89.5557183 13.9977755, -89.5556858 13.9977696, -89.5556731 13.9977673, -89.5555422 13.9977447)",
368079020,True,5a Calle Oriente,residential,False,77.288,,"LINESTRING (-89.5567252 13.992257, -89.5574277 13.9923929)",
419599551,True,1 Avenida Sur,residential,False,75.26,,"LINESTRING (-89.5567252 13.992257, -89.5568356 13.9915887)",
368705962,True,7ª Calle Oriente,residential,False,20.028,,"LINESTRING (-89.5568356 13.9915887, -89.556655 13.9915471)",
419601508,True,11 Avenida Norte Carretera a Metapán,primary,False,78.791,2,"LINESTRING (-89.5524948 13.9951494, -89.5523673 13.9958471)",
418842465,True,4 Calle Oriente,residential,False,77.499,,"LINESTRING (-89.5560691 13.9957154, -89.5553578 13.9956184)",
418842466,True,1ª Avenida Norte,residential,False,49.043,,"LINESTRING (-89.5560691 13.9957154, -89.5561684 13.995285)",
196935296,True,4 Calle Oriente,residential,False,74.598,,"LINESTRING (-89.5567526 13.9958165, -89.5560691 13.9957154)",
425055542,True,Avenida Independencia Norte,tertiary,False,77.935,1,"LINESTRING (-89.5567526 13.9958165, -89.5566235 13.9965061)",
36915320,True,4a Calle Poniente,residential,False,75.093,,"LINESTRING (-89.5607379 13.9964753, -89.5600522 13.9963596)",
425430800,True,10 Avenida Norte,residential,False,51.813,,"LINESTRING (-89.5607379 13.9964753, -89.5608092 13.9960145)",
386516692,True,6 Calle Oriente,secondary,False,25.636,,"LINESTRING (-89.5523673 13.9958471, -89.5521297 13.9958469)",
419601508,True,11 Avenida Norte Carretera a Metapán,primary,False,62.827,2,"LINESTRING (-89.5523673 13.9958471, -89.552244 13.9963993)",
196931158,True,Calle Libertad Oriente,secondary,False,59.372,,"LINESTRING (-89.5527548 13.9935662, -89.5522186 13.9934462)",
196935287,True,11 Avenida Norte Carretera a Metapán,primary,False,100.554,1,"LINESTRING (-89.5527548 13.9935662, -89.5526041 13.9944586)",CA-12N
196923433,True,1 Calle Oriente,residential,False,83.768,,"LINESTRING (-89.552844 13.9930096, -89.5536103 13.9931306)",
196931861,True,11a Avenida Sur,primary,False,62.635,2,"LINESTRING (-89.552844 13.9930096, -89.5527548 13.9935662)",
196931157,True,3 Calle Oriente,residential,False,53.827,,"LINESTRING (-89.5529973 13.9922073, -89.5525103 13.9921023)",
196931861,True,11a Avenida Sur,primary,False,90.732,2,"LINESTRING (-89.5529973 13.9922073, -89.552844 13.9930096)",
196935299,True,7a Calle Oriente,residential,False,79.937,,"LINESTRING (-89.5562516 13.9914458, -89.5555309 13.9912792)",
419599553,True,3a Avenida Sur,residential,False,79.446,2,"LINESTRING (-89.5562516 13.9914458, -89.5561219 13.9921491)",
36948949,True,9a Avenida Sur,primary,False,72.035,2,"LINESTRING (-89.5539901 13.9909359, -89.5541192 13.9903003)",
196935299,True,7a Calle Oriente,residential,False,82.93299999999999,,"LINESTRING (-89.5539901 13.9909359, -89.5534767 13.9908396, -89.5532385 13.990781)",
36948949,True,9a Avenida Sur,primary,False,70.168,2,"LINESTRING (-89.5535251 13.9937562, -89.5536103 13.9931306)",
425210154,True,Calle Libertad Oriente,secondary,False,85.755,,"LINESTRING (-89.5535251 13.9937562, -89.5527548 13.9935662)",
401265756,True,9 Avenida Norte,primary,False,79.838,3,"LINESTRING (-89.5532492 13.9952653, -89.5533647 13.9945561)",
425210149,True,4 Calle Oriente,residential,False,82.409,,"LINESTRING (-89.5532492 13.9952653, -89.5524948 13.9951494)",
383543567,True,10 Calle Oriente,residential,False,88.307,,"LINESTRING (-89.5528947 13.9973055, -89.5520899 13.997161)",
