osmid,name,highway,oneway,reversed,length,lanes,ref,maxspeed,bridge,geometry
120123771,Jesús Menendez,residential,False,True,81.671,,,,,"LINESTRING (-79.232984 22.3231534, -79.2325039 22.3237384)"
314030072,Panchito Gómez,primary,False,True,116.28,2,CN,50,,"LINESTRING (-79.232984 22.3231534, -79.2338567 22.3238181)"
606509488,Panchito Gómez,primary,False,False,189.738,2,CN,50,,"LINESTRING (-79.232984 22.3231534, -79.231553 22.3220767)"
120123720,Panchito Gómez,primary,False,True,87.933,2,CN,50,,"LINESTRING (-79.2397338 22.3278824, -79.2404337 22.3283365)"
120123739,General Peraza,secondary,False,True,83.513,2,4-531,50,,"LINESTRING (-79.2397338 22.3278824, -79.2402121 22.3272755)"
314030072,Panchito Gómez,primary,False,False,88.184,2,CN,50,,"LINESTRING (-79.2397338 22.3278824, -79.2390246 22.3274368)"
752861587,General Peraza,residential,False,False,79.647,,,50,,"LINESTRING (-79.2397338 22.3278824, -79.2392573 22.328447)"
314030072,Panchito Gómez,primary,False,False,93.858,2,CN,50,,"LINESTRING (-79.2365403 22.3257945, -79.235817 22.3252799)"
314030072,Panchito Gómez,primary,False,True,80.196,2,CN,50,,"LINESTRING (-79.2365403 22.3257945, -79.2371699 22.3262199)"
1018420918,Maceo,tertiary,False,False,84.618,,,,,"LINESTRING (-79.2365403 22.3257945, -79.2360486 22.3264046)"
"[1199779032, 1199779031, 1018420919]",Maceo,residential,False,True,101.086,,,,yes,"LINESTRING (-79.2365403 22.3257945, -79.2370423 22.3251855, -79.2370885 22.3251295, -79.2371362 22.3250716)"
120123736,Céspedes,residential,False,False,81.75,,,,,"LINESTRING (-79.2366508 22.3293745, -79.2362086 22.3299854)"
120123736,Céspedes,residential,False,True,87.19,,,,,"LINESTRING (-79.2366508 22.3293745, -79.2371115 22.3287163)"
120123742,Dumas González,residential,False,False,136.579,,,,,"LINESTRING (-79.2366508 22.3293745, -79.2355955 22.328629)"
120123742,Dumas González,residential,False,True,80.214,,,,,"LINESTRING (-79.2366508 22.3293745, -79.2369405 22.3295622, -79.2372896 22.3297883)"
120123733,,residential,False,False,75.138,,,,,"LINESTRING (-79.2341707 22.3227676, -79.2346339 22.3222451)"
120123752,Camilo Cienfuegos,residential,False,True,48.798,,,,,"LINESTRING (-79.2341707 22.3227676, -79.2345234 22.3230611)"
120123738,Martí,residential,False,False,71.428,,,,,"LINESTRING (-79.2352979 22.3258416, -79.2348645 22.3263435)"
120123738,Martí,residential,False,True,82.171,,,,,"LINESTRING (-79.2352979 22.3258416, -79.235817 22.3252799)"
120123780,Pedro Diaz,residential,False,False,88.24,,,,,"LINESTRING (-79.2352979 22.3258416, -79.234621 22.3253541)"
120123780,Pedro Diaz,residential,False,True,99.406,,,,,"LINESTRING (-79.2352979 22.3258416, -79.2360486 22.3264046)"
120123720,Panchito Gómez,primary,False,False,87.933,2,CN,50,,"LINESTRING (-79.2404337 22.3283365, -79.2397338 22.3278824)"
120123773,Lima Recio,residential,False,False,80.955,,,,,"LINESTRING (-79.2404337 22.3283365, -79.2399865 22.3289356)"
120123747,General González,residential,False,True,163.536,,,,,"LINESTRING (-79.2342192 22.330451, -79.2351295 22.3292452)"
120123764,,residential,False,False,48.272,,,,,"LINESTRING (-79.2342192 22.330451, -79.2338362 22.3302001)"
120123730,Camilo Cienfuegos,residential,False,True,126.913,,,,,"LINESTRING (-79.2378771 22.3256188, -79.2388606 22.326308)"
120123747,General González,residential,False,False,96.02,,,,,"LINESTRING (-79.2378771 22.3256188, -79.2373266 22.3263162)"
120123747,General González,residential,False,True,85.167,,,,,"LINESTRING (-79.2378771 22.3256188, -79.2383586 22.3249957)"
"[1199779034, 120123730, 1199779033]",Camilo Cienfuegos,residential,False,False,97.51899999999999,,,,yes,"LINESTRING (-79.2378771 22.3256188, -79.2372412 22.3251491, -79.2371861 22.3251085, -79.2371362 22.3250716)"
120123735,Marrero,tertiary,False,True,72.106,,,50,,"LINESTRING (-79.2323841 22.3254842, -79.2329288 22.3258924)"
120123741,Alonso,tertiary,False,False,73.881,,,50,,"LINESTRING (-79.2323841 22.3254842, -79.2319389 22.3260056)"
"[120123741, 913339238, 913339239]",Alonso,tertiary,False,True,82.043,,,50,yes,"LINESTRING (-79.2323841 22.3254842, -79.2325123 22.3253333, -79.2325525 22.325286, -79.2328808 22.3249069)"
120123722,Quintín Bandera,residential,False,False,87.324,,,,,"LINESTRING (-79.2377596 22.3291343, -79.2372896 22.3297883)"
120123722,Quintín Bandera,residential,False,True,81.466,,,,,"LINESTRING (-79.2377596 22.3291343, -79.238202 22.3285266)"
120123735,Marrero,tertiary,False,False,81.266,,,50,,"LINESTRING (-79.2377596 22.3291343, -79.2371115 22.3287163)"
120123735,Marrero,tertiary,False,True,81.626,,,50,,"LINESTRING (-79.2377596 22.3291343, -79.2384045 22.3295621)"
120123736,Céspedes,residential,False,False,58.101,,,,,"LINESTRING (-79.2396213 22.3252216, -79.2393123 22.325659)"
120123771,Jesús Menendez,residential,False,False,78.883,,,,,"LINESTRING (-79.2320226 22.3242907, -79.2325039 22.3237384)"
120123771,Jesús Menendez,residential,False,True,80.229,,,,,"LINESTRING (-79.2320226 22.3242907, -79.2315386 22.3248565)"
1199779025,Juan Bruno Zayas,residential,False,True,111.746,,,,,"LINESTRING (-79.2320226 22.3242907, -79.2328808 22.3249069)"
120123760,Alonso,residential,False,False,76.474,,,,,"LINESTRING (-79.2349895 22.3225253, -79.2345234 22.3230611)"
120123760,Alonso,residential,False,True,74.895,,,,,"LINESTRING (-79.2349895 22.3225253, -79.2354558 22.322008)"
1199779035,Yara,residential,False,False,48.049,,,,,"LINESTRING (-79.2349895 22.3225253, -79.2346339 22.3222451)"
1199779035,Yara,residential,False,True,73.305,,,,,"LINESTRING (-79.2349895 22.3225253, -79.2355461 22.322937)"
120123722,Quintín Bandera,residential,False,False,79.137,,,,,"LINESTRING (-79.2390246 22.3274368, -79.2385945 22.3280269)"
120123722,Quintín Bandera,residential,False,True,88.553,,,,,"LINESTRING (-79.2390246 22.3274368, -79.2395132 22.3267811)"
