osmid,oneway,ref,name,highway,maxspeed,reversed,length,lanes,geometry
115534446,True,CN,Calixto García,primary,50,False,119.921,,"LINESTRING (-80.0734591 22.80627, -80.0738937 22.8072713)"
547328857,False,,Maceo,tertiary,50,True,82.428,,"LINESTRING (-80.0734591 22.80627, -80.0741795 22.8059406)"
125813967,True,,Calixto García,secondary,50,False,165.054,,"LINESTRING (-80.0738937 22.8072713, -80.074467 22.8086584)"
125814122,False,,Marta Abreu,tertiary,50,True,82.338,,"LINESTRING (-80.0738937 22.8072713, -80.0731505 22.8075523)"
533270922,False,CN,Marta Abreu,primary,50,False,81.417,,"LINESTRING (-80.0738937 22.8072713, -80.0746357 22.80701)"
115534446,True,CN,Calixto García,primary,50,False,49.794,,"LINESTRING (-80.073279 22.8058541, -80.0734591 22.80627)"
125813984,False,,Martí,secondary,50,True,71.493,4,"LINESTRING (-80.073279 22.8058541, -80.0739243 22.8056101)"
1015315928,False,,Martí,secondary,50,False,79.696,4,"LINESTRING (-80.073279 22.8058541, -80.0725542 22.8061135)"
125813956,False,,Gonzalo de Quesada,residential,,True,64.542,,"LINESTRING (-80.0680825 22.8015654, -80.0675001 22.801786)"
1014973735,False,,Solís,residential,,True,106.776,,"LINESTRING (-80.0680825 22.8015654, -80.068458 22.8024611)"
125813968,False,,Carmen Ribalta,residential,,True,106.426,,"LINESTRING (-80.070656 22.8016481, -80.0710155 22.802546)"
377723956,False,,General Carrillo,tertiary,50,False,83.138,,"LINESTRING (-80.070656 22.8016481, -80.069903 22.8019259)"
125813958,False,,General Lee,residential,,False,94.339,,"LINESTRING (-80.0733652 22.8016647, -80.0725128 22.8019846)"
547176518,False,,Méndez Capote,residential,,False,105.247,,"LINESTRING (-80.0733652 22.8016647, -80.0737514 22.8025417)"
125813956,False,,Gonzalo de Quesada,residential,,False,64.542,,"LINESTRING (-80.0675001 22.801786, -80.0680825 22.8015654)"
547328792,False,,Colón,tertiary,50,False,105.84,,"LINESTRING (-80.0675001 22.801786, -80.0678575 22.802679)"
377723956,False,,General Carrillo,tertiary,50,False,83.136,,"LINESTRING (-80.069903 22.8019259, -80.0691498 22.8022032)"
377723956,False,,General Carrillo,tertiary,50,True,83.138,,"LINESTRING (-80.069903 22.8019259, -80.070656 22.8016481)"
125813958,False,,General Lee,residential,,False,83.394,,"LINESTRING (-80.0725128 22.8019846, -80.0717589 22.8022665)"
125813958,False,,General Lee,residential,,True,94.339,,"LINESTRING (-80.0725128 22.8019846, -80.0733652 22.8016647)"
125814170,False,,Salvador Herrera,residential,,False,107.069,,"LINESTRING (-80.0691498 22.8022032, -80.0695301 22.8031)"
377723956,False,,General Carrillo,tertiary,50,False,76.492,,"LINESTRING (-80.0691498 22.8022032, -80.068458 22.8024611)"
377723956,False,,General Carrillo,tertiary,50,True,83.136,,"LINESTRING (-80.0691498 22.8022032, -80.069903 22.8019259)"
115534446,True,CN,Calixto García,primary,50,False,105.264,,"LINESTRING (-80.0717589 22.8022665, -80.0721388 22.803146)"
125813958,False,,General Lee,residential,,False,82.296,,"LINESTRING (-80.0717589 22.8022665, -80.0710155 22.802546)"
125813958,False,,General Lee,residential,,True,83.394,,"LINESTRING (-80.0717589 22.8022665, -80.0725128 22.8019846)"
125813951,False,,Plácido,residential,,False,23.626,,"LINESTRING (-80.0739702 22.8024749, -80.0737514 22.8025417)"
377723956,False,,General Carrillo,tertiary,50,False,66.151,,"LINESTRING (-80.068458 22.8024611, -80.0678575 22.802679)"
377723956,False,,General Carrillo,tertiary,50,True,76.492,,"LINESTRING (-80.068458 22.8024611, -80.0691498 22.8022032)"
1014973735,False,,Solís,residential,,False,106.776,,"LINESTRING (-80.068458 22.8024611, -80.0680825 22.8015654)"
125813951,False,,Plácido,residential,,False,96.126,,"LINESTRING (-80.0737514 22.8025417, -80.0728826 22.8028671)"
125813951,False,,Plácido,residential,,True,23.626,,"LINESTRING (-80.0737514 22.8025417, -80.0739702 22.8024749)"
547176518,False,,Méndez Capote,residential,,True,105.247,,"LINESTRING (-80.0737514 22.8025417, -80.0733652 22.8016647)"
125813958,False,,General Lee,residential,,False,79.295,,"LINESTRING (-80.0710155 22.802546, -80.0703018 22.8028211)"
125813958,False,,General Lee,residential,,True,82.296,,"LINESTRING (-80.0710155 22.802546, -80.0717589 22.8022665)"
125813968,False,,Carmen Ribalta,residential,,False,106.426,,"LINESTRING (-80.0710155 22.802546, -80.070656 22.8016481)"
125813968,False,,Carmen Ribalta,residential,,True,104.674,,"LINESTRING (-80.0710155 22.802546, -80.0713978 22.8034189)"
125813971,True,,Colón,tertiary,50,False,106.453,,"LINESTRING (-80.0678575 22.802679, -80.068216 22.8035775)"
