osmid,oneway,name,highway,reversed,length,maxspeed,width,lanes,geometry,bridge,ref,access
97347999,True,Alemán norte,residential,False,75.735,,,,"LINESTRING (-79.9695682 22.4088046, -79.9692779 22.4081786)",,,
275007657,True,Martí,tertiary,False,33.467,50,,,"LINESTRING (-79.9695682 22.4088046, -79.9692469 22.4088531)",,,
116003491,True,Céspedes,residential,False,114.06,50,7,,"LINESTRING (-79.9636372 22.407939, -79.9626108 22.4083286)",,,
373164693,True,Maceo sur,secondary,False,54.109,50,,2,"LINESTRING (-79.9636372 22.407939, -79.963469 22.4074779)",,,
97392575,True,Miguel Jerónimo Gutiérrez (San Isidro),residential,False,65.895,,,,"LINESTRING (-79.9620772 22.4091223, -79.9619462 22.4085422)",,,
210999606,True,Independencia,secondary,False,85.911,50,,,"LINESTRING (-79.9620772 22.4091223, -79.9628713 22.4088815)",,,
373164693,True,Maceo sur,secondary,False,76.337,50,,2,"LINESTRING (-79.9639103 22.4085774, -79.9636372 22.407939)",,,
265660273,False,Rafael Tristá,tertiary,False,67.089,,,,"LINESTRING (-79.9660073 22.4057536, -79.9654186 22.4059564, -79.9653957 22.4059641)",,,
443034557,True,Enrique Villuendas,residential,False,142.648,50,,,"LINESTRING (-79.9660073 22.4057536, -79.966162 22.4062183, -79.9664155 22.4069797)",,,
434048882,True,Chiqui Pedraza (La Cruz),tertiary,False,43.158,50,,2,"LINESTRING (-79.9612957 22.4087508, -79.9613277 22.4091378)",,,
97348029,True,Avenida 9 de Abril (San Miguel),tertiary,False,147.65,50,,2,"LINESTRING (-79.9668238 22.4032195, -79.9681224 22.4028268, -79.9681888 22.4028065)",,,
1075151614,True,Alemán sur,residential,False,112.959,,,,"LINESTRING (-79.9668238 22.4032195, -79.9663864 22.4023707, -79.9663519 22.4023021)",,,
1075151615,True,Serafín García (Nazareno),residential,False,81.582,,,,"LINESTRING (-79.9663519 22.4023021, -79.9655913 22.4025114)",,,
436493216,True,,secondary,False,11.847,40,,2,"LINESTRING (-79.9649294 22.4073861, -79.9648868 22.4074851)",,,
557067274,True,Parque Vidal,secondary,False,51.939,40,,,"LINESTRING (-79.9649294 22.4073861, -79.965238 22.407287, -79.9654067 22.4072329)",,,
97348031,True,Serafín García (Nazareno),residential,False,87.743,,,,"LINESTRING (-79.9641854 22.4028982, -79.963375 22.4031458)",,,
308636440,True,Cuba,tertiary,False,55.679,50,,,"LINESTRING (-79.9641854 22.4028982, -79.9639945 22.4024296)",,,
"[314174170, 314174171, 213930892]",False,Avenida 9 de Abril (San Miguel),tertiary,False,88.746,50,,,"LINESTRING (-79.9681888 22.4028065, -79.968476 22.4027171, -79.9685587 22.4026914, -79.9688179 22.4026108, -79.969007 22.402552)",yes,,
1056668561,False,Carretera Central,primary,True,51.837999999999994,50,,2,"LINESTRING (-79.9681888 22.4028065, -79.9683254 22.403122, -79.9683762 22.4032393)",,CC,
97348029,True,Avenida 9 de Abril (San Miguel),tertiary,False,78.477,50,,2,"LINESTRING (-79.9645845 22.4039084, -79.9653092 22.4036866)",,,
849311512,True,Cuba,tertiary,False,119.58699999999999,50,,,"LINESTRING (-79.9645845 22.4039084, -79.9644308 22.4035194, -79.9643099 22.4032133, -79.9641854 22.4028982)",,,
97347786,True,Avenida 9 de Abril (San Miguel),tertiary,False,145.187,50,,2,"LINESTRING (-79.9624399 22.4047221, -79.963739 22.4042099)",,,
97347908,True,Maceo sur,secondary,False,131.802,50,,2,"LINESTRING (-79.9624399 22.4047221, -79.9620252 22.4036005)",,,
314174175,True,Independencia,tertiary,False,148.732,50,,,"LINESTRING (-79.967394 22.4079898, -79.9688374 22.4078978)",,,
838394694,True,Juan Bruno Zayas,residential,False,44.933,,,,"LINESTRING (-79.967394 22.4079898, -79.9675261 22.408375)",,,
308636437,True,Parque Vidal,secondary,False,87.196,40,,,"LINESTRING (-79.964551 22.4063813, -79.9645915 22.4064904, -79.9646029 22.4065215, -79.964653 22.4066564, -79.9647123 22.4068159, -79.9647738 22.4069837, -79.9648254 22.4071233)",,,
1075137333,True,Leoncio Vidal (Gloria),residential,False,147.428,,,,"LINESTRING (-79.964551 22.4063813, -79.964522 22.406432, -79.9632115 22.4068078)",,,
94952241,True,Colón,secondary,False,75.775,50,,2,"LINESTRING (-79.963739 22.4042099, -79.9639631 22.4048591)",,,
97347786,True,Avenida 9 de Abril (San Miguel),tertiary,False,93.16,50,,2,"LINESTRING (-79.963739 22.4042099, -79.9645845 22.4039084)",,,
97347808,False,Serafín García (Nazareno),residential,True,76.21000000000001,,,,"LINESTRING (-79.9620252 22.4036005, -79.9614837 22.4037692, -79.9613227 22.4038194)",,,
97347908,True,Maceo sur,secondary,False,116.224,50,,2,"LINESTRING (-79.9620252 22.4036005, -79.9618755 22.403193, -79.9616616 22.4026108)",,,
54356024,False,Guillermo Lorda,residential,False,222.024,,,,"LINESTRING (-79.9658845 22.4091767, -79.9656909 22.4081288, -79.9655238 22.4076023, -79.9654393 22.4073358, -79.9654067 22.4072329)",,,delivery
275007657,True,Martí,tertiary,False,54.254,50,,,"LINESTRING (-79.9658845 22.4091767, -79.9655489 22.4092173, -79.9653612 22.4092401)",,,
54356023,True,Leoncio Vidal (Gloria),residential,False,124.881,,,,"LINESTRING (-79.9632115 22.4068078, -79.9620515 22.4071413)",,,
1075137332,True,Maceo sur,secondary,False,63.094,50,,2,"LINESTRING (-79.9632115 22.4068078, -79.9630061 22.4062731)",,,
297597616,True,Rafael Tristá,tertiary,False,62.38,50,,,"LINESTRING (-79.9665871 22.4055881, -79.9660073 22.4057536)",,,
94952192,True,Juan Bruno Zayas,residential,False,59.163,,,,"LINESTRING (-79.9665871 22.4055881, -79.9667277 22.406044, -79.9667466 22.4060993)",,,
94952192,True,Juan Bruno Zayas,residential,False,67.628,,,,"LINESTRING (-79.9659118 22.4035026, -79.966101 22.4040851)",,,
97348029,True,Avenida 9 de Abril (San Miguel),tertiary,False,98.899,50,,2,"LINESTRING (-79.9659118 22.4035026, -79.9668238 22.4032195)",,,
94952297,False,Celestina Quintero,residential,True,152.179,,,,"LINESTRING (-79.9613227 22.4038194, -79.9608464 22.4025236)",,,
97347808,False,Serafín García (Nazareno),residential,True,73.845,,,,"LINESTRING (-79.9613227 22.4038194, -79.960642 22.4040315)",,,
97347808,False,Serafín García (Nazareno),residential,False,76.21000000000001,,,,"LINESTRING (-79.9613227 22.4038194, -79.9614837 22.4037692, -79.9620252 22.4036005)",,,
94952241,True,Colón,secondary,False,124.099,50,,2,"LINESTRING (-79.963375 22.4031458, -79.963739 22.4042099)",,,
97348031,True,Serafín García (Nazareno),residential,False,81.964,,,,"LINESTRING (-79.963375 22.4031458, -79.9628819 22.4033077, -79.9626249 22.4033956)",,,
265660271,True,Pedro Estévez (Unión),tertiary,False,44.324,50,,,"LINESTRING (-79.9609666 22.4048866, -79.9611404 22.4052514)",,,
435512633,True,Chiqui Pedraza (La Cruz),tertiary,False,11.731,50,,2,"LINESTRING (-79.9609666 22.4048866, -79.9609666 22.4049921)",,,
94952180,True,Eduardo Pérez Morales (Síndico),residential,False,76.248,,,,"LINESTRING (-79.9608464 22.4025236, -79.9615445 22.402292)",,,
94952297,False,Celestina Quintero,residential,False,152.179,,,,"LINESTRING (-79.9608464 22.4025236, -79.9613227 22.4038194)",,,
297597616,True,Rafael Tristá,tertiary,False,71.912,50,,,"LINESTRING (-79.9678505 22.4052059, -79.9671853 22.405406)",,,
683469200,True,Alemán sur,residential,False,79.896,,,,"LINESTRING (-79.9678505 22.4052059, -79.9675154 22.4045576)",,,
97347908,True,Maceo sur,secondary,False,37.437,50,,2,"LINESTRING (-79.9616616 22.4026108, -79.9615445 22.402292)",,,
288631551,True,Eduardo Pérez Morales (Síndico),residential,False,67.401,,,,"LINESTRING (-79.9616616 22.4026108, -79.9622791 22.4024071)",,,
97347888,False,Juan Evangelista Valdés (Callejón de La Palma),residential,True,148.37,,,,"LINESTRING (-79.9675261 22.408375, -79.9689589 22.4082143)",,,
838394694,True,Juan Bruno Zayas,residential,False,74.428,,,,"LINESTRING (-79.9675261 22.408375, -79.9677367 22.4090154)",,,
97347807,True,Berenguer,residential,False,66.835,,,,"LINESTRING (-79.9658802 22.4110304, -79.9664776 22.4107932)",,,
434048880,True,Eduardo Machado (San Cristóbal),residential,False,71.124,,,,"LINESTRING (-79.9651185 22.4052583, -79.9657789 22.4050676)",,,
683469901,True,Cuba,tertiary,False,84.444,50,,,"LINESTRING (-79.9651185 22.4052583, -79.964836 22.4045452)",,,
"[829859139, 1158574453]",False,Cuba,residential,True,83.49600000000001,,,,"LINESTRING (-79.9651185 22.4052583, -79.9652399 22.4055672, -79.9652564 22.4056113, -79.9653957 22.4059641)",,,no
97348058,True,Maestra Nicolasa (Candelaria),residential,False,96.285,,,,"LINESTRING (-79.964836 22.4045452, -79.9639631 22.4048591)",,,
683469901,True,Cuba,tertiary,False,75.382,50,,,"LINESTRING (-79.964836 22.4045452, -79.9645845 22.4039084)",,,
97347984,False,Mariano Clemente Prado (Callejón de Santa Bárbara),residential,True,80.556,,,,"LINESTRING (-79.9688662 22.4072861, -79.9696183 22.4070827)",,,
97347999,True,Alemán norte,residential,False,46.169,,,,"LINESTRING (-79.9688662 22.4072861, -79.9686897 22.4069043)",,,
97348079,False,Higinio Esquerra,residential,True,41.814,,,,"LINESTRING (-79.9696804 22.4096852, -79.9695039 22.4093464)",,,
97348031,True,Serafín García (Nazareno),residential,False,65.726,,,,"LINESTRING (-79.9626249 22.4033956, -79.9620252 22.4036005)",,,
