osmid,name,highway,maxspeed,oneway,reversed,length,lanes,ref,geometry,bridge,width
656101152,19,secondary,50,False,True,7.626,,,"LINESTRING (-81.923114 23.1500608, -81.9231014 23.1499932)",,
881491169,Vía Blanca,trunk,60,True,False,23.953,2,CN,"LINESTRING (-81.923114 23.1500608, -81.9233479 23.1500485)",,
656101152,19,secondary,50,False,False,26.239,,,"LINESTRING (-81.923114 23.1500608, -81.9232331 23.1501122, -81.9233463 23.1501611)",,
405788541,7,secondary,50,False,False,72.279,,,"LINESTRING (-81.9270577 23.1563125, -81.9263767 23.1561379)",,
116500904,18,residential,,False,False,117.72500000000001,,,"LINESTRING (-81.9270577 23.1563125, -81.9269599 23.1566728, -81.9267563 23.1573342)",,
116500904,18,residential,,False,True,93.125,,,"LINESTRING (-81.9270577 23.1563125, -81.927153 23.1559809, -81.927276 23.1554995)",,
656101151,15,secondary,50,False,True,58.481,,,"LINESTRING (-81.922575 23.1520464, -81.9231235 23.1521956)",,
881491360,2,tertiary,50,False,True,70.231,,,"LINESTRING (-81.922575 23.1520464, -81.92224 23.1525978)",,
116500956,2,secondary,50,False,False,96.84800000000001,,,"LINESTRING (-81.922575 23.1520464, -81.9226619 23.1517485, -81.9227392 23.151402, -81.9227473 23.1511933)",,
116500847,Enlace a Carretera Jaruco,trunk_link,,True,False,53.984,,,"LINESTRING (-81.919875 23.1516726, -81.9200027 23.1518118, -81.9200452 23.1518475, -81.920094 23.1518797, -81.9201403 23.1518946, -81.9201891 23.1519061, -81.9202354 23.1519084, -81.920298 23.1518877)",,
202014600,,unclassified,,True,False,79.381,,,"LINESTRING (-81.919875 23.1516726, -81.9200177 23.1518808, -81.9200477 23.1519464, -81.9200619 23.1520075, -81.9201223 23.152337)",,
116500847,Enlace a Carretera Jaruco,trunk_link,,True,False,204.69299999999998,,,"LINESTRING (-81.9183197 23.1506236, -81.9185962 23.1506463, -81.9187163 23.1506739, -81.9188379 23.1507227, -81.9189641 23.1508016, -81.9190817 23.1508902, -81.9193019 23.1511065, -81.919875 23.1516726)",,
117118037,Vía Blanca,trunk,80,True,False,172.325,2,CN,"LINESTRING (-81.9183197 23.1506236, -81.91891 23.15055, -81.9199937 23.1504443)",,
116500848,11,tertiary,50,False,True,83.736,,,"LINESTRING (-81.9218373 23.1532866, -81.9226093 23.1535381)",,
370127698,2,residential,,False,False,40.58,,,"LINESTRING (-81.9218373 23.1532866, -81.9215027 23.1534829)",,
881491360,2,tertiary,50,False,False,34.997,,,"LINESTRING (-81.9218373 23.1532866, -81.9220099 23.1530148)",,
116500876,Enlace a Vía Blanca Habana,trunk_link,,True,False,167.745,,,"LINESTRING (-81.9199676 23.1515805, -81.9198413 23.1515288, -81.9197524 23.1514563, -81.9196277 23.1513124, -81.9195772 23.1512032, -81.9195485 23.1510985, -81.9195259 23.1509455, -81.9195409 23.1508166, -81.9195897 23.1507188, -81.9196698 23.1506314, -81.9197374 23.1505727, -81.9197975 23.1505278, -81.9198563 23.150499, -81.9199937 23.1504443)",,
116500848,11,tertiary,50,False,False,83.736,,,"LINESTRING (-81.9226093 23.1535381, -81.9218373 23.1532866)",,
116500887,11,tertiary,,False,False,75.306,,,"LINESTRING (-81.9226093 23.1535381, -81.9233231 23.1537052)",,
117121639,4,secondary,50,False,True,77.972,,,"LINESTRING (-81.9226093 23.1535381, -81.9224275 23.1542191)",,
117121700,4,secondary,50,False,True,33.213,,,"LINESTRING (-81.9226093 23.1535381, -81.9227079 23.1532535)",,
"[116500961, 881491169, 116500967, 116500916, 117118037]",Vía Blanca,trunk,"['60', '80']",True,False,321.87199999999996,2,CN,"LINESTRING (-81.9199937 23.1504443, -81.9205154 23.1503824, -81.9208336 23.1503409, -81.9211809 23.1502954, -81.9213369 23.150275, -81.9219277 23.1501974, -81.9219716 23.1501917, -81.9228205 23.1500927, -81.9228264 23.1500919, -81.923114 23.1500608)",yes,
116500897,3,residential,,False,False,73.988,,,"LINESTRING (-81.9265941 23.1578555, -81.9258707 23.1578747)",,
116500904,18,residential,,False,True,60.291,,,"LINESTRING (-81.9265941 23.1578555, -81.9267563 23.1573342)",,
117121650,9,residential,,False,False,74.376,,,"LINESTRING (-81.9231207 23.154422, -81.9224275 23.1542191)",,
117121650,9,residential,,False,True,60.665,,,"LINESTRING (-81.9231207 23.154422, -81.9236907 23.1545736)",,
117121664,6,residential,,False,False,105.218,,,"LINESTRING (-81.9231207 23.154422, -81.922858 23.1553369)",,
117121664,6,residential,,False,True,82.347,,,"LINESTRING (-81.9231207 23.154422, -81.9233231 23.1537052)",,
116500887,11,tertiary,,False,False,80.517,,,"LINESTRING (-81.9247822 23.1540283, -81.9255491 23.154193)",,
116500887,11,tertiary,,False,True,93.023,,,"LINESTRING (-81.9247822 23.1540283, -81.9238965 23.1538368)",,
117121659,10,residential,,False,False,90.448,,,"LINESTRING (-81.9247822 23.1540283, -81.9245437 23.1548116)",,
117121659,10,residential,,False,True,67.528,,,"LINESTRING (-81.9247822 23.1540283, -81.9249503 23.153441)",,
117121685,14,residential,,False,False,61.793,,,"LINESTRING (-81.9263704 23.1537996, -81.9262016 23.1543332)",,
117121685,14,residential,,False,True,116.24,,,"LINESTRING (-81.9263704 23.1537996, -81.9266764 23.1527928)",,
117121687,13,residential,,False,False,70.963,,,"LINESTRING (-81.9263704 23.1537996, -81.9270392 23.1539703)",,
117121687,13,residential,,False,True,69.955,,,"LINESTRING (-81.9263704 23.1537996, -81.9257091 23.1536381)",,
117121649,5,residential,,False,False,60.788,,,"LINESTRING (-81.9225823 23.1563782, -81.9231677 23.1564739)",,
117121649,5,residential,,False,True,46.745,,,"LINESTRING (-81.9225823 23.1563782, -81.9221317 23.1563069)",,
117121664,6,residential,,False,False,60.11,,,"LINESTRING (-81.9225823 23.1563782, -81.9224485 23.1569046)",,
117121664,6,residential,,False,True,119.169,,,"LINESTRING (-81.9225823 23.1563782, -81.922858 23.1553369)",,
405788541,7,secondary,50,False,False,69.504,,,"LINESTRING (-81.9263767 23.1561379, -81.9257214 23.1559715)",,
405788541,7,secondary,50,False,True,72.279,,,"LINESTRING (-81.9263767 23.1561379, -81.9270577 23.1563125)",,
117121660,16,residential,,False,False,93.371,,,"LINESTRING (-81.9263767 23.1561379, -81.9264836 23.15579, -81.9266249 23.1553298)",,
117121660,16,residential,,False,True,116.691,,,"LINESTRING (-81.9263767 23.1561379, -81.9261895 23.1567807, -81.9260814 23.1571516)",,
117121642,17,residential,,False,False,78.4,,,"LINESTRING (-81.9261465 23.1521721, -81.9254099 23.1519761)",,
117121642,17,residential,,False,True,70.717,,,"LINESTRING (-81.9261465 23.1521721, -81.9268105 23.1523502)",,
117121681,12,residential,,False,False,106.697,,,"LINESTRING (-81.9261465 23.1521721, -81.9264287 23.1512483)",,
117121681,12,residential,,False,True,69.191,,,"LINESTRING (-81.9261465 23.1521721, -81.9259594 23.1527701)",,
117121636,19,tertiary,50,False,True,71.385,,,"LINESTRING (-81.9271024 23.1514169, -81.9264287 23.1512483)",,
117121685,14,residential,,False,False,107.984,,,"LINESTRING (-81.9271024 23.1514169, -81.9268105 23.1523502)",,
117121659,10,residential,,False,False,67.528,,,"LINESTRING (-81.9249503 23.153441, -81.9247822 23.1540283)",,
117121659,10,residential,,False,True,80.534,,,"LINESTRING (-81.9249503 23.153441, -81.9251636 23.1527438)",,
117121687,13,residential,,False,False,80.615,,,"LINESTRING (-81.9249503 23.153441, -81.9257091 23.1536381)",,
117121687,13,residential,,False,True,91.604,,,"LINESTRING (-81.9249503 23.153441, -81.9240953 23.1531947)",,
116500887,11,tertiary,,False,False,93.023,,,"LINESTRING (-81.9238965 23.1538368, -81.9247822 23.1540283)",,
