osmid,oneway,name,highway,reversed,length,maxspeed,geometry,lanes,width,bridge,ref
38542599,True,Carlos Manuel de Céspedes (Hospital),residential,False,71.055,,"LINESTRING (-77.9200402 21.3766291, -77.920365 21.377192)",,,,
849289319,True,Raúl Lamar (San Clemente),tertiary,False,60.564,40,"LINESTRING (-77.9200402 21.3766291, -77.9194987 21.376835)",,,,
38542599,True,Carlos Manuel de Céspedes (Hospital),residential,False,98.894,,"LINESTRING (-77.920365 21.377192, -77.9208229 21.3779725)",,,,
38542606,True,Rosa La Bayamesa (San Isidro),residential,False,64.112,,"LINESTRING (-77.920365 21.377192, -77.9206469 21.3770581, -77.9209198 21.3769361)",,,,
38542599,True,Carlos Manuel de Céspedes (Hospital),residential,False,91.796,,"LINESTRING (-77.9208229 21.3779725, -77.921233 21.3787044)",,,,
38542611,True,Cristo,tertiary,False,60.691,40,"LINESTRING (-77.9208229 21.3779725, -77.9213413 21.3777178)",,,,
131412118,True,Carlos Manuel de Céspedes (Hospital),residential,False,58.179,,"LINESTRING (-77.921233 21.3787044, -77.9213526 21.3789548, -77.9214047 21.3791992)",,,,
131412119,True,Carlos Manuel de Céspedes (Hospital),residential,False,51.236,,"LINESTRING (-77.9214047 21.3791992, -77.9213955 21.3796599)",,,,
38542613,True,Martí,tertiary,False,99.523,40,"LINESTRING (-77.9214047 21.3791992, -77.9208191 21.3790122, -77.9206724 21.3789885, -77.9204792 21.3789869)",,,,
131412119,True,Carlos Manuel de Céspedes (Hospital),residential,False,119.18,,"LINESTRING (-77.9213955 21.3796599, -77.9212718 21.3807255)",,,,
38552729,True,Hermanos Agüero (San Ignacio),residential,False,82.17099999999999,,"LINESTRING (-77.9213955 21.3796599, -77.9220587 21.3794517, -77.9221489 21.379428)",,,,
38547503,True,Carmen,residential,False,33.454,,"LINESTRING (-77.923164 21.381356, -77.9230832 21.3816473)",,,,
833703017,True,24 de Febrero (Honda),residential,False,80.566,,"LINESTRING (-77.9228031 21.3807141, -77.923164 21.381356)",,,,
