osmid,name,highway,maxspeed,width,oneway,reversed,length,geometry,lanes
51189398,2,secondary,50,7,False,True,165.792,"LINESTRING (-81.7610227 22.7625259, -81.7610258 22.7640169)",
51189406,Avenida 23,tertiary,50,,False,False,207.183,"LINESTRING (-81.7610227 22.7625259, -81.7607383 22.7625329, -81.7604291 22.7625405, -81.7590028 22.7625754)",
51189405,Avenida 29,residential,,,False,False,100.546,"LINESTRING (-81.7602204 22.7604422, -81.7592401 22.760464)",
51189412,4,residential,,,False,False,24.464,"LINESTRING (-81.7593078 22.7598226, -81.7593366 22.7596042)",
1147672615,Avenida 31,residential,,,False,False,117.377,"LINESTRING (-81.7593078 22.7598226, -81.7581641 22.7597778)",
51189412,4,residential,,,False,True,71.66000000000001,"LINESTRING (-81.7593078 22.7598226, -81.7593031 22.7598812, -81.7592401 22.760464)",
51189413,Avenida 35,residential,,,False,False,83.082,"LINESTRING (-81.7566093 22.7589099, -81.7557993 22.7588911)",
51189413,Avenida 35,residential,,,False,True,83.385,"LINESTRING (-81.7566093 22.7589099, -81.7574218 22.7589414)",
116737748,10,residential,,,False,False,50.249,"LINESTRING (-81.7566093 22.7589099, -81.7566197 22.7593617)",
116737748,10,residential,,,False,True,59.647,"LINESTRING (-81.7566093 22.7589099, -81.7565893 22.7583738)",
385942486,14,residential,,,False,False,38.151,"LINESTRING (-81.755028 22.7591652, -81.75501 22.7588225)",
385942486,14,residential,,,False,True,76.068,"LINESTRING (-81.755028 22.7591652, -81.7550614 22.7598486)",
587782056,Avenida 33,residential,,,False,False,79.967,"LINESTRING (-81.755028 22.7591652, -81.7542514 22.7590993)",
587782056,Avenida 33,residential,,,False,True,81.106,"LINESTRING (-81.755028 22.7591652, -81.7558148 22.7592402)",
51189413,Avenida 35,residential,,,False,True,83.082,"LINESTRING (-81.7557993 22.7588911, -81.7566093 22.7589099)",
587782055,12 (Calle Real),residential,,,False,False,38.851,"LINESTRING (-81.7557993 22.7588911, -81.7558148 22.7592402)",2
51189413,Avenida 35,residential,,,False,False,81.292,"LINESTRING (-81.7557993 22.7588911, -81.7556048 22.7588753, -81.75501 22.7588225)",
