osmid,name,highway,oneway,reversed,length,lanes,geometry,maxspeed,bridge
299512319,José Martí Pérez,residential,False,False,101.222,,"LINESTRING (-77.3264675 19.9026699, -77.3255536 19.9029703)",,
351686332,José Martí Pérez,tertiary,False,True,13.791,,"LINESTRING (-77.3264675 19.9026699, -77.3265994 19.9026696)",,
480124751,Camilo Cienfuegos,residential,False,True,73.631,,"LINESTRING (-77.3264675 19.9026699, -77.3260692 19.9021238)",,
1126201319,Camilo Cienfuegos,tertiary,False,False,49.086,2,"LINESTRING (-77.3264675 19.9026699, -77.3266197 19.9030875)",,
299512318,Camilo Cienfuegos,secondary,False,False,23.54,2,"LINESTRING (-77.3267121 19.9036585, -77.3266983 19.9038698)",,
299512318,Camilo Cienfuegos,secondary,False,True,34.122,2,"LINESTRING (-77.3267121 19.9036585, -77.326689 19.9033524)",,
548483854,,residential,False,True,15.487,,"LINESTRING (-77.3267121 19.9036585, -77.3268594 19.9036732)",,
193434851,Antonio Maceo,residential,False,False,85.903,,"LINESTRING (-77.3234056 19.9036359, -77.3226763 19.9032801)",,
193434851,Antonio Maceo,residential,False,True,65.953,,"LINESTRING (-77.3234056 19.9036359, -77.3238829 19.9040237)",,
558901074,,residential,False,True,29.79,,"LINESTRING (-77.3234056 19.9036359, -77.3236714 19.9035394)",,
200138779,Luis Enrique Carracedo,tertiary,False,False,162.099,,"LINESTRING (-77.3238304 19.9045231, -77.3252335 19.9039029)",,
480124752,Antonio Maceo,tertiary,False,True,55.531,,"LINESTRING (-77.3238304 19.9045231, -77.3234023 19.9048187)",,
480124749,Antonio Maceo,residential,False,False,56.281,,"LINESTRING (-77.3238304 19.9045231, -77.3238984 19.904192, -77.3238829 19.9040237)",,
299511362,Julio Antonio Mella,tertiary,False,False,30.482,,"LINESTRING (-77.3234023 19.9048187, -77.3236335 19.9049857)",,
480124752,Antonio Maceo,tertiary,False,False,55.531,,"LINESTRING (-77.3234023 19.9048187, -77.3238304 19.9045231)",,
562912298,Antonio Maceo,tertiary,False,True,42.389,,"LINESTRING (-77.3234023 19.9048187, -77.3233687 19.9049142, -77.3232749 19.9051806)",,
193434847,Antonio Guiteras,residential,False,True,101.721,,"LINESTRING (-77.3232749 19.9051806, -77.3237047 19.9060013)",,
195520395,26 de Julio,residential,False,True,43.305,,"LINESTRING (-77.3232749 19.9051806, -77.3236335 19.9049857)",,
562912298,Antonio Maceo,tertiary,False,False,42.389,,"LINESTRING (-77.3232749 19.9051806, -77.3233687 19.9049142, -77.3234023 19.9048187)",,
193434872,Conrado Benitez,residential,False,False,84.617,,"LINESTRING (-77.3244081 19.9056249, -77.3237047 19.9060013)",,
299511362,Julio Antonio Mella,tertiary,False,True,107.752,,"LINESTRING (-77.3244081 19.9056249, -77.3236335 19.9049857)",,
200138783,Conrado Benitez,residential,False,True,168.796,,"LINESTRING (-77.3244081 19.9056249, -77.3248852 19.9051929, -77.3257692 19.9048604)",,
299511362,Julio Antonio Mella,tertiary,False,False,175.464,,"LINESTRING (-77.3244081 19.9056249, -77.3247629 19.9059151, -77.3250186 19.9061242, -77.3251918 19.9062659, -77.3256612 19.9066743)",,
193434847,Antonio Guiteras,residential,False,False,101.721,,"LINESTRING (-77.3237047 19.9060013, -77.3232749 19.9051806)",,
193434847,Antonio Guiteras,residential,False,True,162.629,,"LINESTRING (-77.3237047 19.9060013, -77.3244664 19.9072765)",,
193434872,Conrado Benitez,residential,False,True,84.617,,"LINESTRING (-77.3237047 19.9060013, -77.3244081 19.9056249)",,
193434872,Conrado Benitez,residential,False,False,69.759,,"LINESTRING (-77.3237047 19.9060013, -77.3235641 19.9060697, -77.3231121 19.9062896)",,
193434847,Antonio Guiteras,residential,False,False,162.629,,"LINESTRING (-77.3244664 19.9072765, -77.3237047 19.9060013)",,
193434856,Paquito Rosales,residential,False,False,114.548,,"LINESTRING (-77.3244664 19.9072765, -77.3235645 19.9078614)",,
193434856,Paquito Rosales,residential,False,True,141.733,,"LINESTRING (-77.3244664 19.9072765, -77.3256612 19.9066743)",,
