osmid,ref,name,highway,maxspeed,oneway,reversed,length,bridge,width,geometry,lanes
463576707,CN,Liberato Azcuy,secondary,50,False,False,28.571,,,"LINESTRING (-83.5557206 22.7495414, -83.5555677 22.7493266)",
"[710519371, 463576707, 463576708]",CN,Liberato Azcuy,secondary,50,False,True,30.121,yes,6,"LINESTRING (-83.5557206 22.7495414, -83.5557246 22.7497234, -83.5557224 22.7497743, -83.555723 22.7498122)",
756798375,,,residential,,False,False,176.349,,,"LINESTRING (-83.5557206 22.7495414, -83.5558031 22.7496443, -83.5563363 22.7503095, -83.5570075 22.7504308)",
97706760,1-371,Martí,secondary,50,False,False,115.088,,,"LINESTRING (-83.5547488 22.7481762, -83.5538159 22.7487516)",
463576707,CN,Liberato Azcuy,secondary,50,False,True,95.955,,,"LINESTRING (-83.5547488 22.7481762, -83.5552623 22.7488976)",
756076633,,Liberato Azcuy,tertiary,50,False,False,101.712,,,"LINESTRING (-83.5547488 22.7481762, -83.5543884 22.747324)",
"[631852877, 117099532, 281006621]",CN,Martí,secondary,50,False,False,108.57400000000001,yes,6,"LINESTRING (-83.5547488 22.7481762, -83.5555598 22.7479935, -83.5557388 22.7479507, -83.5557757 22.747939)",2
1022421730,CN,Carretera Viñales - La Palma,secondary,60,True,False,11.725,,6,"LINESTRING (-83.557249 22.747491, -83.5571945 22.7475837)",2
1270444113,,,secondary_link,,True,False,10.16,,,"LINESTRING (-83.557249 22.747491, -83.5572651 22.7475315, -83.5573073 22.74756)",
97706785,,José Miguel Gómez,residential,,False,True,100.296,,,"LINESTRING (-83.5529655 22.7492779, -83.5534968 22.7500352)",
629487460,,Martí,tertiary,,False,False,92.755,,,"LINESTRING (-83.5529655 22.7492779, -83.5522095 22.7497359)",
629487460,,Martí,tertiary,,False,True,105.021,,,"LINESTRING (-83.5529655 22.7492779, -83.5538159 22.7487516)",
97706785,,José Miguel Gómez,residential,,False,False,152.644,,,"LINESTRING (-83.5529655 22.7492779, -83.5522301 22.7481986, -83.552147 22.7481374)",
585014624,,Camilo Cienfuegos,residential,,False,False,123.765,,,"LINESTRING (-83.5522095 22.7497359, -83.5528777 22.7506628)",
585014624,,Camilo Cienfuegos,residential,,False,True,55.959,,,"LINESTRING (-83.5522095 22.7497359, -83.5518994 22.7493218)",
629487460,,Martí,tertiary,,False,True,92.755,,,"LINESTRING (-83.5522095 22.7497359, -83.5529655 22.7492779)",
756076042,,Martí,tertiary,,False,False,47.937,,,"LINESTRING (-83.5522095 22.7497359, -83.5518185 22.7499722)",
210710568,,Céspedes,residential,,False,False,126.30900000000001,,,"LINESTRING (-83.5513547 22.7483969, -83.550827 22.7485834, -83.5506093 22.7487057, -83.5502743 22.7489264)",
210710568,,Céspedes,residential,,False,True,86.219,,,"LINESTRING (-83.5513547 22.7483969, -83.5518228 22.7482451, -83.552147 22.7481374)",
585014624,,Camilo Cienfuegos,residential,,False,False,117.41300000000001,,,"LINESTRING (-83.5513547 22.7483969, -83.5514731 22.7486781, -83.5518994 22.7493218)",
585014624,,Camilo Cienfuegos,residential,,False,True,117.268,,,"LINESTRING (-83.5513547 22.7483969, -83.5511944 22.7479882, -83.5511083 22.747853, -83.5509402 22.747674, -83.5507546 22.7475258)",
210710562,,Pasaje A,residential,,False,True,118.942,,,"LINESTRING (-83.5514097 22.745301, -83.550366 22.7457676)",
210710562,,Pasaje A,residential,,False,False,200.702,,,"LINESTRING (-83.5514097 22.745301, -83.551956 22.7451421, -83.5532428 22.7446714)",
281006813,1-341,Comandante José Antonio Cruz,secondary,50,False,False,226.257,,,"LINESTRING (-83.5514097 22.745301, -83.5518585 22.7457194, -83.5524828 22.7462883, -83.5526021 22.7464413, -83.5527735 22.7468609)",
97706760,1-371,Martí,secondary,50,False,True,115.088,,,"LINESTRING (-83.5538159 22.7487516, -83.5547488 22.7481762)",
210710563,,Comandante José Antonio Cruz,residential,,False,False,100.71,,,"LINESTRING (-83.5538159 22.7487516, -83.5543769 22.749495)",
629487460,,Martí,tertiary,,False,False,105.021,,,"LINESTRING (-83.5538159 22.7487516, -83.5529655 22.7492779)",
281006813,1-341,Comandante José Antonio Cruz,secondary,50,False,True,128.057,,,"LINESTRING (-83.5538159 22.7487516, -83.5535739 22.7483886, -83.5531505 22.7477771)",
210710568,,Céspedes,residential,,False,True,110.429,,,"LINESTRING (-83.552147 22.7481374, -83.5531505 22.7477771)",
97706785,,José Miguel Gómez,residential,,False,False,110.378,,,"LINESTRING (-83.552147 22.7481374, -83.5520918 22.7480847, -83.5519598 22.7478105, -83.5516803 22.7472473)",
97706785,,José Miguel Gómez,residential,,False,True,152.644,,,"LINESTRING (-83.552147 22.7481374, -83.5522301 22.7481986, -83.5529655 22.7492779)",
210710568,,Céspedes,residential,,False,False,86.219,,,"LINESTRING (-83.552147 22.7481374, -83.5518228 22.7482451, -83.5513547 22.7483969)",
463576707,CN,Liberato Azcuy,secondary,50,False,False,95.955,,,"LINESTRING (-83.5552623 22.7488976, -83.5547488 22.7481762)",
463576707,CN,Liberato Azcuy,secondary,50,False,True,57.064,,,"LINESTRING (-83.5552623 22.7488976, -83.5555677 22.7493266)",
1026238071,,Antonio Maceo,residential,,False,False,66.861,,,"LINESTRING (-83.5552623 22.7488976, -83.5557973 22.7485539)",
"[1026238072, 210710566, 1026238071]",,"['Antonio Maceo', 'Maceo']",residential,,False,True,112.50200000000001,yes,,"LINESTRING (-83.5552623 22.7488976, -83.5546548 22.7493106, -83.5545963 22.7493495, -83.5543769 22.749495)",
210710559,,Liberato Azcuy,residential,,False,True,47.168,,,"LINESTRING (-83.5532428 22.7446714, -83.5534113 22.7450661)",
627406943,,Liberato Azcuy,residential,,False,False,60.558,,,"LINESTRING (-83.5532428 22.7446714, -83.5530666 22.7441516)",
210710562,,Pasaje A,residential,,False,True,200.702,,,"LINESTRING (-83.5532428 22.7446714, -83.551956 22.7451421, -83.5514097 22.745301)",
627406944,,,residential,,False,False,187.34,,,"LINESTRING (-83.5532428 22.7446714, -83.5530961 22.7445894, -83.5526589 22.7444385, -83.5523048 22.7445202, -83.5522243 22.7444831, -83.5521707 22.7444089, -83.5519186 22.7438696)",
210710559,,Liberato Azcuy,residential,,False,True,105.056,,,"LINESTRING (-83.5540223 22.7464416, -83.5543884 22.747324)",
210710559,,Liberato Azcuy,residential,,False,False,165.344,,,"LINESTRING (-83.5540223 22.7464416, -83.5538775 22.7461582, -83.5534113 22.7450661)",
"[1026238073, 1026238074, 210710561]",,Máximo Gómez,residential,,False,True,136.292,yes,,"LINESTRING (-83.5540223 22.7464416, -83.5537336 22.7465323, -83.5536752 22.7465522, -83.5527735 22.7468609)",
210710561,,Máximo Gómez,residential,,False,True,120.055,,,"LINESTRING (-83.5527735 22.7468609, -83.5516803 22.7472473)",
"[210710561, 1026238074, 1026238073]",,Máximo Gómez,residential,,False,False,136.292,yes,,"LINESTRING (-83.5527735 22.7468609, -83.5536752 22.7465522, -83.5537336 22.7465323, -83.5540223 22.7464416)",
281006813,1-341,Comandante José Antonio Cruz,secondary,50,False,False,108.983,,,"LINESTRING (-83.5527735 22.7468609, -83.5530696 22.7476002, -83.5531505 22.7477771)",
281006813,1-341,Comandante José Antonio Cruz,secondary,50,False,True,226.257,,,"LINESTRING (-83.5527735 22.7468609, -83.5526021 22.7464413, -83.5524828 22.7462883, -83.5518585 22.7457194, -83.5514097 22.745301)",
756076632,,Céspedes,residential,,False,False,61.006,,,"LINESTRING (-83.5549428 22.747125, -83.5543884 22.747324)",
"[318770768, 281006686]",,,residential,,False,False,177.971,,,"LINESTRING (-83.5502709 22.7475148, -83.5501287 22.7464757, -83.5500964 22.7462001, -83.5500081 22.7459364)",
585014623,,Máximo Gómez,residential,,False,False,49.653,,,"LINESTRING (-83.5502709 22.7475148, -83.5505654 22.7475131, -83.5507546 22.7475258)",
210710561,,Máximo Gómez,residential,,False,False,100.01599999999999,,,"LINESTRING (-83.5507546 22.7475258, -83.5510535 22.7474103, -83.5516803 22.7472473)",
585014623,,Máximo Gómez,residential,,False,True,49.653,,,"LINESTRING (-83.5507546 22.7475258, -83.5505654 22.7475131, -83.5502709 22.7475148)",
585014624,,Camilo Cienfuegos,residential,,False,False,117.268,,,"LINESTRING (-83.5507546 22.7475258, -83.5509402 22.747674, -83.5511083 22.747853, -83.5511944 22.7479882, -83.5513547 22.7483969)",
210710568,,Céspedes,residential,,False,False,110.429,,,"LINESTRING (-83.5531505 22.7477771, -83.552147 22.7481374)",
281006813,1-341,Comandante José Antonio Cruz,secondary,50,False,False,128.057,,,"LINESTRING (-83.5531505 22.7477771, -83.5535739 22.7483886, -83.5538159 22.7487516)",
281006813,1-341,Comandante José Antonio Cruz,secondary,50,False,True,108.983,,,"LINESTRING (-83.5531505 22.7477771, -83.5530696 22.7476002, -83.5527735 22.7468609)",
"[1026238075, 1026238076, 756076631]",,Céspedes,tertiary,50,False,True,136.579,yes,,"LINESTRING (-83.5531505 22.7477771, -83.5539564 22.7474868, -83.5540046 22.7474695, -83.5543884 22.747324)",
1026238071,,Antonio Maceo,residential,,False,True,66.861,,,"LINESTRING (-83.5557973 22.7485539, -83.5552623 22.7488976)",
281006732,,,residential,,False,False,13.291,,,"LINESTRING (-83.5502743 22.7489264, -83.5501477 22.7489008)",
210710568,,Céspedes,residential,,False,True,126.309,,,"LINESTRING (-83.5502743 22.7489264, -83.5506093 22.7487057, -83.550827 22.7485834, -83.5513547 22.7483969)",
281006756,,,residential,,False,False,181.156,,,"LINESTRING (-83.5502743 22.7489264, -83.5513824 22.7494229, -83.5514927 22.749432, -83.5518994 22.7493218)",
210710563,,Comandante José Antonio Cruz,residential,,False,False,99.267,,,"LINESTRING (-83.5543769 22.749495, -83.5548962 22.7502484)",
210710563,,Comandante José Antonio Cruz,residential,,False,True,100.71,,,"LINESTRING (-83.5543769 22.749495, -83.5538159 22.7487516)",
210710566,,Antonio Maceo,residential,,False,True,108.412,,,"LINESTRING (-83.5543769 22.749495, -83.5534968 22.7500352)",
"[1026238072, 210710566, 1026238071]",,"['Antonio Maceo', 'Maceo']",residential,,False,False,112.50200000000001,yes,,"LINESTRING (-83.5543769 22.749495, -83.5545963 22.7493495, -83.5546548 22.7493106, -83.5552623 22.7488976)",
210710567,,Francisco Cruz Caballero,residential,,False,False,98.054,,,"LINESTRING (-83.555723 22.7498122, -83.5553338 22.7499733, -83.5548962 22.7502484)",
"[463576707, 710519371, 463576708]",CN,Liberato Azcuy,secondary,50,False,False,30.121000000000002,yes,6,"LINESTRING (-83.555723 22.7498122, -83.5557224 22.7497743, -83.5557246 22.7497234, -83.5557206 22.7495414)",
