osmid,oneway,name,highway,width,reversed,length,geometry
255743111,True,Galarza,residential,6,False,82.6,"LINESTRING (-58.2330503 -32.4840579, -58.233911 -32.484215)"
284274241,True,Justo José de Urquiza,residential,6,False,24.293,"LINESTRING (-58.2330503 -32.4840579, -58.2330332 -32.4841387, -58.2330064 -32.4842732)"
28801120,True,Galarza,residential,12,False,47.193,"LINESTRING (-58.2322479 -32.4839438, -58.2323744 -32.4839639, -58.2327432 -32.4840184)"
29030035,True,25 de Mayo,residential,6,False,169.897,"LINESTRING (-58.2322479 -32.4839438, -58.2324038 -32.4831572, -58.2325466 -32.4824368)"
28801159,True,9 de Julio,residential,6,False,83.941,"LINESTRING (-58.2313005 -32.484492, -58.2304268 -32.4843286)"
28801216,True,María Eva Duarte de Perón,residential,12,False,77.134,"LINESTRING (-58.2313005 -32.484492, -58.2313229 -32.4843749, -58.2313976 -32.4839854, -58.2314317 -32.4838072)"
28801163,True,Juan Domingo Perón,residential,6,False,83.552,"LINESTRING (-58.2311699 -32.4851425, -58.2310133 -32.4858822)"
28801121,True,Juan Domingo Perón,residential,12,False,73.362,"LINESTRING (-58.2311699 -32.4851425, -58.231207 -32.4849578, -58.2312783 -32.4846028, -58.2313005 -32.484492)"
28801124,True,San Martín,residential,12,False,80.018,"LINESTRING (-58.2320046 -32.4852912, -58.2319124 -32.4852748, -58.2314142 -32.485186, -58.2311699 -32.4851425)"
28801215,True,3 de Febrero,residential,12,False,71.115,"LINESTRING (-58.2329035 -32.4847898, -58.2328794 -32.484901, -58.2328031 -32.4852527, -58.232767 -32.4854189)"
255743109,True,Florentino Ameghino,residential,6,False,85.581,"LINESTRING (-58.2364833 -32.4846439, -58.2363438 -32.4854045)"
255743111,True,Galarza,residential,6,False,81.674,"LINESTRING (-58.2364833 -32.4846439, -58.2373376 -32.484786)"
28801209,True,14 de Julio,residential,6,False,80.614,"LINESTRING (-58.2356145 -32.4844991, -58.2357508 -32.4837833)"
255743111,True,Galarza,residential,6,False,83.066,"LINESTRING (-58.2356145 -32.4844991, -58.2364833 -32.4846439)"
255743098,True,Congreso de Tucumán,residential,6,False,83.286,"LINESTRING (-58.2347607 -32.4843567, -58.2346153 -32.4850956)"
255743111,True,Galarza,residential,6,False,81.634,"LINESTRING (-58.2347607 -32.4843567, -58.2356145 -32.4844991)"
