osmid,oneway,name,highway,reversed,length,maxspeed,geometry
248665023,True,Julián Francisco Sayos,residential,False,85.359,,"LINESTRING (-58.8008759 -35.4366414, -58.8007638 -35.4374036)"
248665029,True,Manuel Suárez,residential,False,90.53,,"LINESTRING (-58.8008759 -35.4366414, -58.8018654 -35.4367549)"
549933083,False,Manuel Suárez,residential,False,42.507,,"LINESTRING (-58.8008759 -35.4366414, -58.8004094 -35.4366005)"
248665016,True,Italia,residential,False,68.319,40,"LINESTRING (-58.8063324 -35.4366939, -58.8062088 -35.4373)"
248665029,True,Manuel Suárez,residential,False,56.692,,"LINESTRING (-58.8018654 -35.4367549, -58.8024837 -35.4368334)"
248664968,True,Belgrano,residential,False,80.078,40,"LINESTRING (-58.8024837 -35.4368334, -58.8023923 -35.4375497)"
248665029,True,Manuel Suárez,residential,False,146.301,,"LINESTRING (-58.8024837 -35.4368334, -58.8040787 -35.4370391)"
248664996,True,General Urquiza,residential,False,196.365,,"LINESTRING (-58.808492 -35.4368441, -58.8063324 -35.4366939)"
248665056,False,Rivadavia,tertiary,False,80.595,40,"LINESTRING (-58.808492 -35.4368441, -58.8084195 -35.4375665)"
1202554919,True,Profesora Laura Giagnacovo,residential,False,23.42,,"LINESTRING (-58.8051484 -35.4369685, -58.8050965 -35.437028, -58.8050804 -35.4370794, -58.8050873 -35.4371136, -58.8051184 -35.4371566)"
1202554922,True,Profesora Laura Giagnacovo,residential,False,22.395,,"LINESTRING (-58.8051484 -35.4369685, -58.8051705 -35.4370384, -58.8051697 -35.4370794, -58.8051427 -35.4371289, -58.8051184 -35.4371566)"
248665029,True,Manuel Suárez,residential,False,95.095,,"LINESTRING (-58.8040787 -35.4370391, -58.8051184 -35.4371566)"
1202554920,True,Manuel Suárez,residential,False,100.065,,"LINESTRING (-58.8051184 -35.4371566, -58.8062088 -35.4373)"
1202554921,True,Profesora Laura Giagnacovo,residential,False,69.876,,"LINESTRING (-58.8051184 -35.4371566, -58.8049361 -35.4377672)"
248665016,True,Italia,residential,False,64.989,40,"LINESTRING (-58.8062088 -35.4373, -58.8060908 -35.4378765)"
1202554920,True,Manuel Suárez,residential,False,53.23,,"LINESTRING (-58.8062088 -35.4373, -58.8067888 -35.4373765)"
248664975,False,Bernardino Antonio Lalinde,residential,False,48.328,,"LINESTRING (-58.8002337 -35.437355, -58.8007638 -35.4374036)"
