osmid,name,highway,oneway,reversed,length,bridge,geometry,ref
439536830,Presidente Perón,residential,False,True,144.369,,"LINESTRING (-58.7487721 -30.3810797, -58.7489671 -30.3823671)",
780021426,Ecuador,residential,False,False,112.827,,"LINESTRING (-58.7487721 -30.3810797, -58.7476156 -30.3812646)",
780021423,Concordia,residential,False,False,145.781,,"LINESTRING (-58.7476156 -30.3812646, -58.7477683 -30.382569)",
780021426,Ecuador,residential,False,True,112.827,,"LINESTRING (-58.7476156 -30.3812646, -58.7487721 -30.3810797)",
"[780021425, 780021426, 497187669]",Ecuador,residential,False,False,144.331,yes,"LINESTRING (-58.7476156 -30.3812646, -58.7475676 -30.3812782, -58.7474698 -30.3812922, -58.7461434 -30.3815309)",
497187668,Lavalle,residential,False,True,144.513,,"LINESTRING (-58.7546983 -30.3814935, -58.7532113 -30.381702)",
497187705,Leandro N. Alem,tertiary,False,False,147.521,,"LINESTRING (-58.7546983 -30.3814935, -58.7549675 -30.3827997)",RP1
497187679,Gualeguaychú,residential,False,True,57.704,,"LINESTRING (-58.7461434 -30.3815309, -58.7461913 -30.3820482)",
"[780021425, 780021426, 497187669]",Ecuador,residential,False,True,144.331,yes,"LINESTRING (-58.7461434 -30.3815309, -58.7474698 -30.3812922, -58.7475676 -30.3812782, -58.7476156 -30.3812646)",
173270855,Gualeguay,residential,False,False,149.718,,"LINESTRING (-58.7532113 -30.381702, -58.7534855 -30.3830275)",
497187668,Lavalle,residential,False,False,144.513,,"LINESTRING (-58.7532113 -30.381702, -58.7546983 -30.3814935)",
497187668,Lavalle,residential,False,True,143.35,,"LINESTRING (-58.7532113 -30.381702, -58.7517427 -30.3819405)",
173270869,Paraná,residential,False,False,148.213,,"LINESTRING (-58.7517427 -30.3819405, -58.7520041 -30.3832542)",
497187668,Lavalle,residential,False,False,143.35,,"LINESTRING (-58.7517427 -30.3819405, -58.7532113 -30.381702)",
497187668,Lavalle,residential,False,True,145.854,,"LINESTRING (-58.7517427 -30.3819405, -58.7502434 -30.3821588)",
497187668,Lavalle,residential,False,False,145.854,,"LINESTRING (-58.7502434 -30.3821588, -58.7517427 -30.3819405)",
759021332,Rocamora,residential,False,True,124.6,,"LINESTRING (-58.7502434 -30.3821588, -58.7489671 -30.3823671)",
439537023,Sarmiento,residential,False,True,150.66,,"LINESTRING (-58.7502434 -30.3821588, -58.7504444 -30.3831511, -58.7505137 -30.3834935)",
439536830,Presidente Perón,residential,False,False,144.369,,"LINESTRING (-58.7489671 -30.3823671, -58.7487721 -30.3810797)",
439536830,Presidente Perón,residential,False,True,148.553,,"LINESTRING (-58.7489671 -30.3823671, -58.749223 -30.3836847)",
759021332,Rocamora,residential,False,False,124.6,,"LINESTRING (-58.7489671 -30.3823671, -58.7502434 -30.3821588)",
759021332,Rocamora,residential,False,True,117.166,,"LINESTRING (-58.7489671 -30.3823671, -58.7482896 -30.3824812, -58.7477683 -30.382569)",
780021423,Concordia,residential,False,True,145.781,,"LINESTRING (-58.7477683 -30.382569, -58.7476156 -30.3812646)",
759021332,Rocamora,residential,False,False,117.166,,"LINESTRING (-58.7477683 -30.382569, -58.7482896 -30.3824812, -58.7489671 -30.3823671)",
"[173270850, 759021332, 759021333]",Rocamora,residential,False,True,145.59199999999998,yes,"LINESTRING (-58.7477683 -30.382569, -58.7472111 -30.3826664, -58.7471321 -30.3826787, -58.7462765 -30.3828098)",
780021423,Concordia,residential,False,False,146.933,,"LINESTRING (-58.7477683 -30.382569, -58.7478096 -30.3829213, -58.7479223 -30.3838837)",
497187679,Gualeguaychú,residential,False,False,85.08,,"LINESTRING (-58.7462765 -30.3828098, -58.7461913 -30.3820482)",
497187679,Gualeguaychú,residential,False,True,146.202,,"LINESTRING (-58.7462765 -30.3828098, -58.7464361 -30.3841174)",
"[173270850, 759021332, 759021333]",Rocamora,residential,False,False,145.59199999999998,yes,"LINESTRING (-58.7462765 -30.3828098, -58.7471321 -30.3826787, -58.7472111 -30.3826664, -58.7477683 -30.382569)",
173270847,Moreno,residential,False,False,144.399,,"LINESTRING (-58.7549675 -30.3827997, -58.7534855 -30.3830275)",
173270847,Moreno,residential,False,True,80.373,,"LINESTRING (-58.7549675 -30.3827997, -58.7557922 -30.382672)",
497187705,Leandro N. Alem,tertiary,False,False,193.792,,"LINESTRING (-58.7549675 -30.3827997, -58.7552919 -30.3845199)",RP1
497187705,Leandro N. Alem,tertiary,False,True,147.521,,"LINESTRING (-58.7549675 -30.3827997, -58.7546983 -30.3814935)",RP1
173270847,Moreno,residential,False,False,144.32,,"LINESTRING (-58.7534855 -30.3830275, -58.7520041 -30.3832542)",
173270847,Moreno,residential,False,True,144.399,,"LINESTRING (-58.7534855 -30.3830275, -58.7549675 -30.3827997)",
173270855,Gualeguay,residential,False,False,181.612,,"LINESTRING (-58.7534855 -30.3830275, -58.7538173 -30.3846355)",
173270855,Gualeguay,residential,False,True,149.718,,"LINESTRING (-58.7534855 -30.3830275, -58.7532113 -30.381702)",
173270847,Moreno,residential,False,False,145.42,,"LINESTRING (-58.7520041 -30.3832542, -58.7505137 -30.3834935)",
173270847,Moreno,residential,False,True,144.32,,"LINESTRING (-58.7520041 -30.3832542, -58.7534855 -30.3830275)",
173270869,Paraná,residential,False,False,168.897,,"LINESTRING (-58.7520041 -30.3832542, -58.7523128 -30.3847496)",
173270869,Paraná,residential,False,True,148.213,,"LINESTRING (-58.7520041 -30.3832542, -58.7517427 -30.3819405)",
173270847,Moreno,residential,False,True,145.42,,"LINESTRING (-58.7505137 -30.3834935, -58.7520041 -30.3832542)",
497187667,Sarmiento,residential,False,True,154.192,,"LINESTRING (-58.7505137 -30.3834935, -58.7507903 -30.3848595)",
812901898,Paraguay,residential,False,False,125.62,,"LINESTRING (-58.7505137 -30.3834935, -58.749223 -30.3836847)",
439537023,Sarmiento,residential,False,False,150.66,,"LINESTRING (-58.7505137 -30.3834935, -58.7504444 -30.3831511, -58.7502434 -30.3821588)",
439536830,Presidente Perón,residential,False,False,148.553,,"LINESTRING (-58.749223 -30.3836847, -58.7489671 -30.3823671)",
439536830,Presidente Perón,residential,False,True,140.809,,"LINESTRING (-58.749223 -30.3836847, -58.7494265 -30.3849388)",
812901898,Paraguay,residential,False,False,126.714,,"LINESTRING (-58.749223 -30.3836847, -58.7479223 -30.3838837)",
812901898,Paraguay,residential,False,True,125.62,,"LINESTRING (-58.749223 -30.3836847, -58.7505137 -30.3834935)",
780021423,Concordia,residential,False,False,127.647,,"LINESTRING (-58.7479223 -30.3838837, -58.7480224 -30.3850284)",
812901898,Paraguay,residential,False,False,144.91,,"LINESTRING (-58.7479223 -30.3838837, -58.7464361 -30.3841174)",
812901898,Paraguay,residential,False,True,126.714,,"LINESTRING (-58.7479223 -30.3838837, -58.749223 -30.3836847)",
780021423,Concordia,residential,False,True,146.933,,"LINESTRING (-58.7479223 -30.3838837, -58.7478096 -30.3829213, -58.7477683 -30.382569)",
497187679,Gualeguaychú,residential,False,False,146.202,,"LINESTRING (-58.7464361 -30.3841174, -58.7462765 -30.3828098)",
497187679,Gualeguaychú,residential,False,True,114.58,,"LINESTRING (-58.7464361 -30.3841174, -58.7465336 -30.3851444)",
812901898,Paraguay,residential,False,True,144.91,,"LINESTRING (-58.7464361 -30.3841174, -58.7479223 -30.3838837)",
439536830,Presidente Perón,residential,False,False,140.809,,"LINESTRING (-58.7494265 -30.3849388, -58.749223 -30.3836847)",
498380979,Hipolito Irigoyen,primary,True,False,135.052,,"LINESTRING (-58.7494265 -30.3849388, -58.7480224 -30.3850284)",RP2
780016839,Presidente Perón,tertiary,False,True,132.409,,"LINESTRING (-58.7494265 -30.3849388, -58.7496266 -30.386117)",
497187682,Concordia,residential,False,False,133.0,,"LINESTRING (-58.7480224 -30.3850284, -58.7481667 -30.386218)",
497187683,Hipolito Irigoyen,primary,True,False,143.39,,"LINESTRING (-58.7480224 -30.3850284, -58.7465336 -30.3851444)",RP2
780021423,Concordia,residential,False,True,127.647,,"LINESTRING (-58.7480224 -30.3850284, -58.7479223 -30.3838837)",
497187679,Gualeguaychú,residential,False,False,114.58,,"LINESTRING (-58.7465336 -30.3851444, -58.7464361 -30.3841174)",
497187686,Gualeguaychú,residential,False,True,133.054,,"LINESTRING (-58.7465336 -30.3851444, -58.7466965 -30.3863327)",
173270872,Tucumán,residential,False,True,139.896,,"LINESTRING (-58.7555423 -30.385664, -58.7557909 -30.3869037)",
497187705,Leandro N. Alem,tertiary,False,True,129.466,,"LINESTRING (-58.7555423 -30.385664, -58.7552919 -30.3845199)",RP1
173270855,Gualeguay,residential,False,True,129.572,,"LINESTRING (-58.7540657 -30.3857809, -58.7538173 -30.3846355)",
439539899,Rivadavia,primary,True,False,69.563,,"LINESTRING (-58.7540657 -30.3857809, -58.7547862 -30.3857097)",
497187698,Corrientes,residential,False,False,139.193,,"LINESTRING (-58.7540657 -30.3857809, -58.7542734 -30.3870198)",
173270869,Paraná,residential,False,True,129.916,,"LINESTRING (-58.7525577 -30.3858987, -58.7523128 -30.3847496)",
526239569,Santa Fe,residential,False,True,140.863,,"LINESTRING (-58.7525577 -30.3858987, -58.7527846 -30.3871503)",RP28
439539899,Rivadavia,primary,True,False,145.241,,"LINESTRING (-58.7525577 -30.3858987, -58.7530158 -30.3858629, -58.7540657 -30.3857809)",
439536608,Buenos Aires,residential,False,True,144.959,,"LINESTRING (-58.7496266 -30.386117, -58.7498229 -30.3874096)",
759021315,San Martín,primary,True,False,132.066,,"LINESTRING (-58.7496266 -30.386117, -58.7509988 -30.3860198)",
780016839,Presidente Perón,tertiary,False,False,132.409,,"LINESTRING (-58.7496266 -30.386117, -58.7494265 -30.3849388)",
497187682,Concordia,residential,False,True,133.0,,"LINESTRING (-58.7481667 -30.386218, -58.7480224 -30.3850284)",
497187685,Arturo Illia,residential,False,False,147.666,,"LINESTRING (-58.7481667 -30.386218, -58.7483267 -30.3875388)",
759021315,San Martín,primary,True,False,140.484,,"LINESTRING (-58.7481667 -30.386218, -58.7496266 -30.386117)",
173270854,Córdoba,residential,False,True,150.135,,"LINESTRING (-58.7466965 -30.3863327, -58.7468283 -30.3876781)",
497187686,Gualeguaychú,residential,False,False,133.054,,"LINESTRING (-58.7466965 -30.3863327, -58.7465336 -30.3851444)",
759021315,San Martín,primary,True,False,141.598,,"LINESTRING (-58.7466965 -30.3863327, -58.7481667 -30.386218)",
173270872,Tucumán,residential,False,False,139.896,,"LINESTRING (-58.7557909 -30.3869037, -58.7555423 -30.385664)",
759021322,Alvear,residential,False,False,74.798,,"LINESTRING (-58.7557909 -30.3869037, -58.7550148 -30.3869691)",
497187698,Corrientes,residential,False,False,71.613,,"LINESTRING (-58.7542734 -30.3870198, -58.7543924 -30.3876556)",
497187698,Corrientes,residential,False,True,139.193,,"LINESTRING (-58.7542734 -30.3870198, -58.7540657 -30.3857809)",
759021322,Alvear,residential,False,False,143.559,,"LINESTRING (-58.7542734 -30.3870198, -58.7540245 -30.387034, -58.7527846 -30.3871503)",
759021322,Alvear,residential,False,True,71.345,,"LINESTRING (-58.7542734 -30.3870198, -58.7546361 -30.3869993, -58.7550148 -30.3869691)",
526239569,Santa Fe,residential,False,False,140.863,,"LINESTRING (-58.7527846 -30.3871503, -58.7525577 -30.3858987)",RP28
526239569,Santa Fe,residential,False,True,73.033,,"LINESTRING (-58.7527846 -30.3871503, -58.7529038 -30.387799)",RP28
759021321,Alvear,residential,False,False,145.592,,"LINESTRING (-58.7527846 -30.3871503, -58.7512766 -30.3872992)",
759021322,Alvear,residential,False,True,143.559,,"LINESTRING (-58.7527846 -30.3871503, -58.7540245 -30.387034, -58.7542734 -30.3870198)",
759021308,Presvitero Villon,residential,False,False,139.978,,"LINESTRING (-58.7512766 -30.3872992, -58.7498229 -30.3874096)",
759021319,Valdez,tertiary,False,False,144.737,,"LINESTRING (-58.7512766 -30.3872992, -58.7509988 -30.3860198)",
759021319,Valdez,tertiary,False,True,142.231,,"LINESTRING (-58.7512766 -30.3872992, -58.7514884 -30.3885652)",
759021321,Alvear,residential,False,True,145.592,,"LINESTRING (-58.7512766 -30.3872992, -58.7527846 -30.3871503)",
439536608,Buenos Aires,residential,False,False,144.959,,"LINESTRING (-58.7498229 -30.3874096, -58.7496266 -30.386117)",
439536608,Buenos Aires,residential,False,True,142.646,,"LINESTRING (-58.7498229 -30.3874096, -58.749985 -30.3886848)",
759021308,Presvitero Villon,residential,False,False,144.232,,"LINESTRING (-58.7498229 -30.3874096, -58.7483267 -30.3875388)",
