osmid,oneway,ref,name,highway,reversed,length,junction,geometry,lanes,maxspeed
106205326,True,RP23,Avenida del Libertador,primary,False,33.207,,"LINESTRING (-58.7859929 -34.6356797, -58.7860401 -34.6359758)",,
91189014,True,,,primary,False,49.176,circular,"LINESTRING (-58.7859929 -34.6356797, -58.7859761 -34.6357477, -58.7859613 -34.6357862, -58.785924 -34.6358415, -58.785888 -34.6358822, -58.7858548 -34.6359123, -58.7858202 -34.6359323, -58.7857747 -34.6359544, -58.7857295 -34.6359711, -58.7856635 -34.6359947)",,
185736058,True,,Avenida Gaona,secondary,False,34.519,,"LINESTRING (-58.7860401 -34.6359758, -58.7856635 -34.6359947)",2,40
185736063,True,RP23,Avenida del Libertador,secondary,False,212.916,,"LINESTRING (-58.7860401 -34.6359758, -58.7860627 -34.6360487, -58.7861737 -34.6363282, -58.7867615 -34.6377961)",,40
87820015,False,,Diagonal Norte,residential,False,73.243,,"LINESTRING (-58.7867615 -34.6377961, -58.7872695 -34.637287)",,40
87829943,True,,Justo Daract,residential,False,155.828,,"LINESTRING (-58.7867615 -34.6377961, -58.7856899 -34.6388854)",,40
185736063,True,RP23,Avenida del Libertador,secondary,False,85.295,,"LINESTRING (-58.7867615 -34.6377961, -58.7870189 -34.6384226, -58.7870589 -34.6385231)",,40
89757028,False,,Florencio Molina Campos,tertiary,False,127.912,,"LINESTRING (-58.7879907 -34.6407523, -58.7885712 -34.640592, -58.7886205 -34.6405783, -58.7890965 -34.6404469, -58.7893162 -34.6403862)",,40
186981881,True,RP23,Avenida del Libertador,secondary,False,130.89100000000002,,"LINESTRING (-58.7879907 -34.6407523, -58.788264 -34.6414316, -58.7883032 -34.641529, -58.7884403 -34.6418698)",,20
45869488,False,,12 de Octubre,residential,False,74.17,,"LINESTRING (-58.7939948 -34.6360869, -58.7937359 -34.6354548)",,40
319193437,False,,Domingo Faustino Sarmiento,residential,False,60.857,,"LINESTRING (-58.7939948 -34.6360869, -58.7941753 -34.6360546, -58.7943385 -34.6360352, -58.7944602 -34.6360382, -58.7946533 -34.6360519)",,40
319193437,False,,Domingo Faustino Sarmiento,residential,True,58.769000000000005,,"LINESTRING (-58.7939948 -34.6360869, -58.7938459 -34.6361417, -58.7937389 -34.6361921, -58.7936293 -34.6362643, -58.7934753 -34.6363884)",,40
45869488,False,,12 de Octubre,residential,True,74.17,,"LINESTRING (-58.7937359 -34.6354548, -58.7939948 -34.6360869)",,40
319193439,False,,José Marmol,residential,True,154.134,,"LINESTRING (-58.7937359 -34.6354548, -58.7921397 -34.6358982)",,40
319193428,True,RP25,Avenida Enrique Victorica,primary,False,127.56200000000001,,"LINESTRING (-58.795243 -34.6438424, -58.7948618 -34.6429018, -58.794802 -34.6427541)",2,40
94317007,True,,Reverendo Padre Arellano,residential,False,130.598,,"LINESTRING (-58.7938439 -34.6403694, -58.7924905 -34.640743)",,40
319193414,True,RP25,Avenida Enrique Victorica,primary,False,130.73,,"LINESTRING (-58.7938439 -34.6403694, -58.7934484 -34.6393876, -58.7933944 -34.6392534)",2,40
88886339,True,,General Manuel Belgrano,residential,False,17.585,,"LINESTRING (-58.7857391 -34.6426091, -58.7858 -34.6427591)",,40
