osmid,oneway,name,highway,reversed,length,bridge,geometry,maxspeed,lanes,junction
123432972,False,Gorriti,tertiary,False,137.847,,"LINESTRING (-64.8661516 -24.2280082, -64.8674989 -24.2281734)",,,
"[183192452, 123432965, 183192454]",True,Rogelio Leach,secondary,False,37.098,yes,"LINESTRING (-64.8661516 -24.2280082, -64.8661615 -24.2279317, -64.8661866 -24.2277545, -64.8661975 -24.2276772)",,,
650788949,False,Gorriti,secondary,True,164.577,,"LINESTRING (-64.8661516 -24.2280082, -64.8659595 -24.2279779, -64.8658342 -24.2279421, -64.8657253 -24.2278827, -64.8654815 -24.2276401, -64.8653957 -24.2276113, -64.8653098 -24.2276268, -64.8647129 -24.2278107)",,,
123157947,True,Vélez Sarsfield,residential,False,6.138,,"LINESTRING (-64.8688588 -24.2283935, -64.868864 -24.2283385)",40,,
123264011,True,Hipólito Yrigoyen,tertiary,False,27.215,,"LINESTRING (-64.8629985 -24.2310214, -64.863075 -24.231256)",60,2,
650788957,True,Miguel Aráoz,secondary,False,46.207,,"LINESTRING (-64.8718072 -24.233706, -64.8713653 -24.2338075)",,,
124334778,True,Azcuénaga,tertiary,False,163.363,,"LINESTRING (-64.8708019 -24.2302676, -64.8723604 -24.2298953)",,,
183058799,True,Pedro Goyena,secondary,False,66.843,,"LINESTRING (-64.8708019 -24.2302676, -64.8709595 -24.2308513)",,,
123157940,True,Bartolomé Mitre,tertiary,False,53.533,,"LINESTRING (-64.8674989 -24.2281734, -64.8676485 -24.2286351)",,,
123432972,False,Gorriti,tertiary,True,137.847,,"LINESTRING (-64.8674989 -24.2281734, -64.8661516 -24.2280082)",,,
123432972,False,Gorriti,tertiary,False,139.768,,"LINESTRING (-64.8674989 -24.2281734, -64.8685619 -24.228324, -64.868636 -24.228325, -64.868708 -24.2283277, -64.868864 -24.2283385)",,,
183058799,True,Pedro Goyena,secondary,False,130.716,,"LINESTRING (-64.8711195 -24.2314023, -64.8714478 -24.2325391)",,,
123263998,True,Sarmiento,tertiary,False,128.41899999999998,,"LINESTRING (-64.8711195 -24.2314023, -64.8703748 -24.231595, -64.8699011 -24.2317175)",,,
183058799,True,Pedro Goyena,secondary,False,134.774,,"LINESTRING (-64.8714478 -24.2325391, -64.8718072 -24.233706)",,,
123157945,True,Gobernador Tello,residential,False,130.382,,"LINESTRING (-64.8704419 -24.2291621, -64.8692015 -24.229471)",,,
183058799,True,Pedro Goyena,secondary,False,64.728,,"LINESTRING (-64.8704419 -24.2291621, -64.8706399 -24.2297155)",,,
183017503,False,Gobernador Tello,residential,False,148.823,,"LINESTRING (-64.8704419 -24.2291621, -64.8705105 -24.2291362, -64.871065 -24.2288757, -64.8712351 -24.2288138, -64.8713719 -24.2287781, -64.8718141 -24.2287393)",,,
123160604,True,Salta,secondary,False,22.310000000000002,,"LINESTRING (-64.8725448 -24.235943, -64.8724804 -24.2359567, -64.8723295 -24.2359843)",,,
123285294,True,Avenida Siria,secondary,False,123.803,,"LINESTRING (-64.8720515 -24.2348498, -64.8726973 -24.2357947)",60,,
123285297,False,Avenida Siria,secondary,True,135.18,,"LINESTRING (-64.8720515 -24.2348498, -64.8713653 -24.2338075)",,,
650788956,True,Miguel Aráoz,secondary,False,44.173,,"LINESTRING (-64.8660597 -24.2351304, -64.8656399 -24.2352366)",,,
123157938,True,Miguel Aráoz,residential,False,85.489,,"LINESTRING (-64.8668738 -24.2349304, -64.8660597 -24.2351304)",,,
650788959,True,San Martín,secondary,False,131.27,,"LINESTRING (-64.8668738 -24.2349304, -64.867219 -24.2360682)",,,
123157945,True,Gobernador Tello,residential,False,127.688,,"LINESTRING (-64.8692015 -24.229471, -64.8679861 -24.2297714)",,,
123157947,True,Vélez Sarsfield,residential,False,124.75,,"LINESTRING (-64.8692015 -24.229471, -64.8688588 -24.2283935)",40,,
123157940,True,Bartolomé Mitre,tertiary,False,131.755,,"LINESTRING (-64.8679861 -24.2297714, -64.8683294 -24.2309142)",,,
123157945,True,Gobernador Tello,residential,False,131.336,,"LINESTRING (-64.8679861 -24.2297714, -64.8667413 -24.2300978)",,,
123157945,True,Gobernador Tello,residential,False,129.877,,"LINESTRING (-64.8667413 -24.2300978, -64.8655054 -24.2304045)",,,
123160605,True,Rogelio Leach,tertiary,False,132.218,,"LINESTRING (-64.8667413 -24.2300978, -64.8664065 -24.2289486)",,,
