osmid,oneway,ref,name,highway,reversed,length,geometry,maxspeed,lanes,junction
33843884,True,RP14,Avenida Libertad,primary,False,50.638000000000005,"LINESTRING (-64.4891914 -31.415514, -64.4893697 -31.4157589, -64.4894398 -31.4159149)",,,
"[467664113, 290680242]",True,RN38,Avenida San Martín,primary,False,102.42599999999999,"LINESTRING (-64.4891914 -31.415514, -64.4894355 -31.4156776, -64.4896062 -31.4157835, -64.4898608 -31.4158853, -64.4901157 -31.4159774)",,,
199523361,True,,,primary_link,False,11.987,"LINESTRING (-64.4884682 -31.4150148, -64.4885898 -31.4149856)",,,
290680242,True,RN38,Avenida San Martín,primary,False,18.459,"LINESTRING (-64.4884682 -31.4150148, -64.4886142 -31.4151245)",,,
262310600,False,RP14,Avenida Libertad,primary,True,33.54,"LINESTRING (-64.4897048 -31.4176622, -64.4896509 -31.4173641)",,,
291848088,False,RP14,Avenida Libertad,primary,False,94.94999999999999,"LINESTRING (-64.4897048 -31.4176622, -64.4897273 -31.4177911, -64.4897664 -31.4179139, -64.4898359 -31.4180406, -64.4899243 -31.4181673, -64.4901346 -31.4184188)",40,,
291848092,False,RP14,Avenida Libertad,primary,True,6.991,"LINESTRING (-64.4929282 -31.4214817, -64.4928559 -31.4214696)",40,,
33843887,True,RP14,Avenida Libertad,primary,False,142.70100000000002,"LINESTRING (-64.4929282 -31.4214817, -64.4931832 -31.4215079, -64.4933792 -31.4215135, -64.4935725 -31.4215126, -64.4939766 -31.4214816, -64.494167 -31.421468, -64.4942278 -31.421468, -64.4943047 -31.4214748, -64.4943557 -31.421483, -64.4944227 -31.4215026)",40,2,
78362627,True,RP14,Avenida Libertad,primary,False,90.453,"LINESTRING (-64.4944683 -31.4215277, -64.494552 -31.4215788, -64.4946088 -31.421623, -64.4946769 -31.4216863, -64.4947968 -31.4218414, -64.4949929 -31.4221918)",40,2,
219780552,True,RP14,,primary_link,False,41.81700000000001,"LINESTRING (-64.4944683 -31.4215277, -64.4945072 -31.4215962, -64.4945301 -31.4216509, -64.4945339 -31.421712, -64.494515 -31.4217715, -64.4944918 -31.4217978, -64.4944531 -31.4218164, -64.4943983 -31.4218281)",,,
331415974,True,RP14,Avenida Libertad,primary,False,8.937,"LINESTRING (-64.4943983 -31.4218281, -64.4943117 -31.4217965)",40,2,
230156967,True,,Alvear,residential,False,102.68,"LINESTRING (-64.492673 -31.41908, -64.4935688 -31.419598)",,,
41406465,True,,Maipú,residential,False,212.679,"LINESTRING (-64.492673 -31.41908, -64.4921826 -31.4196487, -64.4914112 -31.4205434, -64.4913366 -31.420615)",,,
262310600,False,RP14,Avenida Libertad,primary,False,14.102,"LINESTRING (-64.4896303 -31.4172385, -64.4896509 -31.4173641)",,,
262310600,False,RP14,Avenida Libertad,primary,True,111.238,"LINESTRING (-64.4896303 -31.4172385, -64.4894939 -31.416337, -64.4894781 -31.4162466)",,,
330417976,False,,Avenida San Martín,secondary,True,12.773,"LINESTRING (-64.4934609 -31.4179865, -64.4933467 -31.4179257)",40,2,
41281702,True,,Maipú,residential,False,19.177999999999997,"LINESTRING (-64.4934609 -31.4179865, -64.4934123 -31.418054, -64.493355 -31.4181334)",,,
330417975,False,,Avenida San Martín,secondary,False,36.216,"LINESTRING (-64.4934609 -31.4179865, -64.4935188 -31.4180137, -64.4937915 -31.4181492)",40,2,
50553871,True,,Belgrano,residential,False,219.259,"LINESTRING (-64.492294 -31.4212426, -64.4935688 -31.419598)",,,
291848091,False,RP14,Avenida Libertad,primary,True,116.19299999999998,"LINESTRING (-64.492294 -31.4212426, -64.4919669 -31.4210899, -64.491784 -31.4209989, -64.4916658 -31.4209293, -64.4915404 -31.4208344, -64.4914457 -31.4207465, -64.4913366 -31.420615)",40,,
331455878,False,RP14,Avenida Libertad,primary,False,59.073,"LINESTRING (-64.492294 -31.4212426, -64.492553 -31.4213627, -64.4928559 -31.4214696)",40,,
54650200,True,,Maipú,residential,False,109.158,"LINESTRING (-64.4913366 -31.420615, -64.490463 -31.4212537)",,,
291848090,False,RP14,Avenida Libertad,primary,True,139.885,"LINESTRING (-64.4913366 -31.420615, -64.4912953 -31.4205593, -64.4912256 -31.4204478, -64.4911468 -31.4202684, -64.4909507 -31.4197003, -64.4908542 -31.4194307)",40,,
