osmid,oneway,name,highway,reversed,length,ref,width,geometry
234838141,True,Italia,residential,False,119.712,,,"LINESTRING (-62.7087746 -34.2629166, -62.7100403 -34.262662)"
234838149,True,Dr. Emilio A. Carballeira,residential,False,122.487,,,"LINESTRING (-62.7087746 -34.2629166, -62.7084639 -34.2618454)"
138877839,True,Bernabé Ferreyra,residential,False,120.012,,,"LINESTRING (-62.7147254 -34.2650486, -62.7134566 -34.2653042)"
234838142,True,Centenario,residential,False,119.83,,,"LINESTRING (-62.7147254 -34.2650486, -62.7144211 -34.2640007)"
234498919,True,Santa Fe,residential,False,120.329,,,"LINESTRING (-62.7141119 -34.2629355, -62.7128394 -34.2631905)"
234838142,True,Centenario,residential,False,118.045,,,"LINESTRING (-62.7141119 -34.2629355, -62.7138127 -34.2619031)"
234838151,True,Presidente Juan Domingo Perón,secondary,False,120.33,,,"LINESTRING (-62.7081108 -34.2652698, -62.7093831 -34.265014)"
90724552,True,Hipólito Yrigoyen,residential,False,119.947,,,"LINESTRING (-62.7106488 -34.2647594, -62.7109535 -34.2658083)"
234838151,True,Presidente Juan Domingo Perón,secondary,False,117.296,,,"LINESTRING (-62.7106488 -34.2647594, -62.711889 -34.26451)"
234510330,True,Juan Bautista Justo,residential,False,119.524,,,"LINESTRING (-62.7138127 -34.2619031, -62.7150764 -34.2616489)"
234838142,True,Centenario,residential,False,120.833,,,"LINESTRING (-62.7138127 -34.2619031, -62.713506 -34.2608464)"
234510329,True,Eva Perón,residential,False,120.165,,,"LINESTRING (-62.7131506 -34.2642563, -62.7144211 -34.2640007)"
234838135,False,Bulevar España,secondary,True,119.866,RP2-S,,"LINESTRING (-62.7131506 -34.2642563, -62.7134566 -34.2653042)"
688055213,False,Bulevar España,secondary,False,121.914,RP2-S,,"LINESTRING (-62.7131506 -34.2642563, -62.7128394 -34.2631905)"
138877819,True,San Juan,residential,False,119.698,,,"LINESTRING (-62.7109535 -34.2658083, -62.709688 -34.2660632)"
234838143,True,Intendente Domingo Ferrari,residential,False,78.156,,,"LINESTRING (-62.716343 -34.2613941, -62.7161447 -34.2607106)"
90724552,True,Hipólito Yrigoyen,residential,False,123.027,,,"LINESTRING (-62.7103366 -34.2636835, -62.7106488 -34.2647594)"
138973225,True,Primitivo Galán,residential,False,119.703,,,"LINESTRING (-62.7103366 -34.2636835, -62.7090699 -34.2639344)"
138836500,True,Bulevar San Martín,secondary,False,119.709,,5.1,"LINESTRING (-62.7084341 -34.2617426, -62.7097008 -34.2614916)"
138836941,True,Manuel Roca,residential,False,119.784,,,"LINESTRING (-62.7156857 -34.2637464, -62.7159904 -34.2647938)"
234498919,True,Santa Fe,residential,False,119.454,,,"LINESTRING (-62.7128394 -34.2631905, -62.7115746 -34.2634383)"
688055213,False,Bulevar España,secondary,False,117.934,RP2-S,,"LINESTRING (-62.7128394 -34.2631905, -62.7125383 -34.2621595)"
688055213,False,Bulevar España,secondary,True,121.914,RP2-S,,"LINESTRING (-62.7128394 -34.2631905, -62.7131506 -34.2642563)"
138843984,True,Presidente Juan Domingo Perón,secondary,False,119.717,,,"LINESTRING (-62.706845 -34.2655244, -62.7081108 -34.2652698)"
705183897,True,Chacabuco,residential,False,124.263,,,"LINESTRING (-62.706845 -34.2655244, -62.7065296 -34.2644377)"
138836941,True,Manuel Roca,residential,False,122.649,,,"LINESTRING (-62.7159904 -34.2647938, -62.7163016 -34.2658664)"
138877839,True,Bernabé Ferreyra,residential,False,119.652,,,"LINESTRING (-62.7159904 -34.2647938, -62.7147254 -34.2650486)"
138836941,True,Manuel Roca,residential,False,121.401,,,"LINESTRING (-62.7153772 -34.2626848, -62.7156857 -34.2637464)"
234498919,True,Santa Fe,residential,False,119.574,,,"LINESTRING (-62.7153772 -34.2626848, -62.7141119 -34.2629355)"
234838149,True,Dr. Emilio A. Carballeira,residential,False,123.448,,,"LINESTRING (-62.7093831 -34.265014, -62.7090699 -34.2639344)"
234838151,True,Presidente Juan Domingo Perón,secondary,False,119.709,,,"LINESTRING (-62.7093831 -34.265014, -62.7106488 -34.2647594)"
234498914,True,Bulevar Belgrano,secondary,False,119.494,,5.1,"LINESTRING (-62.7134762 -34.2607438, -62.7147406 -34.2604932)"
234838143,True,Intendente Domingo Ferrari,residential,False,30.393,,,"LINESTRING (-62.7161156 -34.2606104, -62.7160385 -34.2603446)"
90724552,True,Hipólito Yrigoyen,residential,False,116.804,,,"LINESTRING (-62.7100403 -34.262662, -62.7103366 -34.2636835)"
