osmid,highway,oneway,reversed,length,name,width,geometry,ref,maxspeed
99372701,residential,False,False,17.538,,,"LINESTRING (-54.565968 -25.9727607, -54.5659177 -25.9729118)",,
552246022,secondary,True,False,103.486,Avenida Juan Domingo Perón,6,"LINESTRING (-54.565968 -25.9727607, -54.566859 -25.972966, -54.566971 -25.9729911)",,
42376340,residential,False,True,177.086,Republica Argentina,5,"LINESTRING (-54.566971 -25.9729911, -54.5657402 -25.9718457)",,
552246024,residential,False,True,16.976,Tucumán,,"LINESTRING (-54.566971 -25.9729911, -54.5668593 -25.9731061)",,
552246027,residential,False,False,81.93900000000001,Tucumán,,"LINESTRING (-54.566971 -25.9729911, -54.567034 -25.972933, -54.5675676 -25.9724859)",,
42378161,residential,False,False,114.707,Mariano Moreno,,"LINESTRING (-54.5739275 -25.9703928, -54.5740055 -25.971422)",,
957643572,residential,False,False,136.984,Profesor Jorge Yelen,,"LINESTRING (-54.5739275 -25.9703928, -54.5725588 -25.9704522)",,
42376792,residential,False,False,145.829,Profesor Jorge Yelen,,"LINESTRING (-54.5712204 -25.9705132, -54.5697647 -25.9705983)",,
440120687,residential,False,False,106.377,,,"LINESTRING (-54.5712204 -25.9705132, -54.5713056 -25.9714668)",,
957643572,residential,False,True,57.266999999999996,Profesor Jorge Yelen,,"LINESTRING (-54.5712204 -25.9705132, -54.5717149 -25.9704889, -54.5717924 -25.9704849)",,
42376820,residential,False,False,153.671,La Rioja,,"LINESTRING (-54.5664766 -25.9715123, -54.5675676 -25.9724859)",,
583540075,residential,False,False,82.423,Hipólito Yrigoyen,,"LINESTRING (-54.5664766 -25.9715123, -54.5657402 -25.9718457)",,
"[42376792, 583540075]",residential,False,True,273.052,"['Hipólito Yrigoyen', 'Profesor Jorge Yelen']",,"LINESTRING (-54.5664766 -25.9715123, -54.5679806 -25.9708178, -54.5682278 -25.9707036, -54.568421 -25.970663, -54.568704 -25.97065, -54.5689842 -25.9706315)",,
42376820,residential,False,False,134.3,La Rioja,,"LINESTRING (-54.5675676 -25.9724859, -54.56851 -25.9733467)",,
42376820,residential,False,True,153.671,La Rioja,,"LINESTRING (-54.5675676 -25.9724859, -54.5664766 -25.9715123)",,
"[552246027, 135518262]",residential,False,False,204.74,"['Wenceslao Pellinski', 'Tucumán']",,"LINESTRING (-54.5675676 -25.9724859, -54.567595 -25.972463, -54.567929 -25.972137, -54.56806 -25.972065, -54.568187 -25.972079, -54.568339 -25.972176, -54.568606 -25.972429, -54.5690706 -25.9728528)",,
552246027,residential,False,True,81.93900000000001,Tucumán,,"LINESTRING (-54.5675676 -25.9724859, -54.567034 -25.972933, -54.566971 -25.9729911)",,
42378161,residential,False,True,114.707,Mariano Moreno,,"LINESTRING (-54.5740055 -25.971422, -54.5739275 -25.9703928)",,
807911458,residential,False,True,142.304,Sagrada Familia,,"LINESTRING (-54.5740055 -25.971422, -54.572582 -25.9714141)",,
42378161,residential,False,False,98.11699999999999,Mariano Moreno,,"LINESTRING (-54.5740055 -25.971422, -54.574052 -25.9722054, -54.5740918 -25.9722965)",,
42378161,residential,False,True,98.11699999999999,Mariano Moreno,,"LINESTRING (-54.5740918 -25.9722965, -54.574052 -25.9722054, -54.5740055 -25.971422)",,
653666236,residential,False,False,181.46099999999998,,,"LINESTRING (-54.5740918 -25.9722965, -54.5740214 -25.972467, -54.573915 -25.9725967, -54.5738372 -25.972643, -54.5737146 -25.9726915, -54.5735681 -25.9727078, -54.5733948 -25.9727149, -54.5732968 -25.9727541, -54.5731903 -25.9728406, -54.5730973 -25.9730659, -54.5730379 -25.9731733, -54.5728186 -25.9732462)",,
957865240,residential,False,False,78.464,Chaco,,"LINESTRING (-54.5690706 -25.9728528, -54.56851 -25.9733467)",,
"[552246027, 135518262]",residential,False,True,204.74,"['Wenceslao Pellinski', 'Tucumán']",,"LINESTRING (-54.5690706 -25.9728528, -54.568606 -25.972429, -54.568339 -25.972176, -54.568187 -25.972079, -54.56806 -25.972065, -54.567929 -25.972137, -54.567595 -25.972463, -54.5675676 -25.9724859)",,
552246024,residential,False,False,16.976,Tucumán,,"LINESTRING (-54.5668593 -25.9731061, -54.566971 -25.9729911)",,
552246025,secondary,True,False,96.588,Avenida Juan Domingo Perón,6,"LINESTRING (-54.5668593 -25.9731061, -54.5667294 -25.973084, -54.5662883 -25.9729929, -54.5659177 -25.9729118)",,
42733797,residential,False,False,136.752,San Cayetano,,"LINESTRING (-54.5705989 -25.9715253, -54.5707055 -25.9727514)",,
293422354,residential,False,False,77.341,Sagrada Familia,,"LINESTRING (-54.5705989 -25.9715253, -54.5698265 -25.9715653)",,
293422354,residential,False,True,70.945,Sagrada Familia,,"LINESTRING (-54.5705989 -25.9715253, -54.5713056 -25.9714668)",,
42733797,residential,False,True,136.752,San Cayetano,,"LINESTRING (-54.5707055 -25.9727514, -54.5705989 -25.9715253)",,
807911457,residential,False,False,69.333,,,"LINESTRING (-54.5707055 -25.9727514, -54.5713973 -25.9727068)",,
807911457,residential,False,True,68.341,,,"LINESTRING (-54.5707055 -25.9727514, -54.5700236 -25.9727954)",,
42376792,residential,False,True,78.111,Profesor Jorge Yelen,,"LINESTRING (-54.5689842 -25.9706315, -54.5697647 -25.9705983)",,
"[42376792, 583540075]",residential,False,False,273.052,"['Hipólito Yrigoyen', 'Profesor Jorge Yelen']",,"LINESTRING (-54.5689842 -25.9706315, -54.568704 -25.97065, -54.568421 -25.970663, -54.5682278 -25.9707036, -54.5679806 -25.9708178, -54.5664766 -25.9715123)",,
42734174,residential,False,False,109.066,Padre Pío,,"LINESTRING (-54.5689842 -25.9706315, -54.5690119 -25.9710562, -54.5690171 -25.9713591, -54.5690345 -25.9716111)",,
293422354,residential,False,False,79.336,Sagrada Familia,,"LINESTRING (-54.5698265 -25.9715653, -54.5690345 -25.9716111)",,
293422354,residential,False,True,77.341,Sagrada Familia,,"LINESTRING (-54.5698265 -25.9715653, -54.5705989 -25.9715253)",,
583540076,residential,False,False,107.703,San Francisco,,"LINESTRING (-54.5698265 -25.9715653, -54.5697647 -25.9705983)",,
"[511156073, 583540076]",residential,False,"[False, True]",139.777,San Francisco,,"LINESTRING (-54.5698265 -25.9715653, -54.5698999 -25.9723071, -54.5699458 -25.9726809, -54.5699719 -25.972742, -54.5700236 -25.9727954)",,
42376792,residential,False,False,78.111,Profesor Jorge Yelen,,"LINESTRING (-54.5697647 -25.9705983, -54.5689842 -25.9706315)",,
42376792,residential,False,True,145.829,Profesor Jorge Yelen,,"LINESTRING (-54.5697647 -25.9705983, -54.5712204 -25.9705132)",,
583540076,residential,False,True,107.703,San Francisco,,"LINESTRING (-54.5697647 -25.9705983, -54.5698265 -25.9715653)",,
42734337,residential,False,False,135.83,Los Cosecheros,,"LINESTRING (-54.5717807 -25.9702549, -54.5716897 -25.9690361)",,
482938945,residential,False,True,137.729,Avenida del Trabajo,,"LINESTRING (-54.5717807 -25.9702549, -54.5731548 -25.9701648)",,
957915761,residential,False,False,13.765,Avenida del Trabajo,,"LINESTRING (-54.5717807 -25.9702549, -54.5717883 -25.9703785)",,
957684329,residential,False,False,93.894,Avenida del Trabajo,,"LINESTRING (-54.5717807 -25.9702549, -54.5716101 -25.9702554, -54.5708415 -25.9702639)",,
42734337,residential,False,True,135.83,Los Cosecheros,,"LINESTRING (-54.5716897 -25.9690361, -54.5717807 -25.9702549)",,
42734375,residential,False,True,135.457,Manuel Belgrano,,"LINESTRING (-54.5716897 -25.9690361, -54.5730403 -25.968938)",,
42734337,residential,False,False,133.32600000000002,Los Cosecheros,,"LINESTRING (-54.5716897 -25.9690361, -54.5716836 -25.9689347, -54.571672 -25.9688361, -54.5716208 -25.9682714, -54.5715943 -25.9678403)",,
957643566,residential,False,False,10.644,General Güemes,,"LINESTRING (-54.5715943 -25.9678403, -54.571576 -25.967746)",,
42734337,residential,False,True,133.326,Los Cosecheros,,"LINESTRING (-54.5715943 -25.9678403, -54.5716208 -25.9682714, -54.571672 -25.9688361, -54.5716836 -25.9689347, -54.5716897 -25.9690361)",,
