osmid,oneway,lanes,name,highway,reversed,length,maxspeed,geometry,ref,est_width
200385612,True,2,54 - Bartolomé Mitre,tertiary,False,10.724,,"LINESTRING (-58.534702 -34.5737165, -58.5347853 -34.5737843)",,
200385618,True,2,79 - Ayacucho,secondary,False,135.766,40,"LINESTRING (-58.534702 -34.5737165, -58.5357263 -34.5728791, -58.5357547 -34.5728566)",,
51250580,False,4,Avenida 101 - Doctor Ricardo Balbín,primary,False,132.738,,"LINESTRING (-58.5425806 -34.580319, -58.5426505 -34.5802626, -58.542683 -34.5802364, -58.5427992 -34.5801426, -58.5435248 -34.5795604, -58.543616 -34.5794834)",RP8,
164265661,True,,44 - Benito Juárez,residential,False,104.595,40,"LINESTRING (-58.5344721 -34.5804786, -58.5336702 -34.5798086)",,
199763339,True,2,48 - Moreno,residential,False,103.993,40,"LINESTRING (-58.5365681 -34.5787719, -58.5361051 -34.5783819, -58.5359836 -34.5782812, -58.5357714 -34.5781053)",,
199763398,True,,91 - San Martín,residential,False,136.62599999999998,40,"LINESTRING (-58.5365681 -34.5787719, -58.5363111 -34.57898, -58.5362797 -34.5790053, -58.5357524 -34.5794327, -58.5355044 -34.5796337)",,
208688253,True,3,54 - Bartolomé Mitre,tertiary,False,103.28800000000001,,"LINESTRING (-58.5386748 -34.577056, -58.5389329 -34.5772695, -58.5390794 -34.5773908, -58.5391506 -34.5774497, -58.5393201 -34.57759, -58.5393736 -34.5776321, -58.5394035 -34.5776556, -58.5394743 -34.5777113)",,
292389152,True,2,56 - Domingo Matheu,tertiary,False,103.685,,"LINESTRING (-58.5397354 -34.576196, -58.5389408 -34.5755316)",,
292492039,True,2,91 - San Lorenzo,residential,False,136.285,40,"LINESTRING (-58.5397354 -34.576196, -58.5395609 -34.5763375, -58.5394282 -34.5764451, -58.5389646 -34.576821, -58.5386748 -34.577056)",,
1265032319,True,2,91 - San Lorenzo,residential,False,133.432,40,"LINESTRING (-58.5407721 -34.5753526, -58.5397354 -34.576196)",,
1265032341,True,,58 - General Juan Martín de Pueyrredón,residential,False,102.059,40,"LINESTRING (-58.5407721 -34.5753526, -58.541559 -34.5760027)",,
208688264,True,2,91 - San Lorenzo,residential,False,137.419,40,"LINESTRING (-58.5418436 -34.5744872, -58.5407721 -34.5753526)",,
1265032337,True,,60 - Presidente Bernardino Rivadavia,residential,False,104.435,,"LINESTRING (-58.5418436 -34.5744872, -58.5410392 -34.5738213)",,
30451224,True,,62 - Profesor Agustín Rogelio Vidal,residential,False,101.735,,"LINESTRING (-58.5428902 -34.5736497, -58.5436625 -34.5743075)",,
1265032320,True,2,91 - San Lorenzo,residential,False,133.621,40,"LINESTRING (-58.5428902 -34.5736497, -58.5418436 -34.5744872)",,
465057728,True,,62 - Profesor Agustín Rogelio Vidal,residential,False,103.178,,"LINESTRING (-58.5412809 -34.5723031, -58.5420779 -34.5729591)",,
1265032314,True,,85 - Salguero,residential,False,133.643,40,"LINESTRING (-58.5412809 -34.5723031, -58.5402531 -34.5731565)",,
30451224,True,,62 - Profesor Agustín Rogelio Vidal,residential,False,106.905,,"LINESTRING (-58.5420779 -34.5729591, -58.542722 -34.5735032, -58.5428902 -34.5736497)",,
1146674895,True,2,89 - Doctor Ramón Carrillo,tertiary,False,136.03900000000002,,"LINESTRING (-58.5420779 -34.5729591, -58.5430387 -34.5721638, -58.5431256 -34.5720916)",,
1265032322,True,,93 - Tucumán,residential,False,134.024,40,"LINESTRING (-58.5436625 -34.5743075, -58.5426133 -34.575148)",,
452471634,True,,81 - Cochabamba,residential,False,135.571,40,"LINESTRING (-58.5387176 -34.5718696, -58.5376594 -34.5727224)",,
1265032336,True,,60 - Presidente Bernardino Rivadavia,residential,False,99.995,,"LINESTRING (-58.53948 -34.5725135, -58.5387951 -34.5719351, -58.5387176 -34.5718696)",,
1265032314,True,,85 - Salguero,residential,False,135.608,40,"LINESTRING (-58.5402531 -34.5731565, -58.5392111 -34.5740232)",,
1265032336,True,,60 - Presidente Bernardino Rivadavia,residential,False,100.61,,"LINESTRING (-58.5402531 -34.5731565, -58.53948 -34.5725135)",,
1265032317,True,2,89 - Doctor Ramón Carrillo,tertiary,False,135.04,,"LINESTRING (-58.5410392 -34.5738213, -58.5420779 -34.5729591)",,
1265032337,True,,60 - Presidente Bernardino Rivadavia,residential,False,103.173,,"LINESTRING (-58.5410392 -34.5738213, -58.5402531 -34.5731565)",,
208688256,True,,60 - Presidente Bernardino Rivadavia,residential,False,101.809,40,"LINESTRING (-58.5426133 -34.575148, -58.5418436 -34.5744872)",,
1265032323,True,,93 - Tucumán,residential,False,135.461,40,"LINESTRING (-58.5426133 -34.575148, -58.541559 -34.5760027)",,
1265032338,True,,60 - Presidente Bernardino Rivadavia,residential,False,101.004,,"LINESTRING (-58.5433751 -34.575805, -58.5426133 -34.575148)",,
1265032328,True,,97 - Félix Ballester,residential,False,135.719,40,"LINESTRING (-58.5441323 -34.5764526, -58.5430567 -34.5772925)",,
1265032338,True,,60 - Presidente Bernardino Rivadavia,residential,False,99.957,,"LINESTRING (-58.5441323 -34.5764526, -58.5433751 -34.575805)",,
680311629,False,,58 - General Juan Martín de Pueyrredón,residential,False,11.015,40,"LINESTRING (-58.5367948 -34.5719934, -58.5368787 -34.5720644)",,
1265032309,True,,81 - Cochabamba,residential,False,135.495,40,"LINESTRING (-58.5376594 -34.5727224, -58.5366033 -34.573576)",,
1265032342,True,,58 - General Juan Martín de Pueyrredón,residential,False,100.49100000000001,40,"LINESTRING (-58.5376594 -34.5727224, -58.5382945 -34.5732662, -58.5384262 -34.5733688)",,
1265032310,True,,83 - Cerrito,residential,False,135.478,40,"LINESTRING (-58.5384262 -34.5733688, -58.53948 -34.5725135)",,
1265032342,True,,58 - General Juan Martín de Pueyrredón,residential,False,102.271,40,"LINESTRING (-58.5384262 -34.5733688, -58.5392111 -34.5740232)",,
626219912,True,,85 - Salguero,residential,False,134.62,40,"LINESTRING (-58.5392111 -34.5740232, -58.5381617 -34.5748712)",,
1265032342,True,,58 - General Juan Martín de Pueyrredón,residential,False,101.166,40,"LINESTRING (-58.5392111 -34.5740232, -58.5397381 -34.5744656, -58.5399821 -34.5746749)",,
436717046,True,2,89 - Doctor Ramón Carrillo,tertiary,False,135.56,,"LINESTRING (-58.5399821 -34.5746749, -58.5410392 -34.5738213)",,
1265032342,True,,58 - General Juan Martín de Pueyrredón,residential,False,104.452,40,"LINESTRING (-58.5399821 -34.5746749, -58.5407721 -34.5753526)",,
1265032323,True,,93 - Tucumán,residential,False,135.165,40,"LINESTRING (-58.541559 -34.5760027, -58.5405102 -34.5768582)",,
1265032341,True,,58 - General Juan Martín de Pueyrredón,residential,False,101.062,40,"LINESTRING (-58.541559 -34.5760027, -58.542317 -34.5766634)",,
1265032325,True,,95 - Caseros,residential,False,135.997,40,"LINESTRING (-58.542317 -34.5766634, -58.5433751 -34.575805)",,
1265032341,True,,58 - General Juan Martín de Pueyrredón,residential,False,97.364,40,"LINESTRING (-58.542317 -34.5766634, -58.5430567 -34.5772925)",,
292492028,True,,58 - General Juan Martín de Pueyrredón,residential,False,104.597,40,"LINESTRING (-58.5430567 -34.5772925, -58.5438514 -34.5779683)",,
1265032328,True,,97 - Félix Ballester,residential,False,134.426,40,"LINESTRING (-58.5430567 -34.5772925, -58.5420337 -34.5781597)",,
30451228,True,,56 - Domingo Matheu,residential,False,100.405,40,"LINESTRING (-58.5357547 -34.5728566, -58.5349816 -34.5722162)",,
255846236,True,,79 - Ayacucho,secondary,False,135.211,,"LINESTRING (-58.5357547 -34.5728566, -58.5357825 -34.572834, -58.5366565 -34.5721096, -58.5366922 -34.5720799, -58.5367948 -34.5719934)",,
1265032309,True,,81 - Cochabamba,residential,False,134.937,40,"LINESTRING (-58.5366033 -34.573576, -58.5355584 -34.5744318)",,
292492026,True,2,56 - Domingo Matheu,tertiary,False,101.048,,"LINESTRING (-58.5366033 -34.573576, -58.5359474 -34.573025, -58.5358328 -34.5729254)",,
1265032310,True,,83 - Cerrito,residential,False,134.485,40,"LINESTRING (-58.5373838 -34.5742209, -58.5384262 -34.5733688)",,
1265032343,True,2,56 - Domingo Matheu,tertiary,False,101.237,,"LINESTRING (-58.5373838 -34.5742209, -58.5366033 -34.573576)",,
436717046,True,2,89 - Doctor Ramón Carrillo,tertiary,False,134.773,,"LINESTRING (-58.5389408 -34.5755316, -58.5399821 -34.5746749)",,
1265032343,True,2,56 - Domingo Matheu,tertiary,False,102.375,,"LINESTRING (-58.5389408 -34.5755316, -58.5381617 -34.5748712)",,
292389152,True,2,56 - Domingo Matheu,tertiary,False,102.244,,"LINESTRING (-58.5405102 -34.5768582, -58.5397354 -34.576196)",,
208688266,True,,93 - Tucumán,residential,False,134.138,40,"LINESTRING (-58.5405102 -34.5768582, -58.5395848 -34.5776203, -58.5395623 -34.5776388, -58.5394743 -34.5777113)",,
1265032325,True,,95 - Caseros,residential,False,132.808,40,"LINESTRING (-58.5412711 -34.577491, -58.542317 -34.5766634)",,
292389152,True,2,56 - Domingo Matheu,tertiary,False,99.015,,"LINESTRING (-58.5412711 -34.577491, -58.5410473 -34.577305, -58.5405102 -34.5768582)",,
292389152,True,2,56 - Domingo Matheu,tertiary,False,101.997,,"LINESTRING (-58.5420337 -34.5781597, -58.5412711 -34.577491)",,
292389153,True,,97 - Félix Ballester,residential,False,131.939,40,"LINESTRING (-58.5420337 -34.5781597, -58.5410043 -34.5789901)",,
51250580,False,4,Avenida 101 - Doctor Ricardo Balbín,primary,True,132.738,,"LINESTRING (-58.543616 -34.5794834, -58.5435248 -34.5795604, -58.5427992 -34.5801426, -58.542683 -34.5802364, -58.5426505 -34.5802626, -58.5425806 -34.580319)",RP8,
385611414,True,,56 - Domingo Matheu,tertiary,False,105.371,,"LINESTRING (-58.543616 -34.5794834, -58.5429238 -34.5789012, -58.5428109 -34.5788062)",,
292390531,True,2,54 - Bartolomé Mitre,tertiary,False,102.312,,"LINESTRING (-58.5355584 -34.5744318, -58.5361917 -34.5749672, -58.5363395 -34.5750898)",,
626219913,True,,81 - Sarmiento,residential,False,271.177,,"LINESTRING (-58.5355584 -34.5744318, -58.5345068 -34.5752879, -58.5334572 -34.5761506)",,
1265032310,True,,83 - Cerrito,residential,False,135.929,40,"LINESTRING (-58.5363395 -34.5750898, -58.5373838 -34.5742209)",,
1146674766,True,3,54 - Bartolomé Mitre,tertiary,False,99.90599999999999,,"LINESTRING (-58.5363395 -34.5750898, -58.5370475 -34.5756797, -58.5371066 -34.5757288)",,
"[1146674893, 1146674892, 292492037]",True,2,89 - Doctor Ramón Carrillo,tertiary,False,135.66400000000002,,"LINESTRING (-58.5378851 -34.5763877, -58.5379552 -34.5763306, -58.5381847 -34.5761448, -58.5386851 -34.575742, -58.5388107 -34.5756381, -58.5389408 -34.5755316)",,
