osmid,oneway,name,highway,reversed,length,maxspeed,ref,geometry
117301833,False,Belgrano,residential,True,141.888,,,"LINESTRING (-63.1649142 -37.6851641, -63.1639965 -37.6862133)"
117300956,False,25 de Mayo,residential,True,107.313,,,"LINESTRING (-63.1619446 -37.6883978, -63.1614673 -37.6875097)"
117301833,False,Belgrano,residential,False,22.352,,,"LINESTRING (-63.1619446 -37.6883978, -63.1621048 -37.6882418)"
117301833,False,Belgrano,residential,True,20.545,,,"LINESTRING (-63.1619446 -37.6883978, -63.1618104 -37.688549)"
117300960,False,Maestro Rey,secondary,False,120.472,,085-03,"LINESTRING (-63.1636605 -37.6855715, -63.1623999 -37.6859941)"
117300960,False,Maestro Rey,secondary,True,119.261,,085-03,"LINESTRING (-63.1636605 -37.6855715, -63.1649142 -37.6851641)"
117300977,True,Boulevard Hipólito Yrigoyen,tertiary,False,115.28,40,,"LINESTRING (-63.1606822 -37.6888883, -63.1601941 -37.6879262)"
950207691,True,Güemes,tertiary,False,20.951,,,"LINESTRING (-63.1606822 -37.6888883, -63.1608122 -37.688847, -63.1609031 -37.688818)"
117302431,False,Sarmiento,secondary,False,130.534,,085-03,"LINESTRING (-63.1571695 -37.6877152, -63.1557975 -37.6881616)"
117302431,False,Sarmiento,secondary,True,119.754,,085-03,"LINESTRING (-63.1571695 -37.6877152, -63.1584258 -37.6873011)"
117300960,False,Maestro Rey,secondary,False,141.927,,085-03,"LINESTRING (-63.1623999 -37.6859941, -63.1609103 -37.6864835)"
117300960,False,Maestro Rey,secondary,True,120.472,,085-03,"LINESTRING (-63.1623999 -37.6859941, -63.1636605 -37.6855715)"
117300965,True,Alsina,residential,False,123.093,,,"LINESTRING (-63.1623999 -37.6859941, -63.1629663 -37.6870063)"
950207691,True,Güemes,tertiary,False,47.345,,,"LINESTRING (-63.1601889 -37.6890583, -63.1606822 -37.6888883)"
950207691,True,Güemes,tertiary,False,52.847,,,"LINESTRING (-63.1609031 -37.688818, -63.161465 -37.6886502)"
117301833,False,Belgrano,residential,False,139.877,,,"LINESTRING (-63.1621048 -37.6882418, -63.1630452 -37.6872276)"
117301833,False,Belgrano,residential,True,22.352,,,"LINESTRING (-63.1621048 -37.6882418, -63.1619446 -37.6883978)"
117300970,True,9 de Julio,residential,False,123.92,,,"LINESTRING (-63.1584258 -37.6873011, -63.158962 -37.6883316)"
117302431,False,Sarmiento,secondary,False,119.754,,085-03,"LINESTRING (-63.1584258 -37.6873011, -63.1571695 -37.6877152)"
117302431,False,Sarmiento,secondary,True,118.63,,085-03,"LINESTRING (-63.1584258 -37.6873011, -63.1596702 -37.6868907)"
117300965,True,Alsina,residential,False,25.568,,,"LINESTRING (-63.1629663 -37.6870063, -63.1630452 -37.6872276)"
117301825,True,San Martín,residential,False,143.291,,,"LINESTRING (-63.1629663 -37.6870063, -63.1614673 -37.6875097)"
117300970,True,9 de Julio,residential,False,75.286,,,"LINESTRING (-63.158962 -37.6883316, -63.1592786 -37.6889606)"
117302415,True,Congreso,residential,False,98.645,,,"LINESTRING (-63.158962 -37.6883316, -63.1579239 -37.6886665)"
117302424,True,Rivadavia,residential,False,109.513,,,"LINESTRING (-63.157364 -37.6911653, -63.1562179 -37.6915493)"
117302425,True,Mitre,residential,False,121.764,40,,"LINESTRING (-63.157364 -37.6911653, -63.1578908 -37.6921779)"
117300975,True,Lamadrid,residential,False,121.038,,,"LINESTRING (-63.1657544 -37.6895821, -63.165226 -37.6885771)"
117300976,True,Las Heras,residential,False,116.292,,,"LINESTRING (-63.1654835 -37.6861975, -63.1659779 -37.6871674)"
117301825,True,San Martín,residential,False,121.06,,,"LINESTRING (-63.1654835 -37.6861975, -63.1642168 -37.6866223)"
117301823,True,Bartusch,residential,False,130.059,,,"LINESTRING (-63.1578908 -37.6921779, -63.1592535 -37.6917248)"
117302425,True,Mitre,residential,False,116.461,40,,"LINESTRING (-63.1578908 -37.6921779, -63.1583959 -37.693146)"
117301832,True,Güemes,residential,False,131.139,,,"LINESTRING (-63.156846 -37.690175, -63.1582236 -37.689725)"
117302425,True,Mitre,residential,False,119.177,40,,"LINESTRING (-63.156846 -37.690175, -63.157364 -37.6911653)"
117300978,True,Pueyrredón,residential,False,13.838,40,,"LINESTRING (-63.1593133 -37.6918399, -63.1592535 -37.6917248)"
117301838,False,12 de Octubre,residential,False,166.157,,,"LINESTRING (-63.1593133 -37.6918399, -63.1583959 -37.693146)"
117301838,False,12 de Octubre,residential,True,23.571,,,"LINESTRING (-63.1593133 -37.6918399, -63.1594519 -37.6916585)"
117301838,False,12 de Octubre,residential,False,128.992,,,"LINESTRING (-63.1601658 -37.6906453, -63.1594519 -37.6916585)"
117301838,False,12 de Octubre,residential,True,67.569,,,"LINESTRING (-63.1601658 -37.6906453, -63.160524 -37.6901078)"
117300970,True,9 de Julio,residential,False,79.356,,,"LINESTRING (-63.1601658 -37.6906453, -63.1603533 -37.6910022, -63.1605086 -37.6913054)"
117300979,True,25 de Mayo,residential,False,120.674,,,"LINESTRING (-63.1647762 -37.6934164, -63.1642428 -37.6924166)"
962265924,True,Juan José Paso,residential,False,67.082,,,"LINESTRING (-63.1647762 -37.6934164, -63.1640629 -37.6936294)"
117300978,True,Pueyrredón,residential,False,106.343,40,,"LINESTRING (-63.1597757 -37.6927235, -63.1593133 -37.6918399)"
117302419,True,Urquiza,residential,False,130.179,,,"LINESTRING (-63.1597757 -37.6927235, -63.1583959 -37.693146)"
117300975,True,Lamadrid,residential,False,119.703,,,"LINESTRING (-63.165226 -37.6885771, -63.1647098 -37.6875811)"
117301827,True,Doctor Rivkin,residential,False,117.632,,,"LINESTRING (-63.165226 -37.6885771, -63.1639906 -37.6889813)"
117300967,True,D'Amico,residential,False,118.796,,,"LINESTRING (-63.1572447 -37.6935388, -63.156731 -37.6925508)"
117301823,True,Bartusch,residential,False,109.154,,,"LINESTRING (-63.1555818 -37.6929205, -63.156731 -37.6925508)"
117300965,True,Alsina,residential,False,26.915,,,"LINESTRING (-63.1643956 -37.6897655, -63.1645115 -37.6899895)"
117301826,False,Padre Niehaus,residential,False,51.239,,,"LINESTRING (-63.1643956 -37.6897655, -63.1649708 -37.6898373)"
117301826,False,Padre Niehaus,residential,True,141.672,,,"LINESTRING (-63.1643956 -37.6897655, -63.1628029 -37.689579)"
117300975,True,Lamadrid,residential,False,44.263,,,"LINESTRING (-63.1659465 -37.68995, -63.1657544 -37.6895821)"
117301826,False,Padre Niehaus,residential,True,86.764,,,"LINESTRING (-63.1659465 -37.68995, -63.1649708 -37.6898373)"
117301826,False,Padre Niehaus,residential,False,86.764,,,"LINESTRING (-63.1649708 -37.6898373, -63.1659465 -37.68995)"
117301826,False,Padre Niehaus,residential,True,51.239,,,"LINESTRING (-63.1649708 -37.6898373, -63.1643956 -37.6897655)"
117302417,True,Laprida,residential,False,74.562,,,"LINESTRING (-63.1649708 -37.6898373, -63.1657544 -37.6895821)"
117300979,True,25 de Mayo,residential,False,119.131,,,"LINESTRING (-63.1637273 -37.6913993, -63.1632272 -37.6904037)"
117301840,True,Maestro López,residential,False,68.294,,,"LINESTRING (-63.1637273 -37.6913993, -63.1630127 -37.691639)"
117301841,True,Doctor Viñas,residential,False,70.132,,,"LINESTRING (-63.1615509 -37.6933037, -63.162285 -37.693058)"
117301832,True,Güemes,residential,False,19.204,,,"LINESTRING (-63.1599885 -37.6891267, -63.1601889 -37.6890583)"
117301836,False,Moreno,residential,False,65.14,,,"LINESTRING (-63.1599885 -37.6891267, -63.1592786 -37.6889606)"
117301832,True,Güemes,residential,False,110.424,,,"LINESTRING (-63.155686 -37.6905539, -63.156846 -37.690175)"
117300978,True,Pueyrredón,residential,False,120.199,40,,"LINESTRING (-63.1602895 -37.6937251, -63.1597757 -37.6927235)"
117301841,True,Doctor Viñas,residential,False,120.474,,,"LINESTRING (-63.1602895 -37.6937251, -63.1615509 -37.6933037)"
117300955,True,Italia,residential,False,118.892,,,"LINESTRING (-63.1625057 -37.6906479, -63.1630127 -37.691639)"
117302417,True,Laprida,residential,False,69.049,,,"LINESTRING (-63.1625057 -37.6906479, -63.1632272 -37.6904037)"
117300955,True,Italia,residential,False,118.884,,,"LINESTRING (-63.1635381 -37.6926442, -63.1640629 -37.6936294)"
117302430,True,Intendente Stickar,residential,False,66.972,,,"LINESTRING (-63.1635381 -37.6926442, -63.1642428 -37.6924166)"
117301838,False,12 de Octubre,residential,True,166.157,,,"LINESTRING (-63.1583959 -37.693146, -63.1593133 -37.6918399)"
117302419,True,Urquiza,residential,False,110.308,,,"LINESTRING (-63.1583959 -37.693146, -63.1572447 -37.6935388)"
117300979,True,25 de Mayo,residential,False,99.011,,,"LINESTRING (-63.1632272 -37.6904037, -63.1628029 -37.689579)"
117302417,True,Laprida,residential,False,122.033,,,"LINESTRING (-63.1632272 -37.6904037, -63.1645115 -37.6899895)"
117301836,False,Moreno,residential,False,27.735,,,"LINESTRING (-63.1579239 -37.6886665, -63.1576216 -37.6885959)"
117301836,False,Moreno,residential,True,123.609,,,"LINESTRING (-63.1579239 -37.6886665, -63.1592786 -37.6889606)"
117302415,True,Congreso,residential,False,20.876,,,"LINESTRING (-63.1579239 -37.6886665, -63.1577017 -37.6887323)"
117300978,True,Pueyrredón,residential,False,121.788,40,,"LINESTRING (-63.1592535 -37.6917248, -63.1587269 -37.6907119)"
117301823,True,Bartusch,residential,False,18.95,,,"LINESTRING (-63.1592535 -37.6917248, -63.1594519 -37.6916585)"
117300967,True,D'Amico,residential,False,120.172,,,"LINESTRING (-63.1562179 -37.6915493, -63.155686 -37.6905539)"
117301838,False,12 de Octubre,residential,False,67.569,,,"LINESTRING (-63.160524 -37.6901078, -63.1601658 -37.6906453)"
117302424,True,Rivadavia,residential,False,51.625,,,"LINESTRING (-63.160524 -37.6901078, -63.1603992 -37.6901452, -63.1599832 -37.6902876)"
117301831,True,Juan José Paso,residential,False,41.035,,,"LINESTRING (-63.1664864 -37.6928534, -63.1660569 -37.6929972)"
117300970,True,9 de Julio,residential,False,119.265,,,"LINESTRING (-63.1605086 -37.6913054, -63.1610172 -37.6922996)"
117301823,True,Bartusch,residential,False,70.479,,,"LINESTRING (-63.1605086 -37.6913054, -63.1612478 -37.6910613)"
117300978,True,Pueyrredón,residential,False,119.555,40,,"LINESTRING (-63.1582236 -37.689725, -63.1577017 -37.6887323)"
117301832,True,Güemes,residential,False,118.435,,,"LINESTRING (-63.1582236 -37.689725, -63.1594618 -37.6893074)"
962265924,True,Juan José Paso,residential,False,121.947,,,"LINESTRING (-63.1660569 -37.6929972, -63.1647762 -37.6934164)"
117300970,True,9 de Julio,residential,False,41.796,,,"LINESTRING (-63.1592786 -37.6889606, -63.1594618 -37.6893074)"
117301836,False,Moreno,residential,False,123.609,,,"LINESTRING (-63.1592786 -37.6889606, -63.1579239 -37.6886665)"
117301836,False,Moreno,residential,True,65.14,,,"LINESTRING (-63.1592786 -37.6889606, -63.1599885 -37.6891267)"
117300965,True,Alsina,residential,False,93.707,,,"LINESTRING (-63.1630452 -37.6872276, -63.1634791 -37.6879972)"
117301833,False,Belgrano,residential,False,48.36,,,"LINESTRING (-63.1630452 -37.6872276, -63.1633765 -37.6868806)"
117301833,False,Belgrano,residential,True,139.877,,,"LINESTRING (-63.1630452 -37.6872276, -63.1621048 -37.6882418)"
117300965,True,Alsina,residential,False,120.612,,,"LINESTRING (-63.1645115 -37.6899895, -63.1650155 -37.6909982)"
117302417,True,Laprida,residential,False,43.815,,,"LINESTRING (-63.1645115 -37.6899895, -63.1649708 -37.6898373)"
117300978,True,Pueyrredón,residential,False,105.702,40,,"LINESTRING (-63.1576216 -37.6885959, -63.1571695 -37.6877152)"
117301836,False,Moreno,residential,False,167.617,,,"LINESTRING (-63.1576216 -37.6885959, -63.1557975 -37.6881616)"
117301836,False,Moreno,residential,True,27.735,,,"LINESTRING (-63.1576216 -37.6885959, -63.1579239 -37.6886665)"
117301833,False,Belgrano,residential,False,40.272,,,"LINESTRING (-63.1615721 -37.6888582, -63.1616135 -37.6888045, -63.1618104 -37.688549)"
950207690,True,Italia,tertiary,False,68.57,,,"LINESTRING (-63.1615721 -37.6888582, -63.1617196 -37.6891587, -63.1618616 -37.6894307)"
117300975,True,Lamadrid,residential,False,75.709,,,"LINESTRING (-63.1662669 -37.6905819, -63.1659465 -37.68995)"
117301840,True,Maestro López,residential,False,119.447,,,"LINESTRING (-63.1662669 -37.6905819, -63.1650155 -37.6909982)"
117300979,True,25 de Mayo,residential,False,121.874,,,"LINESTRING (-63.1642428 -37.6924166, -63.1637273 -37.6913993)"
117302430,True,Intendente Stickar,residential,False,123.208,,,"LINESTRING (-63.1642428 -37.6924166, -63.1655369 -37.6919934)"
117300979,True,25 de Mayo,residential,False,20.909,,,"LINESTRING (-63.1628029 -37.689579, -63.1627049 -37.6894077)"
117301826,False,Padre Niehaus,residential,False,141.672,,,"LINESTRING (-63.1628029 -37.689579, -63.1643956 -37.6897655)"
117301826,False,Padre Niehaus,residential,True,37.696,,,"LINESTRING (-63.1628029 -37.689579, -63.1623811 -37.6895197)"
117300975,True,Lamadrid,residential,False,115.102,,,"LINESTRING (-63.1647098 -37.6875811, -63.1642168 -37.6866223)"
117302426,True,Doctor Magadán,residential,False,120.697,,,"LINESTRING (-63.1647098 -37.6875811, -63.1659779 -37.6871674)"
117300965,True,Alsina,residential,False,119.795,,,"LINESTRING (-63.1650155 -37.6909982, -63.1655369 -37.6919934)"
117301840,True,Maestro López,residential,False,121.808,,,"LINESTRING (-63.1650155 -37.6909982, -63.1637273 -37.6913993)"
117300979,True,25 de Mayo,residential,False,118.285,,,"LINESTRING (-63.1627049 -37.6894077, -63.1622073 -37.6884195)"
117301827,True,Doctor Rivkin,residential,False,31.095,,,"LINESTRING (-63.1627049 -37.6894077, -63.1623811 -37.6895197)"
117301826,False,Padre Niehaus,residential,False,46.771,,,"LINESTRING (-63.1618616 -37.6894307, -63.1623811 -37.6895197)"
950207690,True,Italia,tertiary,False,27.549,,,"LINESTRING (-63.1618616 -37.6894307, -63.1619811 -37.6896597)"
117300970,True,9 de Julio,residential,False,42.897,,,"LINESTRING (-63.1599832 -37.6902876, -63.1601658 -37.6906453)"
117302424,True,Rivadavia,residential,False,120.191,,,"LINESTRING (-63.1599832 -37.6902876, -63.1587269 -37.6907119)"
117300965,True,Alsina,residential,False,118.322,,,"LINESTRING (-63.1634791 -37.6879972, -63.1639906 -37.6889813)"
117302426,True,Doctor Magadán,residential,False,117.765,,,"LINESTRING (-63.1634791 -37.6879972, -63.1647098 -37.6875811)"
117300978,True,Pueyrredón,residential,False,16.725,40,,"LINESTRING (-63.1577017 -37.6887323, -63.1576216 -37.6885959)"
117302415,True,Congreso,residential,False,132.039,,,"LINESTRING (-63.1577017 -37.6887323, -63.1563109 -37.6891781)"
117300955,True,Italia,residential,False,120.956,,,"LINESTRING (-63.1630127 -37.691639, -63.1635381 -37.6926442)"
117302419,True,Urquiza,residential,False,119.817,,,"LINESTRING (-63.1630127 -37.691639, -63.1617582 -37.6920581)"
117302425,True,Mitre,residential,False,120.436,40,,"LINESTRING (-63.1563109 -37.6891781, -63.156846 -37.690175)"
117300978,True,Pueyrredón,residential,False,118.338,40,,"LINESTRING (-63.1587269 -37.6907119, -63.1582236 -37.689725)"
117302424,True,Rivadavia,residential,False,130.089,,,"LINESTRING (-63.1587269 -37.6907119, -63.157364 -37.6911653)"
117300977,True,Boulevard Hipólito Yrigoyen,tertiary,False,124.028,40,,"LINESTRING (-63.1601941 -37.6879262, -63.1596702 -37.6868907)"
117302415,True,Congreso,residential,False,117.416,,,"LINESTRING (-63.1601941 -37.6879262, -63.158962 -37.6883316)"
117300976,True,Las Heras,residential,False,119.706,,,"LINESTRING (-63.1659779 -37.6871674, -63.1664861 -37.688166)"
117300956,False,25 de Mayo,residential,False,107.313,,,"LINESTRING (-63.1614673 -37.6875097, -63.1619446 -37.6883978)"
117300956,False,25 de Mayo,residential,True,124.19,,,"LINESTRING (-63.1614673 -37.6875097, -63.1609103 -37.6864835)"
117301825,True,San Martín,residential,False,98.741,,,"LINESTRING (-63.1614673 -37.6875097, -63.1604337 -37.6878554)"
117300967,True,D'Amico,residential,False,120.166,,,"LINESTRING (-63.156731 -37.6925508, -63.1562179 -37.6915493)"
117301823,True,Bartusch,residential,False,110.152,,,"LINESTRING (-63.156731 -37.6925508, -63.1578908 -37.6921779)"
117300961,True,España,residential,False,120.459,,,"LINESTRING (-63.162285 -37.693058, -63.1617582 -37.6920581)"
117301841,True,Doctor Viñas,residential,False,119.474,,,"LINESTRING (-63.162285 -37.693058, -63.1635381 -37.6926442)"
117300970,True,9 de Julio,residential,False,118.256,,,"LINESTRING (-63.1594618 -37.6893074, -63.1599832 -37.6902876)"
117301832,True,Güemes,residential,False,50.514,,,"LINESTRING (-63.1594618 -37.6893074, -63.1599885 -37.6891267)"
117301823,True,Bartusch,residential,False,119.85,,,"LINESTRING (-63.1612478 -37.6910613, -63.1625057 -37.6906479)"
117300961,True,España,residential,False,122.44800000000001,,,"LINESTRING (-63.1612478 -37.6910613, -63.1611582 -37.6908708, -63.1607228 -37.6900416)"
117300965,True,Alsina,residential,False,120.631,,,"LINESTRING (-63.1655369 -37.6919934, -63.1660569 -37.6929972)"
117300965,True,Alsina,residential,False,94.2,,,"LINESTRING (-63.1639906 -37.6889813, -63.1643956 -37.6897655)"
117301827,True,Doctor Rivkin,residential,False,122.666,,,"LINESTRING (-63.1639906 -37.6889813, -63.1627049 -37.6894077)"
117301825,True,San Martín,residential,False,38.708,,,"LINESTRING (-63.1633765 -37.6868806, -63.1629663 -37.6870063)"
117301833,False,Belgrano,residential,False,92.099,,,"LINESTRING (-63.1633765 -37.6868806, -63.1639965 -37.6862133)"
117301833,False,Belgrano,residential,True,48.36,,,"LINESTRING (-63.1633765 -37.6868806, -63.1630452 -37.6872276)"
117300970,True,9 de Julio,residential,False,121.124,,,"LINESTRING (-63.1610172 -37.6922996, -63.1615509 -37.6933037)"
117302419,True,Urquiza,residential,False,118.974,,,"LINESTRING (-63.1610172 -37.6922996, -63.1597757 -37.6927235)"
117300955,True,Italia,residential,False,119.185,,,"LINESTRING (-63.1619811 -37.6896597, -63.1625057 -37.6906479)"
950207688,True,Rivadavia,tertiary,False,118.59,,,"LINESTRING (-63.1619811 -37.6896597, -63.1613377 -37.6898599, -63.1607228 -37.6900416)"
117300975,True,Lamadrid,residential,False,77.247,,,"LINESTRING (-63.1639965 -37.6862133, -63.1636605 -37.6855715)"
117301833,False,Belgrano,residential,False,141.888,,,"LINESTRING (-63.1639965 -37.6862133, -63.1649142 -37.6851641)"
117301833,False,Belgrano,residential,True,92.099,,,"LINESTRING (-63.1639965 -37.6862133, -63.1633765 -37.6868806)"
117301833,False,Belgrano,residential,False,20.545,,,"LINESTRING (-63.1618104 -37.688549, -63.1619446 -37.6883978)"
117302426,True,Doctor Magadán,residential,False,37.777,,,"LINESTRING (-63.1618104 -37.688549, -63.1622073 -37.6884195)"
117301833,False,Belgrano,residential,True,40.272,,,"LINESTRING (-63.1618104 -37.688549, -63.1616135 -37.6888045, -63.1615721 -37.6888582)"
117301827,True,Doctor Rivkin,residential,False,119.934,,,"LINESTRING (-63.1664861 -37.688166, -63.165226 -37.6885771)"
117302424,True,Rivadavia,residential,False,18.979,,,"LINESTRING (-63.1607228 -37.6900416, -63.160524 -37.6901078)"
950207689,True,España,tertiary,False,119.006,,,"LINESTRING (-63.1607228 -37.6900416, -63.1604628 -37.6895552, -63.1601889 -37.6890583)"
117300975,True,Lamadrid,residential,False,49.438,,,"LINESTRING (-63.1642168 -37.6866223, -63.1639965 -37.6862133)"
117301825,True,San Martín,residential,False,79.325,,,"LINESTRING (-63.1642168 -37.6866223, -63.1633765 -37.6868806)"
117301823,True,Bartusch,residential,False,100.929,,,"LINESTRING (-63.1594519 -37.6916585, -63.1605086 -37.6913054)"
117301838,False,12 de Octubre,residential,False,23.571,,,"LINESTRING (-63.1594519 -37.6916585, -63.1593133 -37.6918399)"
117301838,False,12 de Octubre,residential,True,128.992,,,"LINESTRING (-63.1594519 -37.6916585, -63.1601658 -37.6906453)"
117300968,True,Boulevard Hipólito Yrigoyen,tertiary,False,114.729,40,,"LINESTRING (-63.1604337 -37.6878554, -63.1609031 -37.688818)"
117302415,True,Congreso,residential,False,22.505,,,"LINESTRING (-63.1604337 -37.6878554, -63.1601941 -37.6879262)"
117300961,True,España,residential,False,119.592,,,"LINESTRING (-63.1617582 -37.6920581, -63.1612478 -37.6910613)"
117302419,True,Urquiza,residential,False,70.514,,,"LINESTRING (-63.1617582 -37.6920581, -63.1610172 -37.6922996)"
117301826,False,Padre Niehaus,residential,False,37.696,,,"LINESTRING (-63.1623811 -37.6895197, -63.1628029 -37.689579)"
117301826,False,Padre Niehaus,residential,True,46.771,,,"LINESTRING (-63.1623811 -37.6895197, -63.1618616 -37.6894307)"
117301827,True,Doctor Rivkin,residential,False,38.486,,,"LINESTRING (-63.1623811 -37.6895197, -63.1619811 -37.6896597)"
117300979,True,25 de Mayo,residential,False,21.721,,,"LINESTRING (-63.1622073 -37.6884195, -63.1621048 -37.6882418)"
117302426,True,Doctor Magadán,residential,False,121.363,,,"LINESTRING (-63.1622073 -37.6884195, -63.1634791 -37.6879972)"
