osmid,oneway,ref,name,highway,maxspeed,reversed,length,geometry,lanes,tunnel
26509708,False,RP7,Avenida Rivadavia,primary,40,True,27.026,"LINESTRING (-58.590684 -34.6454997, -58.5906225 -34.6453524, -58.5906032 -34.6453129, -58.5905829 -34.6452714)",,
28901643,True,,Remedios de Escalada de San Martín,residential,40,False,113.229,"LINESTRING (-58.590684 -34.6454997, -58.5907855 -34.6454504, -58.5915428 -34.6452557, -58.5918556 -34.6451788)",,
584836009,True,RP7,Avenida Rivadavia,primary,,False,32.886,"LINESTRING (-58.590684 -34.6454997, -58.5907437 -34.6455383, -58.5908228 -34.6456729, -58.590851 -34.6457534)",,
530446625,False,RP7,Avenida Rivadavia,primary,60,True,6.775,"LINESTRING (-58.5900986 -34.6445723, -58.5900334 -34.6445434)",4,
528012586,True,RP7,Avenida Rivadavia,primary,40,False,44.077,"LINESTRING (-58.5900986 -34.6445723, -58.5902193 -34.6445983, -58.5902628 -34.6446193, -58.5903063 -34.6446598, -58.59041 -34.6448387)",2,
48673620,False,RP7,Avenida Rivadavia,primary,,False,65.144,"LINESTRING (-58.5893313 -34.6444455, -58.5900334 -34.6445434)",4,
316744604,True,,Llavallol,residential,40,False,104.827,"LINESTRING (-58.5953354 -34.6427901, -58.5964706 -34.6429185)",,
338171969,False,,Juan Bautista Justo,tertiary,40,False,102.121,"LINESTRING (-58.5953354 -34.6427901, -58.595498 -34.6418815)",,
338171969,False,,Juan Bautista Justo,tertiary,40,True,99.077,"LINESTRING (-58.5953354 -34.6427901, -58.5951648 -34.64367)",,
338171968,False,,Alberto Vignes,residential,40,False,57.038,"LINESTRING (-58.5951648 -34.64367, -58.5957823 -34.643741)",2,
338171969,False,,Juan Bautista Justo,tertiary,40,False,99.077,"LINESTRING (-58.5951648 -34.64367, -58.5953354 -34.6427901)",,
518645834,False,,Juan Bautista Justo,tertiary,40,True,18.527,"LINESTRING (-58.5951648 -34.64367, -58.5951375 -34.6438351)",2,
338171967,True,,Alberto Vignes,residential,40,False,100.399,"LINESTRING (-58.5951648 -34.64367, -58.5950557 -34.6437004, -58.5940851 -34.643576)",2,
316744609,True,,Congreso,residential,40,False,103.152,"LINESTRING (-58.595498 -34.6418815, -58.5943819 -34.6417496)",,
338171969,False,,Juan Bautista Justo,tertiary,40,False,94.487,"LINESTRING (-58.595498 -34.6418815, -58.5956466 -34.6410406)",,
338171969,False,,Juan Bautista Justo,tertiary,40,True,102.121,"LINESTRING (-58.595498 -34.6418815, -58.5953354 -34.6427901)",,
316744605,True,,Defensa,residential,40,False,132.061,"LINESTRING (-58.5956466 -34.6410406, -58.5970715 -34.6412309)",,
338171969,False,,Juan Bautista Justo,tertiary,40,False,102.454,"LINESTRING (-58.5956466 -34.6410406, -58.5958167 -34.6401299)",,
338171969,False,,Juan Bautista Justo,tertiary,40,True,94.487,"LINESTRING (-58.5956466 -34.6410406, -58.595498 -34.6418815)",,
338171969,False,,Juan Bautista Justo,tertiary,40,False,119.756,"LINESTRING (-58.5958167 -34.6401299, -58.5959946 -34.6390629)",,
338171969,False,,Juan Bautista Justo,tertiary,40,True,102.454,"LINESTRING (-58.5958167 -34.6401299, -58.5956466 -34.6410406)",,
839529991,True,,Directorio,residential,40,False,141.843,"LINESTRING (-58.5958167 -34.6401299, -58.5942846 -34.6399342)",,
316744606,True,,Caseros,residential,40,False,12.591,"LINESTRING (-58.5947979 -34.6389357, -58.5948739 -34.6388413)",,
28405505,True,,La Fraternidad,residential,40,False,102.058,"LINESTRING (-58.5894296 -34.6439461, -58.5895908 -34.6430379)",,
28405505,True,,La Fraternidad,residential,40,False,101.668,"LINESTRING (-58.5895908 -34.6430379, -58.5897292 -34.6421307)",,
1081301072,True,,La Fraternidad,residential,40,False,100.986,"LINESTRING (-58.5897292 -34.6421307, -58.589885 -34.6412316)",,
569498116,True,,Llavallol,residential,40,False,101.11000000000001,"LINESTRING (-58.5897292 -34.6421307, -58.5905259 -34.6422323, -58.5908227 -34.6422623)",,
1081301072,True,,La Fraternidad,residential,40,False,98.82,"LINESTRING (-58.589885 -34.6412316, -58.5900367 -34.6403517)",,
48743321,True,,Defensa,residential,40,False,100.548,"LINESTRING (-58.5900367 -34.6403517, -58.5911274 -34.6404631)",,
1081301072,True,,La Fraternidad,residential,40,False,100.605,"LINESTRING (-58.5900367 -34.6403517, -58.5901911 -34.6394559)",,
718391377,True,,Jerónimo Fasola,tertiary,40,False,10.743,"LINESTRING (-58.5905202 -34.6439826, -58.590522 -34.6440792)",1,
718391376,True,,Avenida Rivadavia,tertiary_link,40,False,17.804000000000002,"LINESTRING (-58.5905202 -34.6439826, -58.5904848 -34.6440086, -58.5904312 -34.6440356, -58.590354 -34.6440635)",1,
47003943,True,,Alberto Vignes,residential,40,False,99.247,"LINESTRING (-58.5906668 -34.6431519, -58.5895908 -34.6430379)",2,
47003942,True,,Jerónimo Fasola,tertiary,40,False,93.33800000000001,"LINESTRING (-58.5906668 -34.6431519, -58.5905549 -34.6437939, -58.5905202 -34.6439826)",4,
47003942,True,,Jerónimo Fasola,tertiary,40,False,99.942,"LINESTRING (-58.5908227 -34.6422623, -58.5906668 -34.6431519)",4,
569498115,True,,Llavallol,residential,40,False,100.369,"LINESTRING (-58.5908227 -34.6422623, -58.5918011 -34.6423633, -58.5919113 -34.6423747)",,
316744610,True,,Congreso,residential,,False,101.104,"LINESTRING (-58.5909811 -34.6413478, -58.589885 -34.6412316)",,
316744612,True,,Jerónimo Fasola,tertiary,40,False,102.715,"LINESTRING (-58.5909811 -34.6413478, -58.5908227 -34.6422623)",,
48743321,True,,Defensa,residential,40,False,98.455,"LINESTRING (-58.5911274 -34.6404631, -58.5921902 -34.6406024)",,
839529990,True,,Jerónimo Fasola,tertiary,,False,99.28,"LINESTRING (-58.5911274 -34.6404631, -58.5910221 -34.6411001, -58.5909811 -34.6413478)",,
839529990,True,,Jerónimo Fasola,tertiary,,False,100.978,"LINESTRING (-58.5912791 -34.6395636, -58.5911274 -34.6404631)",,
1081301071,True,,Directorio,residential,40,False,100.254,"LINESTRING (-58.5912791 -34.6395636, -58.5901911 -34.6394559)",,
28405508,True,,América,residential,40,False,35.664,"LINESTRING (-58.5918605 -34.6426927, -58.5919113 -34.6423747)",3,
42888449,True,,Caseros,residential,40,False,39.876,"LINESTRING (-58.5918605 -34.6426927, -58.5920967 -34.6423913)",3,
28405508,True,,América,residential,40,False,100.651,"LINESTRING (-58.5919113 -34.6423747, -58.5920543 -34.6414772)",3,
569498115,True,,Llavallol,residential,40,False,17.061,"LINESTRING (-58.5919113 -34.6423747, -58.5920967 -34.6423913)",,
