osmid,oneway,name,highway,maxspeed,reversed,length,geometry,lanes,tunnel
39973373,False,Juan Bautista Justo,residential,40,False,63.384,"LINESTRING (-58.2951695 -34.7007641, -58.2954111 -34.7012984)",,
"[39973370, 39973371]",False,"['Aguirre', 'General Roca']",residential,40,False,65.387,"LINESTRING (-58.2951695 -34.7007641, -58.2947918 -34.7007987, -58.2947547 -34.7005248)",,
"[39973370, 39973381]",False,"['Juan Bautista Justo', 'General Roca']",residential,,True,62.288,"LINESTRING (-58.2951695 -34.7007641, -58.2954903 -34.7007347, -58.2954497 -34.7004418)",,
39973371,False,Aguirre,residential,40,False,70.469,"LINESTRING (-58.294715 -34.7002322, -58.2940347 -34.6999342)",,
39973371,False,Aguirre,residential,40,True,32.737,"LINESTRING (-58.294715 -34.7002322, -58.2947547 -34.7005248)",,
39973372,False,Roca,residential,,False,64.104,"LINESTRING (-58.294715 -34.7002322, -58.2950554 -34.7002014, -58.295412 -34.7001691)",,
39973371,False,Aguirre,residential,40,False,65.256,"LINESTRING (-58.2940347 -34.6999342, -58.2939764 -34.6993493)",,
39973371,False,Aguirre,residential,40,True,70.469,"LINESTRING (-58.2940347 -34.6999342, -58.294715 -34.7002322)",,
39974793,False,Ciudadela,residential,40,False,92.885,"LINESTRING (-58.2940347 -34.6999342, -58.2930489 -34.7001365)",,
39973371,False,Aguirre,residential,40,False,82.71,"LINESTRING (-58.2939764 -34.6993493, -58.2938935 -34.6986086)",,
39973371,False,Aguirre,residential,40,True,65.256,"LINESTRING (-58.2939764 -34.6993493, -58.2940347 -34.6999342)",,
39974808,False,Avenida Caseros,residential,40,False,120.085,"LINESTRING (-58.2939764 -34.6993493, -58.2952814 -34.6992262)",,
39974808,False,Avenida Caseros,residential,40,True,109.769,"LINESTRING (-58.2939764 -34.6993493, -58.2927808 -34.6994404)",,
39973371,False,Aguirre,residential,40,False,79.309,"LINESTRING (-58.2938935 -34.6986086, -58.2938096 -34.6978987)",,
39973371,False,Aguirre,residential,40,True,82.71,"LINESTRING (-58.2938935 -34.6986086, -58.2939764 -34.6993493)",,
39973921,True,Comandante General Bombero Salvador Ingrassia,residential,40,False,118.317,"LINESTRING (-58.2938935 -34.6986086, -58.2951817 -34.6985061)",,
39973371,False,Aguirre,residential,40,False,43.539,"LINESTRING (-58.2938096 -34.6978987, -58.2935075 -34.697596)",,
39973371,False,Aguirre,residential,40,True,79.309,"LINESTRING (-58.2938096 -34.6978987, -58.2938935 -34.6986086)",,
39973371,False,Aguirre,residential,40,True,43.539,"LINESTRING (-58.2935075 -34.697596, -58.2938096 -34.6978987)",,
522940314,True,Doctor Arturo Umberto Illia,residential,,False,131.169,"LINESTRING (-58.2935075 -34.697596, -58.2933031 -34.6977258, -58.2923719 -34.698317)",,
39973381,False,Juan Bautista Justo,residential,,False,30.518,"LINESTRING (-58.295412 -34.7001691, -58.2954497 -34.7004418)",,
39973381,False,Juan Bautista Justo,residential,,True,105.523,"LINESTRING (-58.295412 -34.7001691, -58.2952814 -34.6992262)",,
39973372,False,Roca,residential,,True,64.104,"LINESTRING (-58.295412 -34.7001691, -58.2950554 -34.7002014, -58.294715 -34.7002322)",,
39973373,False,Juan Bautista Justo,residential,40,False,106.884,"LINESTRING (-58.2954111 -34.7012984, -58.2958024 -34.7022042)",,
39973373,False,Juan Bautista Justo,residential,40,True,63.384,"LINESTRING (-58.2954111 -34.7012984, -58.2951695 -34.7007641)",,
39973378,True,Chiclana,residential,40,False,157.846,"LINESTRING (-58.2954111 -34.7012984, -58.2970489 -34.7008489)",,
39973373,False,Juan Bautista Justo,residential,40,False,94.746,"LINESTRING (-58.2958024 -34.7022042, -58.2961343 -34.7030114)",,
