osmid,oneway,name,highway,reversed,length,maxspeed,geometry,bridge
284333213,True,Dorrego,residential,False,106.443,,"LINESTRING (-60.3207066 -36.8925109, -60.3198754 -36.8931997)",
1190087842,True,Rivadavia,residential,False,104.167,,"LINESTRING (-60.3207066 -36.8925109, -60.3215549 -36.8931569)",
87715238,True,Vicente López,residential,False,103.979,,"LINESTRING (-60.3265314 -36.8957836, -60.3257032 -36.8951235)",
87715246,True,Bolívar,residential,False,103.55,40,"LINESTRING (-60.3265314 -36.8957836, -60.3257128 -36.8964459)",
284334106,True,Belgrano,residential,False,105.116,,"LINESTRING (-60.3240156 -36.8911696, -60.3248403 -36.8904924)",
284334109,True,Lavalle,residential,False,103.893,,"LINESTRING (-60.3240156 -36.8911696, -60.3231735 -36.890522)",
87715316,True,Álvaro Barros,residential,False,103.726,40,"LINESTRING (-60.3182376 -36.8905431, -60.3190459 -36.8898706)",
1190087842,True,Rivadavia,residential,False,100.871,,"LINESTRING (-60.3182376 -36.8905431, -60.319032 -36.8911906)",
87715428,True,General Paz,residential,False,104.165,,"LINESTRING (-60.3223774 -36.895155, -60.32319 -36.8944803)",
284342104,True,Moreno,residential,False,104.112,40,"LINESTRING (-60.3223774 -36.895155, -60.321554 -36.8944894)",
337312243,True,San Martín,residential,False,104.79,,"LINESTRING (-60.3256765 -36.8911676, -60.3248476 -36.8918374)",
320159721,True,Avenida Almirante Brown,secondary,False,106.743,40,"LINESTRING (-60.3256765 -36.8911676, -60.3259471 -36.8913763, -60.3260563 -36.8914893, -60.3263279 -36.8919579)",
87715557,True,Avenida Del Valle,secondary,False,100.816,,"LINESTRING (-60.3273337 -36.8977605, -60.3281167 -36.8971048)",
92409981,True,Rivadavia,residential,False,13.715,,"LINESTRING (-60.3273337 -36.8977605, -60.3274451 -36.8978458)",
284342077,True,España,residential,False,103.771,40,"LINESTRING (-60.3215389 -36.8971314, -60.3207289 -36.8964596)",
284342105,True,Coronel Suárez,residential,False,102.644,40,"LINESTRING (-60.3215389 -36.8971314, -60.3207514 -36.8978063)",
87715295,True,Sargento Cabral,residential,False,105.913,40,"LINESTRING (-60.3182123 -36.8918439, -60.31738 -36.8925252)",
284342093,True,Moreno,residential,False,99.869,,"LINESTRING (-60.3182123 -36.8918439, -60.3174364 -36.8911946)",
87715428,True,General Paz,residential,False,103.718,,"LINESTRING (-60.3248219 -36.8931417, -60.325662 -36.8924947)",
284339416,True,Alsina,residential,False,104.937,,"LINESTRING (-60.3248219 -36.8931417, -60.3256737 -36.8937948)",
87715325,True,9 de Julio,residential,False,104.528,40,"LINESTRING (-60.3199275 -36.8984759, -60.3191059 -36.8978036)",
87715246,True,Bolívar,residential,False,104.466,40,"LINESTRING (-60.3240609 -36.897785, -60.3232257 -36.8984457)",
284348985,True,Lamadrid,residential,False,102.428,40,"LINESTRING (-60.3240609 -36.897785, -60.3248813 -36.8984316)",
92409981,True,Rivadavia,residential,False,102.049,,"LINESTRING (-60.32319 -36.8944803, -60.3239938 -36.8951353)",
