osmid,oneway,lanes,name,highway,reversed,length,geometry,maxspeed,tunnel,bridge
64376433,False,2,Simón de Iriondo,tertiary,False,80.954,"LINESTRING (-58.5391405 -34.45272, -58.5398988 -34.4530929)",,,
64376491,False,1,Simón de Iriondo,tertiary,True,111.341,"LINESTRING (-58.5391405 -34.45272, -58.5380945 -34.4522114)",,,
64376446,False,2,Avenida Presidente Teniente General Juan Domingo Perón,secondary,False,147.003,"LINESTRING (-58.5391405 -34.45272, -58.5401499 -34.4519179, -58.5402949 -34.4518026)",,,
970349037,False,4,Avenida Presidente Teniente General Juan Domingo Perón,secondary,True,50.774,"LINESTRING (-58.5391405 -34.45272, -58.5389818 -34.4528564, -58.5387579 -34.4530501)",,,
1036069828,True,,Santamarina,residential,False,165.379,"LINESTRING (-58.5391405 -34.45272, -58.5392867 -34.4529349, -58.5398728 -34.4540778)",40,,
1036072202,True,,3 de Febrero,residential,False,29.683,"LINESTRING (-58.5416595 -34.4539335, -58.5414229 -34.4541157)",40,,
64376433,False,2,Simón de Iriondo,tertiary,False,104.295,"LINESTRING (-58.5416595 -34.4539335, -58.5417185 -34.4539621, -58.5426402 -34.4544087)",,,
64376433,False,2,Simón de Iriondo,tertiary,True,103.698,"LINESTRING (-58.5416595 -34.4539335, -58.5416167 -34.453913, -58.5406816 -34.453465)",,,
64376433,False,2,Simón de Iriondo,tertiary,True,104.295,"LINESTRING (-58.5426402 -34.4544087, -58.5417185 -34.4539621, -58.5416595 -34.4539335)",,,
957690472,False,2,Simón de Iriondo,tertiary,False,106.487,"LINESTRING (-58.5426402 -34.4544087, -58.5435375 -34.4548398, -58.5436437 -34.4548908)",,,
957690473,True,1,General Lavalle,residential,False,39.343,"LINESTRING (-58.5426402 -34.4544087, -58.5428623 -34.4542339, -58.5429506 -34.4541644)",40,,
957690473,True,1,General Lavalle,residential,False,98.23,"LINESTRING (-58.5437236 -34.45356, -58.5445014 -34.4529525)",40,,
1036072203,True,1,Nicolás Ambrosoni,residential,False,98.055,"LINESTRING (-58.5437236 -34.45356, -58.5429992 -34.4529113)",40,,
29090600,True,,Doctor Alfredo Palacios,residential,False,100.318,"LINESTRING (-58.5406332 -34.4547157, -58.5413865 -34.45537)",40,,
"[1036072202, 1237792390, 1237792391]",True,,3 de Febrero,residential,False,39.672999999999995,"LINESTRING (-58.5406332 -34.4547157, -58.5406098 -34.4547337, -58.5403351 -34.4549459, -58.5403174 -34.4549596)",40,,
955768122,True,1,Martín Rodríguez,residential,False,99.856,"LINESTRING (-58.5390683 -34.455946, -58.5383388 -34.4552792)",40,,
"[24723227, 955768123]",True,1,"['3 de Febrero', 'Almirante García Mansilla']",residential,False,232.625,"LINESTRING (-58.5390683 -34.455946, -58.5384577 -34.4563779, -58.5367342 -34.4565248)",40,,
64376456,True,1,Martín Rodríguez,residential,False,108.583,"LINESTRING (-58.537303 -34.4543559, -58.5372149 -34.4542991, -58.5362484 -34.4539159)",40,,
64376469,False,4,Avenida Presidente Teniente General Juan Domingo Perón,secondary,True,118.176,"LINESTRING (-58.537303 -34.4543559, -58.537221 -34.4544407, -58.5369409 -34.4547301, -58.5366226 -34.4550385, -58.5364679 -34.4551642)",,,
64376497,False,4,Avenida Presidente Teniente General Juan Domingo Perón,secondary,False,97.59299999999999,"LINESTRING (-58.537303 -34.4543559, -58.5373751 -34.4542889, -58.538006 -34.4536969)",,,
957690473,True,1,General Lavalle,residential,False,97.673,"LINESTRING (-58.5429506 -34.4541644, -58.5437236 -34.45356)",40,,
64376441,True,,Ingeniero White,residential,False,100.761,"LINESTRING (-58.5429506 -34.4541644, -58.5436179 -34.4547895, -58.5436767 -34.4548446)",40,,
64376437,False,4,Avenida Presidente Teniente General Juan Domingo Perón,secondary,True,9.343,"LINESTRING (-58.5380741 -34.4536344, -58.538006 -34.4536969)",,,
970349148,False,4,Avenida Presidente Teniente General Juan Domingo Perón,secondary,False,61.416,"LINESTRING (-58.5380741 -34.4536344, -58.5385384 -34.4532363)",,,
955768401,True,,Don Orione,residential,False,216.57000000000002,"LINESTRING (-58.5380741 -34.4536344, -58.5379967 -34.4535451, -58.5360501 -34.4526499)",40,,
51350280,False,,12 de Octubre,residential,True,90.443,"LINESTRING (-58.5410461 -34.457316, -58.540567 -34.458027)",40,,
257296826,True,1,Martín Rodríguez,residential,False,102.428,"LINESTRING (-58.5410461 -34.457316, -58.5420119 -34.457779)",40,,
64376441,True,,Ingeniero White,residential,False,98.477,"LINESTRING (-58.5422185 -34.4535164, -58.5429506 -34.4541644)",40,,
1036072202,True,,3 de Febrero,residential,False,69.124,"LINESTRING (-58.5422185 -34.4535164, -58.5416595 -34.4539335)",40,,
1036072202,True,,3 de Febrero,residential,False,98.458,"LINESTRING (-58.5414229 -34.4541157, -58.5406332 -34.4547157)",40,,
24723224,True,,Santamarina,residential,False,94.39,"LINESTRING (-58.5403174 -34.4549596, -58.5407385 -34.4557342)",40,,
1237792391,True,,3 de Febrero,residential,False,58.029999999999994,"LINESTRING (-58.5403174 -34.4549596, -58.5402975 -34.4549757, -58.5399177 -34.4552826, -58.5398654 -34.4553249)",40,,
1050988457,True,1,Martín Rodríguez,residential,False,100.29599999999999,"LINESTRING (-58.5401053 -34.4568561, -58.5401494 -34.456882, -58.5410461 -34.457316)",40,,
51350279,False,,Pearson,residential,False,89.865,"LINESTRING (-58.5420119 -34.457779, -58.5415127 -34.4584745)",,,
257296826,True,1,Martín Rodríguez,residential,False,98.31,"LINESTRING (-58.5420119 -34.457779, -58.542939 -34.4582232)",40,,
452788229,True,1,Nicolás Ambrosoni,residential,False,96.512,"LINESTRING (-58.5429992 -34.4529113, -58.5426329 -34.452588, -58.5422806 -34.4522771)",40,,
1036072202,True,,3 de Febrero,residential,False,98.24000000000001,"LINESTRING (-58.5429992 -34.4529113, -58.5426545 -34.4531785, -58.5425835 -34.4532335, -58.5422185 -34.4535164)",40,,
716012783,False,2,Avenida Presidente Teniente General Juan Domingo Perón,secondary,True,58.525000000000006,"LINESTRING (-58.543472 -34.4499342, -58.5432288 -34.4501115, -58.5431005 -34.450205, -58.5429938 -34.4502828)",,,
