osmid,lanes,name,highway,oneway,reversed,length,maxspeed,geometry,junction
23282947,2,12 de Octubre,residential,False,False,136.886,,"LINESTRING (-58.7588053 -34.4749701, -58.7596296 -34.4739436)",
54180905,2,Caracas,residential,False,False,87.736,,"LINESTRING (-58.7588053 -34.4749701, -58.75801 -34.4745311)",
32430780,2,Luis María Drago,secondary,True,False,30.697,60,"LINESTRING (-58.7612082 -34.4718901, -58.7614894 -34.47204)",
452564669,2,12 de Octubre,residential,True,False,136.814,,"LINESTRING (-58.7612082 -34.4718901, -58.7604128 -34.4729312)",
93130881,2,Directorio,secondary,False,True,41.666,60,"LINESTRING (-58.7563318 -34.4692719, -58.7559463 -34.4690734)",
165832578,1,Misiones,tertiary,True,False,7.841,40,"LINESTRING (-58.7563318 -34.4692719, -58.7563777 -34.4692124)",
32430788,2,Luis María Drago,secondary,False,False,17.696,60,"LINESTRING (-58.7627364 -34.472707, -58.7628993 -34.4727924)",
255865603,2,Ventura Coll,tertiary,True,False,135.673,60,"LINESTRING (-58.7627364 -34.472707, -58.7619534 -34.4737424)",
32430416,2,Diagonal Juan Francisco Seguí,tertiary,True,False,155.424,40,"LINESTRING (-58.7575851 -34.4714266, -58.7578109 -34.4713178, -58.7579228 -34.4712638, -58.7581288 -34.4711645, -58.758356 -34.471055, -58.7590489 -34.4707213)",
57818224,2,Almirante Brown,residential,False,False,68.56899999999999,40,"LINESTRING (-58.7575851 -34.4714266, -58.7574641 -34.4715128, -58.7573867 -34.4715825, -58.7572705 -34.4717243, -58.7572168 -34.4718144, -58.7571487 -34.4719191)",
255865602,2,Diagonal Juan Francisco Seguí,residential,False,False,83.093,40,"LINESTRING (-58.7575851 -34.4714266, -58.7574837 -34.471463, -58.7573756 -34.4714951, -58.7572607 -34.4715257, -58.7571381 -34.4715578, -58.756712 -34.4716142)",
93277377,2,Provincia de Buenos Aires,tertiary,True,False,82.51,60,"LINESTRING (-58.7619534 -34.4737424, -58.7612011 -34.473335)",
639772055,2,Ventura Coll,residential,False,True,38.177,,"LINESTRING (-58.7619534 -34.4737424, -58.761732 -34.4740332)",
23282947,2,12 de Octubre,residential,False,True,133.519,,"LINESTRING (-58.7604128 -34.4729312, -58.7596296 -34.4739436)",
93277377,2,Provincia de Buenos Aires,tertiary,True,False,90.886,60,"LINESTRING (-58.7604128 -34.4729312, -58.7595764 -34.4724923)",
32430780,2,Luis María Drago,secondary,True,False,39.302,60,"LINESTRING (-58.7590489 -34.4707213, -58.7594154 -34.4709047)",
"[32430787, 1044398078]",2,"['Directorio', 'Luis María Drago']",secondary,False,True,88.754,40,"LINESTRING (-58.7590489 -34.4707213, -58.7588536 -34.4706214, -58.7586051 -34.4704884, -58.7585712 -34.4704717, -58.758525 -34.4704479, -58.7582386 -34.4702848)",
119625848,,Panamá,residential,False,True,115.393,,"LINESTRING (-58.7533054 -34.474447, -58.7545613 -34.4743763)",
54181308,2,Provincia de Buenos Aires,residential,False,False,150.715,,"LINESTRING (-58.7631231 -34.4747557, -58.761732 -34.4740332)",
639772053,,Triunvirato,residential,False,False,44.143,,"LINESTRING (-58.7631231 -34.4747557, -58.7635589 -34.4745868)",
54181308,2,Provincia de Buenos Aires,residential,False,True,150.715,,"LINESTRING (-58.761732 -34.4740332, -58.7631231 -34.4747557)",
639772055,2,Ventura Coll,residential,False,False,38.177,,"LINESTRING (-58.761732 -34.4740332, -58.7619534 -34.4737424)",
639772055,2,Ventura Coll,residential,False,True,98.071,,"LINESTRING (-58.761732 -34.4740332, -58.7611471 -34.4747717)",
32430788,2,Luis María Drago,secondary,False,False,29.404,60,"LINESTRING (-58.7633172 -34.4730187, -58.7635894 -34.4731586)",
32430788,2,Luis María Drago,secondary,False,True,45.834,60,"LINESTRING (-58.7633172 -34.4730187, -58.7628993 -34.4727924)",
54182836,,Rolón,residential,False,False,175.767,,"LINESTRING (-58.7633172 -34.4730187, -58.7635589 -34.4745868)",
54182836,,Rolón,residential,False,True,175.767,,"LINESTRING (-58.7635589 -34.4745868, -58.7633172 -34.4730187)",
