osmid,oneway,lanes,name,highway,reversed,length,maxspeed,geometry,junction
136068761,True,1,Echagüe,residential,False,81.316,,"LINESTRING (-60.6431593 -32.0673435, -60.6429849 -32.0666273)",
136068769,True,,Eva Perón,residential,False,80.659,,"LINESTRING (-60.6431593 -32.0673435, -60.6439962 -32.0671912)",
62081040,True,,Belgrano,residential,False,81.943,,"LINESTRING (-60.6433122 -32.0680311, -60.6424646 -32.0681959)",
136068761,True,1,Echagüe,residential,False,77.803,,"LINESTRING (-60.6433122 -32.0680311, -60.6431593 -32.0673435)",
62081040,True,,Belgrano,residential,False,79.464,,"LINESTRING (-60.6424646 -32.0681959, -60.6416398 -32.0683448)",
62081053,True,,San Martín,residential,False,83.348,,"LINESTRING (-60.6424646 -32.0681959, -60.6426618 -32.0689266)",
136071158,True,,9 de Julio,residential,False,81.211,,"LINESTRING (-60.6388342 -32.0711313, -60.6386496 -32.0704179)",
316270041,True,1,3 de Febrero,secondary,False,82.85,40,"LINESTRING (-60.6388342 -32.0711313, -60.6396952 -32.0709802)",
136068766,False,,Batalla de Cepeda,residential,False,33.298,,"LINESTRING (-60.6456082 -32.0630407, -60.6455268 -32.0627493)",
136068766,False,,Batalla de Cepeda,residential,True,87.008,,"LINESTRING (-60.6456082 -32.0630407, -60.6458093 -32.0638044)",
407630400,True,,27 de febrero,residential,False,85.089,,"LINESTRING (-60.6456082 -32.0630407, -60.6447244 -32.0631975)",
136071148,True,,Catamarca,residential,False,138.955,,"LINESTRING (-60.6467217 -32.0636221, -60.6466087 -32.0632953, -60.6465161 -32.0631259, -60.6464396 -32.0630384, -60.6463632 -32.0629782, -60.6459421 -32.0627497, -60.6458487 -32.0626864)",
136068761,True,1,Echagüe,residential,False,87.003,,"LINESTRING (-60.6422299 -32.0636681, -60.6420422 -32.062902)",
407630400,True,,27 de febrero,residential,False,84.222,,"LINESTRING (-60.6422299 -32.0636681, -60.6413555 -32.0638249)",
136068756,True,,José Hernández,residential,False,88.336,,"LINESTRING (-60.6458093 -32.0638044, -60.6467217 -32.0636221)",
136068766,False,,Batalla de Cepeda,residential,False,87.008,,"LINESTRING (-60.6458093 -32.0638044, -60.6456082 -32.0630407)",
136068766,False,,Batalla de Cepeda,residential,True,83.774,,"LINESTRING (-60.6458093 -32.0638044, -60.6459904 -32.064542)",
62081053,True,,San Martín,residential,False,85.858,,"LINESTRING (-60.6413555 -32.0638249, -60.6415486 -32.0645795)",
407630400,True,,27 de febrero,residential,False,79.511,,"LINESTRING (-60.6413555 -32.0638249, -60.6405267 -32.063959)",
407630400,True,,27 de febrero,residential,False,83.383,,"LINESTRING (-60.6405267 -32.063959, -60.6396617 -32.064117)",
810381183,True,,Mitre,residential,False,84.538,,"LINESTRING (-60.6405267 -32.063959, -60.6403323 -32.0632168)",
136068770,True,,Valentín Vergara,residential,False,88.589,,"LINESTRING (-60.6396617 -32.064117, -60.6398736 -32.0648932)",
407630400,True,,27 de febrero,residential,False,80.624,,"LINESTRING (-60.6396617 -32.064117, -60.6388249 -32.0642681)",
136068756,True,,José Hernández,residential,False,80.355,,"LINESTRING (-60.642419 -32.0644136, -60.6432559 -32.064275)",
136068761,True,1,Echagüe,residential,False,84.79,,"LINESTRING (-60.642419 -32.0644136, -60.6422299 -32.0636681)",
136068773,True,,25 de Mayo,residential,False,87.682,,"LINESTRING (-60.63798 -32.0644409, -60.6381838 -32.0652103)",
136068766,False,,Batalla de Cepeda,residential,False,83.774,,"LINESTRING (-60.6459904 -32.064542, -60.6458093 -32.0638044)",
136068766,False,,Batalla de Cepeda,residential,True,82.224,,"LINESTRING (-60.6459904 -32.064542, -60.6461862 -32.0652626)",
136071169,True,,Pellegrini,residential,False,84.658,,"LINESTRING (-60.6459904 -32.064542, -60.6451133 -32.0647068)",
62081053,True,,San Martín,residential,False,86.755,,"LINESTRING (-60.6415486 -32.0645795, -60.6417431 -32.0653421)",
136068756,True,,José Hernández,residential,False,84.069,,"LINESTRING (-60.6415486 -32.0645795, -60.642419 -32.0644136)",
136068756,True,,José Hernández,residential,False,79.973,,"LINESTRING (-60.6407172 -32.0647239, -60.6415486 -32.0645795)",
810381183,True,,Mitre,residential,False,86.927,,"LINESTRING (-60.6407172 -32.0647239, -60.6405267 -32.063959)",
136068756,True,,José Hernández,residential,False,81.693,,"LINESTRING (-60.6398736 -32.0648932, -60.6407172 -32.0647239)",
136068770,True,,Valentín Vergara,residential,False,84.805,,"LINESTRING (-60.6398736 -32.0648932, -60.6400694 -32.0656376)",
136068773,True,,25 de Mayo,residential,False,85.144,,"LINESTRING (-60.6381838 -32.0652103, -60.6383716 -32.0659593)",
370654953,True,,José Hernández,residential,False,82.658,,"LINESTRING (-60.6381838 -32.0652103, -60.6390421 -32.0650569)",
136068766,False,,Batalla de Cepeda,residential,False,61.662000000000006,,"LINESTRING (-60.6462812 -32.0658063, -60.6462978 -32.0657171, -60.6461862 -32.0652626)",
136068771,True,,Batalla de Cepeda,residential,False,34.178,,"LINESTRING (-60.6462812 -32.0658063, -60.6463536 -32.0658027, -60.6464239 -32.0658179, -60.6464855 -32.0658504, -60.6465327 -32.0658971, -60.6465609 -32.0659537)",roundabout
184653393,False,,Urquiza,residential,True,66.076,,"LINESTRING (-60.6465609 -32.0659537, -60.6472443 -32.0658206)",
136068771,True,,Batalla de Cepeda,residential,False,35.733000000000004,,"LINESTRING (-60.6465609 -32.0659537, -60.6465674 -32.0660177, -60.6465498 -32.0660802, -60.6465097 -32.0661348, -60.6464514 -32.0661759, -60.6463807 -32.0661992)",roundabout
