osmid,name,highway,oneway,reversed,length,ref,geometry,maxspeed,access
56184095,Saavedra,residential,False,True,9.05,,"LINESTRING (-58.8236444 -34.3815192, -58.8236967 -34.3814502)",,
74445402,Colón,residential,False,False,102.42,,"LINESTRING (-58.8236444 -34.3815192, -58.8230483 -34.3822979)",,
316998191,Avenida Domingo Faustino Sarmiento,secondary,True,False,96.665,RP25,"LINESTRING (-58.8236444 -34.3815192, -58.8235737 -34.3814462, -58.8234366 -34.3813149, -58.8231167 -34.3810479, -58.8229748 -34.3809363, -58.8229175 -34.3808913)",,
56186296,Córdoba,residential,False,True,9.939,,"LINESTRING (-58.8250235 -34.3834408, -58.8250986 -34.3833764)",,
56186296,Córdoba,residential,False,False,138.566,,"LINESTRING (-58.8250235 -34.3834408, -58.8249305 -34.383564, -58.82438 -34.3845669)",,
316998191,Avenida Domingo Faustino Sarmiento,secondary,True,False,127.241,RP25,"LINESTRING (-58.8250235 -34.3834408, -58.8249684 -34.3833617, -58.8247127 -34.3829949, -58.8243901 -34.3825321, -58.8243321 -34.3824489)",,
147456007,Avenida Domingo Nazarre,tertiary,False,False,136.22,118-01,"LINESTRING (-58.8267568 -34.3843334, -58.8268969 -34.3842889, -58.8281082 -34.3838271)",,
316976019,Leandro N. Alem,residential,False,True,147.888,,"LINESTRING (-58.8267568 -34.3843334, -58.8265868 -34.3844007, -58.826236 -34.3845816, -58.8261833 -34.3846162, -58.826143 -34.3846536, -58.8256449 -34.3852537)",,
1084471665,Avenida Domingo Faustino Sarmiento,secondary,False,True,40.918,RP25,"LINESTRING (-58.8267568 -34.3843334, -58.8264888 -34.3842084, -58.8264151 -34.3841651, -58.8263767 -34.3841419)",,
1153866006,Avenida Hipólito Yrigoyen,secondary,True,False,145.20999999999998,RP25,"LINESTRING (-58.8267568 -34.3843334, -58.8269326 -34.3843936, -58.8269958 -34.3844293, -58.8270995 -34.3844995, -58.8279151 -34.3850518, -58.8280128 -34.3851179)",,
316964919,,residential,False,True,93.64,,"LINESTRING (-58.822689 -34.3860839, -58.8236055 -34.3857136)",,
56185238,Islas Malvinas,residential,False,True,9.057,,"LINESTRING (-58.825175 -34.3835921, -58.8252438 -34.3835337)",40,
316998191,Avenida Domingo Faustino Sarmiento,secondary,True,False,21.868000000000002,RP25,"LINESTRING (-58.825175 -34.3835921, -58.8251174 -34.3835437, -58.8250672 -34.38349, -58.8250235 -34.3834408)",,
56186299,Almirante Brown,residential,False,True,106.928,,"LINESTRING (-58.8228823 -34.3825148, -58.8238654 -34.383031)",,
74445402,Colón,residential,False,False,68.971,,"LINESTRING (-58.8228823 -34.3825148, -58.8224809 -34.3830392)",,
74445402,Colón,residential,False,True,28.526,,"LINESTRING (-58.8228823 -34.3825148, -58.8230483 -34.3822979)",,
56186297,Pueyrredón,residential,False,True,107.19,,"LINESTRING (-58.8221839 -34.3834271, -58.8231739 -34.3839387)",,
74445402,Colón,residential,False,False,132.852,,"LINESTRING (-58.8221839 -34.3834271, -58.8214107 -34.3844372)",,
74445402,Colón,residential,False,True,51.022,,"LINESTRING (-58.8221839 -34.3834271, -58.8224809 -34.3830392)",,
56184623,Marcelo T. de Alvear,residential,False,False,157.313,,"LINESTRING (-58.8269668 -34.3861545, -58.8256449 -34.3852537)",,
316976017,Bancalari,residential,True,False,141.929,,"LINESTRING (-58.8269668 -34.3861545, -58.8279528 -34.3851711)",,
316976019,Leandro N. Alem,residential,False,False,38.232,,"LINESTRING (-58.8249528 -34.3861412, -58.8251714 -34.3858485)",,
56184623,Marcelo T. de Alvear,residential,False,True,157.313,,"LINESTRING (-58.8256449 -34.3852537, -58.8269668 -34.3861545)",,
316976019,Leandro N. Alem,residential,False,True,79.135,,"LINESTRING (-58.8256449 -34.3852537, -58.8251714 -34.3858485)",,
"[316964919, 56184623]",Marcelo T. de Alvear,residential,False,False,136.68,,"LINESTRING (-58.8256449 -34.3852537, -58.8252578 -34.3850543, -58.8252256 -34.3850464, -58.8252006 -34.3850464, -58.8251689 -34.3850508, -58.8243255 -34.3853978)",,
316976019,Leandro N. Alem,residential,False,False,147.888,,"LINESTRING (-58.8256449 -34.3852537, -58.826143 -34.3846536, -58.8261833 -34.3846162, -58.826236 -34.3845816, -58.8265868 -34.3844007, -58.8267568 -34.3843334)",,
28000896,Belgrano,residential,False,False,115.919,,"LINESTRING (-58.8297867 -34.3849795, -58.828973 -34.3857769)",40,
56184978,Juan León,residential,False,True,114.326,,"LINESTRING (-58.8297867 -34.3849795, -58.828829 -34.3843219)",,
56184978,Juan León,residential,False,False,86.037,,"LINESTRING (-58.8281082 -34.3838271, -58.828829 -34.3843219)",,
147456007,Avenida Domingo Nazarre,tertiary,False,False,125.991,118-01,"LINESTRING (-58.8281082 -34.3838271, -58.8293347 -34.3833179)",,
147456007,Avenida Domingo Nazarre,tertiary,False,True,136.22,118-01,"LINESTRING (-58.8281082 -34.3838271, -58.8268969 -34.3842889, -58.8267568 -34.3843334)",,
69288579,Melo,residential,False,True,35.355,,"LINESTRING (-58.8293347 -34.3833179, -58.8296294 -34.3835227)",40,
147456007,Avenida Domingo Nazarre,tertiary,False,True,125.991,118-01,"LINESTRING (-58.8293347 -34.3833179, -58.8281082 -34.3838271)",,
147456007,Avenida Domingo Nazarre,tertiary,False,False,86.866,118-01,"LINESTRING (-58.8293347 -34.3833179, -58.8300046 -34.3830406, -58.8301808 -34.3829676)",,
56185237,Mitre,residential,False,False,12.377,,"LINESTRING (-58.8272092 -34.3831124, -58.8273249 -34.3831696)",40,
56185237,Mitre,residential,False,True,123.282,,"LINESTRING (-58.8272092 -34.3831124, -58.826057 -34.3825423)",40,
69288580,Cazenave,residential,False,True,114.533,,"LINESTRING (-58.8272092 -34.3831124, -58.8278756 -34.3822415)",,
56185237,Mitre,residential,False,False,123.282,,"LINESTRING (-58.826057 -34.3825423, -58.8272092 -34.3831124)",40,
56185238,Islas Malvinas,residential,False,False,133.288,,"LINESTRING (-58.826057 -34.3825423, -58.8253193 -34.3834696, -58.8252438 -34.3835337)",40,
56185238,Islas Malvinas,residential,False,True,117.86999999999999,,"LINESTRING (-58.826057 -34.3825423, -58.8266836 -34.3817212, -58.826747 -34.3816484)",40,
258581669,Alberdi,residential,False,False,48.624,,"LINESTRING (-58.830381 -34.3797857, -58.8299331 -34.3795521)",,
56185236,,residential,False,True,84.572,,"LINESTRING (-58.8289453 -34.3790371, -58.8294321 -34.3783913)",,
258581669,Alberdi,residential,False,False,14.263,,"LINESTRING (-58.8289453 -34.3790371, -58.8288139 -34.3789686)",,
258581669,Alberdi,residential,False,True,107.224,,"LINESTRING (-58.8289453 -34.3790371, -58.8299331 -34.3795521)",,
56185880,Caseros,residential,False,False,84.769,,"LINESTRING (-58.826747 -34.3816484, -58.8259541 -34.3812573)",40,
56185880,Caseros,residential,False,True,122.785,,"LINESTRING (-58.826747 -34.3816484, -58.8278756 -34.3822415)",40,
56185238,Islas Malvinas,residential,False,False,117.86999999999999,,"LINESTRING (-58.826747 -34.3816484, -58.8266836 -34.3817212, -58.826057 -34.3825423)",40,
56185238,Islas Malvinas,residential,False,True,108.21100000000001,,"LINESTRING (-58.826747 -34.3816484, -58.8268164 -34.3815832, -58.8273892 -34.3808334)",40,
69288580,Cazenave,residential,False,False,129.158,,"LINESTRING (-58.8299331 -34.3795521, -58.8291818 -34.3805343)",,
258581669,Alberdi,residential,False,False,107.224,,"LINESTRING (-58.8299331 -34.3795521, -58.8289453 -34.3790371)",,
