osmid,name,highway,maxspeed,oneway,reversed,length,lanes,ref,geometry,tunnel
174011770,Avenida Dardo Rocha,secondary,60,False,True,96.113,2,120-03,"LINESTRING (-58.2166669 -34.8033309, -58.2168651 -34.802482)",
174644226,Calle 214 A,residential,40,False,True,111.313,,,"LINESTRING (-58.2166669 -34.8033309, -58.2174726 -34.8040822)",
174011770,Avenida Dardo Rocha,secondary,60,False,False,119.082,2,120-03,"LINESTRING (-58.2166669 -34.8033309, -58.2165773 -34.8036317, -58.2164877 -34.8039274, -58.2164264 -34.8040824, -58.2163733 -34.8042064, -58.2163049 -34.8043585)",
136604267,Calle 219,residential,,False,True,14.838,,,"LINESTRING (-58.2079327 -34.8022536, -58.208084 -34.8023023)",
136604273,Calle 262,residential,,False,False,85.477,,,"LINESTRING (-58.2102596 -34.8036601, -58.209531 -34.8041428)",
136604267,Calle 219,residential,,False,False,135.346,,,"LINESTRING (-58.2102596 -34.8036601, -58.2099366 -34.8034713, -58.2090545 -34.8029513)",
136604273,Calle 262,residential,,False,True,47.492000000000004,,,"LINESTRING (-58.2102596 -34.8036601, -58.2104181 -34.8035432, -58.2106172 -34.8033512)",
446873973,Avenida Doctor Albert Sabin,residential,40,False,True,177.27,,,"LINESTRING (-58.2129969 -34.8076354, -58.2121883 -34.806186)",
446873973,Avenida Doctor Albert Sabin,residential,40,False,False,147.258,,,"LINESTRING (-58.2129969 -34.8076354, -58.2136104 -34.8087317, -58.2136264 -34.8087889, -58.2136239 -34.808848)",
"[548445188, 548445189]",Camino General Belgrano,secondary,"['60', '30']",False,False,187.42000000000002,2,RP14,"LINESTRING (-58.2129969 -34.8076354, -58.2121324 -34.8081106, -58.2113087 -34.808594)",
548445188,Camino General Belgrano,secondary,30,False,True,55.72,2,RP14,"LINESTRING (-58.2129969 -34.8076354, -58.2130868 -34.8075864, -58.2132381 -34.807504, -58.2132819 -34.8074801, -58.2133755 -34.8074291, -58.2135054 -34.8073583)",
136604262,Calle 260,residential,40,False,True,86.457,,,"LINESTRING (-58.2115893 -34.8050922, -58.2108239 -34.80555)",
446873973,Avenida Doctor Albert Sabin,residential,40,False,True,105.452,,,"LINESTRING (-58.2115893 -34.8050922, -58.2111025 -34.8042322)",
446873973,Avenida Doctor Albert Sabin,residential,40,False,False,133.355,,,"LINESTRING (-58.2115893 -34.8050922, -58.2117555 -34.8053957, -58.2121883 -34.806186)",
136604268,Calle 261,residential,,False,True,108.683,,,"LINESTRING (-58.2111025 -34.8042322, -58.210152 -34.8048206)",
446873973,Avenida Doctor Albert Sabin,residential,40,False,False,105.452,,,"LINESTRING (-58.2111025 -34.8042322, -58.2115893 -34.8050922)",
446873973,Avenida Doctor Albert Sabin,residential,40,False,True,107.518,,,"LINESTRING (-58.2111025 -34.8042322, -58.2106172 -34.8033512)",
136604260,Calle 259,residential,40,False,False,169.119,,,"LINESTRING (-58.2116865 -34.806496, -58.2102087 -34.807413)",
136604260,Calle 259,residential,40,False,True,57.334,,,"LINESTRING (-58.2116865 -34.806496, -58.2121883 -34.806186)",
136604266,Calle 220,residential,40,False,False,131.406,,,"LINESTRING (-58.2116865 -34.806496, -58.2108239 -34.80555)",
136604266,Calle 220,residential,40,False,False,94.314,,,"LINESTRING (-58.210152 -34.8048206, -58.209531 -34.8041428)",
136604266,Calle 220,residential,40,False,True,101.693,,,"LINESTRING (-58.210152 -34.8048206, -58.2108239 -34.80555)",
136604268,Calle 261,residential,,False,False,108.683,,,"LINESTRING (-58.210152 -34.8048206, -58.2111025 -34.8042322)",
136604267,Calle 219,residential,,False,False,15.547,,,"LINESTRING (-58.2082141 -34.8023925, -58.208084 -34.8023023)",
136604267,Calle 219,residential,,False,True,98.736,,,"LINESTRING (-58.2082141 -34.8023925, -58.2090545 -34.8029513)",
58281251,Calle 221,residential,40,False,False,199.355,,,"LINESTRING (-58.2093488 -34.8064795, -58.2080412 -34.8050437)",
58281251,Calle 221,residential,40,False,True,130.147,,,"LINESTRING (-58.2093488 -34.8064795, -58.2102087 -34.807413)",
136604262,Calle 260,residential,40,False,False,169.766,,,"LINESTRING (-58.2093488 -34.8064795, -58.2108239 -34.80555)",
136604265,Calle 262 A,residential,,False,False,112.225,,,"LINESTRING (-58.2101837 -34.8025527, -58.2090545 -34.8029513)",
446873973,Avenida Doctor Albert Sabin,residential,40,False,False,97.212,,,"LINESTRING (-58.2101837 -34.8025527, -58.2106172 -34.8033512)",
446873973,Avenida Doctor Albert Sabin,residential,40,False,True,86.777,,,"LINESTRING (-58.2101837 -34.8025527, -58.2097746 -34.8018483)",
446873973,Avenida Doctor Albert Sabin,residential,40,False,False,107.518,,,"LINESTRING (-58.2106172 -34.8033512, -58.2111025 -34.8042322)",
446873973,Avenida Doctor Albert Sabin,residential,40,False,True,97.212,,,"LINESTRING (-58.2106172 -34.8033512, -58.2101837 -34.8025527)",
136604273,Calle 262,residential,,False,False,47.492000000000004,,,"LINESTRING (-58.2106172 -34.8033512, -58.2104181 -34.8035432, -58.2102596 -34.8036601)",
136604271,Calle 263,residential,,True,False,154.8,,,"LINESTRING (-58.2097746 -34.8018483, -58.2082141 -34.8023925)",
446873973,Avenida Doctor Albert Sabin,residential,40,False,False,86.777,,,"LINESTRING (-58.2097746 -34.8018483, -58.2101837 -34.8025527)",
446873973,Avenida Doctor Albert Sabin,residential,40,False,True,15.698,,,"LINESTRING (-58.2097746 -34.8018483, -58.2097532 -34.8018077, -58.2097064 -34.8017187)",
136604266,Calle 220,residential,40,False,True,94.314,,,"LINESTRING (-58.209531 -34.8041428, -58.210152 -34.8048206)",
136604273,Calle 262,residential,,False,False,168.93,,,"LINESTRING (-58.209531 -34.8041428, -58.2080412 -34.8050437)",
136604273,Calle 262,residential,,False,True,85.477,,,"LINESTRING (-58.209531 -34.8041428, -58.2102596 -34.8036601)",
136604265,Calle 262 A,residential,,False,True,112.225,,,"LINESTRING (-58.2090545 -34.8029513, -58.2101837 -34.8025527)",
136604267,Calle 219,residential,,False,False,98.736,,,"LINESTRING (-58.2090545 -34.8029513, -58.2082141 -34.8023925)",
136604267,Calle 219,residential,,False,True,135.346,,,"LINESTRING (-58.2090545 -34.8029513, -58.2099366 -34.8034713, -58.2102596 -34.8036601)",
136604260,Calle 259,residential,40,False,False,57.334,,,"LINESTRING (-58.2121883 -34.806186, -58.2116865 -34.806496)",
446873973,Avenida Doctor Albert Sabin,residential,40,False,False,177.27,,,"LINESTRING (-58.2121883 -34.806186, -58.2129969 -34.8076354)",
446873973,Avenida Doctor Albert Sabin,residential,40,False,True,133.355,,,"LINESTRING (-58.2121883 -34.806186, -58.2117555 -34.8053957, -58.2115893 -34.8050922)",
50855013,Calle 215,residential,40,False,False,86.985,,,"LINESTRING (-58.214257 -34.8024745, -58.2136079 -34.8019019)",
50855013,Calle 215,residential,40,False,True,156.355,,,"LINESTRING (-58.214257 -34.8024745, -58.2154138 -34.8035113)",
136656055,Calle 260,residential,,False,False,305.273,,,"LINESTRING (-58.214257 -34.8024745, -58.2118623 -34.8043904)",
50855013,Calle 215,residential,40,False,True,86.985,,,"LINESTRING (-58.2136079 -34.8019019, -58.214257 -34.8024745)",
136656036,Calle 216,residential,,False,True,72.728,,,"LINESTRING (-58.2117361 -34.8014423, -58.2122601 -34.8019349)",
136656059,Calle 262 A,residential,,False,False,133.63500000000002,,,"LINESTRING (-58.2117361 -34.8014423, -58.2116005 -34.8014759, -58.2104105 -34.8015062, -58.21029 -34.8014632)",
136656036,Calle 216,residential,,False,False,72.728,,,"LINESTRING (-58.2122601 -34.8019349, -58.2117361 -34.8014423)",
1082749799,Calle 262,residential,,False,True,61.257,,,"LINESTRING (-58.2122601 -34.8019349, -58.2117956 -34.8023324)",
136604262,Calle 260,residential,40,False,False,86.457,,,"LINESTRING (-58.2108239 -34.80555, -58.2115893 -34.8050922)",
136604262,Calle 260,residential,40,False,True,169.766,,,"LINESTRING (-58.2108239 -34.80555, -58.2093488 -34.8064795)",
136604266,Calle 220,residential,40,False,False,101.693,,,"LINESTRING (-58.2108239 -34.80555, -58.210152 -34.8048206)",
136604266,Calle 220,residential,40,False,True,131.406,,,"LINESTRING (-58.2108239 -34.80555, -58.2116865 -34.806496)",
50855012,Calle 215,residential,40,False,False,139.314,,,"LINESTRING (-58.2183646 -34.8062023, -58.2173037 -34.8053018)",
50855012,Calle 215,residential,40,False,True,11.754,,,"LINESTRING (-58.2183646 -34.8062023, -58.2184773 -34.8062534)",
1230404661,Calle 255,residential,40,False,False,130.622,,,"LINESTRING (-58.2183646 -34.8062023, -58.2172959 -34.8069833)",
58284576,Calle 216,residential,40,False,True,157.825,,,"LINESTRING (-58.2172959 -34.8069833, -58.2160961 -34.8059615)",
1230404661,Calle 255,residential,40,False,False,157.624,,,"LINESTRING (-58.2172959 -34.8069833, -58.2160206 -34.8079388)",
1230404661,Calle 255,residential,40,False,True,130.622,,,"LINESTRING (-58.2172959 -34.8069833, -58.2183646 -34.8062023)",
"[58284576, 549375916]",Calle 216,residential,40,False,False,123.58900000000001,,,"LINESTRING (-58.2172959 -34.8069833, -58.2173906 -34.8070754, -58.217717 -34.8080294)",
58281251,Calle 221,residential,40,False,False,130.147,,,"LINESTRING (-58.2102087 -34.807413, -58.2093488 -34.8064795)",
58281251,Calle 221,residential,40,False,True,165.322,,,"LINESTRING (-58.2102087 -34.807413, -58.2113087 -34.808594)",
136604260,Calle 259,residential,40,False,False,77.805,,,"LINESTRING (-58.2102087 -34.807413, -58.2095306 -34.8078368)",
136604260,Calle 259,residential,40,False,True,169.119,,,"LINESTRING (-58.2102087 -34.807413, -58.2116865 -34.806496)",
436645947,Avenida Doctor Luis Agote,residential,40,False,True,114.029,,,"LINESTRING (-58.2135054 -34.8073583, -58.21299 -34.8064242)",
548445188,Camino General Belgrano,secondary,30,False,False,55.72,2,RP14,"LINESTRING (-58.2135054 -34.8073583, -58.2133755 -34.8074291, -58.2132819 -34.8074801, -58.2132381 -34.807504, -58.2130868 -34.8075864, -58.2129969 -34.8076354)",
"[548445188, 174644236]",Camino General Belgrano,secondary,"['60', '30']",False,True,145.553,2,RP14,"LINESTRING (-58.2135054 -34.8073583, -58.2141742 -34.8069839, -58.2148301 -34.8066301)",
446873973,Avenida Doctor Albert Sabin,residential,40,False,False,15.698,,,"LINESTRING (-58.2097064 -34.8017187, -58.2097532 -34.8018077, -58.2097746 -34.8018483)",
136604267,Calle 219,residential,,False,False,14.838,,,"LINESTRING (-58.208084 -34.8023023, -58.2079327 -34.8022536)",
136604267,Calle 219,residential,,False,True,15.547,,,"LINESTRING (-58.208084 -34.8023023, -58.2082141 -34.8023925)",
174644234,Calle 263,residential,,True,False,161.725,,,"LINESTRING (-58.208084 -34.8023023, -58.2097064 -34.8017187)",
174644223,Calle 213,residential,,False,True,94.931,,,"LINESTRING (-58.2178439 -34.8024776, -58.2171409 -34.8018486)",
174644232,Calle 258,residential,,False,False,23.861,,,"LINESTRING (-58.2178439 -34.8024776, -58.2180381 -34.802334)",
174644232,Calle 258,residential,,False,True,67.915,,,"LINESTRING (-58.2178439 -34.8024776, -58.2172742 -34.8028703)",
174644225,Calle 214,residential,,False,True,111.952,,,"LINESTRING (-58.2172742 -34.8028703, -58.2180812 -34.8036283)",
174644232,Calle 258,residential,,False,False,67.915,,,"LINESTRING (-58.2172742 -34.8028703, -58.2178439 -34.8024776)",
174644225,Calle 214,residential,,False,False,57.122,,,"LINESTRING (-58.2172742 -34.8028703, -58.216988 -34.8025873, -58.2168651 -34.802482)",
50855013,Calle 215,residential,40,False,False,156.355,,,"LINESTRING (-58.2154138 -34.8035113, -58.214257 -34.8024745)",
50855013,Calle 215,residential,40,False,True,78.49,,,"LINESTRING (-58.2154138 -34.8035113, -58.2159736 -34.804047)",
174644233,Calle 259,residential,40,False,True,357.057,,,"LINESTRING (-58.2154138 -34.8035113, -58.2125995 -34.8057409)",
174644233,Calle 259,residential,40,False,False,178.20399999999998,,,"LINESTRING (-58.2154138 -34.8035113, -58.216688 -34.8025028, -58.2167836 -34.8024778, -58.2168651 -34.802482)",
174644225,Calle 214,residential,,False,False,111.952,,,"LINESTRING (-58.2180812 -34.8036283, -58.2172742 -34.8028703)",
174644230,Calle 257,residential,40,False,False,75.067,,,"LINESTRING (-58.2180812 -34.8036283, -58.2174726 -34.8040822)",
50855013,Calle 215,residential,40,False,False,78.49,,,"LINESTRING (-58.2159736 -34.804047, -58.2154138 -34.8035113)",
50855013,Calle 215,residential,40,False,True,45.986,,,"LINESTRING (-58.2159736 -34.804047, -58.2163049 -34.8043585)",
174644231,Calle 258,residential,40,False,True,106.104,,,"LINESTRING (-58.2159736 -34.804047, -58.2151539 -34.8047234)",
174644226,Calle 214 A,residential,40,False,False,111.313,,,"LINESTRING (-58.2174726 -34.8040822, -58.2166669 -34.8033309)",
174644226,Calle 214 A,residential,40,False,True,104.847,,,"LINESTRING (-58.2174726 -34.8040822, -58.2182589 -34.8047694)",
174644230,Calle 257,residential,40,False,False,105.472,,,"LINESTRING (-58.2174726 -34.8040822, -58.2166075 -34.8047108)",
174644230,Calle 257,residential,40,False,True,75.067,,,"LINESTRING (-58.2174726 -34.8040822, -58.2180812 -34.8036283)",
136656055,Calle 260,residential,,False,True,305.273,,,"LINESTRING (-58.2118623 -34.8043904, -58.214257 -34.8024745)",
436645947,Avenida Doctor Luis Agote,residential,40,False,False,164.563,,,"LINESTRING (-58.2118623 -34.8043904, -58.2125995 -34.8057409)",
436645947,Avenida Doctor Luis Agote,residential,40,False,True,175.079,,,"LINESTRING (-58.2118623 -34.8043904, -58.2110635 -34.802959)",
174644227,Calle 216,residential,40,False,False,86.316,,,"LINESTRING (-58.2151539 -34.8047234, -58.2158265 -34.8052689)",
174644231,Calle 258,residential,40,False,False,106.104,,,"LINESTRING (-58.2151539 -34.8047234, -58.2159736 -34.804047)",
174644231,Calle 258,residential,40,False,True,84.282,,,"LINESTRING (-58.2151539 -34.8047234, -58.2144909 -34.8052508)",
174644226,Calle 214 A,residential,40,False,False,104.847,,,"LINESTRING (-58.2182589 -34.8047694, -58.2174726 -34.8040822)",
174644236,Camino General Belgrano,secondary,60,False,False,105.407,2,RP14,"LINESTRING (-58.2182589 -34.8047694, -58.2173037 -34.8053018)",
174644228,Calle 216 A,residential,40,False,False,121.785,,,"LINESTRING (-58.2144909 -34.8052508, -58.2154126 -34.8060425)",
174644231,Calle 258,residential,40,False,False,84.282,,,"LINESTRING (-58.2144909 -34.8052508, -58.2151539 -34.8047234)",
174644231,Calle 258,residential,40,False,True,84.09,,,"LINESTRING (-58.2144909 -34.8052508, -58.2138332 -34.8057802)",
174011770,Avenida Dardo Rocha,secondary,60,False,False,93.955,2,120-03,"LINESTRING (-58.2158265 -34.8052689, -58.2154126 -34.8060425)",
174644227,Calle 216,residential,40,False,True,86.316,,,"LINESTRING (-58.2158265 -34.8052689, -58.2151539 -34.8047234)",
174011770,Avenida Dardo Rocha,secondary,60,False,True,110.25899999999999,2,120-03,"LINESTRING (-58.2158265 -34.8052689, -58.2160772 -34.8048046, -58.2163049 -34.8043585)",
174644233,Calle 259,residential,40,False,False,357.057,,,"LINESTRING (-58.2125995 -34.8057409, -58.2154138 -34.8035113)",
436645947,Avenida Doctor Luis Agote,residential,40,False,False,83.929,,,"LINESTRING (-58.2125995 -34.8057409, -58.21299 -34.8064242)",
436645947,Avenida Doctor Luis Agote,residential,40,False,True,164.563,,,"LINESTRING (-58.2125995 -34.8057409, -58.2118623 -34.8043904)",
174644229,Calle 217,residential,40,False,False,131.207,,,"LINESTRING (-58.2138332 -34.8057802, -58.2148301 -34.8066301)",
174644231,Calle 258,residential,40,False,False,84.09,,,"LINESTRING (-58.2138332 -34.8057802, -58.2144909 -34.8052508)",
174644231,Calle 258,residential,40,False,True,105.141,,,"LINESTRING (-58.2138332 -34.8057802, -58.21299 -34.8064242)",
174011770,Avenida Dardo Rocha,secondary,60,False,False,44.232,2,120-03,"LINESTRING (-58.2154126 -34.8060425, -58.2152214 -34.806408)",
174011770,Avenida Dardo Rocha,secondary,60,False,True,93.955,2,120-03,"LINESTRING (-58.2154126 -34.8060425, -58.2158265 -34.8052689)",
174644228,Calle 216 A,residential,40,False,True,121.785,,,"LINESTRING (-58.2154126 -34.8060425, -58.2144909 -34.8052508)",
174644231,Calle 258,residential,40,False,False,105.141,,,"LINESTRING (-58.21299 -34.8064242, -58.2138332 -34.8057802)",
436645947,Avenida Doctor Luis Agote,residential,40,False,False,114.029,,,"LINESTRING (-58.21299 -34.8064242, -58.2135054 -34.8073583)",
436645947,Avenida Doctor Luis Agote,residential,40,False,True,83.929,,,"LINESTRING (-58.21299 -34.8064242, -58.2125995 -34.8057409)",
174644229,Calle 217,residential,40,False,True,131.207,,,"LINESTRING (-58.2148301 -34.8066301, -58.2138332 -34.8057802)",
174644236,Camino General Belgrano,secondary,60,False,True,43.431,2,RP14,"LINESTRING (-58.2148301 -34.8066301, -58.2152214 -34.806408)",
"[174644236, 548445188]",Camino General Belgrano,secondary,"['60', '30']",False,False,145.553,2,RP14,"LINESTRING (-58.2148301 -34.8066301, -58.2141742 -34.8069839, -58.2135054 -34.8073583)",
1210902789,Papa Francisco,residential,40,False,True,177.036,,,"LINESTRING (-58.214273 -34.8087102, -58.2161498 -34.8083099)",
1163528639,Avenida Dardo Rocha,tertiary,40,False,True,219.06099999999998,2,,"LINESTRING (-58.214273 -34.8087102, -58.2140739 -34.8082703, -58.2149113 -34.8069363)",
"[1163528640, 58284573]","['Avenida Dardo Rocha', 'Santa Lucía']","['residential', 'tertiary']",40,False,False,26.729,2,,"LINESTRING (-58.214273 -34.8087102, -58.2143371 -34.8088383, -58.2143847 -34.8089324)",
136604276,Navarro,residential,40,False,True,41.589,,,"LINESTRING (-58.2137656 -34.8102894, -58.2135655 -34.8099534)",
217184104,Sebastián Gaboto,residential,40,False,False,58.605,,,"LINESTRING (-58.2137656 -34.8102894, -58.2143625 -34.8100955)",
217184104,Sebastián Gaboto,residential,40,False,True,27.573,,,"LINESTRING (-58.2137656 -34.8102894, -58.2134887 -34.8103884)",
217184104,Sebastián Gaboto,residential,40,False,True,58.605,,,"LINESTRING (-58.2143625 -34.8100955, -58.2137656 -34.8102894)",
136604276,Navarro,residential,40,False,False,41.589,,,"LINESTRING (-58.2135655 -34.8099534, -58.2137656 -34.8102894)",
"[217184105, 136604276]",Navarro,residential,40,False,"[False, True]",90.519,,,"LINESTRING (-58.2135655 -34.8099534, -58.2134351 -34.8097438, -58.2134077 -34.8095789, -58.2134092 -34.8094967, -58.2134231 -34.8094158, -58.2134942 -34.8091744)",
217184100,Sebastián Gaboto,residential,40,False,True,49.06,,,"LINESTRING (-58.2135655 -34.8099534, -58.2135511 -34.8101234, -58.2135407 -34.8102231, -58.2134887 -34.8103884)",
231735540,San Antonio,residential,40,False,False,104.537,,,"LINESTRING (-58.2165495 -34.8083765, -58.2170205 -34.8092334)",
1163528635,San Antonio,residential,40,False,True,10.127,,,"LINESTRING (-58.2165495 -34.8083765, -58.2164943 -34.8082975)",
1082749797,Papa Francisco,residential,40,False,False,98.72200000000001,,,"LINESTRING (-58.2165495 -34.8083765, -58.2161034 -34.8085456, -58.2155366 -34.80868)",
