osmid,oneway,name,highway,maxspeed,reversed,length,geometry,lanes,ref,tunnel,width
193604428,True,Belgrano,residential,40,False,130.542,"LINESTRING (-58.3912982 -34.7411471, -58.3910988 -34.7399846)",,,,
255489383,False,Rincón,residential,40,False,135.769,"LINESTRING (-58.3912982 -34.7411471, -58.3914393 -34.7411254, -58.392025 -34.7410353, -58.3923947 -34.7409784, -58.3927591 -34.7409242)",,,,
193604430,True,Belgrano,residential,40,False,127.601,"LINESTRING (-58.3915137 -34.7422809, -58.3912982 -34.7411471)",,,,
193604438,True,Talcahuano,residential,40,False,135.772,"LINESTRING (-58.3915137 -34.7422809, -58.3929812 -34.7420892)",,,,
546700615,False,Rincón,residential,40,False,6.391,"LINESTRING (-58.3927591 -34.7409242, -58.3928282 -34.7409153)",4,,,
604760158,True,Avenida Alsina,secondary,60,False,129.369,"LINESTRING (-58.3927591 -34.7409242, -58.3925437 -34.7397743)",2,RP210,,
255489383,False,Rincón,residential,40,True,135.769,"LINESTRING (-58.3927591 -34.7409242, -58.3923947 -34.7409784, -58.392025 -34.7410353, -58.3914393 -34.7411254, -58.3912982 -34.7411471)",,,,
180370917,False,Serrano,residential,40,True,134.082,"LINESTRING (-58.3925437 -34.7397743, -58.3910988 -34.7399846)",,,,
604760156,False,Serrano,residential,40,False,7.585,"LINESTRING (-58.3925437 -34.7397743, -58.3926243 -34.739758)",,,,
236013832,True,Maipú,residential,40,False,137.237,"LINESTRING (-58.3931859 -34.7432623, -58.3916984 -34.7434333)",2,,,
604760154,True,Avenida Alsina,secondary,60,False,131.781,"LINESTRING (-58.3931859 -34.7432623, -58.3931526 -34.7430927, -58.3929812 -34.7420892)",2,RP210,,
16265168,True,Maipú,residential,40,False,124.702,"LINESTRING (-58.3946125 -34.7430601, -58.3932678 -34.7432518)",2,,,
207269784,False,Maipú,residential,40,True,30.851,"LINESTRING (-58.3946125 -34.7430601, -58.3949472 -34.7430235)",2,,,
193604439,True,Valentín Vergara,residential,40,False,131.639,"LINESTRING (-58.3943827 -34.7418914, -58.3946125 -34.7430601)",,,,
207269786,False,Talcahuano,residential,40,False,58.262,"LINESTRING (-58.3943827 -34.7418914, -58.3950131 -34.7418127)",,,,
193604439,True,Valentín Vergara,residential,40,False,5.256,"LINESTRING (-58.3941228 -34.7407211, -58.3941331 -34.7407676)",,,,
"[957363162, 391849271]",True,"['Rincón', 'Hipólito Vieytes']",residential,40,False,134.996,"LINESTRING (-58.3941228 -34.7407211, -58.3942774 -34.7406981, -58.3949982 -34.7405907, -58.3950366 -34.740585, -58.3950907 -34.7405769, -58.3951152 -34.7405738, -58.3955786 -34.7405148)",,,yes,
193604440,True,Valentín Vergara,residential,40,False,126.533,"LINESTRING (-58.3939092 -34.7395531, -58.394115 -34.7406784)",,,,
537762176,False,Serrano,residential,40,False,79.268,"LINESTRING (-58.3939092 -34.7395531, -58.3947654 -34.7394384)",,,,
537762176,False,Serrano,residential,40,True,119.597,"LINESTRING (-58.3939092 -34.7395531, -58.3926243 -34.739758)",,,,
604760155,True,Talcahuano,residential,40,False,6.275,"LINESTRING (-58.3929812 -34.7420892, -58.3930494 -34.7420826)",,,,
255489379,True,Avenida Alsina,secondary,60,False,131.122,"LINESTRING (-58.3929812 -34.7420892, -58.3928016 -34.7411471, -58.3927909 -34.7410912, -58.39277 -34.7409816, -58.3927591 -34.7409242)",2,RP210,,
297368382,True,Avenida Alberto Larroque,tertiary,,False,128.041,"LINESTRING (-58.3992725 -34.7448845, -58.3978896 -34.7450708)",2,,,
301180030,False,Avenida Alberto Larroque,secondary,,True,11.099,"LINESTRING (-58.3992725 -34.7448845, -58.3993924 -34.7448685)",2,,,
396636411,True,Avenida Hipólito Yrigoyen,primary,60,False,133.722,"LINESTRING (-58.3992725 -34.7448845, -58.3990688 -34.7438411, -58.3990406 -34.7436971)",3,063-04,,
