osmid,oneway,name,highway,maxspeed,reversed,length,lanes,geometry
452691201,False,Don Bosco,tertiary,40,False,110.756,,"LINESTRING (-58.5302789 -34.4752644, -58.531314 -34.4757782)"
954737556,False,Avenida Andrés Rolón,secondary,,False,140.031,4,"LINESTRING (-58.5302789 -34.4752644, -58.5303018 -34.4751907, -58.530363 -34.4751042, -58.530457 -34.4750229, -58.5305863 -34.4749428, -58.5312006 -34.4746441, -58.5314738 -34.4745367)"
954737557,False,Avenida Andrés Rolón,secondary,,True,123.924,4,"LINESTRING (-58.5302789 -34.4752644, -58.5301677 -34.4756378, -58.5299767 -34.4763506)"
954737557,False,Avenida Andrés Rolón,secondary,,False,126.737,4,"LINESTRING (-58.5297171 -34.4774701, -58.5299767 -34.4763506)"
135794677,True,Diego Palma,tertiary,,False,121.78500000000001,2,"LINESTRING (-58.5297171 -34.4774701, -58.5295921 -34.477391, -58.5287346 -34.4769137, -58.5286216 -34.4768508)"
468621740,False,Diego Palma,secondary,,True,60.738,2,"LINESTRING (-58.5297171 -34.4774701, -58.529829 -34.4775626, -58.5299147 -34.4776074, -58.5301485 -34.4777296, -58.5302548 -34.4777851)"
956677994,False,Avenida Andrés Rolón,secondary,,True,89.754,4,"LINESTRING (-58.5297171 -34.4774701, -58.5296642 -34.4776414, -58.5294157 -34.4782376)"
452525868,False,3 de Febrero,residential,40,False,103.422,,"LINESTRING (-58.5299767 -34.4763506, -58.5309412 -34.4768332)"
954737557,False,Avenida Andrés Rolón,secondary,,True,126.737,4,"LINESTRING (-58.5299767 -34.4763506, -58.5297171 -34.4774701)"
954737557,False,Avenida Andrés Rolón,secondary,,False,123.924,4,"LINESTRING (-58.5299767 -34.4763506, -58.5301677 -34.4756378, -58.5302789 -34.4752644)"
174913623,True,Intendente Becco,residential,,False,87.394,,"LINESTRING (-58.5218105 -34.4772058, -58.522315 -34.4765389)"
452539203,True,Laprida,residential,40,False,126.197,,"LINESTRING (-58.522315 -34.4765389, -58.5211464 -34.4759389)"
443688120,True,Misiones,residential,40,False,79.823,,"LINESTRING (-58.5241216 -34.4783196, -58.5245803 -34.4777094)"
443688120,True,Misiones,residential,40,False,96.135,,"LINESTRING (-58.5245803 -34.4777094, -58.5251665 -34.4769925)"
452539203,True,Laprida,residential,40,False,124.799,,"LINESTRING (-58.5245803 -34.4777094, -58.5234377 -34.4770991)"
299174925,True,Intendente Becco,residential,,False,97.11,,"LINESTRING (-58.5226067 -34.4766824, -58.523186 -34.4759512)"
452539203,True,Laprida,residential,40,False,31.138,,"LINESTRING (-58.5226067 -34.4766824, -58.522315 -34.4765389)"
452539203,True,Laprida,residential,40,False,130.374,,"LINESTRING (-58.525789 -34.4783274, -58.5245803 -34.4777094)"
24616511,True,Alsina,residential,40,False,129.317,2,"LINESTRING (-58.5263452 -34.477632, -58.5275361 -34.4782555)"
174913622,True,Formosa,residential,,False,35.624,,"LINESTRING (-58.5263452 -34.477632, -58.526144 -34.4779061)"
27601169,True,Intendente Becco,residential,40,False,97.776,,"LINESTRING (-58.5253407 -34.4725104, -58.5258336 -34.4717306)"
452691198,True,Don Bosco,tertiary,40,False,120.084,,"LINESTRING (-58.5253407 -34.4725104, -58.5263964 -34.4731498)"
443688120,True,Misiones,residential,40,False,115.125,,"LINESTRING (-58.5275538 -34.4737902, -58.5282211 -34.4729131)"
452691198,True,Don Bosco,tertiary,40,False,127.965,,"LINESTRING (-58.5275538 -34.4737902, -58.5287165 -34.4744271)"
452691202,True,Haedo,residential,40,False,84.062,,"LINESTRING (-58.5225645 -34.4737513, -58.5221147 -34.4744101)"
469284026,True,Diego Palma,tertiary,,False,132.869,2,"LINESTRING (-58.5225645 -34.4737513, -58.5215223 -34.4732531, -58.5213106 -34.4731519)"
469284027,True,Maestro Santana,residential,,False,91.449,,"LINESTRING (-58.5250497 -34.4749742, -58.5245266 -34.4756745)"
135794677,True,Diego Palma,tertiary,,False,101.108,2,"LINESTRING (-58.5250497 -34.4749742, -58.5242817 -34.4745852, -58.5241099 -34.4744982)"
135794677,True,Diego Palma,tertiary,,False,57.908,2,"LINESTRING (-58.5286216 -34.4768508, -58.5281025 -34.476554)"
469284029,True,Neuquén,residential,40,False,115.725,,"LINESTRING (-58.5286216 -34.4768508, -58.5292562 -34.4759511)"
27584489,True,Chubut,residential,,False,144.969,,"LINESTRING (-58.5294157 -34.4782376, -58.5280813 -34.4775378)"
956677994,False,Avenida Andrés Rolón,secondary,,False,89.754,4,"LINESTRING (-58.5294157 -34.4782376, -58.5296642 -34.4776414, -58.5297171 -34.4774701)"
27601071,True,Jacinto Díaz,residential,40,False,95.307,,"LINESTRING (-58.5314738 -34.4745367, -58.5305773 -34.4741026)"
954737556,False,Avenida Andrés Rolón,secondary,,True,140.031,4,"LINESTRING (-58.5314738 -34.4745367, -58.5312006 -34.4746441, -58.5305863 -34.4749428, -58.530457 -34.4750229, -58.530363 -34.4751042, -58.5303018 -34.4751907, -58.5302789 -34.4752644)"
27601071,True,Jacinto Díaz,residential,40,False,134.479,,"LINESTRING (-58.5232335 -34.4703469, -58.5219782 -34.4697211)"
452691199,True,General Paz,residential,,False,98.792,,"LINESTRING (-58.5232335 -34.4703469, -58.5237776 -34.46958)"
452691199,True,General Paz,residential,,False,94.017,,"LINESTRING (-58.5227175 -34.4710776, -58.5232335 -34.4703469)"
