osmid,name,highway,oneway,reversed,length,geometry,junction,ref,maxspeed
40765774,María Eva Duarde,residential,False,False,84.323,"LINESTRING (-54.4857453 -26.9968828, -54.4854312 -26.9975876)",,,
41405918,Avenida Libertador,secondary,True,False,78.092,"LINESTRING (-54.4857453 -26.9968828, -54.485011 -26.9966276)",,,
40765774,María Eva Duarde,residential,False,True,84.323,"LINESTRING (-54.4854312 -26.9975876, -54.4857453 -26.9968828)",,,
40766045,Gaspar Campos,residential,False,False,145.933,"LINESTRING (-54.4854312 -26.9975876, -54.4845818 -26.9975833, -54.4843209 -26.9975708, -54.4839686 -26.9974958)",,,
41405918,Avenida Libertador,secondary,True,False,132.238,"LINESTRING (-54.4843742 -26.9963924, -54.4831437 -26.9959318)",,,
41111469,Avenida Constitución,secondary,True,False,22.632,"LINESTRING (-54.482044 -26.9951944, -54.4819888 -26.9953919)",,,
381215304,,secondary,True,False,25.844,"LINESTRING (-54.482044 -26.9951944, -54.4819727 -26.9952387, -54.4818879 -26.9952558, -54.4818021 -26.9952431)",roundabout,,
381215304,,secondary,True,False,21.294999999999998,"LINESTRING (-54.4818021 -26.9952431, -54.4817398 -26.9952115, -54.4816918 -26.9951642, -54.4816628 -26.9951058)",roundabout,,
41111469,Avenida Constitución,secondary,True,False,89.74,"LINESTRING (-54.4819888 -26.9953919, -54.4817036 -26.9961579)",,,
41405918,Avenida Libertador,secondary,True,False,24.818,"LINESTRING (-54.4819888 -26.9953919, -54.4818021 -26.9952431)",,,
381215304,,secondary,True,False,16.236,"LINESTRING (-54.4819664 -26.9948678, -54.4820355 -26.9949071, -54.4820843 -26.9949657)",roundabout,,
381215034,Alberdi,residential,False,False,113.411,"LINESTRING (-54.4847798 -26.9915408, -54.4841365 -26.9923844)",,,
381215034,Alberdi,residential,False,True,60.06,"LINESTRING (-54.4847798 -26.9915408, -54.4851204 -26.991094)",,,
41172890,Juan Domingo Perón,residential,False,True,106.554,"LINESTRING (-54.4841365 -26.9923844, -54.4832404 -26.9918546)",,,
41173014,Juan Domingo Perón,residential,True,False,101.007,"LINESTRING (-54.4841365 -26.9923844, -54.4849829 -26.9928907)",,,
381215034,Alberdi,residential,False,False,112.407,"LINESTRING (-54.4841365 -26.9923844, -54.483499 -26.9932206)",,,
381215034,Alberdi,residential,False,True,113.411,"LINESTRING (-54.4841365 -26.9923844, -54.4847798 -26.9915408)",,,
41112114,Avenida Tejeda,secondary,True,False,102.786,"LINESTRING (-54.483499 -26.9932206, -54.484356 -26.9937415)",,,
41172935,Alberdi,residential,False,False,16.245,"LINESTRING (-54.483499 -26.9932206, -54.4834063 -26.9933411)",,,
381215034,Alberdi,residential,False,True,112.407,"LINESTRING (-54.483499 -26.9932206, -54.4841365 -26.9923844)",,,
41176244,Leandro N. Alem,residential,False,False,20.931,"LINESTRING (-54.484138 -26.9905995, -54.4840244 -26.9907582)",,,
41172888,,residential,False,False,128.934,"LINESTRING (-54.484138 -26.9905995, -54.4838411 -26.9904955, -54.4832149 -26.990302, -54.4829148 -26.9902044)",,,
41176244,Leandro N. Alem,residential,False,True,36.587,"LINESTRING (-54.484138 -26.9905995, -54.4842216 -26.9904872, -54.4843446 -26.9903268)",,,
41111849,Avenida Tejeda,secondary,True,False,105.665,"LINESTRING (-54.4834063 -26.9933411, -54.4825234 -26.9928081)",,,
41172935,Alberdi,residential,False,True,16.245,"LINESTRING (-54.4834063 -26.9933411, -54.483499 -26.9932206)",,,
41176343,Alberdi,residential,False,False,117.073,"LINESTRING (-54.4834063 -26.9933411, -54.4827478 -26.9942153)",,,
381215034,Alberdi,residential,False,False,60.06,"LINESTRING (-54.4851204 -26.991094, -54.4847798 -26.9915408)",,,
568316727,René Gerónomo Favaloro,residential,False,False,114.836,"LINESTRING (-54.4851204 -26.991094, -54.4840244 -26.9907582)",,,
568316727,René Gerónomo Favaloro,residential,False,True,103.73700000000001,"LINESTRING (-54.4851204 -26.991094, -54.4854354 -26.9911788, -54.4858585 -26.9913061, -54.4861156 -26.9913834)",,,
41176695,Democracia,residential,True,False,37.742,"LINESTRING (-54.4883594 -26.9919034, -54.4885819 -26.9916279)",,,
518051613,René Gerónomo Favaloro,residential,False,True,117.379,"LINESTRING (-54.4883594 -26.9919034, -54.4872324 -26.9915781)",,,
518051613,René Gerónomo Favaloro,residential,False,False,105.065,"LINESTRING (-54.4883594 -26.9919034, -54.4888027 -26.9920752, -54.4893071 -26.9923248)",,,
41176771,Mariano Moreno,residential,False,False,115.816,"LINESTRING (-54.4908351 -26.9938754, -54.4901313 -26.994707)",,,
518051613,René Gerónomo Favaloro,residential,False,False,112.083,"LINESTRING (-54.4908351 -26.9938754, -54.4914515 -26.9947206)",,,
518051613,René Gerónomo Favaloro,residential,False,True,117.786,"LINESTRING (-54.4908351 -26.9938754, -54.4900831 -26.993055)",,,
41176775,Dorrego,residential,False,False,14.89,"LINESTRING (-54.4906078 -26.9974998, -54.4905256 -26.9976119)",,,
