osmid,oneway,name,highway,maxspeed,reversed,length,geometry,lanes,bridge,tunnel
898593433,True,Estados Unidos,residential,40,False,94.171,"LINESTRING (-58.403201 -34.6198199, -58.402288 -34.6197835, -58.4021731 -34.6197789)",,,
898593434,False,Avenida Jujuy,secondary,60,False,151.162,"LINESTRING (-58.403201 -34.6198199, -58.4028454 -34.6209764, -58.4027939 -34.6211374)",4,,
898593431,True,Carlos Calvo,residential,30,False,159.982,"LINESTRING (-58.4027939 -34.6211374, -58.4044936 -34.6214744)",,,
898593432,False,Avenida Jujuy,secondary,60,False,146.747,"LINESTRING (-58.4027939 -34.6211374, -58.4027566 -34.6212792, -58.402706 -34.6214957, -58.4026365 -34.6217919, -58.402487 -34.6224327)",4,,
898593434,False,Avenida Jujuy,secondary,60,True,151.162,"LINESTRING (-58.4027939 -34.6211374, -58.4028454 -34.6209764, -58.403201 -34.6198199)",4,,
273892889,False,Avenida Jujuy,secondary,60,False,150.712,"LINESTRING (-58.402487 -34.6224327, -58.4022904 -34.6232936, -58.4022393 -34.6235152, -58.4021818 -34.6237646)",4,,
451270678,True,Humberto I,residential,40,False,170.932,"LINESTRING (-58.402487 -34.6224327, -58.4040869 -34.6226955, -58.4043184 -34.6227356)",,,
898593432,False,Avenida Jujuy,secondary,60,True,146.747,"LINESTRING (-58.402487 -34.6224327, -58.4026365 -34.6217919, -58.402706 -34.6214957, -58.4027566 -34.6212792, -58.4027939 -34.6211374)",4,,
48397535,True,Avenida San Juan,primary,60,False,81.991,"LINESTRING (-58.4021818 -34.6237646, -58.4017688 -34.6237112, -58.4012966 -34.6236502)",4,,
273830331,True,Avenida Jujuy,secondary,60,False,160.666,"LINESTRING (-58.4021818 -34.6237646, -58.402115 -34.6240695, -58.402108 -34.6241016, -58.4020769 -34.6242435, -58.4018523 -34.6251838)",4,,
273892889,False,Avenida Jujuy,secondary,60,True,150.712,"LINESTRING (-58.4021818 -34.6237646, -58.4022393 -34.6235152, -58.4022904 -34.6232936, -58.402487 -34.6224327)",4,,
9937626,True,Catamarca,residential,40,False,172.43,"LINESTRING (-58.4034929 -34.6239248, -58.4032175 -34.6251466, -58.4031875 -34.6252808, -58.4031499 -34.6254496)",2,,
457774116,True,Avenida San Juan,primary,60,False,121.28800000000001,"LINESTRING (-58.4034929 -34.6239248, -58.4027958 -34.623843, -58.4025414 -34.6238092, -58.4021818 -34.6237646)",4,,
463899915,True,Pavón,tertiary,40,False,120.933,"LINESTRING (-58.4026514 -34.627613, -58.4013458 -34.6274438)",,,
48069283,True,La Rioja,residential,40,False,63.099,"LINESTRING (-58.4069174 -34.6259078, -58.4069816 -34.6253428)",2,,
47413572,True,Deán Funes,residential,30,False,136.482,"LINESTRING (-58.4056018 -34.6257635, -58.4054628 -34.626818, -58.4054539 -34.6268812, -58.4054404 -34.6269837)",,,
47413573,True,Cochabamba,residential,40,False,121.442,"LINESTRING (-58.4056018 -34.6257635, -58.406768 -34.6258916, -58.4069174 -34.6259078)",,,
240588972,True,Catamarca,residential,40,False,41.536,"LINESTRING (-58.4031499 -34.6254496, -58.4030741 -34.6258179)",,,
240588974,True,Cochabamba,residential,40,False,95.247,"LINESTRING (-58.4031499 -34.6254496, -58.4041789 -34.625579)",,,
240588973,True,Cochabamba,residential,40,False,122.355,"LINESTRING (-58.4018523 -34.6251838, -58.4031499 -34.6254496)",,,
"[532250936, 773030557, 773030558]",True,Avenida Jujuy,secondary,60,False,135.659,"LINESTRING (-58.4018523 -34.6251838, -58.4017322 -34.6257375, -58.4017048 -34.6258535, -58.4016551 -34.6260639, -58.4016182 -34.6262309, -58.4015844 -34.6263837)",4,,
898569298,True,Cochabamba,residential,40,False,76.128,"LINESTRING (-58.400262 -34.6248434, -58.4010627 -34.6250294)",,,
898569299,True,Cochabamba,residential,40,False,108.991,"LINESTRING (-58.400262 -34.6248434, -58.3991048 -34.6246111)",,,
10065783,True,Alberti,residential,40,False,145.77100000000002,"LINESTRING (-58.400262 -34.6248434, -58.4003938 -34.623826, -58.400407 -34.6237231, -58.4004356 -34.6235403)",2,,
335801181,True,Matheu,residential,40,False,135.599,"LINESTRING (-58.3991048 -34.6246111, -58.3992561 -34.6235843, -58.3992832 -34.6234005)",,,
19782162,True,Cochabamba,residential,40,False,148.019,"LINESTRING (-58.3974974 -34.6244614, -58.3991048 -34.6246111)",,,
48397504,True,Pichincha,residential,40,False,144.111,"LINESTRING (-58.3974974 -34.6244614, -58.397294 -34.6255244, -58.397285 -34.6255765, -58.3972775 -34.6256161, -58.3972537 -34.6257418)",,,
273892887,True,Humberto I,residential,40,False,70.545,"LINESTRING (-58.4006265 -34.6222049, -58.4012149 -34.6222796, -58.4013886 -34.6223007)",,,
647946354,True,Alberti,residential,40,False,138.936,"LINESTRING (-58.4006265 -34.6222049, -58.4007688 -34.6211869, -58.4008 -34.6209636)",2,,
47414709,True,Estados Unidos,residential,40,False,126.431,"LINESTRING (-58.4075944 -34.6208655, -58.4062666 -34.6205511)",,,
