osmid,oneway,name,highway,reversed,length,geometry,ref,maxspeed,lanes
98886363,True,25 de Mayo,tertiary,False,72.276,"LINESTRING (-67.4815007 -45.8621208, -67.4815001 -45.8623787, -67.4814992 -45.8627386, -67.4814992 -45.8627708)",,,
"[49546948, 1141590245, 1141590246]",True,Avenida Rivadavia,tertiary,False,71.389,"LINESTRING (-67.4744155 -45.8621129, -67.4748164 -45.8621134, -67.4750314 -45.8621136, -67.4751953 -45.8621138, -67.4753374 -45.862114)",,,
"[868052707, 241995388]",True,Máximo Abasolo,trunk,False,130.237,"LINESTRING (-67.4744155 -45.8621129, -67.4743859 -45.8620757, -67.474133 -45.861758, -67.4740971 -45.8616778, -67.4740929 -45.8615921, -67.4740939 -45.8615756, -67.4740974 -45.8615159, -67.4741177 -45.8614425, -67.4743073 -45.8611225, -67.4743587 -45.8610307)",RN3,40,
241809662,True,Juan Martin de Güemes,trunk,False,75.15899999999999,"LINESTRING (-67.4753374 -45.862114, -67.4753294 -45.8622704, -67.4753279 -45.8623806, -67.4753223 -45.8627898)",RN3,40,
241809680,True,Avenida Rivadavia,primary,False,117.66999999999999,"LINESTRING (-67.4753374 -45.862114, -67.4766916 -45.8621155, -67.476857 -45.8621157)",,,
241994841,True,25 de Mayo,tertiary,False,21.572,"LINESTRING (-67.4815101 -45.8646488, -67.4815093 -45.8648428)",,,
49546949,True,25 de Mayo,tertiary,False,79.239,"LINESTRING (-67.4815019 -45.8638329, -67.481508 -45.8644553, -67.4815089 -45.8645455)",,40,
241999318,True,Máximo Abasolo,trunk,False,124.791,"LINESTRING (-67.4743587 -45.8610307, -67.4746756 -45.8604537, -67.4749696 -45.8599926)",RN3,40,2
241999322,True,San Martín,residential,False,54.563,"LINESTRING (-67.4743587 -45.8610307, -67.4739265 -45.8610416, -67.4736544 -45.8610385)",,40,
49546955,True,,trunk,False,10.958,"LINESTRING (-67.4752577 -45.8633919, -67.4751899 -45.8633054)",RN3,40,
"[241999315, 233329341]",True,Avenida Las Toninas,tertiary,False,299.22,"LINESTRING (-67.4752577 -45.8633919, -67.4751861 -45.8634035, -67.4751065 -45.8634056, -67.4749623 -45.8634071, -67.4749295 -45.8634075, -67.4744549 -45.8634084, -67.473941 -45.8634069, -67.4735515 -45.8634081, -67.4734493 -45.863391, -67.4729238 -45.8632465, -67.4722729 -45.8630685, -67.4716146 -45.8627686)",,,
49546956,True,Avenida Costanera Profesor Luis Mora,residential,False,14.783000000000001,"LINESTRING (-67.473589 -45.8610435, -67.4735603 -45.8609621, -67.4735434 -45.8609144)",,,
"[700245257, 49546958]",True,Avenida Costanera Profesor Luis Mora,residential,False,189.61800000000002,"LINESTRING (-67.473589 -45.8610435, -67.4735366 -45.8610499, -67.4735057 -45.8610536, -67.4734625 -45.8610589, -67.4733854 -45.8610871, -67.4728516 -45.8616164, -67.4724827 -45.861983, -67.4723255 -45.8621415, -67.47226 -45.8622075, -67.4721647 -45.8622803, -67.4720712 -45.8623415)",,,
"[700245255, 258998135]",True,Doctor Roberto Scocco,residential,False,241.993,"LINESTRING (-67.4720712 -45.8623415, -67.4721648 -45.8624901, -67.4722664 -45.8626118, -67.4723735 -45.8626784, -67.4725236 -45.8627017, -67.4740014 -45.8627124, -67.4746963 -45.862729, -67.4749156 -45.8627343)",,,
264947024,False,Avenida Costanera Profesor Luis Mora,residential,False,51.424,"LINESTRING (-67.4720712 -45.8623415, -67.4719427 -45.8624082, -67.471896 -45.8624325, -67.4718696 -45.8624502, -67.4718263 -45.8624792, -67.4717418 -45.8625791, -67.4717109 -45.8626472, -67.471681 -45.8626987)",,,
241999333,True,Máximo Abasolo,trunk,False,79.214,"LINESTRING (-67.4749156 -45.8627343, -67.4747871 -45.8625678, -67.4747503 -45.8625201, -67.4745801 -45.8623131, -67.4744155 -45.8621129)",RN3,40,
463578593,False,Avenida Costanera Profesor Luis Mora,residential,True,106.363,"LINESTRING (-67.4745665 -45.8591378, -67.4742461 -45.8597478, -67.4742058 -45.8598083, -67.4741892 -45.8598332, -67.4741729 -45.8598596, -67.4740686 -45.8600288)",,,
